Id,Name,Position,Overall,Potential,Value,Wage,Age,Team,league_name,Nationality,preferred_foot,Work Rate,Body type,Release cause,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
202276,S. Zoller,"ST, RM",73,76,5000000,30000,26,1. FC Köln,German 1. Bundesliga,Germany,Right,Medium/Low,Lean (170-185),8900000,68,78,63,70,74,71,69,55,54,73,78,78,73,71,73,72,62,67,62,63,52,20,75,64,66,66,17,23,23,9,16,10,10,13
201016,O. Sorg,"RB, LB",73,73,3300000,30000,27,Hannover 96,German 1. Bundesliga,Germany,Right,Low/Medium,Normal (170-185),5900000,68,40,58,72,61,68,59,50,62,72,75,74,78,70,82,79,63,74,64,65,76,73,49,60,51,68,73,75,74,11,10,7,8,13
228336,F. Grillitsch,"CM, CDM, LM, RM",74,80,7500000,20000,21,TSG Hoffenheim,German 1. Bundesliga,Austria,Right,Medium/Low,Lean (185+),14300000,68,58,61,78,53,74,47,68,73,76,65,64,68,76,64,65,48,67,64,49,49,70,70,75,50,78,57,66,43,13,12,7,14,7
211061,A. Maxim,"CAM, LM",75,76,8000000,30000,26,1. FSV Mainz 05,German 1. Bundesliga,Romania,Right,Medium/Low,Lean (170-185),14200000,75,65,40,75,72,78,81,74,72,77,75,71,87,73,78,69,52,59,49,73,48,43,69,76,72,74,22,30,23,14,8,9,9,10
203965,V. Fischer,"LM, LW, ST, CAM",75,82,9500000,20000,23,1. FSV Mainz 05,German 1. Bundesliga,Denmark,Right,High/Low,Normal (170-185),18100000,64,71,55,80,73,76,68,65,68,78,76,77,77,74,68,74,56,68,64,69,60,39,74,73,63,71,30,36,20,13,14,6,14,15
189196,Caiuby,"LM, LW, ST",75,75,6500000,30000,28,FC Augsburg,German 1. Bundesliga,Brazil,Right,Medium/Low,Normal (170-185),11700000,69,71,80,72,54,75,68,49,64,74,78,87,74,73,66,76,91,79,78,67,73,49,69,73,61,61,17,24,22,13,7,15,7,15
175962,N. Bungert,CB,75,75,4900000,20000,30,1. FSV Mainz 05,German 1. Bundesliga,Germany,Right,Low/Medium,Lean (185+),8400000,42,35,77,68,36,44,30,48,60,55,62,65,60,78,62,59,69,65,75,33,60,76,35,37,42,73,78,80,77,10,8,12,16,8
210324,J. Hofmann,"RM, LM, CAM, CM",77,80,11500000,30000,24,Borussia Mönchengladbach,German 1. Bundesliga,Germany,Right,Medium/Low,Lean (170-185),20400000,80,69,40,78,62,79,69,71,66,77,79,79,79,74,79,67,61,72,56,63,43,47,76,75,74,68,34,33,30,6,6,10,10,10
198200,B. Stambouli,"CDM, CB",77,80,9000000,40000,26,FC Schalke 04,German 1. Bundesliga,France,Right,Low/High,Normal (170-185),16000000,45,50,68,77,40,66,42,43,74,76,65,65,76,74,65,65,73,83,74,62,78,78,62,73,50,74,72,80,75,8,13,11,15,15
121170,A. Meier,"ST, CF, CAM",77,77,4700000,30000,34,Eintracht Frankfurt,German 1. Bundesliga,Germany,Right,Low/Medium,Normal (185+),8000000,70,81,74,69,83,72,86,75,54,77,34,40,43,79,34,83,33,48,87,79,60,50,85,77,72,81,30,44,21,16,6,6,11,9
223033,Jorge Meré,CB,78,84,12000000,30000,20,1. FC Köln,German 1. Bundesliga,Spain,Right,Medium/Low,Stocky (170-185),22800000,30,22,80,72,33,37,34,33,62,69,69,68,67,76,74,48,80,67,71,27,75,79,25,34,51,46,80,79,81,15,12,11,8,8
213345,K. Coman,"RM, LM",79,86,17500000,80000,21,FC Bayern München,German 1. Bundesliga,France,Right,Medium/Low,Lean (170-185),33300000,77,75,52,74,77,84,84,70,62,79,93,92,87,76,84,76,73,74,58,73,36,23,75,69,70,73,11,15,15,5,3,5,3,5
184477,K. Papadopoulos,CB,79,82,13500000,40000,25,Hamburger SV,German 1. Bundesliga,Greece,Right,Low/High,Stocky (185+),24000000,44,24,90,56,44,40,40,43,50,52,61,63,53,73,60,68,91,62,90,58,92,65,35,44,46,68,79,82,80,11,10,12,9,10
162369,V. Ibiševi?,ST,80,80,12000000,40000,32,Hertha BSC,German 1. Bundesliga,Bosnia and Herzegovina,Right,Medium/Low,Normal (185+),20400000,65,85,83,78,84,72,73,56,47,76,53,53,65,84,59,81,72,64,79,66,83,30,86,73,81,79,20,29,22,16,12,13,14,16
158232,S. Kalou,"LM, ST",80,80,13000000,40000,31,Hertha BSC,German 1. Bundesliga,Côte d'Ivoire,Right,Medium/Low,Lean (185+),22100000,69,83,76,78,78,87,72,62,68,85,69,67,77,82,78,76,76,67,68,67,35,32,83,75,86,79,22,33,27,8,9,14,7,6
188567,P. Aubameyang,ST,88,88,61000000,160000,28,Borussia Dortmund,German 1. Bundesliga,Gabon,Right,Medium/Low,Lean (185+),103700000,77,88,79,77,86,82,78,74,64,82,95,96,77,87,70,81,77,79,77,79,43,48,89,77,79,84,28,25,36,6,9,15,9,9
238271,P. Dárdai,LM,56,75,190000,3000,18,Hertha BSC,German 1. Bundesliga,Germany,Left,Medium/Low,Lean (170-185),442000,55,54,34,45,47,57,42,35,37,58,74,69,68,53,64,52,56,52,34,37,42,21,52,49,47,51,31,35,34,11,13,8,11,11
240891,N. Sessa,"CAM, CM, RM",62,72,500000,4000,21,VfB Stuttgart,German 1. Bundesliga,Germany,Left,Medium/Low,Lean (170-),1000000,57,57,39,63,59,67,58,42,58,61,69,66,77,52,72,51,55,45,42,45,40,25,55,60,40,54,35,35,29,7,15,9,15,10
233728,M. Doucouré,CB,62,82,600000,3000,19,Borussia Mönchengladbach,German 1. Bundesliga,France,Left,Medium/Low,Normal (170-185),1600000,32,21,56,48,31,32,30,35,41,52,65,68,65,59,68,56,75,59,72,28,63,56,29,32,44,45,64,63,61,12,7,6,9,6
223271,S. Kurt,"LM, CAM, CF",63,77,800000,4000,20,Hertha BSC,German 1. Bundesliga,Germany,Left,Medium/Low,Lean (170-185),1900000,58,54,39,61,55,74,52,55,48,73,76,69,78,65,77,43,62,34,34,49,29,23,51,53,46,46,23,19,22,9,12,14,13,14
208700,D. Blum,"ST, RM, LM",70,73,2200000,20000,26,Eintracht Frankfurt,German 1. Bundesliga,Germany,Left,Medium/Low,Normal (170-185),4000000,68,67,50,63,57,76,75,71,53,74,86,87,76,68,66,77,56,55,70,74,47,28,67,50,44,63,22,34,23,13,10,11,6,10
201526,U. Bech,"RM, ST, LM",71,75,3100000,20000,24,Hannover 96,German 1. Bundesliga,Denmark,Left,High/Low,Stocky (170-),5800000,68,72,54,64,58,73,61,43,58,73,79,78,85,65,87,64,78,76,63,68,40,18,65,61,48,68,16,16,14,9,14,6,12,8
192128,M. Albornoz,LB,71,73,2300000,20000,26,Hannover 96,German 1. Bundesliga,Chile,Left,Medium/Low,Normal (170-185),4400000,77,36,59,74,60,74,80,69,70,72,74,68,73,70,78,69,66,76,68,67,78,63,58,64,66,71,64,67,71,10,10,9,10,10
193780,I. Hajrovi?,"RM, CAM, CM",72,73,3700000,20000,25,SV Werder Bremen,German 1. Bundesliga,Bosnia and Herzegovina,Left,High/Low,Normal (170-185),6600000,73,68,45,68,69,78,80,80,70,77,77,75,78,64,77,86,72,55,59,81,54,48,65,68,75,49,39,41,38,11,11,11,9,7
199439,M. Gregoritsch,"CAM, ST, LM, RM",73,79,5500000,20000,23,FC Augsburg,German 1. Bundesliga,Austria,Left,High/Low,Normal (185+),11000000,65,69,70,73,66,73,82,78,68,76,65,69,66,71,52,80,50,69,75,78,58,33,72,68,64,65,35,40,38,10,6,9,16,6
191566,Park Joo Ho,"LB, CDM",73,73,2900000,40000,30,Borussia Dortmund,German 1. Bundesliga,Korea Republic,Left,Low/Medium,Normal (170-185),4900000,71,31,51,73,42,72,71,59,72,73,75,66,77,74,77,67,73,67,65,52,59,74,53,67,62,74,75,76,75,8,11,13,13,13
205362,M. Nastasi?,CB,80,84,16500000,40000,24,FC Schalke 04,German 1. Bundesliga,Serbia,Left,Low/High,Normal (185+),29300000,46,27,79,69,32,35,47,28,67,64,66,74,64,79,58,44,81,65,78,22,78,78,30,55,47,78,81,84,86,11,16,11,15,13
198710,J. Rodríguez,"CAM, CM, RM",86,89,56000000,170000,25,FC Bayern München,German 1. Bundesliga,Colombia,Left,Medium/Low,Normal (170-185),,88,82,62,84,91,83,87,86,80,85,77,75,82,84,75,86,54,68,70,91,65,55,80,86,81,87,25,42,30,15,15,15,5,14
9014,A. Robben,"RM, RW",88,88,36000000,225000,33,FC Bayern München,German 1. Bundesliga,Netherlands,Left,High/Low,Normal (170-185),59400000,80,85,51,84,86,92,87,81,71,89,87,86,89,87,91,87,61,68,67,88,47,39,85,83,80,86,29,26,26,10,8,11,5,15
240709,B. Baku,"CM, RM, RB",57,77,220000,3000,19,1. FSV Mainz 05,German 1. Bundesliga,Germany,Right,High/High,Lean (170-185),594000,52,50,51,60,44,70,47,45,58,60,79,76,79,58,75,55,69,52,34,48,70,58,49,51,50,40,43,42,46,12,8,7,10,9
225375,K. Laimer,"CM, RM",70,80,2800000,30000,20,RB Leipzig,German 1. Bundesliga,Austria,Right,High/High,Lean (170-185),5400000,59,58,51,70,57,66,64,47,66,68,77,76,72,73,68,63,67,81,62,65,75,69,65,68,54,68,62,68,66,9,12,12,13,12
193057,C. Benschop,"ST, CAM",70,70,1900000,30000,27,Hannover 96,German 1. Bundesliga,Netherlands,Right,High/High,Stocky (185+),3400000,58,69,65,63,59,66,60,68,58,67,52,66,53,65,56,83,34,62,90,66,74,29,68,66,74,68,28,44,26,15,16,7,9,11
213777,I. Fossum,"CM, CAM",71,78,3300000,20000,20,Hannover 96,German 1. Bundesliga,Norway,Right,High/High,Normal (170-185),6600000,57,59,58,71,47,72,52,42,65,72,74,68,76,70,75,65,71,90,57,66,54,63,68,70,42,63,48,62,58,6,6,7,15,13
199282,A. Abrashi,CDM,71,71,2000000,15000,27,Sport-Club Freiburg,German 1. Bundesliga,Albania,Right,High/High,Stocky (170-185),3600000,52,53,38,65,47,60,51,45,59,63,73,65,82,68,87,74,74,91,70,61,89,73,56,60,54,58,70,75,76,16,16,13,13,12
211879,J. Haberer,"CF, CAM",73,78,5500000,20000,23,Sport-Club Freiburg,German 1. Bundesliga,Germany,Right,High/High,Lean (185+),10300000,63,68,59,76,66,75,63,52,59,79,68,67,77,71,66,72,59,82,64,65,54,48,74,72,59,62,31,45,42,14,16,10,15,13
211907,J. Gondorf,"CM, CDM",75,75,6500000,30000,29,SV Werder Bremen,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),11100000,68,63,59,78,59,73,70,71,74,75,76,65,75,72,84,72,83,89,76,69,83,68,65,74,62,72,69,69,73,8,9,9,16,9
194728,I. Belfodil,"ST, LM, CF",75,79,8500000,30000,25,SV Werder Bremen,German 1. Bundesliga,Algeria,Right,High/High,Lean (185+),,65,74,76,72,68,77,74,68,61,78,60,70,59,70,39,77,72,81,85,67,74,29,75,73,66,73,15,39,15,6,12,7,13,14
190059,S. Zuber,"LWB, LM",75,78,7000000,30000,25,TSG Hoffenheim,German 1. Bundesliga,Switzerland,Right,High/High,Normal (170-185),12400000,71,63,72,74,57,77,78,66,61,77,78,79,75,75,66,80,63,79,77,79,70,74,74,72,55,73,68,71,66,15,15,7,14,9
176687,A. Beck,"RB, LB",75,75,4800000,20000,30,VfB Stuttgart,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),8700000,72,29,71,75,32,74,77,65,71,74,73,69,73,76,71,70,66,78,67,62,74,74,47,59,42,75,78,75,73,11,13,12,16,16
228717,Y. Mut?,ST,76,81,10500000,30000,24,1. FSV Mainz 05,German 1. Bundesliga,Japan,Right,High/High,Lean (170-185),18600000,70,79,67,76,74,81,65,46,59,77,79,77,78,80,79,73,75,79,50,68,50,39,80,70,56,76,36,33,30,7,15,15,8,14
211899,F. Niederlechner,ST,76,77,9000000,30000,26,Sport-Club Freiburg,German 1. Bundesliga,Germany,Right,High/High,Normal (185+),16900000,54,79,69,68,73,71,59,44,48,68,72,77,68,74,59,81,65,80,81,72,80,36,77,63,66,69,27,35,28,15,7,6,16,16
207791,Y. Poulsen,ST,76,83,11000000,60000,23,RB Leipzig,German 1. Bundesliga,Denmark,Right,High/High,Lean (185+),20900000,66,68,78,71,68,76,70,43,46,73,85,86,75,77,55,69,82,85,78,58,83,44,76,61,59,67,22,37,28,6,11,15,14,8
202316,T. Chandler,"RB, RWB",76,77,7000000,30000,27,Eintracht Frankfurt,German 1. Bundesliga,United States,Right,High/High,Normal (185+),12400000,77,53,73,75,53,71,63,43,72,72,75,79,54,72,52,78,69,82,81,60,83,64,68,55,50,68,74,79,79,12,7,8,11,12
200469,L. Rupp,"CM, RM, CDM",76,77,9000000,40000,26,TSG Hoffenheim,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),16000000,74,64,45,79,63,78,73,60,74,79,74,73,78,74,82,75,66,86,59,67,63,64,68,76,63,70,63,72,69,9,8,11,16,14
193420,M. Schmiedebach,CDM,76,76,6000000,40000,28,Hannover 96,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),10800000,67,31,54,76,48,75,58,51,73,76,75,68,79,75,86,68,85,88,65,57,78,75,64,70,49,71,75,76,70,15,11,9,15,12
164994,J. B?aszczykowski,"RM, RB",76,76,7000000,60000,31,VfL Wolfsburg,German 1. Bundesliga,Poland,Right,High/High,Normal (170-),11900000,76,67,48,77,76,77,75,67,68,77,76,76,77,77,80,76,64,75,72,68,62,60,74,75,70,82,58,59,61,14,8,9,13,15
137262,S. Kießling,ST,76,76,4800000,60000,33,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,Right,High/High,Lean (185+),8200000,65,79,86,73,78,65,66,49,49,70,55,53,39,77,44,79,80,66,81,70,79,44,79,71,81,78,26,50,41,6,7,5,11,12
220925,A. Schöpf,"RM, RWB, RW",77,82,12000000,40000,23,FC Schalke 04,German 1. Bundesliga,Austria,Right,High/High,Lean (170-185),21300000,76,72,44,75,65,80,69,61,62,79,79,77,85,76,75,68,62,95,58,72,60,58,74,65,64,73,52,56,48,13,6,13,11,10
210287,J. Córdoba,ST,77,82,12000000,40000,24,1. FC Köln,German 1. Bundesliga,Colombia,Right,High/High,Stocky (185+),21300000,55,69,74,69,74,74,60,54,54,73,77,84,66,76,72,86,75,68,90,68,90,49,76,62,69,74,28,42,31,12,13,13,7,8
189410,D. Latza,"CM, CDM",77,78,10000000,30000,27,1. FSV Mainz 05,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),17800000,71,33,61,80,47,71,54,59,77,80,69,67,75,76,76,74,73,90,68,76,79,72,70,78,73,80,71,71,67,7,16,14,6,16
200215,S. Rode,"CDM, CM",78,80,10500000,50000,26,Borussia Dortmund,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),18600000,69,55,66,75,55,72,51,57,72,73,72,65,72,77,75,75,78,86,75,65,84,80,69,71,51,74,76,78,78,9,8,14,7,11
198113,M. Höger,"CM, CDM",78,78,10500000,40000,27,1. FC Köln,German 1. Bundesliga,Germany,Right,High/High,Normal (170-185),17900000,75,65,67,80,73,74,72,61,75,77,61,54,62,81,61,80,77,86,78,75,79,81,70,77,74,79,79,78,75,6,14,16,10,14
193584,G. Burgstaller,"ST, LW",78,78,10500000,50000,28,FC Schalke 04,German 1. Bundesliga,Austria,Right,High/High,Normal (185+),17900000,69,80,73,72,74,74,62,42,58,73,69,77,66,78,62,80,75,91,81,73,80,29,84,62,64,77,17,31,12,12,7,14,10,9
158856,C. Gentner,"CM, CDM, CAM",78,78,9000000,30000,31,VfB Stuttgart,German 1. Bundesliga,Germany,Right,High/High,Normal (185+),16200000,67,73,76,78,76,70,69,54,76,77,48,50,52,78,49,79,61,86,82,77,72,77,74,75,65,80,70,77,74,15,11,16,7,8
152996,P. Skjelbred,"CDM, CM",78,78,7500000,30000,30,Hertha BSC,German 1. Bundesliga,Norway,Right,High/High,Lean (170-185),12800000,69,46,52,79,40,77,70,61,79,80,68,66,78,77,81,56,74,87,67,42,79,81,60,76,55,75,66,77,74,7,13,11,6,7
204024,C. Kramer,"CDM, CM",79,82,13000000,40000,26,Borussia Mönchengladbach,German 1. Bundesliga,Germany,Right,High/High,Lean (185+),23100000,61,45,58,77,49,71,54,51,70,79,53,53,67,81,54,53,51,93,69,40,78,79,70,70,47,77,76,80,76,8,13,9,6,8
201262,V. Darida,"CM, CAM, CDM",79,80,14500000,40000,26,Hertha BSC,German 1. Bundesliga,Czech Republic,Right,High/High,Lean (170-185),25700000,77,72,41,81,65,79,79,69,75,82,74,65,83,75,88,76,77,94,46,77,56,71,73,78,76,74,62,67,64,16,14,16,14,14
173474,Z. Junuzovi?,"CM, CAM, LM",79,79,12000000,40000,29,SV Werder Bremen,German 1. Bundesliga,Austria,Right,High/High,Stocky (170-185),20400000,85,68,58,79,82,80,88,82,79,80,77,78,86,76,91,78,66,93,65,81,76,75,73,75,70,78,68,66,63,15,9,11,15,8
193130,A. Schürrle,"LM, ST, LW",80,81,17500000,70000,26,Borussia Dortmund,German 1. Bundesliga,Germany,Right,High/High,Lean (170-185),31100000,76,80,63,77,82,81,80,68,59,79,84,83,77,80,76,86,72,80,66,83,66,44,80,76,83,75,23,40,42,7,11,12,9,12
211368,Bruma,"LM, RM",81,86,24000000,60000,22,RB Leipzig,German 1. Bundesliga,Portugal,Right,High/High,Lean (170-185),42600000,76,70,52,74,60,86,75,69,70,83,94,92,93,79,90,81,78,79,57,67,64,38,75,69,71,73,21,39,28,11,13,8,12,8
195365,K. Kampl,"CM, CAM",81,83,21000000,70000,26,RB Leipzig,German 1. Bundesliga,Slovenia,Right,High/High,Lean (170-185),37300000,64,65,34,84,58,84,76,64,78,82,86,75,91,82,81,70,67,88,47,72,64,74,76,82,64,83,45,68,56,13,11,7,6,16
209658,L. Goretzka,"CM, CAM, CDM",82,88,30000000,50000,22,FC Schalke 04,German 1. Bundesliga,Germany,Right,High/High,Lean (185+),57000000,73,71,74,83,68,80,76,72,78,82,83,85,76,83,72,76,67,86,68,78,84,82,77,79,60,78,73,78,78,13,8,15,11,9
202857,K. Bellarabi,RM,82,82,23000000,70000,27,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,Right,High/High,Lean (170-185),39100000,76,75,48,80,72,87,70,58,59,82,91,93,86,81,78,85,75,73,68,78,59,38,78,77,57,77,28,30,33,10,12,7,11,10
177457,L. Bender,"CDM, CM",82,83,20000000,60000,28,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,Right,High/High,Lean (185+),35500000,69,59,78,79,57,72,49,47,74,75,66,69,65,82,63,74,77,87,76,71,78,87,69,76,52,83,76,85,82,12,6,7,12,7
189596,T. Müller,"CF, RW, CAM, ST",86,86,47500000,190000,27,FC Bayern München,German 1. Bundesliga,Germany,Right,High/High,Lean (185+),78400000,77,87,82,81,83,75,81,59,68,82,76,78,76,92,72,77,81,90,67,77,57,58,93,81,60,83,31,41,44,6,7,11,14,14
181872,A. Vidal,"CDM, CM",87,87,37500000,160000,30,FC Bayern München,German 1. Bundesliga,Chile,Right,High/High,Normal (170-185),61900000,76,77,81,84,78,76,76,68,82,83,76,74,75,89,77,86,82,91,77,85,93,85,80,80,81,86,76,89,85,4,2,4,2,4
193283,T. Delaney,"CM, CDM",78,81,13000000,30000,25,SV Werder Bremen,German 1. Bundesliga,Denmark,Left,High/High,Normal (170-185),23100000,67,72,75,80,66,72,71,68,76,77,71,74,70,77,73,78,82,90,78,70,78,74,75,76,60,82,72,77,74,8,12,11,14,15
200610,K. Volland,"ST, RW, LW",80,83,19000000,60000,24,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,Left,High/High,Stocky (170-185),33700000,78,80,67,81,76,79,79,76,67,81,78,77,73,81,84,85,77,88,82,81,75,44,80,81,72,80,17,50,33,8,7,9,7,12
188802,M. Schmelzer,"LB, LM",80,80,11000000,60000,29,Borussia Dortmund,German 1. Bundesliga,Germany,Left,High/High,Normal (170-185),18700000,79,37,73,74,47,63,74,72,66,71,75,84,66,78,63,74,74,86,75,60,81,78,54,52,46,72,79,82,81,14,10,15,9,8
183909,I. Traoré,RM,80,80,14500000,50000,29,Borussia Mönchengladbach,German 1. Bundesliga,Guinea,Left,High/High,Lean (170-185),24700000,80,66,44,76,75,86,84,74,74,78,92,85,94,80,93,80,72,74,47,78,53,41,76,76,56,79,32,43,40,6,6,11,8,7
194794,A. Yarmolenko,"RW, RM",81,81,18500000,70000,27,Borussia Dortmund,German 1. Bundesliga,Ukraine,Left,High/High,Normal (185+),31500000,82,78,69,83,74,86,80,75,76,84,81,81,76,78,69,77,68,82,77,82,67,54,78,79,69,71,36,21,23,9,5,6,5,14
237884,L. Ritzka,"LB, CB",59,70,220000,3000,19,Hannover 96,German 1. Bundesliga,Germany,Left,Medium/High,Normal (170-185),440000,63,31,41,54,49,52,57,38,34,57,67,68,59,54,63,57,55,57,64,45,49,53,38,40,38,39,55,62,57,13,12,13,11,9
192732,E. Prib,"LM, LB, CM",73,73,4200000,40000,27,Hannover 96,German 1. Bundesliga,Russia,Left,Medium/High,Normal (170-185),7500000,73,61,55,72,63,73,71,68,67,73,77,77,72,72,76,74,72,78,68,76,63,66,69,70,57,68,58,66,66,6,15,8,10,6
190671,M. Frantz,"CM, CDM, RM",73,73,3700000,20000,30,Sport-Club Freiburg,German 1. Bundesliga,Germany,Left,Medium/High,Normal (170-185),6700000,74,62,51,75,58,71,69,62,70,69,66,67,66,76,75,74,62,84,76,66,81,72,66,70,57,72,59,68,67,15,12,7,15,8
197786,G. Donati,RB,75,76,6000000,20000,27,1. FSV Mainz 05,German 1. Bundesliga,Italy,Right,Medium/High,Normal (170-185),10700000,67,40,70,68,32,65,55,46,71,70,69,76,66,74,70,67,68,78,77,53,90,75,49,51,51,68,75,80,78,16,15,8,9,8
210583,M. Stendera,"CAM, CM, CDM",76,85,12000000,20000,21,Eintracht Frankfurt,German 1. Bundesliga,Germany,Right,Medium/High,Normal (170-185),22800000,67,72,47,76,66,76,83,78,69,78,75,66,84,74,89,76,52,74,59,75,59,54,68,77,60,65,50,59,53,7,14,9,16,7
52498,M. Lehmann,CDM,76,76,2300000,30000,34,1. FC Köln,German 1. Bundesliga,Germany,Right,Medium/High,Normal (170-185),4000000,67,58,65,80,56,65,71,72,75,74,44,32,65,74,68,76,75,76,75,72,76,78,58,75,78,75,69,75,73,12,14,16,11,13
189234,M. Risse,"RM, RB",77,77,9500000,40000,27,1. FC Köln,German 1. Bundesliga,Germany,Right,Medium/High,Normal (170-185),16200000,76,73,52,74,68,77,70,76,72,76,81,79,74,75,72,84,72,72,67,82,60,72,75,73,72,67,65,71,66,11,7,14,11,8
189606,J. Baumgartlinger,CDM,78,78,8000000,50000,29,Bayer 04 Leverkusen,German 1. Bundesliga,Austria,Right,Medium/High,Normal (170-185),13600000,63,39,69,78,50,65,47,49,71,74,69,73,65,76,64,73,78,89,80,39,84,78,62,64,59,75,75,80,74,9,13,10,9,14
137351,D. Baier,CDM,79,79,5000000,30000,33,FC Augsburg,German 1. Bundesliga,Germany,Right,Medium/High,Normal (170-185),9000000,73,52,52,85,58,75,62,70,82,80,63,51,77,81,75,68,78,75,67,44,67,84,58,80,62,84,71,76,74,7,9,7,9,9
177036,K. Guédé,ST,65,65,425000,8000,32,Sport-Club Freiburg,German 1. Bundesliga,Slovakia,Right,Medium/High,Stocky (170-185),765000,48,65,59,64,63,58,46,34,53,52,53,54,34,68,43,74,51,83,90,61,85,59,63,56,47,66,54,60,52,5,8,9,9,8
205939,O. Bulut,RM,67,70,975000,15000,23,Sport-Club Freiburg,German 1. Bundesliga,Germany,Right,Medium/High,Lean (170-185),1800000,65,52,40,67,51,66,60,44,59,54,78,78,82,67,74,62,58,89,57,53,74,57,67,60,53,54,47,58,56,13,12,12,6,15
211999,R. Khedira,"CDM, CM",69,74,1200000,10000,23,FC Augsburg,German 1. Bundesliga,Germany,Right,Medium/High,Normal (185+),2200000,42,33,66,70,29,52,38,41,64,65,54,54,58,59,58,58,66,78,78,51,71,69,43,55,46,65,67,70,66,9,13,11,12,8
