Id,Name,Position,Overall,Potential,Value,Wage,Age,Team,league_name,Nationality,preferred_foot,Work Rate,Body type,Release cause,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
202648,Sergi Darder,CM,78,84,14000000,30000,23,RCD Espanyol de Barcelona,Spain Primera Division,Spain,Right,Medium/Low,Lean (170-185),,65,56,50,82,54,77,67,55,80,82,59,51,76,76,77,74,53,62,68,67,71,69,74,82,55,81,62,66,69,7,10,6,14,6
194996,Borja Bastón,ST,78,83,14000000,30000,24,Málaga CF,Spain Primera Division,Spain,Right,Medium/Low,Lean (185+),,51,78,77,66,80,69,68,46,44,80,57,66,62,78,39,81,56,56,91,73,61,23,83,65,72,70,14,32,24,6,9,10,9,13
190507,Etxeita,CB,78,78,8000000,30000,29,Athletic Club de Bilbao,Spain Primera Division,Spain,Right,Low/Medium,Normal (185+),16800000,36,29,75,64,38,47,35,43,54,63,43,59,67,77,55,54,79,76,82,34,86,75,28,30,30,68,79,80,82,6,7,8,10,7
214997,Á. Correa,"ST, CAM, RM, RW",79,87,19000000,60000,22,Atlético de Madrid,Spain Primera Division,Argentina,Right,Medium/Low,Normal (170-185),42800000,64,82,61,65,77,87,82,65,56,85,85,79,87,82,83,78,52,67,59,83,41,45,79,69,55,71,46,51,44,13,10,9,8,16
201305,Gabriel Paulista,CB,79,81,12500000,40000,26,Valencia CF,Spain Primera Division,Brazil,Right,Low/High,Lean (185+),27200000,67,42,77,69,48,60,55,46,69,65,64,68,66,78,68,61,75,73,77,50,78,79,51,61,51,68,80,83,80,15,6,15,15,7
199561,Nolito,"LW, LM",79,79,12000000,30000,30,Sevilla FC,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),25200000,77,79,45,76,65,78,82,80,67,80,74,70,83,84,81,74,63,72,62,81,73,58,82,79,74,82,30,39,25,10,15,12,8,8
176993,Bojan,"CAM, ST",79,80,15000000,30000,26,Deportivo Alavés,Spain Primera Division,Spain,Right,High/Low,Lean (170-),,68,70,42,81,79,77,83,66,72,78,78,75,84,72,85,76,48,67,43,70,30,29,77,81,71,74,20,22,19,5,14,8,14,7
159171,Jurado,"LM, RM, CAM, CM",79,79,11000000,40000,31,RCD Espanyol de Barcelona,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),23100000,80,77,47,82,69,83,80,78,79,81,72,69,80,81,72,76,62,62,56,75,46,40,79,80,66,68,19,26,27,11,15,7,6,13
199110,L. Muriel,ST,80,83,18500000,30000,26,Sevilla FC,Spain Primera Division,Colombia,Right,High/Low,Stocky (170-185),40200000,60,80,65,74,75,86,77,60,55,85,87,90,86,76,77,82,62,75,80,65,50,16,78,73,74,70,18,24,22,8,10,10,14,6
175379,Pedro León,"RM, LM",80,80,14000000,30000,30,SD Eibar,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),29400000,90,74,36,80,68,84,87,84,82,85,64,69,68,71,73,82,45,68,63,79,55,43,74,82,71,71,34,46,36,11,12,10,15,16
179645,S. Kjær,CB,81,82,16000000,20000,28,Sevilla FC,Spain Primera Division,Denmark,Right,Low/High,Normal (185+),34800000,54,55,82,75,37,42,52,73,74,67,60,68,48,76,58,78,70,78,83,41,80,81,31,49,61,72,80,82,80,6,10,13,10,15
207664,C. Bacca,ST,82,82,21500000,50000,30,Villarreal CF,Spain Primera Division,Colombia,Right,Medium/Low,Lean (170-185),,60,87,76,72,80,79,72,58,50,81,76,78,76,80,77,76,77,67,74,60,62,34,87,66,80,80,12,16,14,12,12,8,5,8
202477,Deulofeu,"LW, RW",82,89,31000000,160000,23,FC Barcelona,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),69800000,76,70,40,79,68,89,84,78,62,87,93,93,93,78,79,72,72,78,59,65,40,25,78,74,78,76,20,30,22,12,16,14,11,11
198164,Jonathan Viera,"CM, LM, CAM",82,82,23000000,30000,27,Unión Deportiva Las Palmas,Spain Primera Division,Spain,Right,High/Low,Lean (170-),48300000,75,78,41,85,57,88,80,76,76,83,86,76,89,79,84,70,69,78,67,79,56,69,79,87,74,80,29,67,58,16,16,9,14,9
195093,Willian José,ST,82,86,29000000,40000,25,Real Sociedad,Spain Primera Division,Brazil,Right,Medium/Low,Normal (185+),63100000,54,84,84,79,80,79,68,71,48,80,65,68,60,81,50,83,72,67,87,76,65,35,85,63,80,73,29,32,30,15,14,16,15,8
189513,Parejo,"CM, CAM, CDM",82,82,22000000,50000,28,Valencia CF,Spain Primera Division,Spain,Right,Medium/Low,Lean (170-185),46200000,84,75,63,90,72,75,87,90,87,83,55,50,69,79,72,80,55,76,72,80,68,68,79,85,83,74,59,61,51,5,9,12,14,8
165153,K. Benzema,ST,86,86,44500000,300000,29,Real Madrid CF,Spain Primera Division,France,Right,Medium/Low,Normal (170-185),91200000,75,87,78,86,79,82,79,73,47,86,77,78,77,83,60,83,70,73,78,77,65,22,87,85,82,82,13,15,12,13,11,5,5,7
20801,Cristiano Ronaldo,"LW, ST",94,94,95500000,575000,32,Real Madrid CF,Spain Primera Division,Portugal,Right,High/Low,Unique,195800000,85,94,88,83,88,91,81,76,77,93,89,91,89,96,63,94,95,92,80,92,63,29,95,85,85,95,22,31,23,7,11,15,14,11
241113,Nil Coch,CB,60,71,300000,2000,19,Real Betis Balompié,Spain Primera Division,Spain,Left,Low/Medium,Normal (170-185),,36,30,55,44,28,38,36,37,42,51,62,60,43,54,65,50,73,57,59,28,53,58,25,34,47,51,52,71,67,7,6,6,11,12
221397,Dani Molina,"CDM, CAM",63,76,625000,3000,21,RC Celta de Vigo,Spain Primera Division,Spain,Left,Medium/Low,Lean (170-185),1700000,49,56,42,70,58,64,66,59,66,67,58,63,66,55,67,59,59,55,41,66,61,57,56,69,55,62,62,66,64,11,10,16,15,13
234032,Lluis López,CB,68,78,1300000,10000,20,RCD Espanyol de Barcelona,Spain Primera Division,Spain,Left,Low/Medium,Normal (170-185),2900000,46,24,70,62,29,47,32,26,58,64,65,63,64,64,54,46,73,55,56,18,71,71,48,31,33,59,65,66,72,8,14,8,6,12
233119,M. Olunga,ST,69,77,1600000,15000,23,Girona FC,Spain Primera Division,Kenya,Left,High/Low,Normal (185+),3800000,29,70,65,59,62,62,51,36,40,66,68,79,60,61,60,73,67,68,85,59,70,35,66,43,55,40,17,18,13,5,8,10,14,8
231240,E. Mor,"RM, ST",70,85,3800000,10000,19,RC Celta de Vigo,Spain Primera Division,Turkey,Left,High/Low,Lean (170-),10400000,59,65,41,60,62,86,53,38,43,80,89,81,95,66,93,61,65,61,43,60,55,28,59,58,49,54,19,21,29,13,10,7,13,6
225591,L. Suárez,"RM, LM",70,81,3000000,15000,21,Villarreal CF,Spain Primera Division,Argentina,Left,Medium/Low,Lean (170-),7000000,69,71,54,73,59,81,76,60,65,73,75,68,88,58,91,56,74,46,38,70,36,15,55,75,62,61,19,22,11,11,14,6,15,7
207711,Chuli,"ST, RM, LM",70,73,2200000,15000,26,Getafe CF,Spain Primera Division,Spain,Left,High/Low,Normal (170-),5100000,68,70,59,65,54,73,59,43,59,70,73,82,79,65,70,71,67,53,68,56,43,40,73,57,67,67,32,26,29,7,11,12,8,15
174379,G. Castro,LM,75,75,5000000,20000,32,Málaga CF,Spain Primera Division,Uruguay,Left,High/Low,Normal (170-185),10500000,76,71,55,72,63,80,72,69,58,80,74,70,77,80,82,72,68,57,58,69,53,40,79,73,64,77,23,42,37,9,16,15,10,14
168930,Omar Ramos,"RM, LM",75,75,6500000,20000,29,CD Leganés,Spain Primera Division,Spain,Left,Medium/Low,Lean (170-185),13700000,78,63,46,74,54,81,84,61,67,75,79,77,85,65,79,62,67,67,55,70,58,30,69,76,73,70,27,32,35,6,13,16,14,10
220334,Ó. Romero,"RM, CAM, LM",76,79,10000000,20000,24,Deportivo Alavés,Spain Primera Division,Paraguay,Left,Medium/Low,Normal (170-185),21800000,69,76,52,76,53,80,76,62,75,78,79,78,79,69,85,73,59,74,62,75,50,39,68,75,65,69,23,24,25,8,7,14,14,10
178616,Adrián González,"CAM, CDM, LM",76,76,7500000,30000,29,Málaga CF,Spain Primera Division,Spain,Left,High/Low,Normal (170-185),15800000,74,77,70,77,51,76,81,69,74,81,61,63,68,78,66,58,66,71,63,70,70,68,73,74,80,67,59,66,64,6,15,12,6,7
216349,A. Halilovi?,"CAM, RM, CM",77,85,13000000,20000,21,Unión Deportiva Las Palmas,Spain Primera Division,Croatia,Left,High/Low,Lean (170-),,72,61,24,80,64,81,80,69,71,80,78,74,78,73,88,58,57,60,36,71,40,55,71,80,75,72,26,16,21,15,11,11,13,10
208330,A. Januzaj,"LM, RM, CAM",77,84,12500000,30000,22,Real Sociedad,Spain Primera Division,Belgium,Left,Medium/Low,Lean (170-185),28800000,74,69,23,77,67,84,70,65,75,81,82,76,84,70,65,58,61,55,54,67,31,21,69,76,60,67,20,22,22,15,10,11,12,7
210930,Carles Gil,"RM, CAM",78,83,14000000,20000,24,Deportivo de La Coruña,Spain Primera Division,Spain,Left,High/Low,Normal (170-),30500000,79,72,34,81,71,81,76,58,78,80,70,70,75,76,75,63,60,66,55,66,41,40,74,77,69,72,36,43,39,12,15,16,9,6
206225,D. Cheryshev,"LM, LW",78,79,12000000,30000,26,Villarreal CF,Spain Primera Division,Russia,Left,High/Low,Lean (170-185),26100000,80,74,54,76,68,80,74,61,68,81,78,82,76,75,74,80,75,66,67,71,65,61,78,79,64,69,52,57,54,16,7,14,7,8
199827,P. Hernández,"CM, CAM",80,80,13500000,30000,30,RC Celta de Vigo,Spain Primera Division,Chile,Left,High/Low,Lean (185+),28400000,54,69,53,82,69,81,75,69,80,80,72,70,72,82,52,75,69,73,80,74,87,74,80,81,62,67,56,68,70,6,15,9,15,10
187688,Ganso,"CAM, CM",80,81,17000000,20000,27,Sevilla FC,Spain Primera Division,Brazil,Left,Medium/Low,Lean (170-185),37000000,83,72,65,86,75,84,80,76,84,83,36,34,71,75,56,77,30,68,67,79,56,47,74,87,76,80,30,31,35,9,12,14,7,11
169416,C. Vela,"RW, ST",82,82,22500000,50000,28,Real Sociedad,Spain Primera Division,Mexico,Left,High/Low,Normal (170-185),47300000,80,81,64,81,84,82,80,71,63,81,87,81,86,77,79,73,69,68,68,80,57,37,81,80,72,79,12,22,14,8,14,8,13,10
231443,O. Dembélé,"RW, LW, CAM",83,92,40000000,150000,20,FC Barcelona,Spain Primera Division,France,Left,High/Low,Lean (170-185),90000000,77,77,43,74,76,92,78,65,68,85,93,89,90,82,85,82,59,74,47,65,54,36,78,84,75,73,29,30,33,6,6,14,10,13
235961,Imanol García,"CM, CDM",65,75,850000,7000,21,Villarreal CF,Spain Primera Division,Spain,Right,High/High,Normal (170-185),2000000,46,56,50,66,58,64,47,53,59,66,68,63,70,73,70,59,72,68,61,52,73,60,64,63,51,59,52,70,65,13,6,9,14,12
225811,M. Moreno,"LM, RM, ST",72,81,4800000,15000,20,Girona FC,Spain Primera Division,Colombia,Right,High/High,Lean (170-185),,62,66,34,67,47,78,55,35,57,74,87,89,86,67,83,81,76,58,52,51,38,19,68,69,51,63,19,27,29,6,14,13,9,8
224540,E. Boateng,ST,72,80,4600000,15000,21,Levante Unión Deportiva,Spain Primera Division,Ghana,Right,High/High,Lean (170-185),11200000,57,72,67,63,69,73,55,41,46,72,85,82,90,72,75,76,90,84,69,56,62,25,69,53,64,73,29,35,34,15,13,13,14,12
221452,Nano,"ST, CAM, LM",73,80,5500000,20000,22,Levante Unión Deportiva,Spain Primera Division,Spain,Right,High/High,Normal (170-185),,62,75,60,66,67,70,72,48,46,74,87,78,75,72,77,74,74,67,67,63,38,21,79,61,69,65,21,29,20,15,11,14,7,9
201403,Álvaro,ST,73,76,5000000,30000,26,RCD Espanyol de Barcelona,Spain Primera Division,Spain,Right,High/High,Normal (170-185),10900000,51,73,66,64,71,74,66,54,59,76,68,69,72,71,67,80,71,63,72,76,64,33,72,60,70,61,13,39,25,7,16,7,9,14
195698,C. Doukouré,"CDM, CM",73,79,4700000,20000,24,Levante Unión Deportiva,Spain Primera Division,Côte d'Ivoire,Right,High/High,Normal (170-185),11200000,59,52,61,74,52,66,59,65,69,72,76,72,75,67,75,70,69,84,76,67,74,72,57,63,42,59,67,77,73,15,15,15,10,11
233631,A. Ndiaye Diedhiou,"ST, LM, CAM",74,87,11000000,20000,20,Getafe CF,Spain Primera Division,Senegal,Right,High/High,Lean (170-185),31100000,63,75,58,68,59,86,51,29,58,71,90,90,87,68,79,71,83,76,64,61,62,41,76,67,49,75,37,52,35,6,7,14,8,9
223608,Eraso,"CAM, CDM",74,75,6500000,20000,27,CD Leganés,Spain Primera Division,Spain,Right,High/High,Lean (170-185),14100000,64,74,54,80,59,68,53,59,76,71,63,64,52,84,59,70,73,86,67,67,82,67,81,68,53,80,49,64,57,10,15,9,9,14
172283,Carlos Martínez,RB,76,76,5000000,30000,31,Real Sociedad,Spain Primera Division,Spain,Right,High/High,Normal (185+),10500000,83,45,75,73,41,64,72,47,71,74,55,66,55,75,41,57,34,69,78,61,46,78,53,63,43,67,76,78,80,11,6,12,13,7
209989,T. Partey,"CDM, CM, RM",77,83,10500000,40000,24,Atlético de Madrid,Spain Primera Division,Ghana,Right,High/High,Lean (185+),23600000,58,60,66,77,53,76,62,41,73,77,75,78,73,74,55,76,82,84,85,63,76,75,60,69,46,67,65,81,76,11,13,9,9,7
208450,Andreas Pereira,"LM, CM, CAM",77,86,13500000,30000,21,Valencia CF,Spain Primera Division,Brazil,Right,High/High,Normal (170-185),,75,68,59,77,76,82,80,80,77,83,73,72,81,71,80,76,59,78,67,77,65,65,69,72,49,66,68,58,49,15,14,7,10,7
164029,Charles,ST,77,77,5500000,30000,33,SD Eibar,Spain Primera Division,Brazil,Right,High/High,Normal (170-185),11600000,51,78,74,60,84,74,78,53,42,85,65,64,92,79,68,83,92,64,71,73,66,18,80,55,61,78,34,35,27,8,9,16,9,11
216189,Capa,RB,78,83,11500000,20000,25,SD Eibar,Spain Primera Division,Spain,Right,High/High,Stocky (170-185),25000000,77,56,61,71,52,75,55,58,56,77,85,87,76,73,86,81,77,91,80,62,88,69,76,72,54,69,69,76,82,12,13,6,12,11
201505,David López,"CB, CM, CDM",78,78,8500000,30000,27,RCD Espanyol de Barcelona,Spain Primera Division,Spain,Right,High/High,Normal (170-185),17900000,53,65,69,79,56,64,48,46,64,76,58,62,52,72,57,77,74,81,83,64,77,78,59,68,50,67,75,81,76,9,12,7,11,15
186805,J. Montero,"LM, LW",78,78,11000000,30000,27,Getafe CF,Spain Primera Division,Ecuador,Right,High/High,Normal (170-185),,74,65,50,74,64,83,76,64,70,80,91,90,84,70,85,76,69,77,68,68,40,25,73,73,68,77,24,38,20,11,11,12,15,12
225018,F. Andone,ST,79,84,17000000,30000,24,Deportivo de La Coruña,Spain Primera Division,Romania,Right,High/High,Normal (170-185),37000000,62,79,76,64,77,73,58,55,53,76,79,78,78,84,69,79,79,87,75,74,83,51,84,67,74,86,27,52,38,8,6,11,15,6
194879,Sergi Enrich,ST,80,81,17500000,30000,27,SD Eibar,Spain Primera Division,Spain,Right,High/High,Normal (170-185),38100000,70,83,80,76,79,74,55,47,61,80,63,68,68,82,66,74,77,83,83,67,66,42,87,72,63,67,29,46,31,8,8,8,14,6
216201,Williams,"RW, ST, LW",81,87,24500000,30000,23,Athletic Club de Bilbao,Spain Primera Division,Spain,Right,High/High,Lean (185+),56400000,78,78,67,79,64,82,49,53,66,81,92,94,78,78,43,85,84,77,84,76,66,21,76,75,64,71,28,38,31,14,15,14,10,13
199451,W. Ben Yedder,ST,81,82,21000000,30000,26,Sevilla FC,Spain Primera Division,France,Right,High/High,Normal (170-),45700000,73,84,74,77,76,85,80,77,68,83,84,83,91,80,86,78,85,76,57,69,55,44,83,76,74,82,28,21,26,6,13,9,7,7
187961,Paulinho,"CM, CDM",81,81,17500000,160000,28,FC Barcelona,Spain Primera Division,Brazil,Right,High/High,Lean (170-185),35900000,64,72,80,81,75,77,66,72,76,81,76,76,70,81,64,79,88,92,69,76,69,78,75,75,71,79,77,78,73,16,16,11,6,8
208618,Lucas Vázquez,"RW, RM",82,83,26000000,180000,26,Real Madrid CF,Spain Primera Division,Spain,Right,High/High,Normal (170-185),55300000,85,77,52,81,54,82,82,75,75,83,83,79,82,85,78,77,67,90,57,78,65,44,81,82,56,72,21,49,35,9,16,9,9,7
143745,A. Turan,"CM, RW, LW",82,82,20500000,170000,30,FC Barcelona,Spain Primera Division,Turkey,Right,High/High,Normal (170-185),42000000,82,71,70,83,80,85,81,64,80,86,75,68,82,80,76,73,78,69,70,76,80,61,81,83,73,83,54,63,65,11,7,11,12,11
199715,Vitolo,"LM, RM",83,83,27000000,30000,27,Unión Deportiva Las Palmas,Spain Primera Division,Spain,Right,High/High,Normal (170-185),,80,79,65,81,75,86,76,62,82,85,81,79,75,80,63,77,70,81,81,73,61,25,80,78,74,70,25,21,23,11,16,8,14,16
193747,Koke,"CM, RM, LM",84,88,39500000,80000,25,Atlético de Madrid,Spain Primera Division,Spain,Right,High/High,Normal (170-185),83900000,84,71,61,86,56,80,85,76,85,86,72,69,77,84,78,84,61,81,75,81,71,64,80,89,59,75,63,66,51,14,12,5,10,13
188337,M. Wakaso,"LM, CM, RM",75,75,7000000,20000,26,Deportivo Alavés,Spain Primera Division,Ghana,Left,High/High,Normal (170-185),14700000,74,55,47,74,77,73,66,57,69,73,90,89,85,74,85,85,85,82,74,68,82,69,69,69,36,65,52,72,69,10,16,7,15,14
206222,Bigas,CB,78,81,11000000,20000,26,Unión Deportiva Las Palmas,Spain Primera Division,Spain,Left,High/High,Normal (170-185),23900000,68,49,80,74,44,44,46,43,60,66,71,73,65,71,66,62,77,77,70,47,89,78,61,35,48,70,78,77,78,15,14,9,13,11
193171,Jaume Costa,"LB, LM",79,79,9500000,40000,29,Villarreal CF,Spain Primera Division,Spain,Left,High/High,Normal (170-185),20000000,79,53,66,78,38,69,67,59,65,78,83,84,80,72,82,75,83,83,62,62,81,78,66,57,56,69,76,77,78,10,11,16,10,14
202685,S. Zaza,ST,81,82,21000000,40000,26,Valencia CF,Spain Primera Division,Italy,Left,High/High,Normal (185+),45700000,52,82,81,65,84,76,68,56,45,80,79,79,77,78,69,83,89,76,86,70,85,34,83,66,80,68,28,35,40,7,13,9,7,9
192629,Iago Aspas,"ST, RW",83,83,26000000,40000,29,RC Celta de Vigo,Spain Primera Division,Spain,Left,High/High,Lean (170-185),54600000,67,86,78,80,86,85,83,76,64,84,84,79,88,86,77,79,68,70,59,80,63,36,85,68,80,73,20,21,18,12,16,9,12,13
229518,Manel Royo,"CB, LB",65,71,625000,6000,23,RCD Espanyol de Barcelona,Spain Primera Division,Spain,Left,Medium/High,Normal (170-185),1400000,32,25,65,54,35,44,37,33,40,42,59,55,53,53,58,48,71,57,82,28,64,55,26,30,50,56,64,68,67,14,12,14,10,13
232120,S. Moore,"RB, CB",66,76,900000,5000,20,Levante Unión Deportiva,Spain Primera Division,United States,Right,Medium/High,Normal (170-185),2200000,62,47,52,61,45,63,48,35,58,64,77,82,75,64,65,59,71,74,68,55,57,62,55,41,46,52,59,62,65,6,15,11,13,12
226206,Clavería,"CDM, CM",66,74,825000,5000,21,Málaga CF,Spain Primera Division,Spain,Right,Medium/High,Normal (170-185),1900000,38,62,49,61,58,49,59,59,60,69,61,57,68,70,64,70,72,57,59,66,70,73,49,49,41,56,70,64,59,8,16,10,8,15
236221,D. Brašanac,"CM, RM",73,78,5000000,20000,25,CD Leganés,Spain Primera Division,Serbia,Right,Medium/High,Normal (170-185),,58,61,64,74,52,63,57,59,75,71,64,60,59,79,68,79,67,71,71,62,81,64,76,72,70,77,48,71,68,6,14,9,9,9
169432,M. Lacen,"CDM, CM",73,73,1600000,20000,33,Getafe CF,Spain Primera Division,Algeria,Left,Medium/High,Normal (170-185),3600000,59,49,59,80,58,70,80,70,76,72,56,56,75,69,79,70,76,72,69,64,80,67,59,68,59,68,70,69,59,16,7,11,12,13
