Id,Name,Position,Overall,Potential,Value,Wage,Age,Team,league_name,Nationality,preferred_foot,Work Rate,Body type,Release cause,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
1178,P. Cannavaro,CB,75,75,900000,30000,36,U.S. Sassuolo Calcio,Italian Serie A,Italy,Right,Low/High,Normal (185+),1500000,39,30,78,62,33,45,24,24,68,60,34,31,59,66,43,72,80,36,75,51,80,80,35,50,47,69,74,76,75,14,8,5,14,5
220477,M. Caldara,CB,76,85,10500000,20000,23,Atalanta,Italian Serie A,Italy,Right,Low/Medium,Normal (185+),,31,34,74,55,40,36,20,24,50,60,59,64,59,73,70,37,71,68,75,19,72,80,33,22,30,73,78,79,76,14,9,6,9,5
193338,M. Destro,ST,76,79,9500000,60000,26,Bologna,Italian Serie A,Italy,Right,Medium/Low,Lean (170-185),16900000,56,80,76,68,70,74,68,51,42,76,73,77,73,68,76,74,82,68,68,60,60,20,84,58,69,76,12,22,20,6,14,15,9,11
177528,A. Matri,ST,76,76,6000000,60000,32,U.S. Sassuolo Calcio,Italian Serie A,Italy,Right,Medium/Low,Normal (170-185),10200000,50,78,80,67,77,68,65,46,45,74,68,69,72,74,66,76,85,68,78,58,50,25,84,60,70,78,16,28,24,4,4,4,5,4
7647,D. Dainelli,CB,76,76,525000,15000,38,Chievo Verona,Italian Serie A,Italy,Right,Low/Medium,Lean (185+),1800000,28,22,76,56,19,50,40,31,66,55,30,34,30,70,34,69,74,34,77,30,69,85,16,25,30,75,81,78,74,6,12,14,13,10
198706,Luis Alberto,"CAM, LW, LM",77,82,12000000,40000,24,Lazio,Italian Serie A,Spain,Right,High/Low,Lean (170-185),21300000,76,73,45,83,58,79,73,69,75,81,67,60,66,66,50,68,40,47,61,75,29,28,75,74,56,72,24,25,18,6,8,6,12,11
188876,M. Valdifiori,"CDM, CM",77,77,6000000,40000,31,Torino F.C.,Italian Serie A,Italy,Right,Low/Medium,Lean (185+),10200000,76,46,65,84,59,73,72,74,86,79,64,62,68,76,62,70,67,77,66,68,79,75,53,82,52,75,62,74,66,13,6,10,10,10
186589,I. Radovanovi?,"CDM, CM",77,77,7000000,20000,28,Chievo Verona,Italian Serie A,Serbia,Right,Low/High,Lean (185+),11900000,62,40,72,78,56,67,65,58,78,75,50,68,58,73,58,84,72,77,82,79,79,79,61,75,58,75,72,76,66,5,6,6,5,5
172835,M. Andreolli,CB,77,77,6000000,50000,31,Cagliari,Italian Serie A,Italy,Right,Low/Medium,Lean (185+),10800000,22,16,76,55,23,49,31,18,55,55,44,65,59,68,55,59,85,42,81,24,78,78,33,28,34,74,80,82,78,12,11,5,5,14
5213,A. Gamberini,CB,77,77,2100000,15000,35,Chievo Verona,Italian Serie A,Italy,Right,Low/High,Normal (185+),3600000,32,29,76,50,27,54,46,28,54,55,62,68,54,66,66,69,78,53,77,40,73,83,31,26,41,76,83,82,78,16,7,15,9,15
210282,Bruno Peres,"RM, RB",78,78,11000000,60000,27,Roma,Italian Serie A,Brazil,Right,High/Low,Lean (170-185),18700000,76,53,60,76,73,80,69,59,66,80,89,92,83,75,83,85,69,93,69,75,67,74,74,63,70,75,73,76,79,7,11,14,8,7
177983,C. Zapata,CB,78,78,7500000,80000,30,AC Milan,Italian Serie A,Colombia,Right,Low/Medium,Normal (185+),12800000,45,22,76,50,22,55,38,24,58,55,64,68,58,64,58,60,82,67,86,28,78,80,35,38,38,68,84,82,78,3,5,3,5,3
201049,L. Tonelli,CB,79,81,12500000,70000,27,Napoli,Italian Serie A,Italy,Right,Low/High,Normal (170-185),22200000,40,25,76,54,33,54,38,17,54,58,72,75,72,76,79,52,81,67,75,25,85,82,23,30,35,74,84,82,80,13,11,13,11,6
166072,Danilo,CB,79,79,5000000,30000,33,Udinese Calcio,Italian Serie A,Brazil,Right,Low/Medium,Normal (170-185),9000000,30,23,72,60,22,45,34,38,66,60,49,52,46,74,60,72,76,49,74,49,78,86,25,42,50,74,86,84,82,11,8,11,5,6
211320,D. Rugani,CB,80,88,19000000,90000,22,Juventus,Italian Serie A,Italy,Right,Low/Medium,Lean (185+),35200000,40,33,80,65,35,64,45,25,59,65,54,66,59,74,53,58,81,68,80,39,70,84,28,50,36,70,84,84,82,5,10,5,5,5
193116,M. Gonalons,CDM,80,80,12000000,70000,28,Roma,Italian Serie A,France,Right,Low/High,Lean (185+),20400000,61,55,75,78,60,67,57,57,75,75,67,66,63,77,65,77,79,88,76,59,85,83,60,65,68,74,78,82,75,11,11,11,8,5
165526,G. Paletta,CB,80,80,10000000,100000,31,AC Milan,Italian Serie A,Italy,Right,Low/High,Normal (185+),17000000,30,16,76,55,30,55,48,35,61,55,49,53,46,76,40,60,80,69,87,44,84,84,28,18,35,74,84,84,80,10,6,15,10,14
157481,Raúl Albiol,CB,82,82,15000000,70000,31,Napoli,Italian Serie A,Spain,Right,Low/Medium,Lean (185+),25500000,38,27,77,71,31,54,53,45,65,67,57,57,53,80,56,65,77,62,82,53,79,83,30,49,37,73,85,85,83,8,6,5,9,8
201399,M. Icardi,ST,84,89,42000000,100000,24,Inter,Italian Serie A,Argentina,Right,Medium/Low,Normal (170-185),74600000,46,89,84,73,81,74,58,45,54,77,75,80,74,83,76,81,92,70,74,70,55,22,89,64,78,82,17,21,21,13,9,5,7,9
192774,K. Manolas,CB,84,86,31500000,100000,26,Roma,Italian Serie A,Greece,Right,Low/High,Lean (185+),55900000,27,10,80,60,16,54,30,10,61,65,78,81,68,81,60,43,86,78,84,12,86,85,25,22,26,75,88,86,87,8,6,8,15,12
137186,A. Barzagli,CB,85,85,5000000,100000,36,Juventus,Italian Serie A,Italy,Right,Low/High,Normal (185+),8300000,40,21,72,65,35,64,50,31,65,65,64,76,51,80,64,54,85,46,87,39,70,92,28,62,60,82,90,90,88,4,2,4,2,4
175943,D. Mertens,"CF, LW, ST",86,86,43000000,130000,30,Napoli,Italian Serie A,Belgium,Right,High/Low,Normal (170-),73100000,77,85,35,81,70,89,81,77,74,88,93,87,94,85,92,80,60,75,42,81,59,36,85,82,78,81,30,40,40,7,10,8,10,4
184344,L. Bonucci,CB,88,88,44000000,200000,30,AC Milan,Italian Serie A,Italy,Right,Low/High,Lean (185+),74800000,44,39,88,79,58,69,56,61,85,75,62,72,60,86,52,74,85,73,85,65,82,90,38,74,70,84,84,88,88,2,2,3,2,4
240736,G. Borello,RW,59,76,325000,2000,18,Crotone,Italian Serie A,Italy,Left,High/Low,Lean (170-),788000,62,50,42,59,56,68,57,47,42,67,60,57,58,44,91,64,49,48,33,46,35,18,50,60,62,49,27,33,32,14,12,14,11,9
233808,S. Palombi,"ST, LW, RW",60,72,375000,6000,21,Lazio,Italian Serie A,Italy,Left,High/Low,Normal (170-185),713000,58,57,62,56,46,60,47,49,57,63,66,54,56,57,57,61,58,64,67,59,50,40,54,56,52,55,35,36,37,9,11,13,6,7
233794,S. Edera,RW,61,71,400000,7000,20,Torino F.C.,Italian Serie A,Italy,Left,High/Low,Lean (170-185),760000,60,60,48,57,57,65,58,55,53,65,67,65,58,50,72,54,40,37,40,48,35,18,62,60,60,56,18,32,34,10,11,14,9,14
235215,G. Crociata,"CAM, CF",62,76,650000,2000,19,Crotone,Italian Serie A,Italy,Left,Medium/Low,Lean (170-185),1600000,60,48,41,60,56,69,61,48,54,69,69,64,66,52,75,59,34,59,42,52,27,23,62,56,54,54,20,19,27,15,10,6,7,9
232064,M. Tumminello,ST,63,79,775000,2000,18,Crotone,Italian Serie A,Italy,Left,High/Low,Normal (170-185),,28,68,69,52,44,51,26,28,32,60,44,63,53,65,64,70,65,55,55,67,67,29,64,45,57,53,23,18,20,14,14,8,12,11
237294,A. Mallé,"RM, LM, CM",67,80,1400000,9000,19,Udinese Calcio,Italian Serie A,Mali,Left,High/Low,Lean (170-185),3500000,70,66,35,67,54,71,66,48,63,73,69,69,65,57,64,57,42,37,47,62,33,31,64,58,46,62,38,30,25,14,13,15,11,11
229927,Gerson,CM,67,80,1500000,20000,20,Roma,Italian Serie A,Brazil,Left,Medium/Low,Lean (170-185),3400000,61,59,44,74,54,74,73,47,72,78,71,67,75,60,79,59,62,67,59,49,40,35,57,67,55,61,32,38,35,14,13,13,9,9
225476,C. Keita,"LB, LWB",69,80,1600000,20000,20,Bologna,Italian Serie A,Mali,Left,High/Low,Lean (170-185),,69,29,57,68,24,71,42,44,57,72,80,82,77,63,70,55,66,74,42,39,60,63,55,49,36,41,64,67,66,15,10,10,15,8
221702,Ewandro,"ST, LM, CAM",69,78,1600000,15000,21,Udinese Calcio,Italian Serie A,Brazil,Left,High/Low,Lean (170-185),3300000,65,73,52,59,67,75,56,52,48,74,75,79,78,67,81,65,46,49,42,62,35,17,73,64,71,59,22,21,16,16,11,12,12,7
204250,M. Trotta,ST,69,73,1400000,8000,24,Crotone,Italian Serie A,Italy,Left,High/Low,Normal (185+),,31,71,74,52,62,59,43,49,37,64,68,68,63,68,59,67,74,68,76,62,51,36,72,58,55,67,36,32,37,11,15,10,9,16
220052,I. Bubnji?,CB,70,74,2000000,15000,24,Udinese Calcio,Italian Serie A,Croatia,Left,Low/High,Normal (185+),3700000,26,14,73,45,28,43,35,32,51,51,48,51,54,64,34,57,66,60,77,30,73,66,15,29,41,62,74,73,72,12,12,14,13,5
183365,N. Cherubin,CB,70,70,1300000,15000,30,Hellas Verona,Italian Serie A,Italy,Left,Low/Medium,Normal (185+),2400000,28,18,73,48,16,42,20,15,52,46,46,46,52,68,47,25,70,68,77,18,74,70,20,38,18,68,70,71,71,11,10,9,7,5
192816,L. Cabrera,"CB, LB",71,76,2700000,9000,25,Crotone,Italian Serie A,Uruguay,Left,Low/High,Normal (185+),5000000,60,23,76,57,27,52,46,48,59,57,63,68,67,59,56,42,90,79,82,35,77,63,34,45,49,56,68,70,74,10,16,10,15,16
224933,K. Lasagna,ST,72,76,4100000,20000,24,Udinese Calcio,Italian Serie A,Italy,Left,Medium/Low,Lean (185+),7700000,41,73,71,59,69,69,67,41,33,71,86,85,81,67,75,65,77,76,69,50,32,17,76,45,65,70,11,15,15,8,14,13,15,15
217196,J. Palomino,CB,73,75,3900000,20000,27,Atalanta,Italian Serie A,Argentina,Left,Low/Medium,Normal (185+),6900000,71,26,77,70,32,63,55,36,60,66,64,37,46,67,44,48,33,72,85,29,59,71,28,33,44,63,75,76,78,9,16,9,8,11
193077,D. Falcinelli,ST,74,75,6500000,50000,26,U.S. Sassuolo Calcio,Italian Serie A,Italy,Left,High/Low,Lean (185+),11500000,32,78,71,64,65,70,45,33,54,71,74,72,71,73,63,70,70,69,75,66,45,20,77,58,65,74,11,15,15,6,12,7,5,14
189723,S. Armenteros,ST,74,75,6500000,30000,27,Benevento,Italian Serie A,Sweden,Left,Medium/Low,Stocky (170-185),12200000,63,74,69,66,75,77,65,62,48,73,70,65,67,73,75,74,73,64,79,66,43,31,75,62,68,75,25,36,23,16,16,15,15,15
137506,G. Pandev,"ST, CAM",74,74,3500000,30000,33,Genoa,Italian Serie A,North Macedonia,Left,Medium/Low,Normal (170-185),6000000,69,71,70,74,78,83,80,69,65,83,65,54,63,69,72,76,72,54,62,74,52,39,79,71,68,72,25,40,35,10,14,10,6,15
190931,E. Zukanovi?,"CB, LB",75,75,4900000,30000,30,Genoa,Italian Serie A,Bosnia and Herzegovina,Left,Low/High,Normal (185+),,66,25,78,66,27,50,76,79,66,63,63,66,45,73,39,85,52,69,85,69,70,73,38,51,69,75,76,77,74,15,12,8,12,11
178393,A. Cerci,RW,75,75,6500000,30000,29,Hellas Verona,Italian Serie A,Italy,Left,Medium/Low,Normal (170-185),11700000,77,68,59,75,71,79,79,74,67,80,81,84,72,65,77,72,66,35,75,77,62,41,71,68,76,75,24,31,24,9,14,7,12,9
46736,E. Moretti,CB,75,75,900000,30000,36,Torino F.C.,Italian Serie A,Italy,Left,Low/High,Lean (170-185),1500000,51,16,75,59,27,49,52,33,56,64,48,38,48,70,65,56,73,50,73,39,74,84,31,31,49,76,78,77,76,9,10,10,11,15
768,Felipe,CB,75,75,3800000,15000,32,SPAL,Italian Serie A,Brazil,Left,Low/Medium,Lean (185+),6900000,34,20,74,62,19,44,49,21,64,60,36,48,49,72,63,68,70,55,69,40,70,81,29,46,35,68,80,80,76,11,6,8,9,5
139274,B. Cesar,CB,76,76,2300000,20000,34,Chievo Verona,Italian Serie A,Slovenia,Left,Low/Medium,Normal (185+),4000000,20,14,74,54,28,54,24,27,54,58,34,44,30,66,34,47,72,52,91,32,70,80,20,25,46,75,81,78,74,10,9,5,12,12
205408,S. Gentiletti,CB,77,77,5000000,30000,32,Genoa,Italian Serie A,Argentina,Left,Low/Medium,Normal (185+),8500000,49,13,76,60,30,59,58,63,65,65,69,69,61,72,62,78,78,53,79,48,80,78,29,52,43,74,77,80,78,14,9,12,6,14
200752,Juan Jesus,"CB, LB",77,77,7500000,60000,26,Roma,Italian Serie A,Brazil,Left,Low/High,Normal (185+),12800000,66,20,74,58,17,60,48,36,56,55,78,79,68,72,58,62,88,77,84,35,85,78,38,34,37,72,75,79,77,12,11,7,8,14
201508,G. Ramírez,"CAM, RM, LM",78,81,13000000,40000,26,U.C. Sampdoria,Italian Serie A,Uruguay,Left,Medium/Low,Lean (170-185),23100000,74,74,57,78,71,80,79,77,73,81,73,70,83,71,68,77,66,67,57,76,69,32,75,77,73,77,31,45,39,14,15,7,7,8
173198,D. Astori,CB,81,81,13000000,70000,30,Fiorentina,Italian Serie A,Italy,Left,Low/High,Lean (185+),22100000,34,25,77,68,27,56,33,17,68,66,66,69,57,80,48,65,80,69,80,36,77,86,29,46,27,74,85,85,80,4,4,4,4,4
190483,Douglas Costa,"LM, RM",82,82,24000000,120000,26,Juventus,Italian Serie A,Brazil,Left,Medium/Low,Normal (170-),,76,71,51,78,73,85,79,78,71,83,96,88,91,76,90,86,61,74,63,84,55,32,77,78,77,73,28,31,30,13,15,9,12,5
138956,G. Chiellini,CB,89,89,38000000,225000,32,Juventus,Italian Serie A,Italy,Left,Low/High,Normal (185+),62700000,58,33,84,59,45,58,60,31,59,57,68,78,59,82,64,78,89,68,91,49,92,88,28,50,50,82,92,92,90,3,3,2,4,3
219594,A. Barberis,CM,69,74,1400000,8000,23,Crotone,Italian Serie A,Italy,Right,High/High,Lean (170-185),2600000,67,32,38,71,46,62,47,65,66,71,69,68,66,70,70,61,65,79,52,57,78,75,68,66,51,61,49,68,62,6,14,10,6,14
192072,A. Stoian,"LM, LW, RW",70,70,1900000,10000,26,Crotone,Italian Serie A,Romania,Right,High/High,Lean (170-185),3400000,69,59,60,67,67,75,77,73,61,76,69,78,83,65,85,70,74,69,34,71,60,22,67,58,65,73,28,30,32,10,11,7,11,6
162174,D. Biondini,CM,70,70,875000,30000,34,U.S. Sassuolo Calcio,Italian Serie A,Italy,Right,High/High,Normal (170-185),1500000,64,48,60,72,59,64,42,65,70,71,68,68,66,70,72,73,68,79,64,70,88,72,60,68,51,70,60,68,62,15,9,11,11,8
206109,Y. Chibsah,"CM, CDM",71,78,3300000,15000,24,Benevento,Italian Serie A,Ghana,Right,High/High,Normal (170-185),6600000,59,58,60,72,44,69,50,46,68,68,74,67,79,78,80,70,64,86,70,63,75,77,64,62,52,63,56,66,62,9,5,10,9,5
188541,P. Schiattarella,"CM, RM, RB",71,71,2200000,10000,30,SPAL,Italian Serie A,Italy,Right,High/High,Lean (170-185),3900000,61,57,60,74,59,70,64,56,69,74,78,78,73,69,71,70,63,82,69,67,75,56,66,71,57,67,51,57,59,11,12,5,14,15
222501,T. Castagne,RB,72,79,3700000,15000,21,Atalanta,Italian Serie A,Belgium,Right,High/High,Lean (185+),7100000,75,33,62,69,32,67,52,33,63,68,71,76,70,65,66,51,70,83,63,30,68,68,47,54,27,62,68,72,70,14,9,15,10,15
222041,L. Boyé,"ST, LW",72,82,5000000,20000,21,Torino F.C.,Italian Serie A,Argentina,Right,High/High,Normal (170-185),9500000,57,66,69,74,65,80,65,36,52,81,72,73,72,68,69,71,69,69,79,63,70,30,68,71,66,70,22,36,30,14,7,11,15,7
215455,B. Petkovi?,ST,72,80,4600000,30000,22,Bologna,Italian Serie A,Croatia,Right,High/High,Normal (185+),8800000,42,76,74,72,60,76,70,74,66,80,43,67,66,60,34,72,54,65,90,50,58,11,65,72,80,69,18,24,14,11,15,9,14,10
216072,G. Letizia,"LB, RM",73,74,3700000,30000,27,Benevento,Italian Serie A,Italy,Right,High/High,Normal (170-185),6900000,69,36,55,65,28,65,58,37,65,65,92,85,82,69,87,49,75,81,70,45,64,69,55,49,45,69,68,71,72,15,8,9,15,9
194359,Y. Nagatomo,"LB, RB",73,73,2900000,50000,30,Inter,Italian Serie A,Japan,Right,High/High,Normal (170-),4900000,68,46,55,61,45,64,60,36,48,66,89,78,89,69,91,51,81,76,57,53,67,72,60,53,44,66,72,75,74,12,13,8,13,15
223329,A. Conti,"RM, RB",75,83,10000000,60000,23,AC Milan,Italian Serie A,Italy,Right,High/High,Lean (170-185),19000000,75,58,64,75,59,71,63,32,68,75,78,84,78,76,68,62,53,92,59,43,73,73,73,63,40,72,68,74,74,9,13,13,9,10
216320,S. Fofana,"CM, CDM",75,86,11000000,20000,22,Udinese Calcio,Italian Serie A,Côte d'Ivoire,Right,High/High,Normal (170-185),22000000,62,60,58,76,49,79,61,42,72,78,75,73,73,68,69,75,63,79,79,74,72,67,70,72,56,70,59,71,63,9,8,9,11,10
211408,K. Linetty,"CM, CDM",75,85,10500000,30000,22,U.C. Sampdoria,Italian Serie A,Poland,Right,High/High,Normal (170-185),20000000,59,60,57,78,37,74,62,35,73,76,71,70,76,73,79,64,80,82,65,61,79,77,72,73,50,71,63,76,67,13,8,11,14,6
230938,F. Kessié,"CM, CDM",76,86,12500000,70000,20,AC Milan,Italian Serie A,Côte d'Ivoire,Right,High/High,Normal (170-185),,64,67,68,78,38,77,55,45,74,78,74,76,68,76,73,69,79,86,83,60,76,75,76,70,73,75,68,77,70,9,11,12,12,10
202884,L. Spinazzola,"LM, LB",76,82,10500000,30000,24,Atalanta,Italian Serie A,Italy,Right,High/High,Lean (185+),,75,62,62,75,59,81,62,41,70,80,81,83,74,71,61,65,76,90,76,65,64,66,57,71,59,74,67,65,62,11,13,12,15,14
228251,L. Pellegrini,CM,77,85,13000000,50000,21,Roma,Italian Serie A,Italy,Right,High/High,Normal (185+),24700000,72,60,71,82,69,76,69,40,79,77,78,75,68,71,69,74,67,78,70,72,71,70,70,75,49,79,68,73,70,12,7,10,13,11
216158,S. Widmer,"RB, RM",77,82,10000000,20000,24,Udinese Calcio,Italian Serie A,Switzerland,Right,High/High,Normal (170-185),18800000,82,58,68,75,48,77,67,56,73,76,78,84,76,78,64,76,82,88,77,66,68,67,68,68,58,72,72,73,71,10,8,7,5,14
202135,S. Sturaro,"CM, LM",77,82,11500000,80000,24,Juventus,Italian Serie A,Italy,Right,High/High,Normal (170-185),19800000,68,55,64,77,74,76,64,64,75,77,76,76,75,70,77,78,67,89,73,78,86,74,74,72,68,74,72,78,78,15,10,5,14,11
172233,P. Hetemaj,"CM, LM",77,77,8000000,20000,30,Chievo Verona,Italian Serie A,Finland,Right,High/High,Lean (170-185),13600000,74,54,58,78,77,77,74,69,76,78,78,78,84,75,83,76,90,91,69,73,86,73,73,76,69,77,68,72,76,13,11,8,9,6
