Id,Name,Team,Nationality,Position,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Body type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
200752,Juan Jesus,Napoli,Brazil,"CB, LB",73,73,2500000,38000,30,Italian Serie A,Left,Low/High,Normal (185+),4300000,60,20,73,58,17,58,44,36,56,55,68,73,65,73,58,62,83,65,73,35,80,74,35,34,37,73,74,77,75,12,11,7,8,14
231242,A. Ounas,Napoli,Algeria,"RW, RM, CAM",74,78,6000000,44000,24,Italian Serie A,Left,Medium/Low,Lean (170-185),10700000,68,64,51,75,66,80,72,62,65,78,87,82,89,62,80,70,61,72,55,69,79,47,69,75,60,65,28,54,47,8,6,8,7,12
225844,D. Verde,Spezia,Italy,"RW, LW, ST",74,77,5500000,17000,25,Italian Serie A,Left,Medium/Low,Normal (170-),10300000,69,68,46,65,60,77,81,77,60,78,84,84,89,72,92,85,38,67,33,77,58,24,70,70,71,71,41,37,35,7,12,14,9,12
205362,M. Nastasi?,Fiorentina,Serbia,CB,74,74,3600000,39000,28,Italian Serie A,Left,Low/High,Normal (185+),6100000,46,30,70,68,32,43,72,68,68,63,62,67,64,78,60,44,81,63,79,22,77,75,30,55,52,80,74,74,76,11,16,11,15,13
193091,B. Nuytinck,Udinese Calcio,Netherlands,CB,74,74,2900000,14000,31,Italian Serie A,Left,Low/Medium,Normal (185+),5200000,34,32,73,67,40,54,51,34,61,60,32,33,34,70,38,62,60,55,75,36,76,78,34,51,46,73,79,78,73,7,6,10,12,9
137506,G. Pandev,Genoa,North Macedonia,"ST, RW",74,74,1400000,13000,37,Italian Serie A,Left,Medium/Low,Normal (170-185),2500000,69,80,68,75,78,82,80,74,65,82,60,49,61,73,75,78,71,32,54,76,52,39,80,71,73,70,23,40,35,10,14,10,6,15
198683,M. Gabbiadini,U.C. Sampdoria,Italy,ST,75,75,5500000,21000,29,Italian Serie A,Left,Medium/Low,Normal (170-185),9400000,70,79,66,72,72,77,78,77,64,79,68,66,74,74,56,82,74,56,66,77,57,18,79,72,72,71,21,24,20,12,11,11,5,5
196889,S. Verdi,Torino F.C.,Italy,"CF, CAM",75,75,6000000,42000,28,Italian Serie A,Left,High/Low,Normal (170-185),10200000,78,69,42,76,74,80,84,81,69,80,80,80,81,73,89,78,50,66,43,74,48,36,74,72,76,78,44,48,54,12,10,7,15,9
189712,K. Strootman,Cagliari,Netherlands,"CM, CDM",76,76,6000000,35000,31,Italian Serie A,Left,Low/Medium,Normal (185+),,69,75,68,82,60,74,73,69,67,80,48,51,56,75,66,78,49,73,80,76,80,79,73,70,72,80,69,83,64,7,12,11,6,7
217196,J. Palomino,Atalanta,Argentina,CB,77,77,7000000,41000,31,Italian Serie A,Left,Low/Medium,Normal (185+),11900000,60,26,77,66,32,56,55,36,60,64,50,43,46,78,45,48,34,73,90,29,82,82,28,30,44,74,79,78,78,9,16,9,8,11
210617,Samu Castillejo,AC Milan,Spain,"RW, RM",77,77,11500000,41000,26,Italian Serie A,Left,High/Low,Lean (170-185),19600000,75,67,43,76,58,82,78,69,70,83,83,77,92,75,82,76,60,64,48,70,48,50,75,73,59,72,45,43,25,13,16,15,8,14
178007,Miguel Veloso,Hellas Verona,Portugal,"CM, CDM",78,78,5500000,22000,35,Italian Serie A,Left,Medium/Low,Normal (170-185),9400000,82,61,67,84,70,73,83,79,85,84,45,47,66,69,75,80,68,71,71,80,71,71,65,80,73,81,55,72,70,16,7,9,8,15
255927,D. Pecile,Venezia FC,Canada,"CM, CDM",57,70,400000,800,19,Italian Serie A,Right,High/High,Lean (170-185),,46,39,42,65,45,57,46,45,64,58,64,60,59,57,57,53,64,50,58,47,48,48,52,55,47,60,58,44,42,14,12,6,12,15
246282,Salva Ferrer,Spezia,Spain,"RB, CB",67,73,1500000,5000,23,Italian Serie A,Right,High/High,Normal (170-185),3000000,65,25,63,59,38,58,57,35,52,63,69,70,66,61,66,50,67,70,72,33,66,65,50,51,48,56,66,66,65,7,10,11,13,11
248808,A. Hickey,Bologna,Scotland,"LB, RB",69,82,3200000,7000,19,Italian Serie A,Right,High/High,Lean (170-185),7400000,68,45,62,65,56,66,62,40,68,68,70,68,68,61,64,56,64,73,51,52,43,60,50,66,48,70,65,72,71,13,14,8,13,5
239732,S. ?urkowski,Empoli,Poland,CM,70,79,3500000,22000,23,Italian Serie A,Right,High/High,Normal (185+),,59,58,51,69,51,66,60,48,68,69,77,85,70,71,81,72,69,89,78,64,75,73,68,72,52,78,73,68,68,10,6,11,13,6
202135,S. Sturaro,Genoa,Italy,CM,72,72,2300000,13000,28,Italian Serie A,Right,High/High,Normal (170-185),4100000,66,55,68,74,74,73,64,64,72,74,68,68,70,68,65,78,65,70,75,77,86,74,73,68,68,73,76,77,76,15,10,5,14,11
233084,N. Molina,Udinese Calcio,Argentina,"RWB, RM",73,81,6500000,11000,23,Italian Serie A,Right,High/High,Lean (170-185),13000000,72,68,60,71,58,74,63,32,64,71,79,77,74,65,69,69,75,79,57,58,70,70,70,66,38,68,68,70,63,12,13,8,5,10
222475,M. Thorsby,U.C. Sampdoria,Norway,"CM, CDM",73,78,4400000,15000,25,Italian Serie A,Right,High/High,Normal (185+),7800000,62,62,84,73,55,70,56,48,72,73,69,67,65,75,68,65,82,91,74,60,81,72,73,69,49,73,71,75,66,13,14,10,7,13
205553,L. Ceppitelli,Cagliari,Italy,CB,73,73,2100000,23000,31,Italian Serie A,Right,High/High,Normal (185+),3600000,22,35,75,50,37,25,31,18,45,58,49,52,53,68,55,40,78,50,80,25,68,75,22,17,34,69,76,77,75,12,10,10,9,10
190761,T. Arslan,Udinese Calcio,Germany,"CDM, CM",73,73,2500000,13000,30,Italian Serie A,Right,High/High,Normal (170-185),4500000,67,60,58,79,65,78,75,72,75,76,62,67,71,66,76,82,55,65,65,73,79,74,66,69,74,75,65,74,67,6,11,10,6,6
211408,K. Linetty,Torino F.C.,Poland,CM,74,76,5000000,35000,26,Italian Serie A,Right,High/High,Normal (170-185),8900000,60,64,56,78,38,74,62,36,74,76,72,62,73,74,79,70,78,76,61,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6
237819,N. Domínguez,Bologna,Argentina,"CM, CDM",75,83,12500000,25000,23,Italian Serie A,Right,High/High,Lean (170-185),23800000,63,65,68,79,51,73,49,45,76,77,74,75,82,73,80,72,86,88,67,69,86,73,63,70,51,60,60,78,77,6,11,9,10,5
216816,G. Simeone,Hellas Verona,Argentina,ST,75,78,7500000,30000,25,Italian Serie A,Right,High/High,Normal (170-185),,40,75,76,68,72,74,69,60,55,75,77,76,75,76,73,79,86,67,69,66,70,24,78,60,71,76,44,29,26,12,15,9,14,11
213404,P. Dawidowicz,Hellas Verona,Poland,CB,75,78,6500000,23000,26,Italian Serie A,Right,High/High,Lean (185+),11500000,44,36,69,68,38,60,53,52,66,63,55,68,63,75,52,71,64,69,82,45,77,77,46,66,44,68,76,78,72,7,11,8,11,13
205343,J. Akpa Akpro,Lazio,Côte d'Ivoire,CM,75,75,5500000,49000,28,Italian Serie A,Right,High/High,Lean (170-185),9400000,72,65,65,75,68,78,66,56,72,78,78,82,79,74,78,72,72,84,73,69,80,77,76,71,56,77,72,76,74,7,10,9,9,8
242664,A. Saelemaekers,AC Milan,Belgium,"RW, RM",76,81,11500000,34000,22,Italian Serie A,Right,High/High,Lean (170-185),20400000,80,68,45,77,65,78,71,68,69,78,81,81,87,75,73,62,77,83,59,72,67,64,72,70,41,70,65,65,61,9,6,9,12,12
238744,W. McKennie,Juventus,United States,"CM, RM, LM",77,82,16000000,57000,22,Italian Serie A,Right,High/High,Normal (170-185),27600000,65,69,80,79,75,77,67,63,75,76,80,81,73,76,69,74,92,85,81,71,81,76,78,77,61,76,74,77,77,7,9,12,9,11
230965,N. Nández,Cagliari,Uruguay,"CM, CDM, RM",77,82,15500000,31000,25,Italian Serie A,Right,High/High,Normal (170-185),27500000,65,68,57,80,50,75,51,52,72,78,76,77,82,81,81,74,77,93,77,65,87,79,75,74,55,80,77,79,73,8,8,14,5,15
195272,M. Faraoni,Hellas Verona,Italy,"RWB, RB, RM",77,77,9500000,27000,29,Italian Serie A,Right,High/High,Normal (170-185),16200000,75,66,65,76,74,74,73,68,72,77,75,73,65,74,79,76,71,84,72,75,77,70,77,67,66,71,70,72,73,11,8,13,12,15
228881,D. Calabria,AC Milan,Italy,RB,78,81,18000000,31000,24,Italian Serie A,Right,High/High,Normal (170-185),32000000,76,40,64,72,58,70,74,48,66,72,79,76,81,76,79,62,72,79,65,58,80,77,48,54,48,74,77,79,77,8,14,15,12,7
234035,Odriozola,Fiorentina,Spain,RB,79,82,21500000,120000,25,Italian Serie A,Right,High/High,Lean (170-185),,81,48,73,76,48,76,71,30,70,76,83,85,75,74,78,61,71,78,59,59,62,73,69,63,62,67,73,76,77,11,12,10,5,14
