Id,Name,Team,Nationality,Position,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work Rate,Body type,Release Cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
233809,A. Rossi,Lazio,Italy,ST,67,81,1700000,10000,21,Italian Serie A,Right,High/Low,Normal (170-185),3900000,52,69,64,65,64,64,53,50,49,66,67,63,58,62,46,70,62,59,73,60,43,32,66,48,53,55,28,26,24,7,5,14,10,6
244185,S. Mraz,Empoli,Slovakia,ST,68,77,1400000,5000,21,Italian Serie A,Right,High/Low,Normal (170-185),2800000,50,70,72,65,50,65,60,40,50,63,68,67,65,65,62,68,72,65,63,67,38,13,65,54,72,62,45,20,17,15,5,8,6,11
215323,A. Sowe,Chievo Verona,Gambia,ST,68,74,1200000,7000,24,Italian Serie A,Right,High/Low,Lean (185+),2400000,48,68,70,63,66,62,39,39,58,68,66,76,66,56,51,72,68,68,77,58,54,19,65,44,58,51,48,13,13,7,13,6,11,6
221168,D. Kownacki,U.C. Sampdoria,Poland,ST,69,81,1900000,15000,21,Italian Serie A,Right,Medium/Low,Lean (185+),3600000,54,72,64,64,56,66,52,32,56,68,77,69,72,64,62,68,68,72,67,52,58,42,74,62,72,68,20,18,16,15,13,9,9,11
178430,N. Frey,Chievo Verona,France,"RB, RM",69,69,300000,8000,34,Italian Serie A,Right,Low/Medium,Lean (170-185),510000,63,42,68,65,44,61,56,43,61,62,54,71,64,70,63,65,79,62,75,51,72,74,61,53,41,75,60,75,72,10,12,7,10,14
241670,F. Bradari?,Cagliari,Croatia,CDM,70,74,1900000,15000,26,Italian Serie A,Right,Low/High,Lean (185+),3600000,57,45,64,77,59,61,58,40,75,71,66,64,62,62,67,62,65,66,67,63,64,64,43,61,44,62,65,73,67,7,8,10,11,9
231212,E. Rolón,Genoa,Argentina,"CDM, CM, LM",70,76,2100000,8000,23,Italian Serie A,Right,Low/Medium,Normal (170-185),,54,42,58,73,57,57,47,55,71,74,69,66,66,67,68,70,71,70,65,59,72,67,55,65,53,67,66,68,66,15,8,15,10,11
229582,G. Mancini,Atalanta,Italy,CB,70,79,2400000,10000,22,Italian Serie A,Right,Low/Medium,Lean (185+),4500000,34,25,69,48,40,38,38,34,40,48,52,52,37,60,57,51,68,53,71,29,76,71,32,39,47,55,72,75,72,13,12,8,6,8
219852,A. Ferrari,U.C. Sampdoria,Italy,"RB, CB",70,75,2000000,15000,24,Italian Serie A,Right,Low/High,Lean (170-185),,58,12,70,58,49,60,50,30,56,65,69,73,67,70,67,59,70,72,72,48,74,72,32,32,27,68,72,73,72,9,11,12,12,6
204451,K. Günter,Genoa,Germany,CB,70,75,2000000,8000,23,Italian Serie A,Right,Low/High,Normal (185+),3800000,32,23,69,69,28,56,21,26,72,61,61,68,61,66,60,50,75,65,75,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10
192071,M. D'Alessandro,Udinese Calcio,Italy,"RM, RW",70,70,1900000,15000,27,Italian Serie A,Right,High/Low,Lean (170-185),,65,59,44,66,63,71,57,50,53,72,88,90,89,60,83,68,43,77,46,63,38,21,61,60,58,74,66,22,23,14,11,11,6,9
235866,C. Kouamé,Genoa,Côte d'Ivoire,"ST, CF",71,86,5000000,10000,20,Italian Serie A,Right,High/Low,Lean (185+),12100000,55,75,63,65,58,70,49,45,52,69,79,84,68,60,63,63,64,64,78,58,52,27,74,59,61,60,23,25,19,15,13,6,7,14
224422,J. Boga,U.S. Sassuolo Calcio,Côte d'Ivoire,"LM, RM, ST",71,81,3800000,20000,21,Italian Serie A,Right,High/Low,Normal (170-185),7300000,67,63,59,65,59,79,73,64,60,73,79,79,81,66,78,80,63,58,69,72,56,41,71,65,55,60,24,42,34,15,8,9,14,16
215433,F. Vicari,SPAL,Italy,CB,72,80,3900000,9000,23,Italian Serie A,Right,Low/High,Normal (185+),7900000,32,21,68,66,30,36,23,28,57,56,37,45,45,66,42,44,72,55,80,21,68,66,24,41,35,62,74,78,76,16,11,7,10,13
213414,W. Troost-Ekong,Udinese Calcio,Nigeria,CB,72,76,3400000,15000,24,Italian Serie A,Right,Low/Medium,Normal (185+),6400000,30,23,76,54,26,32,25,26,52,50,65,73,34,66,59,36,70,62,85,23,72,71,30,33,40,69,73,72,68,6,15,10,9,7
189288,G. Angella,Udinese Calcio,Italy,CB,72,72,2400000,20000,29,Italian Serie A,Right,Low/Medium,Lean (185+),4300000,30,30,68,58,44,48,32,30,62,56,39,47,34,64,34,60,64,50,73,26,74,74,30,48,44,66,78,76,70,8,12,15,12,13
177528,A. Matri,U.S. Sassuolo Calcio,Italy,ST,72,72,2000000,40000,33,Italian Serie A,Right,Medium/Low,Normal (170-185),3300000,50,73,76,67,77,64,65,46,45,71,67,66,68,70,66,72,85,60,77,58,50,25,75,60,67,77,44,28,24,4,4,4,5,4
149571,S. Pellissier,Chievo Verona,Italy,ST,72,72,900000,10000,39,Italian Serie A,Right,Medium/Low,Normal (170-185),1500000,64,78,60,68,75,68,74,60,44,79,34,45,55,75,77,82,66,43,53,78,43,24,82,69,76,80,34,27,23,14,12,6,5,5
202848,G. Caprari,U.C. Sampdoria,Italy,"CF, ST, CAM",73,78,5500000,30000,24,Italian Serie A,Right,Medium/Low,Normal (170-185),9800000,66,68,47,72,66,80,72,65,60,78,91,84,91,68,89,68,33,74,54,70,30,16,68,70,56,68,22,13,12,9,8,14,6,11
205243,M. Wagué,Udinese Calcio,Mali,CB,74,76,5500000,20000,27,Italian Serie A,Right,Low/Medium,Normal (185+),10300000,36,31,73,49,25,36,30,29,51,51,49,59,46,69,46,44,68,67,90,29,77,71,29,36,34,68,75,75,73,13,9,5,6,6
203884,K. Djidji,Torino F.C.,Côte d'Ivoire,"CB, LB",74,76,5500000,30000,25,Italian Serie A,Right,Low/High,Normal (170-185),,46,26,70,71,26,62,28,32,70,71,73,69,62,69,66,38,72,62,73,22,73,73,35,42,41,70,72,76,75,15,7,7,8,9
193881,F. ?uri?i?,U.S. Sassuolo Calcio,Serbia,"CAM, LW",74,77,7000000,40000,26,Italian Serie A,Right,Medium/Low,Lean (170-185),12400000,65,64,48,74,69,77,76,69,69,78,76,75,78,73,77,67,73,55,61,63,45,42,67,75,69,71,48,35,43,8,8,9,15,8
184312,J. Biabiany,Parma,France,"RW, LW, RM",74,74,5500000,40000,30,Italian Serie A,Right,High/Low,Normal (170-185),9900000,72,66,53,69,68,77,67,47,54,76,95,93,86,67,80,70,64,74,65,57,58,24,72,63,63,65,27,30,30,11,5,9,6,5
172835,M. Andreolli,Cagliari,Italy,CB,74,74,3200000,20000,32,Italian Serie A,Right,Low/Medium,Lean (185+),5800000,22,16,76,55,23,49,31,18,55,55,44,53,59,65,55,59,85,30,79,24,76,67,33,28,34,74,77,79,76,12,11,5,5,14
169386,S. Floccari,SPAL,Italy,ST,74,74,2000000,10000,36,Italian Serie A,Right,Medium/Low,Normal (170-185),3600000,56,80,75,68,66,71,66,60,48,73,64,65,67,68,70,75,83,54,71,68,48,20,77,60,72,76,25,20,16,8,11,15,10,6
193116,M. Gonalons,Roma,France,"CDM, CM",75,75,5000000,50000,29,Italian Serie A,Right,Low/Medium,Lean (185+),8500000,61,55,74,74,60,67,57,57,74,74,65,55,63,75,65,77,78,62,78,59,83,77,60,65,68,73,71,79,74,11,11,11,8,5
189053,F. Caputo,Empoli,Italy,ST,75,75,6500000,15000,30,Italian Serie A,Right,High/Low,Lean (170-185),11700000,50,77,72,66,74,72,58,54,52,70,85,88,86,70,77,73,92,74,74,66,50,14,75,55,77,75,40,20,11,14,7,10,11,11
188876,M. Valdifiori,SPAL,Italy,"CDM, CM",75,75,3800000,15000,32,Italian Serie A,Right,Low/Medium,Lean (185+),6900000,75,46,65,84,59,70,72,72,84,79,54,53,65,68,62,68,63,55,66,68,76,75,53,80,52,72,67,70,66,13,6,10,10,10
197231,K. Babacar,U.S. Sassuolo Calcio,Senegal,ST,76,80,10000000,50000,25,Italian Serie A,Right,Medium/Low,Normal (185+),17800000,50,79,74,64,76,72,64,60,46,76,70,75,71,70,59,82,76,65,78,62,58,20,77,48,77,70,43,26,24,12,6,10,8,14
193338,M. Destro,Bologna,Italy,ST,76,76,8000000,30000,27,Italian Serie A,Right,Medium/Low,Lean (170-185),13600000,56,78,76,68,70,74,68,51,42,76,73,73,73,72,76,74,79,58,68,60,60,20,82,58,69,76,28,22,20,6,14,15,9,11
186961,A. Paloschi,SPAL,Italy,ST,76,76,8000000,15000,28,Italian Serie A,Right,High/Low,Normal (170-185),14400000,52,80,76,68,75,69,70,47,42,76,77,69,78,74,70,74,90,69,76,41,83,21,81,59,80,80,31,16,16,15,15,10,13,5
182168,A. Ranocchia,Inter,Italy,CB,76,76,5500000,50000,30,Italian Serie A,Right,Low/Medium,Lean (185+),9400000,45,22,75,67,24,58,30,34,65,66,31,39,44,65,31,59,74,61,80,31,68,80,24,56,34,69,75,80,76,12,15,11,12,15
164985,C. Théréau,Fiorentina,France,"LW, CF",76,76,3400000,40000,35,Italian Serie A,Right,Medium/Low,Lean (185+),5700000,70,80,76,76,80,79,69,66,60,81,68,71,69,74,58,76,72,66,72,70,60,24,80,78,74,76,50,24,20,9,5,13,8,12
201049,L. Tonelli,U.C. Sampdoria,Italy,CB,77,79,8500000,30000,28,Italian Serie A,Right,Low/High,Normal (170-185),,40,25,74,54,33,54,38,17,54,58,69,71,72,73,79,52,80,61,73,25,85,78,23,30,35,74,79,81,79,13,11,13,11,6
186589,I. Radovanovi?,Chievo Verona,Serbia,"CDM, CB",77,77,7000000,20000,29,Italian Serie A,Right,Low/High,Lean (185+),11900000,62,40,72,78,56,67,65,58,78,75,50,67,58,73,58,84,72,75,81,79,79,79,61,75,58,75,64,78,68,5,6,6,5,5
170733,Gervinho,Parma,Côte d'Ivoire,"LW, RW, ST",77,77,8000000,50000,31,Italian Serie A,Right,High/Low,Lean (170-185),14400000,75,72,63,73,70,80,69,43,67,78,85,84,88,75,76,69,62,78,55,64,51,39,78,74,63,68,35,29,15,14,5,12,10,13
166072,Danilo,Bologna,Brazil,CB,77,77,2700000,30000,34,Italian Serie A,Right,Low/Medium,Normal (185+),,30,24,72,60,22,46,34,30,66,60,49,53,46,73,60,72,76,42,71,48,78,83,25,42,48,74,80,82,79,11,8,11,5,6
177983,C. Zapata,AC Milan,Colombia,CB,78,78,7000000,70000,31,Italian Serie A,Right,Low/Medium,Normal (185+),11900000,45,22,76,50,22,55,38,24,58,55,63,68,58,64,58,60,82,61,84,28,78,80,35,38,38,68,86,82,78,3,5,3,5,3
215785,K. Baldé,Inter,Senegal,"RM, ST, LM",80,85,20000000,60000,23,Italian Serie A,Right,High/Low,Normal (170-185),,75,78,58,76,68,83,70,52,64,85,92,92,82,76,78,78,67,73,76,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15
190544,A. Ljaji?,Torino F.C.,Serbia,"CAM, LW",80,81,17500000,50000,26,Italian Serie A,Right,High/Low,Lean (170-185),31100000,72,69,48,78,74,87,80,83,71,86,82,76,81,74,79,76,63,60,58,78,44,32,75,78,75,75,39,35,35,6,14,7,6,12
211320,D. Rugani,Juventus,Italy,CB,82,86,24500000,90000,23,Italian Serie A,Right,Low/Medium,Lean (185+),42300000,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82,5,10,5,5,5
157481,Raúl Albiol,Napoli,Spain,CB,84,84,18000000,90000,32,Italian Serie A,Right,Low/Medium,Lean (185+),30600000,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8
137186,A. Barzagli,Juventus,Italy,CB,84,84,2100000,90000,37,Italian Serie A,Right,Low/High,Normal (185+),6900000,40,21,72,65,35,64,50,31,65,65,61,73,52,80,64,54,81,53,83,39,66,90,28,62,60,88,94,90,82,4,2,4,2,4
192774,K. Manolas,Roma,Greece,CB,85,87,37500000,100000,27,Italian Serie A,Right,Low/High,Lean (185+),66600000,27,10,80,60,16,54,30,10,61,65,80,85,68,85,59,40,86,76,82,12,86,86,25,22,26,79,86,87,89,8,6,8,15,12
184344,L. Bonucci,Juventus,Italy,CB,86,86,30000000,160000,31,Italian Serie A,Right,Low/High,Lean (185+),49500000,44,48,86,77,58,69,56,61,85,75,57,65,60,84,52,74,85,70,83,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4
201399,M. Icardi,Inter,Argentina,ST,87,90,64500000,130000,25,Italian Serie A,Right,Medium/Low,Normal (170-185),114500000,46,91,91,73,85,77,58,45,54,81,77,78,76,88,76,84,94,72,76,70,56,22,92,64,82,85,45,24,20,13,9,5,7,9
175943,D. Mertens,Napoli,Belgium,"CF, ST",87,87,45000000,130000,31,Italian Serie A,Right,High/Low,Normal (170-),76500000,77,86,35,82,70,91,82,79,74,89,93,85,94,88,92,80,60,75,42,81,59,36,87,83,79,81,25,40,40,7,10,8,10,4
20801,Cristiano Ronaldo,Juventus,Portugal,"ST, LW",94,94,77000000,400000,33,Italian Serie A,Right,High/Low,Unique,127100000,84,94,89,81,87,88,81,76,77,94,89,91,87,96,70,95,95,88,79,93,63,29,95,82,85,95,28,31,23,7,11,15,14,11
243916,M. Said,Empoli,Sweden,ST,55,76,180000,2000,18,Italian Serie A,Left,High/Low,Lean (170-185),560000,28,59,65,42,34,53,35,35,29,50,68,71,61,50,73,54,66,52,46,50,28,17,44,47,58,44,15,12,19,15,12,14,13,13
231606,A. Jakupovi?,Empoli,Austria,"ST, CF, LW",56,72,200000,2000,20,Italian Serie A,Left,High/Low,Lean (185+),485000,30,60,66,48,41,50,29,27,22,52,42,40,49,50,54,55,69,55,65,65,47,25,54,43,62,48,28,25,20,14,15,6,6,11
244621,Vinícius,Napoli,Brazil,ST,63,70,525000,10000,23,Italian Serie A,Left,High/Low,Lean (185+),998000,41,69,68,54,51,58,47,36,35,54,53,51,59,62,45,69,66,54,75,66,34,16,56,57,68,50,20,22,21,15,13,13,7,6
243510,O. Stijepovi?,U.C. Sampdoria,Montenegro,CM,63,77,750000,3000,18,Italian Serie A,Left,High/Low,Lean (170-185),1700000,58,52,50,72,58,68,56,50,66,72,67,66,72,60,76,66,66,50,48,60,40,40,60,60,54,62,35,42,36,15,12,8,5,11
232064,M. Tumminello,Atalanta,Italy,ST,63,79,800000,3000,19,Italian Serie A,Left,High/Low,Normal (170-185),1900000,28,68,69,52,44,51,26,28,32,60,44,55,53,65,64,70,65,51,55,67,67,29,64,45,57,53,57,18,20,14,14,8,12,11
242392,G. Magnani,U.S. Sassuolo Calcio,Italy,CB,65,73,675000,9000,22,Italian Serie A,Left,Low/Medium,Lean (185+),1300000,40,33,68,52,35,40,30,30,45,52,55,61,54,50,52,52,71,63,67,25,56,58,21,34,38,54,75,68,65,13,10,10,5,7
215766,L. Filippini,Lazio,Italy,"LB, CB",65,73,675000,9000,22,Italian Serie A,Left,Low/Medium,Normal (170-185),1300000,51,27,61,53,39,51,37,35,51,61,66,70,56,61,60,52,80,73,71,43,73,63,27,27,49,63,68,68,68,13,12,6,6,14
233794,S. Edera,Torino F.C.,Italy,RW,67,78,1300000,10000,21,Italian Serie A,Left,High/Low,Lean (170-185),2500000,64,64,52,65,62,73,69,55,58,71,68,68,69,56,72,69,44,51,40,70,39,18,62,65,60,56,56,32,34,10,11,14,9,14
219451,N. Paz,Bologna,Argentina,"CB, LB",70,75,2000000,15000,26,Italian Serie A,Left,Low/Medium,Normal (185+),3500000,58,30,70,56,29,56,48,36,54,58,46,53,35,70,32,60,33,68,91,46,60,70,49,39,42,57,70,72,70,13,13,10,8,7
188949,L. Siligardi,Parma,Italy,"RW, LW, LM",71,71,2200000,30000,30,Italian Serie A,Left,Medium/Low,Lean (170-185),4000000,70,63,46,69,69,75,71,68,65,75,78,77,82,65,88,73,34,73,67,74,39,23,66,65,61,65,54,29,27,15,5,14,14,8
189436,L. Ariaudo,Frosinone,Italy,CB,72,72,2400000,10000,29,Italian Serie A,Left,Low/High,Lean (185+),4300000,35,30,72,59,22,52,41,30,62,58,53,53,57,66,63,47,80,65,72,34,72,72,33,45,30,68,71,75,71,8,9,11,9,10
211557,F. Barba,Chievo Verona,Italy,CB,73,79,4700000,10000,24,Italian Serie A,Left,Low/Medium,Lean (185+),8900000,37,21,73,61,32,48,30,29,56,59,69,69,67,68,51,47,66,68,75,31,72,76,27,29,35,66,75,73,74,7,11,12,13,8
204250,M. Trotta,U.S. Sassuolo Calcio,Italy,"ST, RW",73,76,5000000,40000,25,Italian Serie A,Left,High/Low,Normal (185+),8900000,64,75,75,58,68,66,49,69,43,72,67,66,63,72,59,76,74,63,74,65,57,36,75,62,78,74,50,32,37,11,15,10,9,16
139274,B. Cesar,Chievo Verona,Slovenia,CB,73,73,950000,10000,35,Italian Serie A,Left,Low/Medium,Normal (185+),1600000,20,14,74,54,28,54,24,27,54,58,33,31,30,66,34,47,72,46,92,32,70,78,20,25,46,75,60,77,73,10,9,5,12,12
193091,B. Nuytinck,Udinese Calcio,Netherlands,CB,74,76,5500000,20000,28,Italian Serie A,Left,Low/Medium,Normal (185+),10300000,30,32,70,58,40,50,46,34,62,58,34,50,40,68,38,62,64,55,78,36,74,76,28,44,46,69,78,78,72,7,6,10,12,9
193077,D. Falcinelli,Bologna,Italy,ST,74,75,6500000,30000,27,Italian Serie A,Left,High/Low,Lean (185+),11500000,32,78,71,64,65,70,45,33,54,74,69,69,71,73,63,70,70,66,74,64,45,20,77,58,65,74,20,15,15,6,12,7,5,14
201943,A. Cornelius,Atalanta,Denmark,ST,75,79,8500000,30000,25,Italian Serie A,Left,High/Low,Normal (185+),15100000,42,75,79,65,67,67,45,56,43,74,67,69,49,68,60,77,72,66,93,68,72,28,76,50,65,71,54,26,12,15,9,8,11,9
190931,E. Zukanovi?,Genoa,Bosnia and Herzegovina,CB,75,75,4500000,15000,31,Italian Serie A,Left,Low/High,Normal (185+),8100000,66,25,78,66,27,50,76,79,66,63,61,57,45,73,39,85,52,66,84,69,70,73,38,51,69,75,75,77,74,15,12,8,12,11
137506,G. Pandev,Genoa,North Macedonia,"ST, CAM",75,75,3500000,20000,34,Italian Serie A,Left,Medium/Low,Normal (170-185),6300000,69,73,70,74,78,83,80,69,65,83,65,52,63,73,72,76,72,44,62,74,52,39,79,71,68,72,23,40,35,10,14,10,6,15
46736,E. Moretti,Torino F.C.,Italy,CB,75,75,450000,20000,37,Italian Serie A,Left,Low/High,Lean (170-185),1500000,51,16,75,59,27,49,52,33,56,64,48,34,48,64,65,56,73,39,71,39,74,84,31,31,49,73,80,77,76,9,10,10,11,15
768,Felipe,SPAL,Brazil,CB,75,75,2700000,15000,33,Italian Serie A,Left,Low/Medium,Lean (185+),4900000,34,20,74,62,19,44,49,21,64,60,38,41,49,72,63,68,70,48,67,40,70,81,29,46,35,68,77,80,76,11,6,8,9,5
217196,J. Palomino,Atalanta,Argentina,CB,76,78,7500000,20000,28,Italian Serie A,Left,Low/Medium,Normal (185+),13300000,60,26,77,66,32,56,55,36,60,64,63,49,46,74,44,48,33,69,83,29,78,78,28,30,44,64,74,78,78,9,16,9,8,11
216349,A. Halilovi?,AC Milan,Croatia,"RM, CAM",76,83,11000000,60000,22,Italian Serie A,Left,High/Low,Lean (170-),20900000,76,58,24,80,64,79,80,69,70,81,78,74,78,74,88,64,54,68,32,72,40,54,70,80,75,72,60,36,28,15,11,11,13,10
215259,E. Rigoni,Atalanta,Argentina,"RM, LM, RW",78,81,13000000,30000,25,Italian Serie A,Left,Medium/Low,Lean (170-185),23100000,75,73,65,73,71,82,81,78,71,77,90,90,83,69,68,71,57,80,58,76,44,33,75,74,60,71,51,41,55,16,6,10,8,16
200752,Juan Jesus,Roma,Brazil,"CB, LB",78,78,8500000,50000,27,Italian Serie A,Left,Low/High,Normal (185+),14500000,66,20,74,58,17,60,48,36,56,55,78,76,68,72,58,62,88,75,82,35,88,78,38,34,37,72,77,80,77,12,11,7,8,14
201508,G. Ramírez,U.C. Sampdoria,Uruguay,CAM,79,80,14500000,40000,27,Italian Serie A,Left,Medium/Low,Lean (170-185),25700000,74,74,57,81,71,80,79,77,77,81,70,69,78,76,73,77,66,62,57,76,69,32,75,80,73,77,30,45,39,14,15,7,7,8
228378,A. La Gumina,Empoli,Italy,ST,68,76,1300000,6000,22,Italian Serie A,Right,High/High,Normal (170-185),2700000,51,68,65,59,63,66,56,57,50,66,78,76,67,66,74,67,64,61,69,62,70,31,68,58,68,63,50,27,22,13,12,7,14,12
222391,J. Minala,Lazio,Cameroon,"CM, CAM, CDM",70,80,2800000,15000,21,Italian Serie A,Right,High/High,Stocky (170-185),5400000,49,60,60,73,52,69,55,52,68,72,69,56,61,66,61,68,73,76,71,65,75,69,63,65,43,65,66,62,60,9,15,9,9,8
189728,G. Marilungo,Atalanta,Italy,ST,71,71,2400000,20000,28,Italian Serie A,Right,High/High,Normal (170-185),4200000,69,69,57,68,69,74,70,61,52,76,75,80,85,70,88,69,78,66,69,58,73,25,71,60,65,72,59,23,19,14,15,11,12,6
209407,L. Lollo,Empoli,Italy,"CM, CF",72,72,3200000,10000,27,Italian Serie A,Right,High/High,Normal (170-185),5700000,69,57,59,75,57,71,69,59,71,75,78,79,74,69,76,63,78,84,76,67,71,59,69,69,59,69,63,59,55,9,9,8,6,7
202944,O. Hiljemark,Genoa,Sweden,"CM, CDM",73,75,4800000,15000,26,Italian Serie A,Right,High/High,Normal (170-185),8900000,68,48,59,76,50,70,70,73,76,74,69,69,66,70,64,83,72,89,69,67,69,70,63,68,64,73,51,70,58,6,8,15,16,12
193133,J. Stryger Larsen,Udinese Calcio,Denmark,"CB, RB",73,75,3900000,20000,27,Italian Serie A,Right,High/High,Normal (170-185),7300000,70,48,60,66,60,68,62,48,60,70,78,82,72,72,72,68,78,79,77,58,74,74,56,58,50,64,70,76,74,7,8,12,7,9
188541,P. Schiattarella,SPAL,Italy,"CM, RM",73,73,3400000,10000,31,Italian Serie A,Right,High/High,Lean (170-185),6200000,63,60,60,76,61,72,65,58,71,76,78,84,75,71,70,71,63,79,69,68,75,58,68,73,57,69,65,61,60,11,12,5,14,15
199170,B. Dabo,Fiorentina,Burkina Faso,"CM, CDM",74,77,7000000,40000,26,Italian Serie A,Right,High/High,Normal (185+),12400000,66,62,70,77,60,74,62,58,73,74,68,67,72,68,69,78,82,78,79,68,82,74,70,68,62,72,71,76,72,8,6,10,10,11
223329,A. Conti,AC Milan,Italy,"RM, RB",75,79,8500000,60000,24,Italian Serie A,Right,High/High,Lean (170-185),15100000,76,58,64,76,59,74,67,42,69,76,75,82,79,76,68,68,53,87,59,49,73,73,73,63,48,72,76,74,74,9,13,13,9,10
216320,S. Fofana,Udinese Calcio,Côte d'Ivoire,"CM, CDM",75,82,9000000,20000,23,Italian Serie A,Right,High/High,Lean (170-185),18000000,62,60,58,76,50,78,62,42,72,76,76,74,74,74,69,79,63,76,78,78,76,71,72,70,56,70,65,72,68,9,8,9,11,10
192575,E. Badu,Udinese Calcio,Ghana,"CM, CDM",75,76,7500000,20000,27,Italian Serie A,Right,High/High,Normal (170-185),14100000,69,60,70,76,72,76,64,50,69,75,86,75,88,75,81,76,90,91,66,74,72,74,74,70,58,73,69,74,72,15,5,9,13,14
235374,M. Lazzari,SPAL,Italy,RM,76,81,10500000,15000,24,Italian Serie A,Right,High/High,Lean (170-185),19700000,78,61,44,78,51,76,62,47,72,76,79,79,75,72,70,51,36,74,49,53,50,50,73,72,58,72,55,51,42,14,6,11,5,11
223273,M. Pašali?,Atalanta,Croatia,"CM, CDM",76,83,10500000,20000,23,Italian Serie A,Right,High/High,Lean (185+),,68,66,65,78,69,77,69,59,74,79,60,66,69,74,54,77,69,78,78,75,76,72,70,74,61,74,61,72,64,11,13,13,13,14
211408,K. Linetty,U.C. Sampdoria,Poland,CM,76,83,10500000,30000,23,Italian Serie A,Right,High/High,Normal (170-185),20000000,60,64,56,78,38,74,62,36,74,76,76,69,76,74,79,70,79,79,66,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6
202884,L. Spinazzola,Juventus,Italy,"LM, LB",77,80,11000000,80000,25,Italian Serie A,Right,High/High,Lean (185+),19000000,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,68,59,74,77,76,76,11,13,12,15,14
