Id,Name,Team,Position,Overall,Potential,Value,Wage,Age,league_name,Nationality,preferred_foot,Work rate,Body type,Release Cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
192563,B. Leno,Arsenal,GK,84,86,26000000,90000,27,English Premier League,Germany,Right,Medium/Medium,Normal (185+),51400000,9,9,13,45,10,16,9,8,42,30,55,56,52,79,44,59,73,43,68,14,28,22,7,54,23,66,27,15,18,83,81,78,84,85
1179,G. Buffon,Juventus,GK,83,83,2600000,58000,41,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),4300000,13,15,13,37,17,26,20,13,35,28,37,30,55,80,49,56,71,34,69,13,38,28,12,50,22,70,13,11,11,78,77,74,91,80
104389,R. Jarstein,Hertha BSC,GK,83,83,11500000,33000,34,German 1. Bundesliga,Norway,Right,Medium/Medium,Normal (185+),19600000,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,57,59,31,70,18,34,19,15,37,13,55,12,11,13,79,82,76,86,84
188943,K. Trapp,Eintracht Frankfurt,GK,83,84,21500000,42000,28,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),38200000,13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,82,77,79,83,85
24630,Pepe Reina,AC Milan,GK,82,82,3700000,26000,36,Italian Serie A,Spain,Right,Medium/Medium,Normal (185+),6400000,11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,62,73,34,72,15,32,22,13,65,24,64,20,22,24,79,82,82,82,81
164835,?. Fabia?ski,West Ham United,GK,82,82,9500000,76000,34,English Premier League,Poland,Right,Medium/Medium,Normal (185+),18100000,14,13,11,20,17,14,18,12,32,22,50,47,52,75,44,53,68,25,65,20,43,16,15,52,22,63,14,12,13,80,83,70,82,84
193105,A. Areola,Paris Saint-Germain,GK,82,86,21000000,71000,26,French Ligue 1,France,Right,Medium/Medium,Normal (185+),40400000,20,19,14,48,16,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51,25,64,13,18,12,85,79,80,78,84
193698,O. Baumann,TSG Hoffenheim,GK,82,83,18000000,39000,29,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),32000000,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,53,73,39,69,13,32,21,10,41,22,52,15,18,14,82,80,70,79,84
204120,T. Vaclík,Sevilla FC,GK,81,82,14000000,18000,30,Spain Primera Division,Czech Republic,Right,Medium/Medium,Normal (185+),30500000,15,14,19,17,13,14,17,16,38,20,36,37,36,78,56,56,73,38,73,16,29,23,15,68,13,60,20,18,18,82,72,74,82,85
110677,Moyá,Real Sociedad,GK,80,80,4000000,17000,35,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),8400000,11,11,12,31,13,13,16,12,35,24,46,34,54,74,49,61,62,30,57,16,22,11,10,68,11,60,15,14,14,84,74,81,80,79
146748,Diego López,RCD Espanyol de Barcelona,GK,80,80,1500000,17000,37,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),3100000,11,12,10,28,14,11,10,11,23,23,34,52,48,78,47,56,68,42,66,11,36,16,11,53,21,62,16,13,14,75,82,74,82,76
158121,B. Costil,FC Girondins de Bordeaux,GK,80,80,9500000,30000,31,French Ligue 1,France,Right,Medium/Medium,Normal (185+),18100000,11,14,15,35,12,13,12,11,33,12,49,53,38,76,45,59,49,28,65,15,22,22,12,44,15,58,16,11,14,81,77,79,79,80
163264,T. Heaton,Aston Villa,GK,80,80,8000000,50000,33,English Premier League,England,Right,Medium/Medium,Normal (185+),15200000,17,12,16,32,12,17,15,13,37,28,56,55,54,75,52,56,73,40,66,12,31,24,12,46,24,62,16,15,13,79,78,74,81,82
163705,S. Mandanda,Olympique de Marseille,GK,80,80,6500000,32000,34,French Ligue 1,France,Right,Medium/Medium,Normal (185+),12400000,14,13,13,42,13,15,13,12,33,17,53,43,52,78,36,56,74,31,61,7,37,23,11,55,11,64,13,15,13,80,79,74,79,81
173373,S. Romero,Manchester United,GK,80,80,9000000,86000,32,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),17100000,11,14,12,39,17,12,12,13,48,40,47,44,55,80,44,61,63,35,75,11,33,21,11,55,16,62,14,11,15,79,76,81,79,83
179783,R. Fährmann,Norwich City,GK,80,80,10000000,29000,30,English Premier League,Germany,Right,Medium/Medium,Normal (185+),,14,11,15,25,11,15,18,11,26,24,38,47,39,81,36,33,72,32,79,9,36,23,11,42,21,61,10,12,10,82,79,44,79,84
192593,D. Subaši?,AS Monaco,GK,80,80,6500000,35000,34,French Ligue 1,Croatia,Right,Medium/Medium,Normal (185+),12400000,11,10,13,24,13,11,24,39,26,19,51,54,42,77,37,57,75,32,80,14,31,20,15,52,23,65,14,14,13,79,75,76,80,81
215223,W. Benítez,OGC Nice,GK,80,83,13500000,30000,26,French Ligue 1,Argentina,Right,Medium/Medium,Normal (185+),28000000,12,14,13,26,13,15,19,17,27,14,48,48,43,75,40,56,57,42,80,14,28,21,18,46,25,62,17,20,17,79,79,74,79,82
215698,M. Maignan,LOSC Lille,GK,80,87,16000000,28000,23,French Ligue 1,France,Right,Medium/Medium,Normal (185+),33600000,18,13,17,36,16,22,14,16,27,24,47,46,39,79,55,59,72,39,76,20,17,24,14,50,15,55,14,12,19,78,77,78,78,83
189690,Guaita,Crystal Palace,GK,79,79,7500000,45000,32,English Premier League,Spain,Right,Medium/Medium,Normal (185+),14300000,35,11,20,39,13,16,32,20,33,24,51,52,63,74,48,58,68,41,62,15,24,27,13,52,29,62,23,15,17,80,80,77,76,80
193152,Herrerín,Athletic Club de Bilbao,GK,79,79,8000000,21000,31,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),16800000,14,13,14,16,15,19,15,12,29,12,48,39,49,73,55,63,67,42,80,16,37,23,16,40,25,58,16,16,12,81,78,84,78,75
146296,Andrés Fernández,Villarreal CF,GK,78,78,6500000,25000,32,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),13700000,17,13,12,35,13,14,24,12,40,18,58,55,60,75,65,51,77,41,74,12,40,26,14,41,21,56,22,14,15,80,75,68,76,79
183497,O. Karnezis,Napoli,GK,78,78,5500000,44000,33,Italian Serie A,Greece,Right,Medium/Medium,Normal (185+),9400000,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,54,64,33,66,18,18,23,10,47,21,60,20,15,24,78,76,72,77,79
190243,M. Hitz,Borussia Dortmund,GK,78,78,6500000,49000,31,German 1. Bundesliga,Switzerland,Right,Medium/Medium,Normal (185+),10700000,12,27,18,29,26,13,15,17,33,17,41,46,41,72,31,47,67,38,78,12,25,23,8,15,22,42,13,15,14,80,77,63,79,80
195668,Joel Robles,Real Betis Balompié,GK,78,79,8500000,20000,29,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),18500000,12,11,12,15,13,18,11,20,26,25,46,50,43,66,39,57,61,25,69,11,23,22,13,41,15,54,11,11,14,83,72,76,73,84
199641,M. Sels,RC Strasbourg Alsace,GK,78,81,9000000,24000,27,French Ligue 1,Belgium,Right,Medium/Medium,Normal (185+),18700000,16,16,14,32,19,19,17,17,30,33,37,35,36,72,34,55,70,30,67,18,24,13,18,45,22,60,12,13,14,80,74,73,77,80
202789,A. Schwolow,Sport-Club Freiburg,GK,78,79,8500000,21000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),15900000,9,12,12,26,11,15,13,16,23,22,36,38,40,76,42,53,72,31,67,15,26,13,10,34,22,32,16,17,9,78,76,71,74,80
207557,R. Olsen,Roma,GK,78,78,7500000,33000,29,Italian Serie A,Sweden,Right,Medium/Medium,Normal (185+),12800000,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,22,12,16,78,77,76,78,78
150724,J. Hart,Burnley,GK,77,77,5500000,27000,32,English Premier League,England,Right,Medium/Medium,Normal (185+),10500000,14,14,10,34,19,23,17,13,35,20,56,60,50,71,32,50,69,28,61,19,36,25,14,42,30,58,16,14,13,74,75,67,75,81
183666,Roberto,West Ham United,GK,77,77,4800000,52000,33,English Premier League,Spain,Right,Medium/Medium,Normal (185+),9100000,15,14,19,39,13,12,14,14,38,31,45,48,68,76,40,55,74,32,78,11,29,24,17,45,19,57,20,15,18,80,70,73,74,82
200332,T. Koubek,FC Augsburg,GK,77,80,8000000,19000,26,German 1. Bundesliga,Czech Republic,Right,Medium/Medium,Normal (185+),14200000,13,12,13,14,19,17,18,16,20,20,39,43,25,70,29,54,53,33,79,17,31,11,12,39,20,54,14,12,16,78,77,72,75,78
204240,B. Reynet,Toulouse Football Club,GK,77,79,7500000,24000,28,French Ligue 1,France,Right,Medium/Medium,Normal (185+),15600000,15,17,14,33,19,11,10,14,32,21,45,45,43,75,24,56,62,34,68,15,36,16,12,35,19,62,13,12,10,76,73,75,77,80
228413,E. Audero,U.C. Sampdoria,GK,77,87,11500000,22000,22,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),21900000,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,10,10,10,80,73,73,74,80
189908,?. Skorupski,Bologna,GK,76,78,6500000,24000,28,Italian Serie A,Poland,Right,Medium/Medium,Normal (185+),11500000,19,11,10,29,17,18,12,19,26,23,51,51,48,68,38,41,66,31,58,15,33,17,13,32,22,58,18,12,12,80,75,54,75,81
191628,L. Chichizola,Getafe CF,GK,76,77,6000000,18000,29,Spain Primera Division,Argentina,Right,Medium/Medium,Normal (185+),13100000,11,16,17,14,14,17,15,14,13,15,49,54,66,69,44,51,75,31,52,17,15,16,14,42,25,57,15,12,11,77,77,68,75,78
194911,Adrián,Liverpool,GK,76,76,4700000,52000,32,English Premier League,Spain,Right,Medium/Medium,Normal (185+),8700000,12,16,15,21,12,15,12,17,32,23,46,44,53,71,48,51,69,38,63,20,38,25,12,32,44,59,18,19,14,79,72,68,72,80
206003,Y. Mvogo,RB Leipzig,GK,76,81,7500000,30000,25,German 1. Bundesliga,Switzerland,Right,Medium/Medium,Normal (185+),13300000,13,10,24,24,19,18,14,20,22,27,43,41,58,71,57,53,71,28,74,14,37,13,13,58,20,30,28,18,12,80,74,71,71,79
220604,Jaume,Valencia CF,GK,76,78,6500000,25000,28,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),14100000,30,11,16,32,18,13,25,13,32,32,58,58,60,69,59,56,72,40,68,12,21,25,16,43,25,56,20,12,22,74,73,75,72,82
234777,Z. Steffen,Fortuna Düsseldorf,GK,76,84,8500000,56000,24,German 1. Bundesliga,United States,Right,Medium/Medium,Normal (185+),,14,9,13,51,8,15,13,11,52,31,54,52,58,69,49,56,71,39,69,12,31,19,9,57,37,56,13,12,12,76,72,74,73,84
243952,A. Lunin,Real Valladolid CF,GK,76,88,11000000,52000,20,Spain Primera Division,Ukraine,Right,Medium/Medium,Normal (185+),,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,57,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79
105846,A. Boruc,AFC Bournemouth,GK,75,75,675000,23000,39,English Premier League,Poland,Right,Medium/Medium,Normal (185+),1300000,12,11,11,25,13,14,13,19,34,18,37,39,40,69,40,49,73,31,69,15,38,25,17,40,21,63,15,20,20,76,75,65,77,75
139062,W. Caballero,Chelsea,GK,75,75,675000,37000,37,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),1300000,12,11,22,33,13,12,23,11,48,30,43,46,39,71,55,53,70,37,69,14,30,19,7,47,16,57,14,11,12,74,72,71,76,74
142959,M. Barbosa,Villarreal CF,GK,75,75,2900000,21000,34,Spain Primera Division,Argentina,Right,Medium/Medium,Normal (185+),6100000,12,11,13,38,12,15,11,12,36,17,42,43,48,75,47,57,62,41,61,12,37,22,12,40,24,56,13,15,11,76,72,76,74,75
179954,T. Kraft,Hertha BSC,GK,75,75,4500000,19000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),7600000,14,14,13,35,13,13,11,12,28,21,45,50,45,74,42,45,73,35,68,16,40,20,13,25,18,48,20,19,20,79,74,60,65,83
194333,R. Gikiewicz,1. FC Union Berlin,GK,75,75,4300000,26000,31,German 1. Bundesliga,Poland,Right,Medium/Medium,Normal (185+),7700000,18,13,39,24,15,18,19,12,20,19,27,29,38,67,40,56,66,20,68,13,22,12,12,48,19,31,13,14,13,76,73,75,74,78
202811,E. Martínez,Arsenal,GK,75,80,6500000,47000,26,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),12800000,22,16,26,45,13,13,22,20,48,35,59,57,49,69,49,57,60,40,70,16,37,13,12,64,42,53,11,20,20,75,74,76,73,76
205186,P. Gazzaniga,Tottenham Hotspur,GK,75,78,6000000,50000,27,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),11600000,21,12,14,32,8,20,33,21,49,20,63,65,64,59,49,63,66,45,67,19,32,16,13,52,41,55,23,20,11,76,74,84,75,78
223885,A. Nübel,FC Schalke 04,GK,75,85,8500000,17000,22,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),16200000,15,18,13,29,13,18,20,20,18,20,49,46,34,64,58,58,61,39,70,18,23,20,10,22,16,32,23,14,13,75,69,77,74,81
107298,Y. Pelé,Olympique de Marseille,GK,74,74,950000,14000,36,French Ligue 1,France,Right,Medium/Medium,Normal (185+),1800000,15,14,16,34,11,13,14,15,33,18,37,40,33,70,52,50,67,32,75,9,33,24,15,14,13,64,14,13,12,75,75,67,73,74
115533,D. Benaglio,AS Monaco,GK,74,74,1500000,15000,35,French Ligue 1,Switzerland,Right,Medium/Medium,Normal (185+),2900000,14,12,15,32,12,16,15,13,31,22,37,41,44,71,47,46,71,38,75,14,38,22,7,37,23,65,10,13,14,71,79,61,77,71
185181,Yoel,SD Eibar,GK,74,74,3800000,15000,30,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),8000000,24,14,10,31,19,13,25,15,35,14,35,43,40,72,47,56,65,34,70,11,35,19,13,45,25,57,19,15,11,75,72,74,71,75
158777,P. Tschauner,RB Leipzig,GK,73,73,2200000,26000,33,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),3700000,7,9,47,24,7,7,15,15,25,22,38,46,36,72,37,50,60,23,75,15,27,9,14,41,22,38,20,12,15,72,71,66,71,74
172203,F. Forster,Southampton,GK,73,73,2600000,29000,31,English Premier League,England,Right,Medium/Medium,Normal (185+),4900000,19,13,13,27,19,20,10,19,19,33,26,35,32,67,42,45,59,29,80,12,40,22,13,44,22,56,11,13,12,70,72,60,74,77
172837,E. Alfonso,Brescia,GK,73,73,2600000,9000,31,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),4600000,13,17,25,33,15,24,12,11,35,33,50,50,60,70,59,47,69,32,64,15,33,26,18,38,34,65,15,22,20,72,72,63,73,73
193331,K. Darlow,Newcastle United,GK,73,75,3500000,24000,28,English Premier League,England,Right,Medium/Medium,Normal (185+),6900000,12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,48,67,44,58,11,13,26,18,36,19,53,15,11,12,75,70,64,71,76
205878,S. Kapino,SV Werder Bremen,GK,73,78,3900000,15000,25,German 1. Bundesliga,Greece,Right,Medium/Medium,Normal (185+),7000000,12,13,12,26,19,14,14,18,27,29,41,42,55,71,45,50,74,38,70,19,23,14,3,45,26,55,24,11,14,74,67,66,72,79
207998,D. Ward,Leicester City,GK,73,74,3300000,40000,26,English Premier League,Wales,Right,Medium/Medium,Normal (185+),6600000,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,48,64,22,60,16,25,20,7,38,20,56,8,20,18,74,72,64,72,74
224442,B. Kamara,RC Strasbourg Alsace,GK,73,79,4100000,14000,22,French Ligue 1,France,Right,Medium/Medium,Normal (185+),9100000,12,12,20,15,15,19,13,16,15,21,37,41,28,65,42,49,79,32,75,19,17,20,11,26,22,58,8,15,14,76,69,65,71,75
230869,Unai Simón,Athletic Club de Bilbao,GK,73,84,5500000,11000,22,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),12700000,16,14,18,29,17,12,20,14,21,16,46,48,32,66,47,48,60,45,73,13,27,26,14,31,24,48,11,18,12,72,73,64,74,72
241727,P. Rajkovic,Stade de Reims,GK,73,82,4800000,14000,23,French Ligue 1,Serbia,Right,Medium/Medium,Normal (185+),10600000,13,9,13,26,8,8,14,10,25,18,30,18,32,68,29,53,35,26,66,10,24,10,4,42,20,32,11,10,10,74,72,71,72,74
53739,L. Grant,Manchester United,GK,72,72,525000,30000,36,English Premier League,England,Right,Medium/Medium,Normal (185+),998000,19,17,14,43,15,11,17,19,40,34,52,46,50,68,56,55,70,29,71,19,42,26,14,50,20,60,20,13,19,73,70,73,71,72
121937,M. Rensing,Fortuna Düsseldorf,GK,72,72,850000,10000,35,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),1500000,11,12,14,33,11,16,11,12,33,19,40,42,47,72,45,48,71,31,72,13,36,17,10,38,18,59,18,12,12,72,71,64,72,72
185427,Ø. Nyland,Aston Villa,GK,72,72,2300000,29000,28,English Premier League,Norway,Right,Medium/Medium,Normal (185+),4300000,12,11,13,35,14,21,13,14,46,23,47,48,45,67,53,58,71,33,71,13,26,21,13,28,25,41,17,11,12,73,67,77,73,74
186941,R. Wolf,Fortuna Düsseldorf,GK,72,72,2000000,16000,31,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),3600000,11,11,16,19,11,14,13,11,18,20,34,33,43,68,31,51,64,27,75,13,28,14,10,35,23,36,12,13,14,73,69,68,70,72
189707,Da Costa,Bologna,GK,72,72,850000,11000,35,Italian Serie A,Brazil,Right,Medium/Medium,Normal (185+),1400000,12,13,12,28,11,11,13,11,30,20,42,37,43,68,40,48,54,30,63,11,30,17,10,34,23,55,16,19,18,71,71,64,75,72
192665,A. Luthe,FC Augsburg,GK,72,72,1900000,13000,32,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),3200000,14,12,15,24,12,12,15,12,19,14,35,43,39,63,34,46,61,36,74,16,22,21,12,49,21,23,16,14,12,74,68,61,73,76
197439,F. Wiedwald,Eintracht Frankfurt,GK,72,72,2200000,18000,29,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),3700000,9,11,8,41,15,14,7,13,32,32,38,41,43,74,45,51,68,44,78,12,35,15,10,51,22,63,13,12,14,77,64,68,67,77
211738,M. Flekken,Sport-Club Freiburg,GK,72,75,2800000,13000,26,German 1. Bundesliga,Netherlands,Right,Medium/Medium,Normal (185+),5300000,14,16,11,27,14,12,19,12,28,34,28,36,34,64,38,50,54,28,72,11,32,12,14,35,23,24,15,13,20,72,71,66,70,74
226085,Léo Jardim,LOSC Lille,GK,72,80,3500000,15000,24,French Ligue 1,Brazil,Right,Medium/Medium,Normal (185+),7400000,12,16,14,27,12,18,18,17,24,18,40,43,35,72,54,50,54,42,56,18,27,24,20,57,19,28,11,16,14,75,72,67,66,73
238013,Jandrei,Genoa,GK,72,77,3000000,9000,26,Italian Serie A,Brazil,Right,Medium/Medium,Normal (185+),5400000,11,8,12,25,9,11,20,11,57,28,24,32,56,58,38,52,60,26,45,9,30,11,8,56,13,41,19,10,25,72,71,69,70,76
156437,P. Pentke,TSG Hoffenheim,GK,71,71,1000000,15000,34,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),1800000,23,10,30,30,18,25,13,22,22,30,38,36,33,66,34,50,67,40,79,17,38,15,12,45,25,67,17,22,13,72,67,66,70,72
158657,T. Kessler,1. FC Köln,GK,71,71,1300000,13000,33,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),2200000,14,13,15,23,11,14,15,14,33,21,45,49,45,68,40,50,63,38,69,14,39,25,15,22,16,51,12,14,15,72,69,67,70,71
199909,P. Pervan,VfL Wolfsburg,GK,71,71,1500000,19000,31,German 1. Bundesliga,Austria,Right,Medium/Medium,Normal (185+),2600000,19,9,15,22,8,14,15,14,31,15,32,27,36,63,33,52,44,23,54,15,28,15,5,31,14,30,16,21,19,68,73,69,70,75
210385,Rui Silva,Granada CF,GK,71,77,2400000,9000,25,Spain Primera Division,Portugal,Right,Medium/Medium,Normal (185+),5800000,13,20,14,25,20,18,19,20,26,24,31,30,34,70,24,47,51,27,66,14,19,27,20,50,30,49,25,10,19,73,65,63,69,75
211327,M. Goicoechea,Toulouse Football Club,GK,71,71,1500000,13000,31,French Ligue 1,Uruguay,Right,Medium/Medium,Normal (185+),3000000,18,16,19,26,16,14,18,23,23,18,49,52,33,70,47,53,67,37,66,20,39,22,13,27,22,62,14,23,24,71,68,71,68,73
222546,L. Zingerle,SC Paderborn 07,GK,71,74,2200000,11000,25,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),4100000,11,7,10,28,8,9,11,12,13,20,38,47,38,68,51,50,64,34,54,6,21,11,8,40,15,47,11,9,10,70,68,67,72,74
146996,Rubén,CA Osasuna,GK,70,70,475000,8000,35,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),1000000,12,14,12,31,11,15,11,28,32,20,44,46,56,66,55,53,76,41,60,20,33,18,14,49,25,58,15,13,12,70,66,71,71,72
173178,Manolo Reina,RCD Mallorca,GK,70,70,775000,10000,34,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),1700000,8,10,12,30,13,12,20,12,36,18,54,59,57,70,58,49,68,44,65,20,35,23,9,31,24,50,17,11,12,67,68,65,73,70
180739,E. Kawashima,RC Strasbourg Alsace,GK,70,70,300000,8000,36,French Ligue 1,Japan,Right,Medium/Medium,Normal (185+),600000,17,14,14,33,13,12,13,14,33,28,45,43,63,64,46,53,71,31,61,19,16,19,11,29,24,44,10,13,12,70,65,71,67,74
193222,F. Giefer,FC Augsburg,GK,70,70,1300000,11000,29,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),2100000,11,11,23,32,14,12,16,14,22,22,38,37,43,68,35,44,68,25,74,15,44,18,19,33,21,37,15,12,15,73,64,58,71,72
209957,J. Busk,1. FC Union Berlin,GK,70,75,1800000,14000,25,German 1. Bundesliga,Denmark,Right,Medium/Medium,Normal (185+),3300000,11,10,10,24,18,15,12,12,22,15,45,42,30,68,56,50,56,33,64,14,20,29,12,58,12,26,14,12,14,73,62,67,66,75
222562,R. Rúnarsson,Dijon FCO,GK,70,78,2000000,5000,24,French Ligue 1,Iceland,Right,Medium/Medium,Normal (185+),4400000,18,14,17,16,13,13,17,14,15,32,45,46,43,61,55,54,59,41,56,15,23,12,16,39,22,42,12,19,15,71,68,72,70,71
231413,M. Verrips,Sheffield United,GK,70,77,1900000,12000,22,English Premier League,Netherlands,Right,Medium/Medium,Normal (185+),4200000,11,6,10,25,8,13,12,11,25,14,17,16,23,64,21,53,32,17,67,6,23,7,7,28,16,28,15,14,14,71,68,71,66,72
234383,M. Schubert,FC Schalke 04,GK,70,81,2400000,8000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),4700000,12,8,10,41,8,23,14,13,30,30,46,30,44,68,45,44,72,28,56,9,23,16,4,52,12,35,13,11,10,73,67,59,65,74
149309,A. Rosati,Torino F.C.,GK,69,69,180000,9000,36,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),306000,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,35,68,36,65,12,22,9,7,43,25,58,11,10,12,68,69,46,70,68
184781,D. Petri?,FC Nantes,GK,69,69,675000,9000,31,French Ligue 1,Serbia,Right,Medium/Medium,Normal (185+),1400000,11,12,11,18,16,14,10,12,13,21,44,43,34,69,41,44,57,30,57,14,19,13,12,25,22,53,11,13,12,70,62,59,71,72
186611,M. Vigorito,Lecce,GK,69,69,750000,7000,29,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),1400000,13,18,9,34,16,13,13,12,26,29,43,45,52,65,30,47,67,32,55,13,32,26,13,24,13,51,21,13,12,70,67,63,66,73
204846,J. Blackman,Chelsea,GK,69,73,1000000,26000,25,English Premier League,England,Right,Medium/Medium,Normal (185+),2000000,13,19,18,37,17,14,18,12,33,19,23,30,42,59,33,47,60,25,65,16,23,10,10,29,36,40,17,13,12,70,69,63,66,73
