Id,Name,Team,Position,Overall,Potential,Value,Wage,Age,league_name,Nationality,preferred_foot,Work rate,Body type,Release Cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
216409,M. Politano,Inter,"RM, ST",82,83,26500000,77000,25,Italian Serie A,Italy,Left,High/Medium,Normal (170-185),47000000,80,76,40,79,75,83,79,77,76,84,85,84,90,81,87,78,53,80,43,82,63,38,76,77,70,79,63,29,29,11,12,6,8,11
202651,Suso,AC Milan,"RW, CF",82,84,27000000,56000,25,Italian Serie A,Spain,Left,High/Medium,Normal (170-185),47900000,84,70,50,86,72,88,87,80,75,89,82,74,86,78,84,78,50,75,55,87,23,20,76,83,72,76,50,23,18,15,15,9,8,9
190483,Douglas Costa,Juventus,"LM, RW, LW",84,84,31500000,150000,28,Italian Serie A,Brazil,Left,High/Medium,Normal (170-185),52000000,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5
191043,Alex Sandro,Juventus,"LB, LM",85,85,33000000,150000,28,Italian Serie A,Brazil,Left,High/Medium,Normal (170-185),54500000,84,55,76,81,68,80,78,59,71,81,81,85,78,84,77,80,79,91,78,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5
244446,E. Dubickas,Lecce,"CF, ST, LW",52,59,70000,2000,20,Italian Serie A,Lithuania,Right,High/Low,Normal (170-185),140000,42,49,43,45,54,64,53,42,39,52,70,67,59,47,62,50,58,50,60,52,28,15,44,50,64,43,24,20,16,10,6,11,6,6
241839,L. Gagliano,Cagliari,ST,58,72,275000,2000,18,Italian Serie A,Italy,Left,High/Low,Normal (170-185),605000,38,66,62,48,44,55,40,40,37,57,50,38,57,61,69,54,61,53,53,56,31,12,57,51,60,52,45,19,18,6,15,9,6,12
240022,G. Zecca,U.S. Sassuolo Calcio,"RW, LW, ST",60,69,325000,6000,21,Italian Serie A,Italy,Right,High/Low,Normal (170-185),650000,61,64,48,60,50,65,49,41,55,62,65,67,54,56,64,65,42,34,57,41,39,31,52,52,56,53,39,27,26,5,13,14,12,12
186607,D. Ragatzu,Cagliari,"ST, LW, RW",63,63,400000,7000,27,Italian Serie A,Italy,Right,High/Low,Normal (170-185),680000,47,54,62,59,55,66,72,68,41,65,85,70,85,65,81,64,50,74,34,68,43,23,67,48,64,64,50,14,14,5,13,11,15,5
209316,T. Haye,Lecce,"RM, CM, LM",64,68,600000,4000,24,Italian Serie A,Netherlands,Right,Medium/Low,Normal (170-185),1100000,69,44,52,70,62,70,82,72,68,72,56,61,75,59,73,66,44,36,59,70,68,56,56,69,51,61,46,55,54,6,12,11,10,16
210329,F. Falco,Lecce,ST,68,68,950000,8000,27,Italian Serie A,Italy,Left,Medium/Low,Normal (170-185),1700000,64,64,53,70,64,76,71,65,63,75,82,80,91,67,90,65,57,67,53,72,51,31,66,70,59,64,28,22,23,10,9,13,11,7
204451,K. Günter,Hellas Verona,CB,70,75,2100000,8000,24,Italian Serie A,Germany,Right,Low/High,Normal (170-185),,32,23,69,69,28,56,21,26,72,61,53,64,61,66,60,50,75,61,73,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10
178310,S. Iacoponi,Parma,"RB, CB",70,70,1100000,20000,32,Italian Serie A,Italy,Right,Low/High,Normal (170-185),2000000,62,28,65,48,37,40,48,12,30,63,75,80,75,70,60,57,66,85,59,14,69,71,28,37,38,61,68,69,68,5,13,13,8,14
211176,R. Kishna,Lazio,LW,71,74,3000000,25000,24,Italian Serie A,Netherlands,Left,Medium/Low,Normal (170-185),5300000,72,64,57,62,68,80,71,65,61,78,71,74,74,65,55,69,32,32,58,66,38,20,64,70,49,70,37,32,29,12,7,15,10,7
177528,A. Matri,U.S. Sassuolo Calcio,ST,71,71,1200000,32000,34,Italian Serie A,Italy,Right,High/Low,Normal (170-185),2200000,50,69,76,67,77,64,65,46,45,70,60,60,67,70,66,72,85,52,75,58,50,25,75,60,67,77,44,28,24,4,4,4,5,4
224422,J. Boga,U.S. Sassuolo Calcio,"LM, RM, ST",72,82,5000000,29000,22,Italian Serie A,Côte d'Ivoire,Right,High/Low,Normal (170-185),10000000,70,65,59,65,59,79,73,64,63,75,79,77,80,66,78,80,62,56,65,73,56,41,71,65,55,60,24,42,34,15,8,9,14,16
169386,S. Floccari,SPAL,ST,72,72,900000,9000,37,Italian Serie A,Italy,Right,Medium/Low,Normal (170-185),2000000,56,74,75,68,66,71,66,60,48,73,59,59,65,68,70,75,81,49,64,68,48,20,77,60,72,76,25,20,16,8,11,15,10,6
225305,S. Gümü?,Genoa,"RM, ST",73,75,4900000,14000,25,Italian Serie A,Germany,Left,Medium/Low,Normal (170-185),8700000,61,75,62,67,66,74,64,59,63,77,87,86,83,70,76,77,68,66,64,73,61,21,72,72,59,67,37,31,30,11,15,6,7,15
137506,G. Pandev,Genoa,"ST, CAM",73,73,1800000,12000,35,Italian Serie A,North Macedonia,Left,Medium/Low,Normal (170-185),3100000,69,72,68,73,78,82,80,69,65,82,61,39,63,71,72,74,70,39,58,74,52,39,77,71,68,70,23,40,35,10,14,10,6,15
202944,O. Hiljemark,Genoa,"CM, CDM",74,75,6500000,16000,27,Italian Serie A,Sweden,Right,High/High,Normal (170-185),11500000,68,48,59,77,50,72,70,73,77,75,66,65,64,71,64,83,72,89,68,67,69,70,65,69,64,73,51,71,60,6,8,15,16,12
202848,G. Caprari,U.C. Sampdoria,"CF, ST, CAM",74,77,7000000,30000,25,Italian Serie A,Italy,Right,Medium/Low,Normal (170-185),12400000,66,68,47,74,66,81,74,75,62,79,89,82,91,69,89,68,34,71,52,70,30,16,69,72,56,69,22,13,12,9,8,14,6,11
184312,J. Biabiany,Parma,"RW, LW, RM",74,74,4900000,38000,31,Italian Serie A,France,Right,High/Low,Normal (170-185),8900000,72,66,53,69,68,77,67,47,54,76,92,89,86,67,80,70,62,70,62,57,58,24,72,63,63,65,27,30,30,11,5,9,6,5
203884,K. Djidji,Torino F.C.,"CB, LB",75,77,7000000,34000,26,Italian Serie A,Côte d'Ivoire,Right,Low/High,Normal (170-185),12400000,46,26,70,70,26,64,28,32,68,68,65,65,62,70,66,48,76,65,73,28,73,74,35,42,41,74,74,78,78,15,7,7,8,9
203668,A. Donnarumma,Brescia,ST,75,75,7000000,17000,28,Italian Serie A,Italy,Right,High/Low,Normal (170-185),12600000,54,78,75,65,71,75,70,62,55,72,81,86,77,70,66,75,58,77,63,71,40,29,76,55,78,71,28,36,37,14,11,8,9,15
202135,S. Sturaro,Genoa,CM,75,78,8000000,17000,26,Italian Serie A,Italy,Right,High/High,Normal (170-185),14200000,68,55,68,77,74,76,64,64,75,77,71,70,73,68,67,78,66,77,77,77,86,75,73,69,68,74,76,78,77,15,10,5,14,11
193338,M. Destro,Bologna,ST,75,75,7000000,33000,28,Italian Serie A,Italy,Right,Medium/Low,Normal (170-185),11900000,56,76,76,68,72,74,68,51,42,74,71,69,71,72,75,74,78,51,66,60,60,20,80,58,69,74,28,22,20,6,14,15,9,11
192575,E. Badu,Hellas Verona,"CDM, CM",75,75,6000000,16000,28,Italian Serie A,Ghana,Right,High/High,Normal (170-185),,69,60,70,76,72,76,64,50,69,75,86,71,88,75,81,76,90,88,62,74,72,74,74,70,58,73,69,74,72,15,5,9,13,14
186961,A. Paloschi,SPAL,ST,75,75,6500000,17000,29,Italian Serie A,Italy,Right,High/Low,Normal (170-185),11700000,52,77,76,68,75,69,70,47,42,76,74,64,76,74,69,74,90,67,74,41,83,21,81,59,80,80,31,16,16,15,15,10,13,5
211408,K. Linetty,U.C. Sampdoria,CM,76,83,10500000,29000,24,Italian Serie A,Poland,Right,High/High,Normal (170-185),20000000,60,64,56,78,38,74,62,36,74,76,73,65,74,74,79,70,79,78,62,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6
198683,M. Gabbiadini,U.C. Sampdoria,ST,76,77,9000000,36000,27,Italian Serie A,Italy,Left,Medium/Low,Normal (170-185),16000000,70,79,66,72,72,77,78,77,64,79,64,67,68,74,56,82,74,59,68,77,57,18,79,72,72,71,21,24,20,12,11,11,5,5
167514,D. Basta,Lazio,"RB, RM",76,76,2700000,38000,34,Italian Serie A,Serbia,Right,High/High,Normal (170-185),4600000,73,58,72,76,64,74,72,66,74,77,70,69,68,75,67,77,69,74,67,75,72,82,66,56,55,75,74,75,73,12,6,11,14,14
230965,N. Nández,Cagliari,"CM, CDM, RM",77,84,12500000,29000,23,Italian Serie A,Uruguay,Right,High/High,Normal (170-185),23800000,57,66,57,78,50,73,46,52,69,76,76,77,81,81,81,74,77,92,78,65,87,79,75,72,55,80,77,79,73,8,8,14,5,15
216816,G. Simeone,Fiorentina,ST,77,84,12500000,47000,23,Italian Serie A,Argentina,Right,High/High,Normal (170-185),23800000,40,78,79,68,72,76,69,60,55,76,78,76,75,76,74,79,84,71,70,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11
205633,L. Castro,Cagliari,"CM, CAM",77,77,8000000,33000,30,Italian Serie A,Argentina,Right,High/High,Normal (170-185),13600000,78,58,58,80,67,80,76,68,76,82,73,69,76,73,78,77,63,69,65,74,65,72,75,77,68,75,52,70,70,6,7,9,15,5
201049,L. Tonelli,Napoli,CB,77,77,7500000,53000,29,Italian Serie A,Italy,Right,Low/High,Normal (170-185),12800000,40,25,74,54,33,54,38,17,54,58,67,62,70,73,79,52,80,57,71,25,85,78,23,30,35,74,79,81,79,13,11,13,11,6
173306,C. Ansaldi,Torino F.C.,"LM, LB",78,78,8000000,45000,32,Italian Serie A,Argentina,Left,High/High,Normal (170-185),13600000,82,57,65,79,68,80,77,47,76,81,74,75,76,79,68,68,70,75,65,66,78,76,71,75,52,81,76,79,79,15,15,11,8,8
230938,F. Kessié,AC Milan,CM,79,86,17500000,38000,22,Italian Serie A,Côte d'Ivoire,Right,High/High,Normal (170-185),33300000,66,64,68,79,60,78,58,48,75,79,69,74,68,78,79,84,79,95,87,76,86,80,76,71,82,76,80,78,74,9,11,12,12,10
188427,S. Luli?,Lazio,LM,79,79,7500000,53000,33,Italian Serie A,Bosnia and Herzegovina,Right,High/High,Normal (170-185),12800000,82,66,70,78,65,80,76,61,78,78,75,80,71,78,76,84,69,89,71,78,76,74,78,72,55,74,73,78,76,5,12,14,10,5
208596,A. Belotti,Torino F.C.,ST,82,87,30000000,63000,25,Italian Serie A,Italy,Right,High/High,Normal (170-185),53300000,42,88,84,68,82,78,64,56,42,75,77,77,78,76,75,81,83,81,82,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7
201399,M. Icardi,Inter,ST,85,86,46000000,115000,26,Italian Serie A,Argentina,Right,Medium/Low,Normal (170-185),81700000,46,89,88,73,85,75,58,45,54,80,76,75,75,85,76,84,94,67,73,70,56,22,92,64,82,79,45,24,20,13,9,5,7,9
203187,A. Salifu,Fiorentina,CM,68,69,1000000,18000,26,Italian Serie A,Ghana,Right,Medium/High,Normal (170-185),1800000,59,51,59,71,58,61,48,58,67,71,75,74,76,67,73,71,80,90,78,65,67,66,55,60,57,67,38,65,69,9,13,7,7,8
226260,A. Cistana,Brescia,CB,70,80,2600000,7000,22,Italian Serie A,Italy,Right,Medium/High,Normal (170-185),5200000,51,35,69,61,39,57,51,39,55,61,66,70,69,68,67,60,78,67,65,40,70,70,44,50,40,58,70,71,71,16,10,15,7,15
216067,R. Gagliolo,Parma,"LB, CB",70,70,1500000,21000,29,Italian Serie A,Italy,Left,Medium/High,Normal (170-185),2600000,59,42,66,64,38,54,21,22,55,65,73,74,73,67,78,71,87,71,72,57,70,70,36,26,38,69,63,75,74,7,9,12,8,14
173147,D. Dessena,Brescia,"CM, CDM",71,71,1800000,10000,32,Italian Serie A,Italy,Right,Medium/High,Normal (170-185),3200000,66,58,68,72,68,68,66,70,68,70,66,60,66,68,67,77,65,78,70,78,82,71,68,67,64,70,70,70,70,4,4,4,4,4
189118,Thiago Cionek,SPAL,CB,72,72,1500000,10000,33,Italian Serie A,Poland,Right,Medium/High,Normal (170-185),2600000,35,22,66,54,34,46,31,25,52,56,64,62,62,64,59,31,92,59,83,26,68,74,30,36,39,65,70,74,73,6,8,8,9,16
152922,E. Barreto,U.C. Sampdoria,CM,72,72,1500000,24000,34,Italian Serie A,Paraguay,Right,Medium/High,Normal (170-185),2600000,66,56,60,75,68,67,73,76,73,73,59,59,65,68,62,82,48,57,70,74,78,76,69,73,60,72,74,75,71,11,6,15,14,15
193267,F. Pisacane,Cagliari,"CB, RB",73,73,1900000,23000,33,Italian Serie A,Italy,Right,Medium/High,Normal (170-185),3200000,60,20,62,60,14,61,28,25,50,60,66,62,65,74,66,32,87,58,68,32,75,73,49,41,28,66,76,78,73,11,15,15,12,13
197926,L. Crisetig,Bologna,"CM, CDM",74,75,6500000,27000,26,Italian Serie A,Italy,Left,Medium/High,Normal (170-185),11500000,62,33,68,78,58,72,61,59,76,76,48,50,66,71,68,70,73,75,75,68,67,73,60,72,59,72,68,72,60,4,4,4,4,4
149185,F. Magnanelli,U.S. Sassuolo Calcio,CDM,74,74,2200000,37000,34,Italian Serie A,Italy,Right,Medium/High,Normal (170-185),3900000,61,45,61,72,60,56,62,61,70,70,64,60,60,72,64,66,54,62,66,66,85,79,53,70,57,82,78,76,75,8,12,7,11,5
241096,S. Tonali,Brescia,"CDM, CM",75,89,13500000,7000,19,Italian Serie A,Italy,Right,Medium/High,Normal (170-185),32700000,72,61,70,77,61,76,70,67,80,76,82,75,69,72,73,75,64,74,79,68,76,73,61,74,65,74,70,71,70,13,9,8,7,7
192587,A. Ioni??,Cagliari,"CM, CAM, CDM",75,75,6500000,30000,28,Italian Serie A,Moldova,Right,Medium/High,Normal (170-185),11100000,68,64,77,76,60,68,69,65,74,75,64,64,65,74,68,75,78,77,78,72,80,75,74,70,65,73,71,78,73,6,14,10,12,11
223697,R. Gosens,Atalanta,"LM, LB",76,79,10000000,40000,24,Italian Serie A,Germany,Left,Medium/High,Normal (170-185),17800000,78,62,66,75,60,77,70,58,70,76,80,78,68,74,66,72,91,81,75,66,74,71,74,65,50,60,75,73,71,7,16,15,16,10
