Id,Name,Team,Position,Overall,Potential,Value,Wage,Age,league_name,Nationality,preferred_foot,Work rate,Body type,Release Cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
204526,Hervías,Real Valladolid CF,"RM, LM",73,73,4300000,16000,26,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),9000000,73,65,40,69,51,78,77,75,63,76,83,80,82,70,76,69,64,72,40,64,42,41,65,66,51,70,50,31,33,7,12,13,12,8
229359,Jorge Miramón,Levante Unión Deportiva,"RB, RWB",74,74,4400000,19000,30,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),9300000,76,58,68,73,54,67,69,59,71,70,74,74,66,68,73,61,58,89,75,53,59,69,65,69,63,66,71,75,73,11,10,15,14,13
191210,S. Corchia,Sevilla FC,RB,74,74,4800000,14000,28,Spain Primera Division,France,Right,High/Medium,Normal (170-185),10100000,76,58,72,73,58,74,78,80,74,75,72,68,72,72,75,75,70,59,65,69,71,74,72,67,67,68,75,75,76,6,8,7,10,15
217731,Sandro,Real Valladolid CF,"ST, LM, LW",75,81,9500000,60000,23,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),,65,73,62,68,74,79,81,77,59,81,72,65,78,73,76,84,68,60,66,76,62,33,77,56,69,65,25,25,24,12,16,10,6,8
169426,Barragán,Real Betis Balompié,"RB, RM",75,75,4100000,20000,32,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),8700000,78,44,73,71,59,68,64,51,63,73,68,71,66,75,66,61,69,77,73,53,74,76,66,56,55,62,69,75,77,6,8,11,8,10
182896,R. Rosales,CD Leganés,"RB, RWB, RM",76,76,6000000,26000,30,Spain Primera Division,Venezuela,Right,High/Medium,Normal (170-185),12600000,77,59,62,73,54,72,69,54,67,75,72,70,76,80,77,76,69,67,65,70,72,77,66,65,48,75,77,76,77,11,12,11,16,8
207732,Roger,Levante Unión Deportiva,ST,77,77,9000000,28000,28,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),18900000,59,80,72,68,78,74,48,46,52,74,75,76,75,75,74,80,74,67,71,69,65,35,83,61,80,70,42,36,31,15,13,15,14,8
198715,Sergio León,Levante Unión Deportiva,"ST, RM",77,77,8500000,27000,30,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),17900000,60,79,71,72,80,79,73,64,52,77,78,77,78,76,73,80,74,73,66,75,71,35,78,61,74,78,55,33,21,9,8,9,11,12
208777,Óliver Torres,Sevilla FC,CM,78,83,13500000,17000,24,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),29400000,73,66,52,81,63,83,77,64,77,84,70,65,78,76,78,65,51,76,37,67,58,67,74,80,65,81,65,63,58,7,7,14,6,8
194229,Hugo Mallo,RC Celta de Vigo,RB,78,78,9000000,25000,28,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),18900000,78,28,65,71,28,69,78,38,68,78,67,69,74,80,65,71,78,83,68,39,76,78,46,64,23,70,69,81,82,14,9,7,9,15
204259,S. Arias,Atlético de Madrid,RB,79,80,12500000,51000,27,Spain Primera Division,Colombia,Right,High/Medium,Normal (170-185),26600000,75,51,69,74,43,74,31,54,72,77,81,85,76,76,76,56,82,91,69,50,79,75,70,64,56,76,74,79,78,14,7,14,15,16
203843,D. Suárez,Getafe CF,"RB, RM",79,79,9000000,26000,31,Spain Primera Division,Uruguay,Right,High/Medium,Normal (170-185),18900000,81,59,71,78,59,71,69,70,72,73,74,77,75,76,76,83,77,78,71,71,84,79,59,62,67,74,78,79,81,16,9,9,15,7
192789,Mario Gaspar,Villarreal CF,"RB, RM, CB",79,79,11000000,35000,28,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),23100000,78,68,65,76,74,73,73,54,69,74,72,75,66,78,60,80,71,77,76,69,78,78,64,60,50,69,80,81,82,9,12,8,9,15
212623,Santi Mina,RC Celta de Vigo,ST,80,85,20000000,29000,23,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),43500000,73,82,77,72,75,79,69,55,65,79,75,78,75,79,72,80,73,75,71,74,69,55,83,68,67,69,51,46,49,9,8,14,8,15
205070,Portu,Real Sociedad,"CF, ST, RM",80,81,17500000,38000,27,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),38100000,66,81,74,83,72,82,67,64,78,83,85,78,82,71,72,80,70,87,70,75,76,55,80,77,53,74,50,61,59,14,10,15,15,13
186345,K. Trippier,Atlético de Madrid,"RB, RWB",80,80,12500000,56000,28,Spain Primera Division,England,Right,High/Medium,Normal (170-185),25600000,86,48,73,79,54,74,86,82,78,80,75,74,73,77,74,75,74,88,64,70,70,78,72,80,66,73,75,82,79,11,14,8,11,10
171579,Raúl García,Athletic Club de Bilbao,CAM,80,80,11500000,30000,32,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),24200000,78,82,90,82,55,78,72,68,80,83,44,49,57,82,63,85,79,75,82,86,84,69,84,82,79,83,69,74,63,14,16,14,16,15
45186,Joaquín,Real Betis Balompié,"LM, ST, RM",80,80,4000000,22000,37,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),10500000,84,80,63,83,68,85,86,77,82,83,69,63,68,82,70,77,31,48,64,78,53,35,80,83,75,79,41,47,39,9,14,6,10,11
214997,Á. Correa,Atlético de Madrid,"RM, ST",82,86,29000000,59000,24,Spain Primera Division,Argentina,Right,High/Medium,Normal (170-185),61600000,74,82,67,77,79,87,82,65,65,87,87,80,87,82,81,80,48,74,64,83,58,48,83,80,55,74,58,53,44,13,10,9,8,16
224411,Gonçalo Guedes,Valencia CF,"LM, ST",83,88,34500000,46000,22,Spain Primera Division,Portugal,Right,High/Medium,Normal (170-185),75000000,78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9
178562,É. Banega,Sevilla FC,"CDM, CM, CAM",83,83,19500000,26000,31,Spain Primera Division,Argentina,Right,High/Medium,Normal (170-185),41000000,80,68,55,86,65,83,83,81,85,85,64,59,74,78,79,76,57,70,67,80,83,79,75,84,78,80,80,79,78,13,8,7,7,10
176580,L. Suárez,FC Barcelona,ST,89,89,53000000,350000,32,Spain Primera Division,Uruguay,Right,High/Medium,Normal (170-185),108700000,78,91,83,82,90,85,86,82,72,84,76,70,79,92,79,88,69,82,86,86,87,41,92,82,83,85,57,45,38,27,25,31,33,37
155862,Sergio Ramos,Real Madrid CF,CB,89,89,31500000,300000,33,Spain Primera Division,Spain,Right,High/Medium,Normal (170-185),64600000,66,63,92,80,69,65,74,72,83,83,74,71,78,87,66,79,93,80,85,62,90,88,67,71,86,84,85,87,90,11,8,9,7,11
183277,E. Hazard,Real Madrid CF,"LW, CF",91,91,90000000,470000,28,Spain Primera Division,Belgium,Right,High/Medium,Normal (170-185),184500000,81,84,61,89,83,95,83,79,83,94,94,88,95,90,94,82,56,84,63,80,54,41,87,89,88,91,34,27,22,11,12,6,8,8
252270,P. Cornud,RCD Mallorca,"LB, LWB",63,73,525000,4000,22,Spain Primera Division,France,Left,High/Medium,Normal (170-185),1300000,65,52,55,58,55,60,62,55,59,58,77,81,65,55,70,64,64,83,60,52,67,56,55,55,60,55,56,59,57,9,11,15,10,6
225738,Kuki Zalazar,Real Valladolid CF,"CAM, RM, ST",66,77,1100000,4000,21,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),2600000,68,59,54,69,47,71,76,73,56,70,61,59,75,56,74,71,61,34,39,66,30,27,60,63,59,55,29,21,14,13,11,14,15,13
237942,P. Estupiñán,CA Osasuna,"LB, LM",68,79,1400000,15000,21,Spain Primera Division,Ecuador,Left,High/Medium,Normal (170-185),,73,20,65,70,38,55,59,36,52,65,76,77,68,61,71,41,57,57,61,42,51,58,48,37,40,53,64,69,70,14,7,14,7,7
237410,V. Kravets,CD Leganés,LB,70,80,2600000,10000,21,Spain Primera Division,Ukraine,Left,High/Medium,Normal (170-185),6000000,70,43,69,67,28,65,43,59,25,69,71,67,54,68,48,69,60,65,79,68,59,69,46,39,40,59,66,70,71,6,11,11,11,5
224415,Luis Rioja,Deportivo Alavés,LM,70,72,2200000,12000,25,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),4700000,70,64,32,61,37,71,67,68,56,69,85,79,92,71,84,75,72,72,38,54,27,26,67,60,69,52,41,24,26,6,9,10,12,14
231410,Brahim,Real Madrid CF,"LW, RW",73,86,7500000,58000,19,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),20100000,60,67,30,71,44,81,68,47,50,80,81,75,83,70,86,70,65,56,35,65,41,20,67,66,58,70,43,23,21,13,9,13,10,6
202501,David Juncà,RC Celta de Vigo,"LB, LWB",73,78,4700000,16000,25,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),10200000,73,35,72,74,43,64,65,58,61,68,72,72,72,67,78,61,75,85,74,46,72,71,55,48,55,67,62,71,73,10,9,16,8,9
199157,Luna,Levante Unión Deportiva,"LB, LM",73,73,3400000,18000,28,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),7200000,77,60,66,73,56,67,58,45,63,73,68,67,64,67,67,78,71,70,72,55,82,74,63,69,43,66,72,73,74,6,12,5,15,8
240716,M. Olivera,Getafe CF,"LB, LM",74,83,8000000,13000,21,Spain Primera Division,Uruguay,Left,High/Medium,Normal (170-185),18400000,72,49,72,69,38,66,58,41,57,70,74,76,68,75,51,56,73,74,70,48,72,70,63,57,42,70,70,76,73,14,14,12,13,15
190223,Balenziaga,Athletic Club de Bilbao,LB,74,74,4100000,18000,31,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),8500000,78,35,71,70,50,68,76,33,69,72,74,76,69,68,68,61,77,79,72,54,78,74,54,62,44,75,70,73,71,15,10,7,6,11
221832,L. Olaza,RC Celta de Vigo,LB,75,80,8000000,17000,24,Spain Primera Division,Uruguay,Left,High/Medium,Normal (170-185),17400000,76,65,62,73,59,73,76,80,64,76,81,77,70,67,77,81,66,76,68,78,70,73,77,69,72,72,67,76,75,8,14,11,11,12
189857,Quique,SD Eibar,"ST, RM, LM",75,75,6500000,24000,29,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),13700000,69,77,72,66,69,72,68,59,61,70,75,73,88,77,75,72,76,67,72,73,49,44,79,62,71,70,43,37,32,14,13,10,12,9
233113,Aleñá,FC Barcelona,"CM, RW, CAM",76,85,11500000,81000,21,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),27000000,66,67,34,77,41,79,68,59,72,78,76,75,77,78,73,69,51,68,64,76,52,68,72,78,73,79,70,62,48,12,9,10,8,12
204757,Toño García,Levante Unión Deportiva,"LB, LM",76,76,6500000,22000,29,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),13700000,80,62,52,77,56,75,82,59,68,76,83,84,77,74,81,71,63,79,66,61,59,74,75,69,62,79,71,74,75,15,13,7,10,15
251573,Renan Lodi,Atlético de Madrid,LB,77,85,11500000,31000,21,Spain Primera Division,Brazil,Left,High/Medium,Normal (170-185),27000000,80,64,67,75,59,78,78,57,75,79,86,83,82,78,82,72,74,81,68,68,76,73,69,72,54,77,70,74,73,12,7,11,10,15
245279,Reguilón,Sevilla FC,LB,77,85,11500000,90000,22,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),,75,43,72,78,45,73,70,43,65,74,79,78,75,75,71,62,66,76,65,54,69,76,67,65,42,70,77,75,74,11,14,9,5,12
229624,Sergi Guardiola,Real Valladolid CF,ST,77,77,9000000,24000,28,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),18900000,52,78,70,76,76,77,73,43,41,79,75,77,72,74,72,78,70,72,80,75,75,28,76,63,68,72,32,19,18,11,14,11,11,11
212183,Nacho,Real Valladolid CF,LB,77,77,7000000,20000,30,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),14700000,75,43,63,64,63,65,72,58,67,72,84,84,82,75,79,75,85,84,63,64,65,76,59,58,40,65,75,78,75,13,12,11,14,8
183512,Yuri Berchiche,Athletic Club de Bilbao,LB,79,79,10500000,27000,29,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),22100000,79,56,75,77,59,72,77,55,72,77,78,82,73,75,75,80,85,79,79,73,85,79,52,54,59,75,78,77,78,12,13,9,8,11
229668,Mario Hermoso,Atlético de Madrid,CB,80,87,19000000,46000,24,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),42800000,71,42,75,77,41,66,68,55,76,76,75,82,75,80,65,65,86,76,75,46,81,81,64,65,45,76,76,80,80,13,8,10,5,8
228618,F. Mendy,Real Madrid CF,LB,80,86,18000000,115000,24,Spain Primera Division,France,Left,High/Medium,Normal (170-185),40500000,74,63,69,77,50,80,72,35,76,76,90,88,80,82,78,69,78,88,78,64,78,75,80,73,49,78,73,78,77,7,16,9,10,9
178424,Antunes,Getafe CF,LB,80,80,9000000,28000,32,Spain Primera Division,Portugal,Left,High/Medium,Normal (170-185),18900000,81,56,70,77,69,74,82,80,76,80,73,76,71,78,72,87,62,81,67,84,75,80,70,66,61,73,72,81,82,10,7,10,9,14
208093,Gerard Moreno,Villarreal CF,"ST, CF",81,82,21000000,45000,27,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),45700000,61,80,80,75,81,79,70,56,56,80,75,77,72,78,67,80,75,73,72,78,55,40,80,62,75,72,43,41,41,15,12,7,12,10
201400,Rafinha,FC Barcelona,"CAM, CM, RW",81,84,22000000,155000,26,Spain Primera Division,Brazil,Left,High/Medium,Normal (170-185),46800000,72,73,55,85,76,86,75,61,76,83,68,67,79,77,79,79,74,59,66,82,44,70,77,81,67,80,68,72,66,11,6,15,13,7
220834,Marco Asensio,Real Madrid CF,"LW, RW",83,87,34000000,175000,23,Spain Primera Division,Spain,Left,High/Medium,Normal (170-185),72300000,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,13,9,6,12,10
216594,N. Fekir,Real Betis Balompié,CAM,84,87,39000000,40000,25,Spain Primera Division,France,Left,High/Medium,Normal (170-185),84800000,83,82,49,83,77,90,81,80,75,89,79,77,82,78,91,84,64,74,82,82,73,28,81,81,74,89,31,37,25,15,9,8,14,15
247170,Iago Indias,RCD Espanyol de Barcelona,"CB, CDM",61,67,300000,4000,23,Spain Primera Division,Spain,Right,Low/Medium,Normal (170-185),690000,41,39,62,51,28,46,49,38,54,48,55,57,42,59,68,56,65,60,60,24,60,59,20,44,46,50,60,64,62,10,7,7,7,7
246928,Iván Martín,Villarreal CF,"CAM, CM",62,74,550000,4000,20,Spain Primera Division,Spain,Left,High/Low,Normal (170-185),1300000,53,57,39,66,59,65,55,62,63,64,60,58,61,55,60,49,50,53,42,51,37,40,54,60,70,62,41,39,38,13,6,11,6,6
244407,Pol Lozano,RCD Espanyol de Barcelona,CM,62,77,650000,3000,19,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),1800000,51,37,41,67,43,64,44,38,64,66,61,60,63,53,72,55,60,58,48,51,53,42,57,67,49,64,53,59,58,8,7,8,11,14
246926,Pepe Castaño,Villarreal CF,CB,63,73,550000,4000,20,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),1300000,42,38,64,60,41,42,48,28,55,58,55,55,61,59,61,53,67,57,58,31,64,63,42,48,52,56,62,61,63,7,5,11,12,15
252326,J. Sanabria,Atlético de Madrid,"RM, LM, CM",64,82,975000,6000,19,Spain Primera Division,Uruguay,Left,High/High,Normal (170-185),2600000,62,59,43,66,48,64,63,56,59,65,73,69,72,60,78,56,49,54,49,54,53,46,60,63,58,62,47,45,47,9,6,6,9,10
238446,Tachi,Deportivo Alavés,CB,64,79,925000,4000,21,Spain Primera Division,Spain,Right,Low/Medium,Normal (170-185),2500000,33,26,73,58,32,40,30,28,41,57,57,64,32,58,62,41,65,50,59,25,64,62,23,31,30,52,61,66,65,11,12,13,15,8
240859,Berrocal,Sevilla FC,CB,65,79,1100000,2000,19,Spain Primera Division,Spain,Right,Low/Medium,Normal (170-185),3000000,31,24,63,62,34,39,31,35,56,56,59,61,63,60,68,54,73,65,65,37,65,65,33,41,49,54,62,66,64,11,12,12,11,11
246011,Víctor,Real Valladolid CF,"RM, ST",66,78,1100000,5000,22,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),2600000,65,66,68,66,61,68,48,49,60,66,72,75,61,51,66,64,60,70,60,61,45,45,61,54,62,57,40,59,45,11,6,12,7,6
224973,Arturo Molina,Levante Unión Deportiva,"CAM, RM",66,73,900000,6000,23,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),2100000,62,60,52,67,57,74,49,52,58,71,68,68,66,60,67,70,49,51,58,62,55,49,59,61,59,75,47,57,54,14,14,13,10,9
246949,Victor Campuzano,RCD Espanyol de Barcelona,"ST, RW",67,78,1300000,9000,22,Spain Primera Division,Spain,Left,Medium/Low,Normal (170-185),3000000,58,71,59,62,60,65,58,27,59,64,78,75,71,64,75,64,71,60,62,62,51,16,67,55,61,61,12,15,13,14,12,6,11,7
235983,Alex Pozo,Sevilla FC,"LM, RM, CAM",69,79,1700000,6000,20,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),3900000,67,68,60,67,64,74,59,52,62,71,79,74,88,66,78,68,62,56,37,73,31,17,60,59,58,55,23,26,20,10,13,7,12,15
204350,A. Trajkovski,RCD Mallorca,"CAM, LW, CF",70,73,2200000,14000,26,Spain Primera Division,North Macedonia,Right,Medium/Low,Normal (170-185),5000000,64,62,61,66,66,78,74,72,61,74,78,71,75,63,63,77,63,63,62,78,39,25,61,63,69,59,22,19,21,12,12,12,12,12
234032,Lluis López,RCD Espanyol de Barcelona,CB,71,82,3700000,13000,22,Spain Primera Division,Spain,Right,Low/Medium,Normal (170-185),8600000,46,24,72,65,31,49,32,26,62,65,62,58,63,66,61,52,72,52,69,18,71,73,48,31,33,65,68,73,71,8,14,8,6,12
244622,Puado,RCD Espanyol de Barcelona,"ST, CF, CAM",73,85,7000000,18000,21,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),16100000,48,74,69,72,64,75,47,38,59,74,82,79,79,71,71,68,68,63,67,63,39,24,72,57,59,61,32,18,20,8,9,11,8,13
231856,Álvaro Tejero,SD Eibar,RB,73,82,5500000,14000,22,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),12700000,76,54,55,72,38,75,66,68,67,74,82,78,85,72,88,74,78,88,53,65,63,71,70,63,59,70,66,67,68,13,7,10,9,7
227236,A. Zambo Anguissa,Villarreal CF,"CDM, CM",73,78,4900000,27000,23,Spain Primera Division,Cameroon,Right,Low/Medium,Normal (170-185),,58,42,73,73,50,72,59,46,65,68,69,69,59,69,71,73,66,81,82,54,82,74,63,72,62,75,61,75,66,11,11,9,8,11
223654,Fede,Real Valladolid CF,"CDM, CM, CB",73,83,6000000,13000,22,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),13800000,55,53,63,75,56,61,57,56,70,68,64,64,65,72,77,63,66,90,69,51,79,71,53,65,59,70,70,70,72,11,9,7,6,13
225699,Anuar,Real Valladolid CF,"CDM, CAM, CM",75,82,8500000,15000,24,Spain Primera Division,Morocco,Right,High/High,Normal (170-185),19600000,65,62,70,76,51,70,64,42,71,71,76,73,79,74,82,67,75,89,63,65,75,73,61,69,51,66,74,75,70,12,8,7,14,8
215616,Jason,Valencia CF,RM,75,78,8500000,26000,24,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),18500000,69,74,62,74,69,78,70,69,66,76,78,76,76,69,74,75,72,70,67,71,48,50,76,73,68,66,43,41,39,9,9,11,11,14
208621,Óscar Plano,Real Valladolid CF,"RM, LM, CF",75,75,6500000,20000,28,Spain Primera Division,Spain,Left,High/High,Normal (170-185),13700000,75,68,62,75,58,74,80,63,68,76,79,82,82,73,80,78,61,78,62,72,75,60,66,75,66,72,45,58,45,8,14,16,8,13
224869,Bustinza,CD Leganés,"CB, RB",76,79,8500000,26000,27,Spain Primera Division,Spain,Right,Low/Medium,Normal (170-185),18500000,76,30,76,72,23,56,45,35,53,71,60,64,60,72,68,44,77,73,69,38,78,78,52,50,33,64,74,77,75,14,12,11,13,7
205566,Alberto Moreno,Villarreal CF,LB,76,77,8000000,27000,26,Spain Primera Division,Spain,Left,High/Low,Normal (170-185),17400000,78,59,61,74,35,76,59,40,64,79,84,86,83,72,87,80,87,75,60,74,83,70,69,58,54,63,67,73,76,10,14,9,10,11
173818,Adrián,CA Osasuna,"ST, LM",76,76,7000000,32000,31,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),15400000,65,76,70,72,76,82,77,57,61,84,68,64,73,74,66,77,71,52,68,72,58,32,78,71,76,66,20,19,16,13,14,12,6,15
146758,Soldado,Granada CF,ST,76,76,4100000,23000,34,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),8900000,66,79,77,78,81,72,70,66,58,76,56,58,65,74,63,78,76,55,71,71,73,41,79,75,79,76,38,41,38,13,13,14,9,6
226221,Aritz Elustondo,Real Sociedad,"CB, RB",77,81,10500000,25000,25,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),22800000,72,26,78,73,30,48,53,41,43,75,63,68,60,78,60,39,71,71,75,40,77,79,36,32,43,68,68,78,80,7,10,12,15,8
189506,Victor Sánchez,RCD Espanyol de Barcelona,"CM, CDM, RB",77,77,7500000,28000,31,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),15800000,74,59,67,79,56,70,68,69,78,78,53,57,71,78,75,71,77,62,61,68,83,79,65,81,61,78,66,82,77,7,6,10,14,10
199561,Nolito,Sevilla FC,"LM, LW",78,78,8000000,19000,32,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),16800000,78,79,56,77,65,78,81,80,69,80,70,67,76,79,74,74,63,59,63,79,73,50,80,76,74,79,49,39,27,10,15,12,8,8
207664,C. Bacca,Villarreal CF,ST,79,79,10000000,40000,32,Spain Primera Division,Colombia,Right,Medium/Low,Normal (170-185),21000000,60,80,75,68,77,77,69,58,55,77,69,71,68,78,74,78,72,61,72,60,58,34,87,68,80,76,40,16,14,12,12,8,5,8
208498,M. Dabbur,Sevilla FC,"ST, LM",80,81,17500000,24000,27,Spain Primera Division,Israel,Right,Medium/Low,Normal (170-185),38100000,50,83,80,73,74,77,74,66,63,79,74,76,77,80,71,76,89,81,78,69,39,19,85,67,74,76,22,37,27,13,12,10,15,11
175379,Pedro León,SD Eibar,RM,80,80,11500000,30000,32,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),24200000,91,76,36,83,76,83,87,85,86,84,61,59,69,75,71,84,32,60,63,80,55,43,78,82,71,71,50,46,36,11,12,10,15,16
164029,Charles,SD Eibar,ST,80,80,7000000,25000,35,Spain Primera Division,Brazil,Right,High/High,Normal (170-185),14700000,51,81,79,72,84,78,78,53,52,81,62,59,79,80,67,83,91,58,70,79,66,18,87,56,70,78,35,35,27,8,9,16,9,11
208618,Lucas Vázquez,Real Madrid CF,"RW, RM",81,81,18000000,175000,28,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),36900000,80,72,56,79,58,82,82,71,75,81,85,80,81,85,83,80,68,91,57,76,72,59,82,80,56,75,57,59,58,9,16,9,9,7
177600,Beñat,Athletic Club de Bilbao,CM,81,81,13500000,32000,32,Spain Primera Division,Spain,Right,Low/Medium,Normal (170-185),28400000,80,65,47,87,61,68,83,85,80,84,65,36,71,78,76,87,59,76,69,78,74,70,77,85,69,73,70,70,65,16,10,14,6,13
