Id,Name,Team,Nationality,Position,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work Rate,Body type,Release Cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
110677,Moyá,Real Sociedad,Spain,GK,80,80,6000000,30000,34,Spain Primera Division,Right,Medium/Medium,Normal (185+),12600000,11,11,12,31,13,13,16,12,35,24,46,34,54,74,49,21,62,30,57,16,22,11,10,68,11,60,15,14,14,84,77,81,80,79
163264,T. Heaton,Burnley,England,GK,80,80,8500000,50000,32,English Premier League,Right,Medium/Medium,Normal (185+),16200000,17,12,16,32,12,17,15,13,37,28,56,55,54,73,52,14,73,40,66,12,31,24,12,46,24,62,16,15,13,80,80,75,80,82
164835,?. Fabia?ski,West Ham United,Poland,GK,80,80,7500000,60000,33,English Premier League,Right,Medium/Medium,Normal (185+),14300000,14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,52,22,63,14,12,13,78,83,70,79,84
173373,S. Romero,Manchester United,Argentina,GK,80,80,9000000,90000,31,English Premier League,Right,Medium/Medium,Normal (185+),16700000,11,14,12,39,17,12,12,13,48,40,47,44,52,78,44,14,63,35,75,11,33,21,11,55,16,62,14,11,15,78,76,81,77,82
177644,Kiko Casilla,Real Madrid CF,Spain,GK,80,80,9000000,110000,31,Spain Primera Division,Right,Medium/Medium,Normal (185+),18500000,24,14,13,30,12,12,25,25,24,20,32,49,43,74,58,24,69,43,79,13,45,20,12,52,23,60,26,15,11,75,83,80,82,77
177723,Fabricio,Fulham,Spain,GK,80,80,9500000,50000,30,English Premier League,Right,Medium/Medium,Normal (185+),18100000,15,14,14,49,13,25,19,15,45,35,59,63,64,77,54,25,79,42,58,14,33,26,14,55,22,64,22,14,11,77,80,79,78,81
188943,K. Trapp,Paris Saint-Germain,Germany,GK,80,81,11500000,60000,27,French Ligue 1,Right,Medium/Medium,Normal (185+),22100000,13,13,11,25,12,10,14,12,12,24,45,52,42,80,37,22,75,45,73,13,30,22,12,46,17,62,15,14,10,79,74,77,82,83
121933,R. Adler,1. FSV Mainz 05,Germany,GK,79,79,6500000,20000,33,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),11100000,13,14,10,39,18,13,12,13,36,20,42,32,49,80,43,23,69,22,66,14,25,17,7,38,21,49,9,12,13,78,77,70,81,79
173426,S. Mignolet,Liverpool,Belgium,GK,79,79,8000000,80000,30,English Premier League,Right,Medium/Medium,Normal (185+),14800000,11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,45,69,31,72,16,34,21,14,43,41,61,7,14,16,80,74,64,76,83
183497,O. Karnezis,Napoli,Greece,GK,79,79,7000000,50000,32,Italian Serie A,Right,Medium/Medium,Normal (185+),11900000,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,22,64,33,66,18,18,23,10,47,21,60,20,15,24,80,78,72,77,81
185122,P. Gulácsi,RB Leipzig,Hungary,GK,79,79,9000000,40000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),15300000,16,10,23,27,10,19,18,11,25,25,41,39,42,72,50,23,66,35,68,12,34,23,11,35,24,45,25,16,20,81,79,76,76,80
186148,R. Zieler,VfB Stuttgart,Germany,GK,79,80,10000000,30000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),17800000,15,10,13,25,12,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,42,24,61,20,12,13,74,79,70,80,80
190243,M. Hitz,Borussia Dortmund,Switzerland,GK,79,79,8000000,40000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),13600000,12,27,18,29,26,13,15,17,25,17,41,46,41,72,31,38,67,39,78,12,25,23,8,15,22,42,13,15,14,81,80,63,79,81
203775,L. Karius,Liverpool,Germany,GK,79,83,11500000,70000,25,English Premier League,Right,Medium/Medium,Normal (185+),22100000,14,18,14,38,14,16,12,14,41,23,55,54,51,75,43,20,74,36,64,16,21,13,8,50,19,60,9,11,13,82,74,78,76,82
150724,J. Hart,Burnley,England,GK,78,78,6500000,40000,31,English Premier League,Right,Medium/Medium,Normal (185+),12400000,14,14,10,32,19,23,17,13,35,20,56,60,50,72,32,40,69,28,61,19,36,25,14,42,30,58,16,14,13,79,74,69,76,81
158121,B. Costil,FC Girondins de Bordeaux,France,GK,78,78,6500000,30000,30,French Ligue 1,Right,Medium/Medium,Normal (185+),13000000,11,14,15,35,12,13,12,11,33,12,49,53,38,75,45,22,49,28,65,15,22,22,12,44,15,58,16,11,14,80,76,77,77,78
193152,Herrerín,Athletic Club de Bilbao,Spain,GK,78,78,6500000,20000,30,Spain Primera Division,Right,Medium/Medium,Normal (185+),13700000,14,13,14,16,15,19,15,12,29,12,45,34,54,73,55,22,62,42,80,16,37,23,16,40,25,58,16,16,12,76,82,74,77,75
194911,Adrián,West Ham United,Spain,GK,78,78,6500000,60000,31,English Premier League,Right,Medium/Medium,Normal (185+),12400000,12,16,15,21,12,15,12,17,32,23,46,44,53,71,48,35,69,38,59,20,38,25,12,32,44,59,18,19,14,82,75,68,74,83
200332,T. Koubek,Stade Rennais FC,Czech Republic,GK,78,81,9000000,20000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),17800000,13,12,13,14,19,17,18,16,20,20,22,27,25,73,29,22,53,28,66,17,31,11,12,39,20,61,14,12,16,78,76,71,77,79
204120,T. Vaclík,Sevilla FC,Czech Republic,GK,78,79,8000000,15000,29,Spain Primera Division,Right,Medium/Medium,Normal (185+),17400000,15,14,19,17,13,14,17,16,38,20,34,35,32,71,53,20,70,35,73,16,29,22,15,68,13,60,19,18,18,80,72,74,79,82
216065,M. Sportiello,Frosinone,Italy,GK,78,81,9000000,15000,26,Italian Serie A,Right,Medium/Medium,Normal (185+),,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,19,68,37,66,17,23,29,18,44,21,59,26,17,13,80,76,68,77,81
223952,David Soria,Getafe CF,Spain,GK,78,80,9000000,20000,25,Spain Primera Division,Right,Medium/Medium,Normal (185+),19600000,15,19,24,24,19,16,23,11,33,19,49,34,45,75,42,54,60,43,76,18,24,18,12,45,23,58,22,13,13,81,73,66,81,75
115533,D. Benaglio,AS Monaco,Switzerland,GK,77,77,3600000,40000,34,French Ligue 1,Right,Medium/Medium,Normal (185+),6800000,14,12,15,32,12,16,15,13,31,22,42,44,44,77,47,22,71,43,76,14,38,22,7,37,23,65,10,13,14,76,80,61,79,73
183666,Roberto,RCD Espanyol de Barcelona,Spain,GK,77,77,5000000,20000,32,Spain Primera Division,Right,Medium/Medium,Normal (185+),10500000,15,14,19,39,13,12,14,14,38,31,45,48,68,76,40,36,74,32,78,11,29,24,17,45,19,57,20,15,18,78,71,75,76,80
185181,Yoel,SD Eibar,Spain,GK,77,77,6000000,20000,29,Spain Primera Division,Right,Medium/Medium,Normal (185+),12600000,24,14,10,31,19,13,25,15,35,14,35,43,40,72,47,23,65,34,70,11,35,19,13,45,25,57,19,15,11,76,78,77,75,77
191628,L. Chichizola,Getafe CF,Argentina,GK,77,78,7000000,20000,28,Spain Primera Division,Right,Medium/Medium,Normal (185+),15200000,11,16,17,14,14,17,15,14,13,15,49,54,66,69,44,17,75,31,52,17,15,16,14,42,25,57,15,12,11,78,77,68,74,79
202789,A. Schwolow,Sport-Club Freiburg,Germany,GK,77,78,7000000,20000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),13100000,9,12,12,26,11,15,13,16,23,22,36,38,40,74,42,21,72,31,67,15,26,13,10,34,22,28,16,17,9,76,77,71,72,79
114764,Iraizoz,Girona FC,Spain,GK,76,76,525000,15000,37,Spain Primera Division,Right,Medium/Medium,Normal (185+),1100000,11,12,13,29,16,11,12,13,20,15,32,33,28,73,52,20,47,33,83,14,38,23,16,53,13,56,15,11,12,69,78,79,85,70
139062,W. Caballero,Chelsea,Argentina,GK,76,76,1000000,40000,36,English Premier League,Right,Medium/Medium,Normal (185+),1900000,12,11,22,33,13,12,23,11,48,30,43,46,39,73,55,23,70,37,69,14,30,19,7,47,16,57,14,11,12,75,74,72,77,76
146296,Andrés Fernández,Villarreal CF,Spain,GK,76,76,4700000,20000,31,Spain Primera Division,Right,Medium/Medium,Normal (185+),9800000,17,13,12,35,13,14,24,12,40,18,58,55,57,75,65,22,77,43,74,12,40,26,14,41,21,56,22,14,15,80,71,68,72,79
158777,P. Tschauner,Hannover 96,Germany,GK,76,76,4400000,20000,32,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),8000000,7,9,47,24,7,7,15,15,25,22,38,46,36,72,37,23,60,23,75,15,27,9,14,41,22,38,20,12,15,75,74,68,74,78
172203,F. Forster,Southampton,England,GK,76,77,5500000,30000,30,English Premier League,Right,Medium/Medium,Normal (185+),10900000,19,13,13,27,19,20,10,19,19,33,32,35,32,70,42,36,59,29,80,12,43,22,13,44,22,56,11,13,12,72,76,64,77,78
179954,T. Kraft,Hertha BSC,Germany,GK,76,76,5000000,20000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),8500000,14,14,13,35,13,13,11,12,28,21,45,50,45,74,42,23,73,35,68,16,40,20,13,25,18,48,20,19,20,80,75,60,65,84
215223,W. Benítez,OGC Nice,Argentina,GK,76,80,7000000,20000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),13800000,12,14,13,26,13,15,19,17,27,14,45,48,36,67,40,25,57,42,80,14,28,21,18,46,25,62,17,20,17,75,77,68,77,79
220604,Jaume,Valencia CF,Spain,GK,76,80,7000000,20000,27,Spain Primera Division,Right,Medium/Medium,Normal (185+),15200000,30,11,16,32,18,13,25,13,32,32,58,58,60,69,59,42,72,45,68,12,21,25,16,43,25,56,20,12,22,74,73,73,74,82
243952,A. Lunin,Real Madrid CF,Ukraine,GK,76,88,10500000,20000,19,Spain Primera Division,Right,Medium/Medium,Normal (185+),23600000,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,22,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79
105846,A. Boruc,AFC Bournemouth,Poland,GK,75,75,450000,30000,38,English Premier League,Right,Medium/Medium,Normal (185+),855000,12,11,11,25,13,14,13,19,34,18,37,39,40,70,40,21,73,31,69,15,38,25,17,40,21,63,15,20,20,75,73,62,77,76
107298,Y. Pelé,Olympique de Marseille,France,GK,75,75,1600000,20000,35,French Ligue 1,Right,Medium/Medium,Normal (185+),3000000,15,14,16,34,11,13,14,15,33,18,51,47,42,70,54,17,67,32,78,13,33,24,15,14,13,64,14,13,12,75,76,67,72,76
172553,J. Lössl,Huddersfield Town,Denmark,GK,75,76,5000000,30000,29,English Premier League,Right,Medium/Medium,Normal (185+),9900000,14,12,17,35,11,15,14,13,39,19,29,34,32,72,30,22,51,25,67,15,17,20,10,53,12,56,20,13,15,74,77,67,71,77
190120,K. Johnsson,En Avant de Guingamp,Sweden,GK,75,75,4700000,15000,28,French Ligue 1,Right,Medium/Medium,Normal (185+),9400000,11,13,19,26,19,16,12,11,38,22,50,49,45,64,32,21,72,45,69,13,35,20,16,49,17,56,15,14,12,76,70,77,76,79
199641,M. Sels,RC Strasbourg Alsace,Belgium,GK,75,78,6000000,15000,26,French Ligue 1,Right,Medium/Medium,Normal (185+),12500000,16,16,14,32,19,19,17,17,30,33,37,35,36,70,34,38,64,30,67,18,24,13,18,45,22,60,12,13,14,79,69,70,75,78
206003,Y. Mvogo,RB Leipzig,Switzerland,GK,75,80,6500000,30000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),11500000,13,10,18,25,19,18,14,20,22,24,43,41,60,71,57,22,71,24,73,14,30,13,13,65,20,30,28,18,12,79,73,68,71,78
207557,R. Olsen,Roma,Sweden,GK,75,77,5500000,40000,28,Italian Serie A,Right,Medium/Medium,Normal (185+),9800000,20,11,16,32,16,11,18,16,37,18,31,40,32,70,33,20,40,37,75,14,27,20,13,55,26,45,22,12,16,74,74,71,75,75
53739,L. Grant,Manchester United,England,GK,74,74,1300000,40000,35,English Premier League,Right,Medium/Medium,Normal (185+),2500000,19,17,14,43,15,11,17,19,40,34,52,46,56,69,56,24,73,39,71,19,42,26,14,50,20,60,12,13,19,74,72,74,74,76
189707,Da Costa,Bologna,Brazil,GK,74,74,2300000,20000,34,Italian Serie A,Right,Medium/Medium,Normal (185+),3900000,12,13,12,28,11,11,13,11,30,20,42,37,43,72,40,24,54,30,63,11,30,17,10,34,23,55,16,19,18,75,72,64,75,75
192397,Rafael,U.C. Sampdoria,Brazil,GK,74,77,4900000,20000,28,Italian Serie A,Right,Medium/Medium,Normal (185+),8700000,18,10,13,33,18,17,12,11,31,24,52,56,52,68,42,24,62,32,68,18,29,29,10,43,23,62,13,11,17,75,73,71,73,74
200212,M. Esser,Hannover 96,Germany,GK,74,74,3600000,20000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),6500000,10,8,25,39,9,15,14,17,35,17,32,48,30,70,28,21,67,37,82,19,40,30,6,48,23,53,20,15,16,75,73,69,71,77
52326,E. Jakupovi?,Leicester City,Switzerland,GK,73,73,2000000,30000,33,English Premier League,Right,Medium/Medium,Normal (185+),3800000,11,12,12,39,15,11,11,14,34,22,46,47,38,59,45,25,66,31,62,11,45,24,11,52,22,62,14,12,11,74,70,70,74,75
121937,M. Rensing,Fortuna Düsseldorf,Germany,GK,73,73,1600000,15000,34,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2900000,11,12,14,33,11,16,11,12,33,19,40,42,47,70,45,22,71,31,72,13,36,17,10,38,18,59,18,12,12,74,73,67,70,75
150278,J. Drobný,SV Werder Bremen,Czech Republic,GK,73,73,275000,10000,38,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),459000,13,14,12,35,19,15,12,12,33,22,35,36,37,74,35,22,50,23,66,15,26,14,8,21,24,42,13,13,13,73,74,45,74,74
193331,K. Darlow,Newcastle United,England,GK,73,75,3200000,30000,27,English Premier League,Right,Medium/Medium,Normal (185+),6400000,12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,13,67,44,58,11,13,26,18,36,19,53,15,11,12,75,70,64,71,76
205878,S. Kapino,SV Werder Bremen,Greece,GK,73,78,3900000,15000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),6900000,12,13,12,26,19,14,14,18,27,29,41,43,55,71,45,20,74,38,70,19,23,14,3,45,26,55,24,11,14,74,67,66,72,79
215417,C. Mathenia,1. FC Nürnberg,Germany,GK,73,76,3500000,15000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),6500000,15,12,14,31,16,15,15,15,25,23,47,44,35,69,39,20,55,45,69,15,30,19,15,35,23,54,15,12,12,74,68,66,74,77
101880,R. Green,Chelsea,England,GK,72,72,210000,30000,38,English Premier League,Right,Medium/Medium,Normal (185+),389000,19,12,15,26,12,14,16,13,14,15,46,32,47,70,40,22,68,26,59,11,26,20,13,58,21,49,14,12,11,73,70,60,72,74
186941,R. Wolf,Fortuna Düsseldorf,Germany,GK,72,72,2000000,15000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),3600000,11,11,16,19,11,14,13,11,18,20,34,33,43,68,31,24,64,27,75,13,28,14,10,35,23,36,12,13,14,73,69,68,70,72
192665,A. Luthe,FC Augsburg,Germany,GK,72,72,1900000,15000,31,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),3200000,14,12,15,24,12,12,15,12,19,14,38,50,39,63,34,23,61,36,74,16,22,21,12,49,21,23,16,14,12,75,67,61,72,75
193336,V. Belec,U.C. Sampdoria,Slovenia,GK,72,74,2600000,20000,28,Italian Serie A,Right,Medium/Medium,Normal (185+),4600000,11,10,13,24,10,13,11,13,28,21,53,43,55,67,31,23,75,20,59,16,25,21,11,23,23,70,19,10,11,73,72,60,71,74
202811,E. Martínez,Arsenal,Argentina,GK,72,77,3000000,40000,25,English Premier League,Right,Medium/Medium,Normal (185+),5800000,22,16,26,27,23,13,22,20,46,26,59,57,49,64,49,18,60,14,70,16,37,13,12,50,42,53,11,20,20,73,69,75,70,74
211327,M. Goicoechea,Toulouse Football Club,Uruguay,GK,72,72,2000000,15000,30,French Ligue 1,Right,Medium/Medium,Normal (185+),4000000,18,16,19,26,16,14,18,23,23,18,47,52,33,70,46,25,66,37,66,20,39,22,13,27,22,62,13,23,24,71,72,71,70,72
211738,M. Flekken,Sport-Club Freiburg,Netherlands,GK,72,76,2900000,10000,25,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),5400000,14,16,11,27,14,12,19,12,28,34,28,36,34,64,38,21,54,28,61,11,32,12,14,35,23,24,15,13,20,72,71,66,70,74
215213,A. Werner,SD Huesca,Argentina,GK,72,81,3600000,10000,22,Spain Primera Division,Right,Medium/Medium,Normal (185+),,14,19,15,25,12,13,20,15,19,23,41,46,34,55,43,24,58,38,75,18,24,27,16,50,23,52,15,13,17,78,72,76,68,73
49212,J. Speroni,Crystal Palace,Argentina,GK,71,71,160000,15000,39,English Premier League,Right,Medium/Medium,Normal (185+),304000,13,13,11,38,12,12,15,12,28,31,42,43,48,68,55,20,74,33,43,12,21,17,8,34,22,53,10,12,15,73,69,67,68,73
193222,F. Giefer,FC Augsburg,Germany,GK,71,72,1900000,10000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),3400000,11,11,23,32,14,12,16,14,22,22,38,37,43,68,35,24,68,25,74,15,44,18,19,33,21,37,15,12,15,74,66,58,72,73
197439,F. Wiedwald,Eintracht Frankfurt,Germany,GK,71,71,1700000,15000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2800000,9,11,8,41,15,14,7,13,32,32,38,41,43,73,45,23,68,44,78,12,35,15,10,51,22,63,13,12,14,76,63,70,65,76
209423,M. Michel,Angers SCO,France,GK,71,73,2000000,10000,26,French Ligue 1,Right,Medium/Medium,Normal (185+),4100000,15,12,19,24,18,12,20,12,26,14,50,48,30,70,59,18,63,35,63,14,17,17,17,20,14,57,13,12,16,72,69,65,69,73
209483,M. Hassen,OGC Nice,Tunisia,GK,71,78,2400000,10000,23,French Ligue 1,Right,Medium/Medium,Normal (185+),5100000,20,15,16,24,16,13,10,14,23,24,48,48,63,62,51,18,70,30,55,14,20,16,12,31,21,59,10,16,12,75,65,65,68,75
222411,J. Prior,FC Girondins de Bordeaux,France,GK,71,78,2400000,15000,22,French Ligue 1,Right,Medium/Medium,Normal (185+),5400000,13,16,14,35,17,18,16,16,37,22,48,55,35,65,51,20,61,30,78,17,40,25,15,40,14,58,10,13,12,73,69,74,69,73
224442,B. Kamara,RC Strasbourg Alsace,France,GK,71,77,2400000,6000,21,French Ligue 1,Right,Medium/Medium,Normal (185+),5300000,12,12,20,15,15,19,13,16,15,21,37,41,28,62,42,19,70,25,68,19,17,20,11,26,22,58,8,15,14,76,67,63,68,74
224836,V. Milinkovi?-Savi?,SPAL,Serbia,GK,71,79,2600000,5000,21,Italian Serie A,Right,Medium/Medium,Normal (185+),,18,20,12,31,16,15,55,59,30,18,40,45,37,66,38,62,58,33,73,45,34,21,12,50,24,65,11,15,19,70,69,77,70,71
184781,D. Petri?,En Avant de Guingamp,Serbia,GK,70,70,1100000,10000,30,French Ligue 1,Right,Medium/Medium,Normal (185+),2300000,11,12,11,18,16,14,10,12,13,21,47,46,34,69,41,25,57,30,57,14,19,13,12,25,22,53,11,13,12,71,62,59,71,73
204513,M. Dupé,FC Nantes,France,GK,70,72,1500000,10000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),3100000,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,21,54,21,71,11,35,23,11,32,18,58,9,11,11,71,71,61,66,72
205186,P. Gazzaniga,Tottenham Hotspur,Argentina,GK,70,74,1600000,30000,26,English Premier League,Right,Medium/Medium,Normal (185+),3100000,21,12,14,32,8,20,33,21,49,20,63,65,64,59,49,49,66,45,67,19,32,16,13,52,41,55,23,20,11,67,73,84,68,71
208375,M. Müller,RB Leipzig,Germany,GK,70,75,1700000,15000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),3000000,11,10,12,22,9,10,11,13,16,20,25,38,34,67,38,23,66,35,77,12,27,14,11,48,18,26,20,13,11,69,68,65,66,73
149309,A. Rosati,Torino F.C.,Italy,GK,69,69,250000,9000,35,Italian Serie A,Right,Medium/Medium,Normal (185+),425000,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,21,68,36,65,12,22,9,7,43,25,58,11,10,12,68,69,46,70,68
181694,J. Carrasso,Stade de Reims,France,GK,69,69,675000,7000,30,French Ligue 1,Right,Medium/Medium,Normal (185+),1400000,11,10,11,17,12,14,16,13,10,15,52,42,56,65,55,20,51,31,56,8,22,24,12,46,14,59,12,9,8,67,73,66,70,66
183513,J. Grahl,VfB Stuttgart,Germany,GK,69,70,825000,10000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),1500000,19,12,13,22,11,12,11,10,20,23,41,48,44,69,43,20,58,39,74,13,42,23,13,32,21,55,20,13,12,72,64,60,65,73
205496,Nicolas,Udinese Calcio,Brazil,GK,69,69,675000,9000,30,Italian Serie A,Right,Medium/Medium,Normal (185+),,13,18,12,31,7,12,8,13,31,22,45,41,37,58,45,25,51,32,77,12,27,15,12,47,21,63,8,19,13,71,69,64,67,71
