Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
168297,G. Curci,1. FSV Mainz 05,Italy,GK,29,72,72,1800000,20000,Right,Medium/Medium,Normal (185+),11,13,10,26,17,11,10,13,34,19,43,43,48,71,50,22,66,34,65,13,38,19,10,15,24,,17,9,13,72,68,63,74,75
135073,Rubinho,Juventus,Brazil,GK,32,72,72,1600000,35000,Right,Medium/Medium,Normal (185+),10,18,18,29,15,15,15,13,29,23,49,43,55,64,59,21,69,35,63,13,23,11,11,40,20,,11,12,13,74,70,64,76,74
51261,B. Myhill,West Bromwich Albion,Wales,GK,32,72,72,1600000,20000,Right,Medium/Medium,Normal (185+),11,11,13,39,11,15,13,12,32,35,41,46,51,66,48,27,72,29,63,12,45,25,13,40,42,,13,11,16,75,71,69,70,78
6895,A. Manninger,FC Augsburg,Austria,GK,38,72,72,350000,15000,Right,Medium/Medium,Normal (185+),12,12,13,22,14,13,15,15,17,14,39,40,48,76,45,22,70,31,74,11,39,16,9,14,17,,11,14,15,72,72,64,72,74
197678,A. Ahamada,Toulouse Football Club,France,GK,23,72,74,2200000,20000,Right,Medium/Medium,Normal (185+),17,12,53,32,13,13,16,12,34,22,43,38,42,73,34,19,67,38,75,13,33,26,13,24,21,,15,19,10,80,65,59,67,80
192129,K. Nordfeldt,Swansea City,Sweden,GK,26,72,75,2200000,25000,Right,Medium/Medium,Normal (185+),11,13,13,41,11,14,20,11,26,24,55,52,58,70,46,19,83,33,74,12,24,23,15,14,13,,13,13,15,73,66,66,74,78
190195,M. Samassa,En Avant de Guingamp,Mali,GK,25,72,75,2200000,20000,Right,Medium/Medium,Normal (185+),10,11,13,27,13,12,10,10,22,19,43,59,45,67,39,24,47,32,76,10,21,19,11,12,18,,12,11,12,76,71,64,66,79
107298,Y. Pelé,Olympique de Marseille,France,GK,32,73,73,2200000,50000,Right,Medium/Medium,Normal (185+),15,14,16,34,11,13,14,15,33,18,51,47,42,70,54,17,67,32,78,13,33,24,15,14,13,,12,13,12,75,74,72,76,70
206652,Sergio Rico,Sevilla FC,Spain,GK,21,74,83,4600000,40000,Right,Medium/Medium,Normal (185+),17,14,11,23,15,14,24,20,23,12,41,50,58,69,61,19,60,31,67,12,27,23,11,45,24,,18,11,11,73,75,72,71,79
684,M. Schwarzer,Leicester City,Australia,GK,42,73,73,500000,15000,Right,Medium/Medium,Normal (185+),13,11,14,24,17,13,14,11,23,17,50,46,36,79,43,29,57,19,70,18,40,22,19,31,34,,17,19,20,70,73,67,78,71
193222,F. Giefer,FC Schalke 04,Germany,GK,25,73,77,3100000,50000,Right,Medium/Medium,Normal (185+),11,11,23,32,14,12,16,14,22,22,38,37,43,77,35,24,69,33,79,15,44,18,19,22,21,,13,12,15,76,66,57,73,81
185427,Ø. Nyland,FC Ingolstadt 04,Norway,GK,24,73,78,3300000,35000,Right,Medium/Medium,Normal (185+),12,11,13,35,14,21,13,14,46,23,51,48,45,68,53,23,71,33,74,13,26,21,13,26,25,,15,11,12,76,69,79,71,79
185181,Yoel,Valencia CF,Spain,GK,26,73,75,2900000,60000,Right,Medium/Medium,Normal (185+),24,14,10,31,23,13,25,15,35,14,60,60,69,69,60,23,71,44,72,21,35,25,17,45,25,,10,15,11,79,71,73,70,74
183513,J. Grahl,TSG Hoffenheim,Germany,GK,26,70,73,1400000,25000,Right,Medium/Medium,Normal (185+),19,12,13,22,11,12,11,10,20,23,41,48,44,70,43,20,58,39,74,13,42,23,13,13,21,,10,13,12,74,65,60,66,75
152181,M. Gspurning,FC Schalke 04,Austria,GK,34,70,70,875000,25000,Right,Medium/Medium,Normal (185+),15,19,12,37,13,20,14,12,36,18,31,35,27,68,56,23,71,38,78,18,39,22,13,26,20,,14,20,19,69,70,68,70,74
159265,C. Puggioni,U.C. Sampdoria,Italy,GK,34,70,70,875000,15000,Right,Medium/Medium,Normal (185+),14,18,15,35,15,20,13,25,23,20,44,34,68,64,42,19,74,34,66,15,29,20,11,36,21,,15,14,12,73,69,59,68,75
132740,J. Hansen,SC Bastia,Denmark,GK,30,71,71,1300000,20000,Right,Medium/Medium,Normal (185+),18,13,13,36,11,12,16,12,46,23,36,31,33,69,64,12,69,28,64,13,31,27,12,12,20,,15,14,15,73,65,69,71,76
137734,F. Benussi,Carpi,Italy,GK,33,71,71,1200000,15000,Right,Medium/Medium,Normal (185+),12,12,15,30,14,11,12,18,34,20,50,34,62,66,56,24,66,36,69,16,42,19,10,45,16,,10,11,17,73,69,63,73,73
152211,R. Özcan,FC Ingolstadt 04,Austria,GK,31,71,71,1300000,20000,Right,Medium/Medium,Normal (185+),12,14,14,34,13,13,14,19,26,14,52,51,48,73,36,23,71,36,73,17,32,22,10,22,16,,12,14,13,72,67,68,68,76
152469,K. Davis,Southampton,England,GK,38,71,71,275000,10000,Right,Medium/Medium,Normal (185+),11,12,20,13,15,14,12,11,21,27,51,46,51,70,60,28,77,40,68,16,44,25,15,19,41,,12,14,12,74,68,55,70,75
190769,E. Lamanna,Genoa,Italy,GK,25,71,75,1800000,25000,Right,Medium/Medium,Normal (185+),19,19,17,35,19,18,12,17,37,24,29,33,39,69,38,23,61,26,52,16,30,14,11,31,24,,15,14,13,70,69,66,71,74
189908,?. Skorupski,Empoli,Poland,GK,24,71,75,1800000,20000,Right,Medium/Medium,Normal (185+),19,11,10,29,17,18,12,19,26,22,48,50,45,68,38,23,46,31,58,15,33,17,13,32,22,,10,12,12,76,67,51,73,75
175897,S. Ujkani,Genoa,Kosovo,GK,26,71,73,1600000,30000,Right,Medium/Medium,Normal (185+),12,13,10,36,12,12,11,14,26,23,51,49,55,66,50,22,79,21,59,17,20,10,10,31,22,,16,11,10,73,68,64,72,75
184781,D. Petric,ESTAC Troyes,Serbia,GK,27,71,72,1500000,25000,Right,Medium/Medium,Normal (185+),11,12,11,18,16,14,10,12,13,21,47,46,34,69,41,25,57,30,57,14,19,13,12,12,22,,12,13,12,71,67,56,76,74
194911,Adrián,West Ham United,Spain,GK,28,78,78,7500000,60000,Right,Medium/Medium,Normal (185+),12,16,15,21,12,15,12,17,32,23,46,44,47,71,48,40,69,38,74,20,38,25,12,14,44,,14,19,14,78,76,71,76,85
193698,O. Baumann,TSG Hoffenheim,Germany,GK,25,78,81,9000000,50000,Right,Medium/Medium,Normal (185+),14,11,16,30,11,19,12,11,25,17,47,51,45,78,43,21,69,32,64,13,32,21,10,13,22,,10,18,14,81,76,54,76,83
183497,O. Karnezis,Udinese Calcio,Greece,GK,29,78,78,7000000,45000,Right,Medium/Medium,Normal (185+),19,23,24,22,14,15,11,11,36,23,44,34,45,71,49,22,64,33,79,23,18,23,10,47,21,,13,15,24,79,75,71,79,83
1219,C. Abbiati,AC Milan,Italy,GK,37,77,77,2100000,60000,Right,Medium/Medium,Normal (185+),14,13,12,35,12,14,10,11,35,20,42,34,54,69,52,23,72,34,68,17,35,15,10,34,21,,10,13,14,80,72,66,82,80
203775,L. Karius,1. FSV Mainz 05,Germany,GK,22,78,84,10000000,40000,Right,Medium/Medium,Normal (185+),14,18,14,35,14,16,12,14,37,23,48,50,51,78,39,20,73,30,39,16,18,13,8,41,19,,13,11,13,80,74,74,77,84
49031,S. Sorrentino,Palermo,Italy,GK,36,77,77,3100000,30000,Right,Medium/Medium,Normal (185+),11,10,10,36,18,12,14,11,34,20,33,41,52,71,48,21,73,28,64,13,22,25,10,34,20,,11,10,13,79,75,63,81,79
215316,G. Rulli,Real Sociedad,Argentina,GK,23,79,86,12500000,60000,Right,Medium/Medium,Normal (185+),12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,,16,13,17,82,77,70,78,83
193041,K. Navas,Real Madrid CF,Costa Rica,GK,28,79,80,10000000,110000,Right,Medium/Medium,Normal (185+),11,15,11,30,11,16,11,15,37,19,61,52,69,77,60,21,83,41,65,13,32,20,16,54,25,,12,14,14,83,75,68,75,84
173426,S. Mignolet,Liverpool,Belgium,GK,27,78,78,7000000,100000,Right,Medium/Medium,Normal (185+),11,11,16,39,16,14,16,12,34,24,55,59,28,75,42,45,69,31,72,16,34,21,16,20,41,,13,14,16,82,75,65,73,84
111661,C. Kameni,Málaga CF,Cameroon,GK,31,78,78,6500000,50000,Right,Medium/Medium,Normal (185+),12,11,13,27,13,15,11,12,29,14,44,45,58,70,57,22,76,40,79,12,34,24,14,40,24,,13,11,12,83,78,67,72,87
139062,W. Caballero,Manchester City,Argentina,GK,33,78,78,6000000,60000,Right,Medium/Medium,Normal (185+),12,11,22,33,13,12,23,11,48,30,49,54,59,75,55,23,70,44,76,14,46,22,15,38,16,,15,11,12,80,72,69,81,82
164835,?. Fabia?ski,Swansea City,Poland,GK,30,78,78,7000000,50000,Right,Medium/Medium,Normal (185+),14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,52,22,,11,12,13,77,80,73,78,84
49212,J. Speroni,Crystal Palace,Argentina,GK,36,77,77,3100000,30000,Right,Medium/Medium,Normal (185+),13,13,11,24,12,14,15,12,23,20,42,43,51,77,57,24,74,36,43,12,21,22,10,70,22,,12,12,15,80,72,71,74,82
203042,J. Butland,Stoke City,England,GK,22,77,87,10000000,40000,Right,Medium/Medium,Normal (185+),11,16,12,36,12,21,12,14,40,26,51,48,58,66,55,29,61,42,59,13,32,27,16,34,42,,16,13,11,79,76,75,77,83
189690,Guaita,Getafe CF,Spain,GK,28,77,77,6000000,60000,Right,Medium/Medium,Normal (185+),25,11,16,39,15,16,22,17,33,14,51,52,63,73,48,25,71,32,62,25,24,27,13,45,19,,10,15,17,79,75,73,74,83
107713,T. Starke,FC Bayern München,Germany,GK,34,76,76,3400000,60000,Right,Medium/Medium,Normal (185+),12,13,13,39,14,14,11,15,37,19,42,52,36,74,32,23,74,37,80,9,34,25,7,34,21,,11,15,10,78,75,66,76,79
188943,K. Trapp,Paris Saint-Germain,Germany,GK,24,82,85,21500000,120000,Right,Medium/Medium,Normal (185+),13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,22,76,45,73,13,30,22,12,45,17,,10,14,10,83,79,79,80,85
192448,M. ter Stegen,FC Barcelona,Germany,GK,23,82,88,23500000,120000,Right,Medium/Medium,Normal (185+),15,14,10,30,14,17,18,12,38,18,38,50,37,80,43,22,82,35,79,10,43,22,11,57,25,,10,13,10,84,80,82,78,85
168435,S. Sirigu,Paris Saint-Germain,Italy,GK,28,82,82,17500000,150000,Right,Medium/Medium,Normal (185+),13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,20,68,34,66,14,34,20,10,46,19,,16,11,13,84,79,75,80,84
177644,Kiko Casilla,Real Madrid CF,Spain,GK,28,81,81,14500000,110000,Right,Medium/Medium,Normal (185+),24,14,13,30,23,12,25,25,24,20,32,49,43,72,58,24,70,43,79,13,45,20,12,58,23,,12,15,11,83,82,80,82,81
179783,R. Fährmann,FC Schalke 04,Germany,GK,26,81,83,16500000,110000,Right,Medium/Medium,Normal (185+),14,11,14,25,11,15,8,11,28,24,38,47,39,83,36,24,71,32,79,9,33,23,11,50,21,,12,12,10,82,79,65,81,85
110677,Moyá,Atlético de Madrid,Spain,GK,31,81,81,13000000,100000,Right,Medium/Medium,Normal (185+),11,11,12,31,13,13,16,12,35,24,46,34,54,77,49,21,62,30,57,16,22,11,10,60,11,,13,14,14,85,80,81,82,80
115533,D. Benaglio,VfL Wolfsburg,Switzerland,GK,31,81,81,13000000,100000,Right,Medium/Medium,Normal (185+),14,8,15,32,12,13,12,13,31,20,42,44,44,78,47,22,73,43,76,11,38,22,7,37,23,,10,13,14,84,78,64,80,81
158121,B. Costil,Stade Rennais FC,France,GK,27,81,82,15500000,80000,Right,Medium/Medium,Normal (185+),11,14,15,35,12,13,12,11,33,12,49,53,38,77,45,22,49,28,65,15,22,22,12,11,15,,16,11,14,82,80,78,82,85
1179,G. Buffon,Juventus,Italy,GK,37,84,84,9000000,130000,Right,Medium/Medium,Normal (185+),13,15,13,37,17,25,20,13,35,23,49,43,55,76,49,20,75,39,63,13,38,20,14,50,22,,10,11,11,85,79,71,89,83
167495,M. Neuer,FC Bayern München,Germany,GK,29,90,90,58000000,250000,Right,Medium/Medium,Normal (185+),15,13,25,48,11,16,14,11,47,31,58,61,43,88,35,25,78,44,83,16,29,30,12,70,37,,10,10,11,85,87,91,90,86
150724,J. Hart,Manchester City,England,GK,28,84,84,25000000,180000,Right,Medium/Medium,Normal (185+),14,14,10,32,19,23,17,13,35,20,59,60,25,81,32,65,72,28,61,19,28,25,14,42,68,,14,14,13,85,79,76,84,87
163705,S. Mandanda,Olympique de Marseille,France,GK,30,83,83,19000000,130000,Right,Medium/Medium,Normal (185+),14,13,13,31,13,11,13,12,28,12,53,43,52,81,36,24,74,31,61,11,37,23,11,14,11,,10,12,13,85,78,79,81,84
167628,S. Ruffier,AS Saint-Étienne,France,GK,28,83,84,22500000,130000,Right,Medium/Medium,Normal (185+),11,11,12,33,13,12,17,12,34,15,55,54,54,77,55,21,72,37,76,11,31,25,12,49,25,,11,12,11,83,81,77,83,86
162835,S. Handanovi?,Inter,Slovenia,GK,30,83,83,19000000,120000,Right,Medium/Medium,Normal (185+),12,10,10,33,12,18,12,14,34,22,54,57,42,84,36,22,78,41,65,19,25,20,16,41,23,,17,10,13,87,79,65,86,86
114764,Iraizoz,Athletic Club de Bilbao,Spain,GK,34,79,79,6500000,60000,Right,Medium/Medium,Normal (185+),11,12,13,29,16,11,12,13,20,15,32,33,28,81,52,20,47,33,83,14,38,23,16,53,13,,13,11,12,71,82,80,84,76
121933,R. Adler,Hamburger SV,Germany,GK,30,79,79,8500000,60000,Right,Medium/Medium,Normal (185+),13,14,10,39,18,13,12,13,36,20,46,37,49,80,43,23,69,22,66,14,25,17,7,38,21,,12,12,13,80,77,73,79,82
4667,M. De Sanctis,Roma,Italy,GK,38,79,79,1700000,70000,Right,Medium/Medium,Normal (185+),10,10,11,25,10,12,16,13,24,22,34,42,49,80,43,22,76,23,62,12,35,14,12,35,21,,14,10,13,78,78,57,83,82
168965,R. Riou,FC Nantes,France,GK,27,79,79,8500000,70000,Right,Medium/Medium,Normal (185+),14,11,12,42,13,12,13,15,34,23,58,57,39,73,57,21,69,32,79,13,29,28,18,11,23,,14,13,12,78,81,81,80,80
116494,C. Carrasso,FC Girondins de Bordeaux,France,GK,33,80,80,10000000,60000,Right,Medium/Medium,Normal (185+),11,13,11,24,13,14,10,12,22,22,38,42,39,73,35,24,73,31,71,14,43,23,13,53,13,,13,13,14,78,79,81,79,82
24630,José Reina,Napoli,Spain,GK,32,80,80,10500000,90000,Right,Medium/Medium,Normal (185+),11,14,13,19,11,10,11,11,22,23,50,63,50,83,60,24,73,34,64,15,32,22,13,58,24,,12,14,13,81,78,83,80,81
200389,J. Oblak,Atlético de Madrid,Slovenia,GK,22,81,86,19500000,90000,Right,Medium/Medium,Normal (185+),13,11,15,29,13,12,13,14,26,16,43,60,67,78,49,22,76,41,78,12,44,19,11,55,11,,14,12,18,77,84,72,83,82
186148,R. Zieler,Hannover 96,Germany,GK,26,80,82,14000000,80000,Right,Medium/Medium,Normal (185+),15,10,13,25,12,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,39,24,,11,12,13,78,80,66,81,82
