Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
J. Hart,Tottenham Hotspur,GK,England,75,75,1800000,50000,33,English Premier League,Right,Medium/Medium,Normal (185+),6800000,14,14,10,34,19,23,17,13,35,20,56,60,50,69,32,49,69,28,61,19,36,25,14,42,30,58,16,14,13,72,75,65,74,77
D. Randolph,West Ham United,GK,Republic of Ireland,75,75,1800000,26000,33,English Premier League,Right,Medium/Medium,Normal (185+),6800000,11,14,16,33,16,14,15,14,34,33,41,44,50,74,43,50,61,34,57,14,29,18,11,35,30,36,15,14,14,77,72,67,73,76
Roberto,Real Valladolid CF,GK,Spain,75,75,950000,14000,34,Spain Primera Division,Right,Medium/Medium,Normal (185+),6100000,15,14,19,38,13,12,14,14,37,28,45,48,65,71,40,55,74,32,79,11,31,23,17,47,19,57,20,15,18,78,67,73,73,79
Yoel,SD Eibar,GK,Spain,75,75,3000000,19000,31,Spain Primera Division,Right,Medium/Medium,Normal (185+),9000000,24,14,10,31,19,13,25,15,35,14,35,43,40,73,47,56,65,34,70,11,35,19,13,45,25,57,19,15,11,75,73,74,72,75
S. Ortega,DSC Arminia Bielefeld,GK,Germany,75,78,5500000,17000,27,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),11300000,18,15,20,38,13,20,16,12,53,39,51,53,42,76,54,60,73,32,73,12,29,27,10,56,24,60,29,12,15,72,70,80,75,78
B. Reynet,Nîmes Olympique,GK,France,75,75,3800000,18000,29,French Ligue 1,Right,Medium/Medium,Normal (185+),9400000,15,17,14,33,19,11,10,14,32,21,45,45,43,74,24,56,62,34,68,15,36,16,12,35,19,62,13,12,10,74,72,74,75,77
S. Johnstone,West Bromwich Albion,GK,England,75,79,6000000,50000,27,English Premier League,Right,Medium/Medium,Normal (185+),12500000,17,11,17,27,15,16,16,17,35,18,45,38,55,66,27,53,63,42,68,16,24,17,11,48,42,32,22,17,20,79,74,70,73,77
M. Flekken,Sport-Club Freiburg,GK,Netherlands,75,77,5000000,17000,27,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),10300000,14,16,11,27,14,12,19,12,28,34,28,36,34,73,38,56,54,28,72,11,32,12,14,35,23,24,15,13,20,76,69,75,73,77
A. Nübel,FC Bayern München,GK,Germany,75,85,11000000,34000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),15700000,15,18,13,29,13,18,20,20,18,20,49,46,34,70,58,53,61,39,70,18,23,20,10,22,16,32,23,14,13,75,65,71,76,85
A. Ramsdale,Sheffield United,GK,England,75,83,11000000,20000,22,English Premier League,Right,Medium/Medium,Normal (185+),15800000,15,14,15,31,16,18,17,16,33,28,47,50,53,72,49,52,66,35,59,15,35,20,11,47,25,55,18,16,15,76,73,69,73,77
G. Kobel,VfB Stuttgart,GK,Switzerland,75,82,9500000,14000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),14000000,13,10,13,39,10,24,13,12,33,34,26,26,34,74,24,56,34,21,68,10,24,14,10,55,12,62,15,15,15,75,71,75,73,78
A. Lunin,Real Madrid CF,GK,Ukraine,75,87,12000000,50000,21,Spain Primera Division,Right,Medium/Medium,Normal (185+),21400000,15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,56,56,32,61,7,22,19,11,60,19,56,22,13,11,72,71,74,75,77
Rubén,CA Osasuna,GK,Spain,74,74,475000,13000,36,Spain Primera Division,Right,Medium/Medium,Normal (185+),2000000,12,14,12,31,11,15,11,28,32,20,44,46,57,67,55,55,75,41,60,20,33,18,14,49,25,58,15,13,12,73,72,73,74,75
R. Zieler,1. FC Köln,GK,Germany,74,74,2200000,17000,31,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),,15,10,13,25,12,12,11,10,22,22,46,50,43,79,41,53,69,32,55,14,32,21,15,42,24,58,20,12,13,73,69,70,74,75
A. Luthe,1. FC Union Berlin,GK,Germany,74,74,1400000,19000,33,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),5400000,14,12,15,24,12,12,15,12,19,14,35,43,39,70,34,46,61,36,74,16,22,21,12,49,21,23,16,14,12,74,69,61,75,77
P. Pervan,VfL Wolfsburg,GK,Austria,74,74,2100000,26000,32,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),5800000,19,9,15,22,8,14,15,14,31,15,32,27,36,70,33,52,44,23,54,15,28,15,5,31,14,30,16,21,19,72,74,69,72,75
D. Ward,Leicester City,GK,Wales,74,75,3600000,43000,27,English Premier League,Right,Medium/Medium,Normal (185+),9100000,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56,8,20,18,75,72,66,73,75
M. Rodák,Fulham,GK,Slovakia,74,81,7000000,44000,23,English Premier League,Right,Medium/Medium,Normal (185+),12600000,15,20,15,28,19,15,13,17,17,21,51,41,43,73,46,54,56,27,68,15,21,21,17,28,23,51,8,17,16,76,71,72,70,75
P. Pentke,TSG Hoffenheim,GK,Germany,73,73,350000,13000,35,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),1900000,23,10,30,30,18,25,13,22,22,30,38,36,33,66,34,50,67,40,79,17,38,15,12,45,25,67,17,22,13,74,69,66,73,77
K. Darlow,Newcastle United,GK,England,73,75,2500000,24000,29,English Premier League,Right,Medium/Medium,Normal (185+),6700000,12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,48,67,44,58,11,13,26,18,36,19,53,15,11,12,75,70,64,71,76
S. Kapino,SV Werder Bremen,GK,Greece,73,77,3300000,16000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),6700000,12,13,12,26,19,14,14,18,27,29,41,42,55,71,45,50,74,38,70,19,23,14,3,45,26,55,24,11,14,74,67,66,72,79
B. Kamara,RC Strasbourg Alsace,GK,France,73,82,6000000,14000,23,French Ligue 1,Right,Medium/Medium,Normal (185+),10600000,12,12,20,15,15,19,13,16,15,21,37,41,28,65,42,50,79,32,77,19,17,20,11,26,22,58,8,15,14,77,71,67,71,76
Y. Pelé,Olympique de Marseille,GK,France,72,72,250000,12000,37,French Ligue 1,Right,Medium/Medium,Normal (185+),618000,15,14,16,34,11,13,14,15,33,18,37,40,33,70,52,50,67,32,72,9,33,24,15,14,13,59,14,13,12,71,72,67,71,73
A. Cordaz,Crotone,GK,Italy,72,72,250000,5000,37,Italian Serie A,Right,Medium/Medium,Normal (185+),585000,12,10,16,12,10,18,10,15,17,20,25,27,28,72,29,47,32,16,54,15,22,7,8,34,16,69,12,10,10,68,71,62,72,74
P. Tschauner,RB Leipzig,GK,Germany,72,72,400000,23000,34,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2400000,7,9,47,24,7,7,15,15,25,22,38,46,36,72,37,50,60,23,75,15,27,9,14,41,22,38,20,12,15,71,70,66,71,73
Ø. Nyland,Aston Villa,GK,Norway,72,72,1600000,29000,29,English Premier League,Right,Medium/Medium,Normal (185+),4200000,12,11,13,35,14,21,13,14,46,23,47,48,45,67,53,58,71,33,71,13,26,21,13,28,25,41,17,11,12,72,67,77,73,73
Da Costa,Bologna,GK,Brazil,72,72,250000,11000,36,Italian Serie A,Right,Medium/Medium,Normal (185+),945000,12,13,12,28,11,11,13,11,30,20,42,37,43,68,40,48,54,30,63,11,30,17,10,34,23,55,16,19,18,71,71,64,75,72
V. Belec,U.C. Sampdoria,GK,Slovenia,72,73,1800000,11000,30,Italian Serie A,Right,Medium/Medium,Normal (185+),4500000,11,10,13,24,10,13,11,13,28,21,53,43,55,67,31,45,75,20,59,16,25,21,11,23,23,70,19,10,11,73,72,60,71,74
T. Koubek,FC Augsburg,GK,Czech Republic,72,74,2100000,14000,27,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4900000,13,12,13,14,19,17,18,16,20,20,39,43,25,70,29,50,53,33,79,17,31,11,12,39,20,54,14,12,16,77,62,67,69,76
L. Montipò,Benevento,GK,Italy,72,79,4000000,8000,24,Italian Serie A,Right,Medium/Medium,Normal (185+),6600000,15,20,17,17,18,19,17,15,16,20,40,42,46,66,49,52,54,35,49,14,24,18,15,20,29,50,10,19,11,72,70,69,69,76
F. Wiedwald,Eintracht Frankfurt,GK,Germany,71,71,1200000,13000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2700000,9,11,8,41,15,14,7,13,32,32,38,41,43,73,45,51,68,44,78,12,35,15,10,51,22,63,13,12,14,73,64,68,67,73
M. Gillespie,Newcastle United,GK,England,71,74,1700000,19000,28,English Premier League,Right,Medium/Medium,Normal (185+),4100000,13,16,11,34,12,17,12,15,35,29,34,35,37,59,53,50,70,39,66,12,23,25,15,42,19,56,12,11,19,74,68,66,72,73
J. Pollersbeck,Olympique Lyonnais,GK,Germany,71,75,2000000,23000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),4500000,20,12,12,52,17,14,18,19,44,19,24,32,22,68,24,54,51,22,63,14,20,10,6,58,22,24,13,14,15,73,66,72,70,73
L. Grant,Manchester United,GK,England,70,70,180000,23000,37,English Premier League,Right,Medium/Medium,Normal (185+),342000,19,17,14,43,15,11,17,19,40,34,44,38,50,66,53,54,70,27,71,19,42,26,14,50,20,60,20,13,19,70,70,72,67,69
J. Moulin,AS Saint-Étienne,GK,France,70,70,275000,12000,34,French Ligue 1,Right,Medium/Medium,Normal (185+),1600000,15,14,15,32,14,13,14,11,35,23,51,52,48,63,56,49,42,32,54,14,20,16,11,29,23,59,14,13,14,72,70,65,68,71
V. Mannone,AS Monaco,GK,Italy,70,70,800000,18000,32,French Ligue 1,Right,Medium/Medium,Normal (185+),2100000,11,16,14,48,15,15,12,15,33,24,54,56,42,70,44,50,75,31,67,12,29,16,12,57,43,57,23,11,20,68,67,66,70,71
B. Uphoff,Sport-Club Freiburg,GK,Germany,70,74,1700000,10000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),3200000,11,8,12,36,9,10,7,11,22,22,36,40,29,66,34,51,63,23,64,7,15,12,10,26,24,23,13,11,13,69,69,68,69,71
R. Rúnarsson,Dijon FCO,GK,Iceland,70,75,1900000,6000,25,French Ligue 1,Right,Medium/Medium,Normal (185+),3700000,18,14,17,16,13,13,17,14,15,32,45,46,43,61,55,54,59,41,56,15,23,12,16,39,22,42,12,19,15,71,68,72,70,71
M. Schubert,FC Schalke 04,GK,Germany,70,80,3100000,9000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),4400000,12,8,10,45,8,23,14,13,30,30,46,30,44,68,45,47,72,28,56,9,23,16,4,52,12,35,13,11,10,73,67,62,65,75
Koke Vegas,Levante Unión Deportiva,GK,Spain,70,78,3100000,8000,24,Spain Primera Division,Right,Medium/Medium,Normal (185+),4600000,13,12,15,12,15,11,13,12,20,10,52,52,60,67,42,45,62,34,55,15,30,12,10,42,11,48,16,12,10,72,70,60,67,68
Dani Martín,Real Betis Balompié,GK,Spain,70,80,3100000,6000,21,Spain Primera Division,Right,Medium/Medium,Normal (185+),5300000,15,13,13,30,14,12,16,13,32,17,48,46,55,64,43,50,64,30,66,11,23,20,9,40,20,48,12,14,12,70,67,67,69,73
A. Rosati,Torino F.C.,GK,Italy,69,69,150000,9000,37,Italian Serie A,Right,Medium/Medium,Normal (185+),187000,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,35,68,36,65,12,22,9,7,43,25,58,11,10,12,68,69,46,70,68
S. Ujkani,Torino F.C.,GK,Kosovo,69,69,750000,14000,31,Italian Serie A,Right,Medium/Medium,Normal (185+),1100000,12,13,10,36,12,12,11,14,26,23,51,49,55,60,50,47,76,21,59,17,20,10,10,31,22,50,18,11,10,69,68,62,71,69
D. Petri?,FC Nantes,GK,Serbia,69,69,700000,9000,32,French Ligue 1,Right,Medium/Medium,Normal (185+),1300000,11,12,11,18,16,14,10,12,13,21,44,43,34,67,41,46,57,30,57,14,19,13,12,25,22,53,11,13,12,69,63,61,71,72
Nicolas,Udinese Calcio,GK,Brazil,69,69,700000,6000,32,Italian Serie A,Right,Medium/Medium,Normal (185+),1200000,13,18,12,31,7,12,8,13,31,22,45,41,37,58,45,48,51,32,77,12,27,15,12,47,21,63,8,19,13,71,69,64,67,71
M. Caillard,FC Metz,GK,France,69,72,1400000,7000,26,French Ligue 1,Right,Medium/Medium,Normal (185+),2000000,13,9,13,32,8,11,15,7,27,24,48,39,34,62,45,44,54,33,80,13,25,15,7,14,18,53,8,15,9,73,64,59,70,72
N. Körber,Hertha BSC,GK,Germany,69,75,1800000,12000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2100000,13,11,17,24,14,18,13,14,24,20,33,37,46,61,43,44,63,28,55,16,22,14,12,21,15,25,9,13,14,71,64,59,67,75
M. Verrips,Sheffield United,GK,Netherlands,69,76,2400000,10000,23,English Premier League,Right,Medium/Medium,Normal (185+),2300000,11,6,10,25,8,13,12,11,25,14,17,16,23,62,21,53,32,17,67,6,23,7,7,28,16,28,15,14,14,71,68,71,65,72
I. Grbi?,Atlético de Madrid,GK,Croatia,69,77,2700000,13000,24,Spain Primera Division,Right,Medium/Medium,Normal (185+),2700000,14,8,11,25,8,11,12,12,21,17,31,22,22,66,24,50,35,20,59,5,26,10,6,27,19,24,6,11,12,66,69,67,68,70
I. Pandur,Hellas Verona,GK,Croatia,69,76,2300000,6000,20,Italian Serie A,Right,Medium/Medium,Normal (185+),2200000,14,6,11,29,8,10,14,10,28,16,37,41,37,72,31,44,50,28,44,7,21,6,7,37,14,48,9,10,14,67,65,58,67,71
E. Kawashima,RC Strasbourg Alsace,GK,Japan,68,68,130000,5000,37,French Ligue 1,Right,Medium/Medium,Normal (185+),180000,17,14,14,33,13,12,13,14,33,28,43,42,61,64,45,48,69,30,60,19,16,19,11,29,24,44,10,13,12,67,65,64,65,72
N. Lomb,Bayer 04 Leverkusen,GK,Germany,68,72,1300000,15000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),1500000,15,17,15,26,15,14,17,13,32,20,38,39,47,65,40,50,65,40,68,11,27,17,5,27,14,37,16,12,16,70,64,66,65,71
V. Milinkovi?-Savi?,Torino F.C.,GK,Serbia,68,74,1500000,10000,23,Italian Serie A,Right,Medium/Medium,Normal (185+),1800000,18,20,12,31,16,15,55,59,30,18,40,45,37,63,38,59,58,33,73,45,34,21,12,50,24,65,11,15,19,67,66,78,67,68
Josep Martínez,RB Leipzig,GK,Spain,68,78,2300000,11000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (185+),2100000,12,6,11,25,6,8,11,12,22,11,24,30,32,54,22,48,37,42,58,7,24,11,11,52,18,42,15,13,15,70,68,64,67,69
S. Aresti,Cagliari,GK,Italy,67,67,170000,8000,34,Italian Serie A,Right,Medium/Medium,Normal (185+),585000,19,12,18,36,14,11,12,19,37,22,35,40,61,63,48,46,67,26,53,18,15,20,11,38,17,51,17,18,14,66,65,61,69,65
M. Dreyer,FC Lorient,GK,France,67,67,550000,7000,31,French Ligue 1,Right,Medium/Medium,Normal (185+),1000000,10,10,14,31,16,16,10,13,13,21,47,53,45,59,40,49,75,27,68,14,21,19,10,22,11,54,11,14,10,66,68,65,65,69
