Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
201179,A. Donnarumma,Genoa,Italy,GK,24,65,70,600000,7000,Right,Medium/Medium,Normal (185+),13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,22,54,19,75,13,17,10,10,33,21,,12,19,11,70,62,51,59,74
190330,N. Rigoni,Chievo Verona,Italy,CM,24,65,71,725000,5000,Right,Medium/Medium,Lean (185+),61,46,67,74,51,61,60,61,70,73,59,67,62,61,66,61,67,69,69,69,60,61,50,55,51,,50,68,64,4,10,13,6,13
224314,M. Gori,Frosinone,Italy,CM,22,64,72,625000,5000,Left,Medium/Medium,Normal (170-185),47,45,52,66,42,64,49,40,67,67,67,54,67,61,65,52,48,67,50,57,62,68,65,62,41,,58,65,62,15,11,11,13,5
225101,M. Vitale,Juventus,Italy,CM,17,64,76,625000,5000,Left,Medium/Medium,Lean (170-185),66,38,48,73,56,68,70,49,69,71,69,69,65,56,70,65,59,69,55,67,48,50,51,58,52,,45,57,57,11,10,14,8,15
54037,T. Berni,Inter,Italy,GK,32,63,63,250000,6000,Right,Medium/Medium,Normal (185+),11,15,10,28,13,11,14,13,27,21,29,29,37,59,35,16,43,26,43,16,25,13,10,28,20,,12,12,12,64,60,59,67,66
189557,A. Rispoli,Palermo,Italy,"RM, RB",27,64,67,500000,7000,Right,Medium/Medium,Normal (185+),66,48,59,61,39,61,60,39,61,66,76,78,68,67,54,62,76,82,76,55,75,69,59,51,35,,67,73,73,15,10,14,9,12
230674,F. Alastra,Palermo,Italy,GK,17,56,78,200000,2000,Right,Medium/Medium,Normal (185+),11,14,15,30,19,14,16,15,22,22,49,46,38,57,61,22,56,56,50,17,25,22,17,12,21,,19,15,18,59,52,56,51,63
230681,G. Pezzella,Palermo,Italy,"RB, LB",17,56,78,190000,2000,Right,Medium/Medium,Normal (185+),52,33,56,35,28,64,42,37,31,44,60,55,57,55,65,34,55,57,55,30,61,63,55,37,45,,53,62,64,11,14,6,7,13
230825,L. Serinelli,U.C. Sampdoria,Italy,CM,18,56,66,140000,2000,Right,Medium/Medium,Lean (170-185),46,41,52,60,42,55,46,43,55,58,68,64,58,63,65,56,59,59,47,43,57,42,56,55,53,,47,51,58,10,15,13,10,11
194040,F. Lombardi,Bologna,Italy,GK,25,54,60,80000,2000,Right,Medium/Medium,Normal (185+),12,12,12,32,13,13,12,10,36,22,35,33,39,55,40,21,45,33,52,16,32,16,10,12,21,,18,11,12,55,45,50,50,65
228886,G. Panico,Genoa,Italy,ST,18,57,73,230000,2000,Right,Medium/Medium,Normal (170-185),44,61,62,46,47,49,46,38,39,57,51,54,54,63,68,55,63,55,52,62,32,18,56,54,59,,21,16,16,14,10,9,10,15
225432,D. Sommariva,Genoa,Italy,GK,17,57,74,200000,2000,Right,Medium/Medium,Normal (185+),15,18,19,31,21,13,20,20,23,18,40,44,37,57,58,18,55,31,57,17,27,19,15,21,21,,19,17,19,64,49,51,52,64
230676,R. Pirrello,Palermo,Italy,"CB, RB",19,57,70,190000,2000,Right,Medium/Medium,Lean (185+),34,26,58,41,35,34,37,31,35,41,61,55,43,57,48,47,67,62,59,27,52,54,32,35,44,,57,62,64,10,9,11,6,6
230680,A. Liotti,Carpi,Italy,GK,18,57,67,140000,2000,Right,Medium/Medium,Lean (185+),16,14,17,31,14,13,12,15,20,21,45,40,36,57,52,20,57,39,63,18,24,20,15,14,23,,11,16,14,59,55,59,52,60
225639,L. Ranelli,Frosinone,Italy,CM,19,48,59,50000,2000,Left,Medium/Medium,Normal (170-185),51,27,57,58,39,45,35,35,50,45,62,55,55,54,84,55,63,63,39,34,54,37,50,42,41,,33,39,49,14,14,8,13,10
224320,E. Crescenzi,Frosinone,Italy,CM,21,53,58,80000,2000,Right,Medium/Medium,Lean (185+),44,42,39,64,47,56,48,42,66,62,66,66,63,50,55,50,54,34,65,37,35,25,47,50,49,,38,40,43,10,8,6,11,11
220534,S. Luperto,Napoli,Italy,LB,18,53,63,70000,2000,Left,Medium/Medium,Lean (185+),56,36,49,39,36,45,39,34,34,48,52,33,53,55,50,37,55,60,59,29,57,54,50,33,42,,55,59,61,12,6,12,11,6
228881,D. Calabria,AC Milan,Italy,RB,18,60,76,325000,2000,Right,Medium/Medium,Normal (170-185),59,30,48,52,43,53,37,38,50,55,61,55,58,60,67,36,62,63,56,40,56,58,57,39,43,,59,68,65,8,14,15,12,7
220475,A. Grassi,Atalanta,Italy,CM,20,60,66,250000,2000,Right,Medium/Medium,Lean (170-185),56,29,54,69,55,59,58,50,65,63,59,55,65,56,66,59,55,65,55,62,49,31,55,59,63,,35,51,51,12,6,15,8,8
211515,P. Gollini,Hellas Verona,Italy,GK,20,59,68,210000,2000,Right,Medium/Medium,Normal (185+),17,14,19,31,20,18,13,15,25,24,45,48,56,53,52,23,51,41,68,17,19,18,12,25,21,,15,12,19,66,54,46,50,70
215376,E. Capradossi,Roma,Italy,CB,19,60,72,275000,3000,Right,Medium/Medium,Lean (170-185),16,17,58,38,21,21,29,16,30,46,55,63,51,52,64,30,66,68,63,21,64,60,19,19,23,,67,63,63,9,6,8,10,15
230145,A. Piu,Empoli,Italy,"CF, CAM",18,61,71,300000,2000,Right,Medium/Medium,Normal (170-185),43,68,62,58,62,63,69,48,53,62,62,57,57,58,66,63,61,55,52,59,39,20,56,60,75,,15,18,16,12,13,7,10,8
228378,A. La Gumina,Palermo,Italy,ST,19,58,68,200000,2000,Right,Medium/Medium,Normal (170-185),37,61,62,51,51,57,48,41,44,56,53,54,54,62,72,56,63,55,34,57,31,16,66,58,72,,16,23,17,13,12,7,14,12
220502,M. Zaccagni,Hellas Verona,Italy,CM,20,58,66,200000,2000,Right,Medium/Medium,Lean (170-185),46,42,46,74,44,54,48,43,70,58,54,55,64,51,65,64,51,63,34,51,44,41,41,51,55,,37,41,41,13,16,14,8,7
227701,M. Pugliese,Carpi,Italy,CM,19,59,68,210000,2000,Right,Medium/Medium,Lean (170-185),61,33,45,69,49,65,61,61,65,69,55,55,69,55,69,49,55,55,55,61,55,50,50,50,57,,40,44,45,12,12,7,10,10
228186,L. Fontanesi,U.S. Sassuolo Calcio,Italy,CB,19,59,75,300000,2000,Right,Medium/Medium,Lean (185+),31,31,62,42,37,36,30,37,29,38,55,55,42,49,54,51,66,64,62,22,53,57,33,31,45,,59,69,65,12,9,10,9,13
228251,L. Pellegrini,U.S. Sassuolo Calcio,Italy,CM,19,59,74,325000,2000,Right,Medium/Medium,Normal (185+),42,52,49,65,46,49,57,38,63,65,58,66,57,63,62,59,55,66,69,64,50,39,49,58,49,,47,42,40,12,7,10,13,11
228514,S. Massolo,U.C. Sampdoria,Italy,GK,19,59,72,250000,2000,Right,Medium/Medium,Normal (185+),16,15,20,27,17,19,18,18,22,22,45,48,37,55,57,22,58,38,58,12,28,28,14,18,21,,12,12,13,59,57,55,57,66
163491,A. Lazzari,Carpi,Italy,"CDM, CM",30,72,72,1500000,20000,Left,Medium/Medium,Lean (170-185),75,58,58,80,68,74,80,76,80,80,69,69,65,72,69,80,65,69,75,73,66,70,70,80,68,,58,68,68,5,11,15,6,8
106795,G. Pegolo,U.S. Sassuolo Calcio,Italy,GK,34,72,72,1400000,15000,Left,Medium/Medium,Normal (170-185),13,18,15,35,16,11,11,18,21,21,44,42,50,70,47,23,70,33,54,12,33,20,12,33,13,,12,12,11,72,68,60,76,76
7584,L. Castellazzi,Torino F.C.,Italy,GK,39,72,72,350000,15000,Left,Medium/Medium,Lean (185+),12,11,11,27,11,16,19,13,27,24,33,33,53,65,55,19,59,31,69,15,29,22,14,35,21,,13,12,16,73,73,65,79,67
193686,V. Regini,U.C. Sampdoria,Italy,"LB, CB",24,72,75,2200000,20000,Left,Medium/Medium,Normal (185+),64,32,65,61,25,55,44,33,58,63,69,71,69,74,60,68,72,73,75,27,68,77,46,30,43,,71,79,77,8,8,11,14,10
202828,F. Viviani,Hellas Verona,Italy,"CM, CDM",23,72,78,2900000,20000,Right,Medium/Medium,Normal (170-185),72,48,46,76,60,69,75,74,75,75,76,76,73,69,79,75,66,77,71,76,58,69,59,73,68,,59,67,67,5,13,14,8,13
201299,N. Leali,Frosinone,Italy,GK,22,72,82,3000000,20000,Right,Medium/Medium,Lean (185+),14,13,11,12,16,13,18,17,13,23,33,32,34,64,32,24,70,27,65,17,30,25,12,35,17,,12,13,19,76,72,60,68,80
178418,F. Peluso,U.S. Sassuolo Calcio,Italy,"LB, CB",31,72,72,1300000,20000,Left,Medium/Medium,Lean (185+),71,41,77,62,31,59,69,47,62,59,64,69,56,61,53,70,78,69,78,57,66,78,50,38,48,,74,79,80,9,5,4,6,4
188334,F. Cacciatore,Chievo Verona,Italy,"RB, LB",28,72,72,1600000,25000,Right,Medium/Medium,Normal (170-185),69,45,68,65,45,59,53,38,59,61,75,79,77,67,72,71,77,79,75,56,74,71,55,45,39,,73,74,77,5,14,10,13,5
144511,L. Greco,Hellas Verona,Italy,"CM, CDM",28,73,73,2800000,40000,Left,Medium/Medium,Lean (170-185),71,52,64,78,69,67,63,72,76,75,69,69,69,75,65,73,71,76,69,72,79,66,60,74,48,,67,70,67,13,6,11,10,5
211354,M. Benassi,Torino F.C.,Italy,CM,21,74,81,4700000,30000,Right,Medium/Medium,Normal (170-185),72,59,68,77,68,71,71,65,77,77,69,73,73,71,56,78,69,78,78,75,77,69,69,69,41,,61,71,65,11,7,5,12,14
197926,L. Crisetig,Bologna,Italy,"CM, CDM",22,73,80,4000000,30000,Left,Medium/Medium,Normal (170-185),62,33,68,80,58,66,61,60,76,78,58,64,68,71,68,67,72,78,78,68,56,70,56,75,60,,50,70,60,4,4,4,4,4
191011,L. Sepe,Fiorentina,Italy,GK,24,73,78,3300000,45000,Left,Medium/Medium,Lean (185+),12,14,13,32,18,14,13,12,31,22,49,46,46,71,34,21,57,27,69,19,12,20,10,43,17,,11,19,19,73,71,61,71,79
220466,F. Mattiello,Chievo Verona,Italy,"LB, RB",19,71,83,2300000,15000,Left,Medium/Medium,Lean (170-185),72,42,68,69,69,70,76,59,63,73,79,79,75,60,71,75,55,78,55,75,68,60,60,60,59,,67,76,77,7,5,8,9,5
205529,L. Antei,U.S. Sassuolo Calcio,Italy,CB,23,71,77,1900000,20000,Right,Medium/Medium,Lean (185+),25,16,70,50,20,40,46,26,55,50,58,55,50,70,48,39,68,66,71,36,76,74,23,30,47,,76,76,74,14,11,10,11,11
205548,N. Bellomo,Chievo Verona,Italy,"CM, CAM",24,71,77,2200000,20000,Right,Medium/Medium,Normal (170-185),62,60,40,76,58,72,67,74,73,76,77,75,75,69,77,69,77,69,55,74,63,60,65,69,44,,56,64,72,14,14,11,10,13
178312,D. Bassi,Atalanta,Italy,GK,30,70,70,1100000,20000,Right,Medium/Medium,Lean (185+),18,14,11,29,12,18,10,12,28,21,40,34,49,65,49,23,65,30,60,15,34,20,10,32,22,,12,19,12,70,65,60,75,75
183671,E. Terranova,U.S. Sassuolo Calcio,Italy,CB,28,70,70,1100000,25000,Right,Medium/Medium,Normal (185+),30,21,67,54,15,43,59,22,53,48,68,69,68,62,52,66,87,53,82,14,72,69,22,30,65,,73,72,70,4,10,11,6,12
159265,C. Puggioni,U.C. Sampdoria,Italy,GK,34,70,70,875000,15000,Right,Medium/Medium,Normal (185+),14,18,15,35,15,20,13,25,23,20,44,34,68,64,42,19,74,34,66,15,29,20,11,36,21,,15,14,12,73,69,59,68,75
137734,F. Benussi,Carpi,Italy,GK,33,71,71,1200000,15000,Right,Medium/Medium,Normal (185+),12,12,15,30,14,11,12,18,34,20,50,34,62,66,56,24,66,36,69,16,42,19,10,45,16,,10,11,17,73,69,63,73,73
149185,F. Magnanelli,U.S. Sassuolo Calcio,Italy,"CDM, CM",30,71,71,1200000,20000,Right,Medium/Medium,Normal (170-185),64,48,60,76,60,62,67,61,74,68,68,68,64,68,64,66,55,74,74,52,77,78,60,70,57,,58,68,66,8,12,7,11,5
216145,A. Izzo,Genoa,Italy,CB,23,72,78,2500000,25000,Right,Medium/Medium,Normal (170-185),35,19,71,55,20,53,26,26,55,60,64,65,61,68,60,50,72,63,69,44,75,73,16,28,37,,76,76,76,12,6,10,11,12
190769,E. Lamanna,Genoa,Italy,GK,25,71,75,1800000,25000,Right,Medium/Medium,Normal (185+),19,19,17,35,19,18,12,17,37,24,29,33,39,69,38,23,61,26,52,16,30,14,11,31,24,,15,14,13,70,69,66,71,74
182168,A. Ranocchia,Inter,Italy,CB,27,78,79,8000000,90000,Right,Medium/Medium,Lean (185+),46,22,80,69,24,64,30,34,65,70,52,54,48,65,33,59,75,65,82,31,76,79,34,59,34,,79,82,80,12,15,11,12,15
1219,C. Abbiati,AC Milan,Italy,GK,37,77,77,2100000,60000,Right,Medium/Medium,Normal (185+),14,13,12,35,12,14,10,11,35,20,42,34,54,69,52,23,72,34,68,17,35,15,10,34,21,,10,13,14,80,72,66,82,80
49031,S. Sorrentino,Palermo,Italy,GK,36,77,77,3100000,30000,Right,Medium/Medium,Normal (185+),11,10,10,36,18,12,14,11,34,20,33,41,52,71,48,21,73,28,64,13,22,25,10,34,20,,11,10,13,79,75,63,81,79
46736,E. Moretti,Torino F.C.,Italy,CB,34,78,78,2600000,35000,Left,Medium/Medium,Lean (170-185),55,16,78,59,27,45,60,33,59,61,55,55,54,75,68,56,78,64,78,39,78,85,31,31,49,,81,81,77,9,10,10,11,15
168354,E. Viviano,U.C. Sampdoria,Italy,GK,29,78,78,7000000,50000,Left,Medium/Medium,Normal (185+),12,17,13,28,13,18,14,16,33,22,30,33,35,77,32,21,66,29,58,18,18,10,10,46,21,,19,10,12,80,77,68,77,83
173146,L. Cigarini,Atalanta,Italy,CM,29,78,78,8000000,50000,Right,Medium/Medium,Lean (170-185),77,58,48,86,70,75,79,79,84,82,69,65,77,79,78,73,52,75,59,76,77,70,54,83,73,,52,65,57,11,9,7,12,11
205498,Jorginho,Napoli,Italy,"CDM, CM",23,77,83,8000000,80000,Right,Medium/Medium,Lean (170-185),70,60,56,85,71,77,80,76,79,83,77,77,82,78,74,71,61,79,58,62,77,76,74,83,84,,62,75,74,14,7,13,14,8
137361,G. Pazzini,Hellas Verona,Italy,ST,30,77,77,6500000,60000,Right,Medium/Medium,Normal (170-185),43,85,88,69,84,69,71,41,41,75,76,74,82,77,78,69,93,68,72,39,70,21,86,59,85,,15,23,23,5,5,5,5,3
140293,A. Mirante,Bologna,Italy,GK,31,77,77,5500000,50000,Right,Medium/Medium,Lean (185+),10,17,13,35,15,15,17,13,35,21,44,43,50,70,50,23,62,33,55,15,32,17,10,43,21,,18,12,12,80,79,66,75,81
185174,A. Poli,AC Milan,Italy,CM,25,77,80,8500000,80000,Right,Medium/Medium,Normal (170-185),69,63,61,79,69,77,72,70,77,79,76,76,76,77,74,70,68,81,72,71,77,75,71,77,68,,60,70,72,5,5,5,5,5
186961,A. Paloschi,Chievo Verona,Italy,ST,25,77,81,9000000,50000,Right,Medium/Medium,Normal (170-185),52,83,77,66,77,69,71,47,35,77,78,76,82,77,71,73,89,78,78,41,83,21,86,59,79,,12,16,16,15,15,10,13,5
188876,M. Valdifiori,Napoli,Italy,"CDM, CM",29,77,77,5000000,70000,Right,Medium/Medium,Lean (185+),81,49,66,82,59,69,70,74,85,80,68,68,69,79,60,71,68,79,69,71,81,75,63,83,52,,63,71,71,13,6,10,10,10
183498,M. Parolo,Lazio,Italy,"CM, CDM",30,81,81,15000000,80000,Right,Medium/Medium,Normal (185+),74,75,73,81,76,75,67,55,82,79,72,76,69,83,71,87,77,84,79,86,89,82,84,78,45,,71,80,82,13,9,6,7,9
1179,G. Buffon,Juventus,Italy,GK,37,84,84,9000000,130000,Right,Medium/Medium,Normal (185+),13,15,13,37,17,25,20,13,35,23,49,43,55,76,49,20,75,39,63,13,38,20,14,50,22,,10,11,11,85,79,71,89,83
4667,M. De Sanctis,Roma,Italy,GK,38,79,79,1700000,70000,Right,Medium/Medium,Normal (185+),10,10,11,25,10,12,16,13,24,22,34,42,49,80,43,22,76,23,62,12,35,14,12,35,21,,14,10,13,78,78,57,83,82
159261,F. Quagliarella,Torino F.C.,Italy,ST,32,79,79,8500000,60000,Right,Medium/Medium,Normal (170-185),66,83,60,71,85,75,81,78,71,81,77,69,79,78,75,89,69,69,78,89,44,26,83,71,81,,15,21,15,6,7,5,4,4
163489,A. Consigli,U.S. Sassuolo Calcio,Italy,GK,28,79,80,10000000,80000,Right,Medium/Medium,Lean (185+),10,10,10,31,19,10,15,15,27,22,48,34,57,72,40,24,80,31,51,19,11,15,10,45,21,,12,17,19,81,77,72,79,84
139668,F. Marchetti,Lazio,Italy,GK,32,80,80,10500000,80000,Left,Medium/Medium,Normal (185+),13,17,12,36,12,11,14,12,35,20,55,51,60,84,61,20,84,34,62,13,36,22,12,45,22,,19,12,14,82,76,66,78,87
198009,M. Perin,Genoa,Italy,GK,22,81,88,20500000,70000,Right,Medium/Medium,Lean (185+),11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,,14,12,19,80,78,71,78,90
198219,L. Insigne,Napoli,Italy,"CAM, CF",24,81,86,23000000,110000,Right,Medium/Medium,Normal (170-),77,68,56,78,68,86,83,74,74,87,93,85,95,75,93,69,54,77,37,75,33,21,76,82,61,,25,25,20,8,4,14,9,10
1238,F. Totti,Roma,Italy,"CF, LW",38,80,80,1500000,80000,Right,Medium/Medium,Normal (170-185),83,81,42,90,90,80,77,79,87,90,43,34,69,83,60,88,34,54,78,86,69,24,79,90,90,,14,24,10,5,12,14,11,11
159287,R. Montolivo,AC Milan,Italy,"CM, CDM",30,80,80,12500000,100000,Right,Medium/Medium,Lean (170-185),77,61,61,85,77,74,79,77,87,84,55,60,70,69,72,83,60,68,69,83,75,75,65,85,77,,57,67,65,3,5,3,3,5
216065,M. Sportiello,Atalanta,Italy,GK,23,75,82,5000000,35000,Right,Medium/Medium,Lean (185+),13,18,18,30,12,19,14,21,19,22,48,38,50,68,58,19,64,37,67,17,22,26,18,40,21,,19,17,13,76,75,68,75,77
210413,A. Romagnoli,AC Milan,Italy,"CB, LB",20,75,87,6500000,45000,Left,Medium/Medium,Lean (185+),35,20,74,63,25,50,36,23,57,61,66,66,56,73,55,60,72,73,75,51,75,75,27,30,33,,79,78,77,9,14,12,8,9
139669,G. Marchese,Genoa,Italy,"CB, LB",30,74,74,2400000,45000,Left,Medium/Medium,Lean (170-185),73,39,66,70,55,63,63,43,66,68,69,69,64,75,64,70,67,69,68,69,78,75,40,39,44,,77,80,78,14,12,8,14,9
201858,N. Sansone,U.S. Sassuolo Calcio,Italy,"LW, RW",23,75,81,5500000,35000,Right,Medium/Medium,Normal (170-185),64,68,48,72,68,80,74,74,56,80,86,78,87,72,87,74,71,74,60,77,32,24,70,70,70,,14,19,19,11,7,14,9,14
199845,F. Acerbi,U.S. Sassuolo Calcio,Italy,CB,26,75,77,4100000,40000,Left,Medium/Medium,Normal (185+),25,22,75,50,23,45,62,56,55,60,55,54,34,68,41,75,68,46,84,56,68,78,20,40,55,,78,80,78,11,9,9,13,11
188506,R. Meggiorini,Chievo Verona,Italy,ST,29,74,74,3300000,35000,Left,Medium/Medium,Normal (170-185),59,77,71,65,70,74,74,60,40,78,79,77,76,73,60,70,74,75,75,61,45,23,77,58,77,,22,28,24,6,6,6,5,5
193361,R. Soriano,U.C. Sampdoria,Italy,"CAM, CM",24,74,81,4800000,35000,Right,Medium/Medium,Normal (170-185),70,63,61,78,69,78,67,60,76,81,77,76,70,73,70,71,65,77,70,61,72,68,73,72,62,,48,73,69,15,10,9,14,13
169115,A. Masiello,Atalanta,Italy,"CB, RB",29,74,74,2500000,35000,Right,Medium/Medium,Normal (185+),66,23,71,66,52,54,47,35,63,58,67,73,62,67,56,63,79,72,74,41,77,75,31,26,31,,75,77,75,14,7,12,12,12
159028,M. Silvestre,U.C. Sampdoria,Italy,CB,30,74,74,2400000,35000,Right,Medium/Medium,Normal (185+),37,32,80,62,36,48,56,55,68,62,53,55,62,64,58,72,88,60,78,57,69,73,47,50,53,,76,79,76,3,5,3,3,5
178042,A. Costa,Empoli,Italy,"CB, LB",29,74,74,2500000,30000,Left,Medium/Medium,Normal (170-185),52,27,71,62,22,58,59,27,60,64,68,68,66,71,60,62,84,76,75,37,72,82,35,34,37,,75,74,74,8,9,7,11,13
193839,Rômulo,Hellas Verona,Italy,"CM, RB",28,76,76,5000000,60000,Right,Medium/Medium,Lean (170-185),77,60,56,77,57,77,75,52,77,77,79,81,78,77,76,75,66,86,68,69,77,75,73,71,66,,74,77,77,5,7,14,5,12
162297,D. Padelli,Torino F.C.,Italy,GK,29,76,76,4500000,45000,Right,Medium/Medium,Lean (185+),11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,22,,19,12,12,79,73,61,77,81
149184,C. Maggio,Napoli,Italy,RB,33,76,76,2200000,60000,Right,Medium/Medium,Normal (170-185),79,67,77,76,79,73,72,55,74,78,78,79,74,76,67,78,91,89,78,71,77,67,74,58,57,,65,77,77,9,5,9,11,9
178425,G. Vives,Torino F.C.,Italy,"CM, CDM",34,75,75,2000000,20000,Right,Medium/Medium,Lean (170-185),68,49,50,81,64,69,62,64,77,77,55,65,65,75,78,74,55,74,68,69,84,77,65,77,55,,69,71,71,7,11,12,11,11
102056,S. Padoin,Juventus,Italy,"LB, RM, CM",31,75,75,2600000,50000,Right,Medium/Medium,Normal (170-185),76,50,60,77,63,76,76,68,75,75,77,69,75,76,75,75,69,69,65,73,72,75,73,74,72,,76,77,78,5,4,5,5,4
105866,C. Bovo,Torino F.C.,Italy,CB,32,75,75,2400000,35000,Right,Medium/Medium,Normal (170-185),35,23,68,65,30,45,81,68,65,65,55,55,65,71,55,80,69,55,77,77,73,79,33,34,41,,79,79,77,9,10,10,7,14
137380,M. Cassani,U.C. Sampdoria,Italy,"RB, CB",31,75,75,2600000,35000,Right,Medium/Medium,Normal (170-185),78,45,68,74,60,65,67,53,72,74,69,75,65,73,59,70,67,79,69,68,76,73,66,50,59,,72,77,76,15,9,9,8,10
199559,R. Inglese,Chievo Verona,Italy,ST,23,67,72,1000000,10000,Right,Medium/Medium,Normal (185+),35,70,71,53,66,56,62,36,35,70,55,69,55,63,55,66,83,65,77,60,40,19,69,34,66,,13,13,12,14,11,10,13,7
219758,L. Rizzo,Bologna,Italy,"CM, LM",23,67,75,1100000,9000,Right,Medium/Medium,Lean (185+),57,46,42,71,50,70,56,49,68,71,69,75,68,61,58,70,55,76,76,66,67,60,64,63,63,,30,58,46,6,14,6,8,7
157801,N. Pulzetti,Bologna,Italy,"CM, RM",31,67,67,600000,9000,Right,Medium/Medium,Lean (170-185),62,45,62,69,58,64,68,40,68,68,69,69,77,70,75,70,77,86,67,68,70,62,64,64,58,,54,62,62,8,6,5,13,10
225844,D. Verde,Frosinone,Italy,"LW, RW",19,68,83,1800000,8000,Left,Medium/Medium,Normal (170-),66,48,48,70,60,72,54,43,59,70,86,85,84,61,91,72,48,73,35,61,58,25,60,67,59,,28,37,35,7,12,14,9,12
7674,F. Coppola,Hellas Verona,Italy,GK,37,67,67,220000,6000,Right,Medium/Medium,Normal (185+),10,11,15,26,13,10,14,10,26,22,34,35,50,60,42,23,59,26,60,16,23,20,10,25,21,,10,14,16,72,62,58,75,66
184331,M. Albertazzi,Hellas Verona,Italy,LB,24,67,73,850000,9000,Left,Medium/Medium,Lean (185+),59,21,64,61,21,50,55,45,55,52,66,68,58,61,57,71,75,69,74,52,71,69,39,31,39,,72,74,75,12,6,11,14,9
198223,R. Maiello,Empoli,Italy,"CM, CAM",23,66,70,800000,6000,Right,Medium/Medium,Normal (170-185),53,56,54,70,40,66,55,58,64,74,75,75,72,65,75,64,74,69,63,61,66,54,60,65,60,,43,57,54,11,11,5,11,12
