Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
220346,Pedro,Real Betis Balompié,Spain,GK,20,62,75,475000,3000,Right,Medium/Medium,Normal (185+),20,12,24,27,13,12,23,22,31,16,48,48,63,58,55,22,56,43,65,24,20,23,16,22,21,,11,14,12,59,64,54,67,62
227992,Jordan,RC Celta de Vigo,Spain,"CM, CAM",20,65,73,775000,4000,Right,Medium/Medium,Normal (170-185),59,43,53,70,46,64,72,73,65,71,67,64,61,64,73,70,58,53,59,67,57,59,65,68,66,,47,55,53,13,11,10,11,13
198841,Jonathan De Amo,RC Celta de Vigo,Spain,CB,25,65,71,600000,5000,Right,Medium/Medium,Lean (185+),20,28,45,61,20,55,36,35,33,50,53,67,52,65,38,51,52,65,74,18,77,67,21,39,39,,64,70,71,16,15,10,7,10
224309,Joan Jordán,RCD Espanyol de Barcelona,Spain,"CM, RM, CDM, CAM",20,64,71,600000,4000,Right,Medium/Medium,Lean (170-185),57,44,47,73,44,58,43,58,66,67,63,65,66,54,64,70,57,72,58,61,61,55,57,67,62,,48,63,54,13,12,13,12,9
222407,David Goldar,RC Celta de Vigo,Spain,"CB, CDM",20,64,75,650000,4000,Right,Medium/Medium,Normal (170-185),37,36,56,68,32,43,67,64,65,53,55,54,49,62,59,51,74,54,67,36,72,64,32,52,50,,61,67,68,14,12,13,15,10
213709,Isi,Rayo Vallecano,Spain,"CM, CAM",19,64,77,750000,4000,Right,Medium/Medium,Lean (170-185),56,48,37,71,41,64,70,55,62,67,68,63,75,57,82,47,67,67,48,56,58,59,62,69,50,,39,55,45,8,13,10,7,16
226456,Pablo Fornals,Málaga CF,Spain,"CM, CAM, RM, LM",19,64,72,550000,4000,Right,Medium/Medium,Normal (170-185),45,57,37,71,53,58,51,36,64,61,67,65,68,64,72,56,61,66,57,61,68,55,69,70,46,,43,55,46,9,11,12,7,15
227565,Tropi,Valencia CF,Spain,CDM,20,64,73,575000,7000,Right,Medium/Medium,Normal (170-185),49,39,52,68,43,47,50,45,63,61,56,63,61,59,63,71,59,65,54,60,72,69,46,56,61,,57,68,58,9,11,12,7,11
193314,Aitor,Villarreal CF,Spain,GK,24,64,69,500000,5000,Right,Medium/Medium,Lean (170-185),25,22,11,21,22,22,24,14,22,14,58,53,70,53,65,22,82,42,48,23,15,24,15,35,14,,11,13,12,50,70,55,73,70
208819,Carlos García,Real Betis Balompié,Spain,"CM, CDM",21,64,74,700000,5000,Right,Medium/Medium,Normal (170-),45,54,48,76,48,67,56,51,71,70,67,64,79,52,88,58,64,41,27,42,56,57,62,71,62,,50,49,58,8,11,11,6,7
223952,David Soria,Sevilla FC,Spain,GK,22,61,68,275000,5000,Right,Medium/Medium,Normal (185+),15,19,24,24,24,16,23,11,33,19,49,34,45,52,42,24,50,43,76,18,24,25,17,25,23,,13,13,13,60,65,54,62,63
229411,Azkue,SD Eibar,Spain,CDM,20,51,62,60000,2000,Right,Medium/Medium,Stocky (170-185),39,33,35,61,28,40,35,39,60,55,64,54,51,51,65,37,64,34,61,38,47,53,38,52,35,,32,57,35,12,11,9,11,8
229414,Ibargoien,SD Eibar,Spain,CM,19,46,56,50000,2000,Right,Medium/Medium,Normal (170-185),33,27,41,52,26,47,36,34,51,44,54,55,58,53,65,47,56,49,56,25,53,44,29,47,40,,35,38,51,7,10,10,7,6
226288,Samu Casado,Málaga CF,Spain,GK,18,53,63,70000,2000,Right,Medium/Medium,Normal (185+),22,14,23,28,24,19,24,14,38,18,44,45,36,47,55,24,53,45,65,20,16,21,13,18,25,,12,18,17,59,47,44,47,65
226287,Deco,Málaga CF,Spain,CM,19,60,70,275000,2000,Right,Medium/Medium,Normal (170-),39,35,45,64,37,62,48,43,65,64,68,63,72,53,88,51,66,63,36,54,51,65,57,55,37,,53,61,56,13,11,6,7,7
226773,P. Diop,RC Celta de Vigo,Spain,"CM, CDM, CAM",17,60,74,350000,2000,Right,Medium/Medium,Lean (170-185),31,45,41,66,34,57,36,42,59,56,68,69,71,64,63,65,72,67,68,47,55,67,58,54,53,,49,61,62,12,11,10,10,13
224888,Alex Campos,Rayo Vallecano,Spain,GK,24,60,65,220000,3000,Right,Medium/Medium,Normal (170-185),16,19,18,31,18,20,18,15,17,13,45,42,59,53,62,25,72,45,51,12,17,25,18,22,25,,16,18,18,60,55,53,61,67
221019,Mario,Rayo Vallecano,Spain,CB,22,60,63,200000,2000,Right,Medium/Medium,Normal (170-185),35,24,50,41,32,29,38,39,30,41,76,74,38,53,67,47,80,66,62,30,73,61,29,39,46,,57,64,66,11,14,10,12,11
221611,Juan Delgado,Levante Unión Deportiva,Spain,ST,21,60,67,275000,2000,Right,Medium/Medium,Normal (170-185),46,63,57,56,61,57,48,39,39,61,69,51,66,52,74,70,67,56,54,61,45,18,62,52,63,,17,17,25,12,9,14,10,13
211132,Andrés Prieto,RCD Espanyol de Barcelona,Spain,GK,21,59,69,220000,2000,Right,Medium/Medium,Normal (185+),19,19,13,31,15,18,17,20,20,16,37,42,33,52,30,22,52,34,76,18,19,20,19,24,23,,16,14,13,54,63,53,65,59
230793,Álvaro Traver,Levante Unión Deportiva,Spain,"CAM, RM, RW",22,60,69,300000,2000,Right,Medium/Medium,Stocky (185+),60,58,48,55,50,66,57,56,49,64,67,75,65,56,54,64,59,62,66,62,47,26,60,58,57,,29,26,28,13,11,7,9,11
230794,Nacho Gil,Valencia CF,Spain,"LM, LW",19,60,74,375000,3000,Right,Medium/Medium,Lean (170-),61,52,30,54,47,69,63,62,45,66,78,75,77,48,74,56,62,53,45,55,47,22,53,56,48,,22,25,27,5,8,7,14,14
230869,Unai Simón,Athletic Club de Bilbao,Spain,GK,18,60,75,325000,2000,Right,Medium/Medium,Normal (185+),16,14,18,29,17,12,20,14,21,16,46,48,32,56,47,17,58,45,73,13,27,26,14,14,24,,11,18,12,65,60,58,51,68
229864,Borja Domingo,Deportivo de La Coruña,Spain,ST,19,60,71,300000,2000,Right,Medium/Medium,Normal (170-185),32,60,63,41,56,63,38,28,33,59,61,55,56,66,65,60,67,52,56,58,26,17,61,48,61,,12,11,19,11,13,9,13,14
229991,Fran Villalba,Valencia CF,Spain,"CM, CAM",17,61,79,425000,4000,Right,Medium/Medium,Lean (170-),54,44,33,71,51,59,72,73,66,70,69,61,74,51,89,44,54,46,30,66,38,42,47,67,57,,28,44,31,9,10,14,5,14
225304,Tena,Sevilla FC,Spain,"CDM, CM",22,61,67,275000,5000,Right,Medium/Medium,Normal (170-185),42,35,56,60,35,51,39,36,65,58,59,56,50,54,65,41,61,52,68,28,73,61,32,54,37,,62,63,57,14,10,14,8,8
225352,Bardaji,Real Sociedad,Spain,GK,20,61,67,275000,3000,Right,Medium/Medium,Lean (185+),12,19,13,36,14,15,11,12,22,11,52,56,65,60,47,25,57,45,64,16,23,16,20,31,23,,16,13,15,67,61,59,53,63
225787,Dani Lorenzo,Unión Deportiva Las Palmas,Spain,GK,22,61,65,250000,4000,Right,Medium/Medium,Normal (170-185),16,12,25,23,12,13,20,17,40,14,40,46,33,54,67,25,81,45,51,18,26,26,13,27,25,,21,18,18,67,59,58,49,71
225163,David Muñoz,Málaga CF,Spain,ST,17,61,68,250000,2000,Right,Medium/Medium,Normal (170-185),44,63,62,52,45,61,47,40,38,62,63,65,59,62,54,60,62,54,64,55,31,15,61,55,70,,17,22,24,14,15,9,12,15
228221,Bernabé,Atlético de Madrid,Spain,GK,22,61,71,325000,6000,Right,Medium/Medium,Normal (185+),12,19,18,23,17,14,16,19,22,20,45,46,30,57,52,18,63,45,60,14,21,20,13,23,23,,19,14,20,62,67,54,59,62
207980,Dennis,Real Sporting de Gijón,Spain,GK,22,60,65,220000,2000,Right,Medium/Medium,Normal (170-185),22,13,13,32,22,15,22,17,23,12,56,55,49,53,62,23,73,33,39,25,42,22,16,25,23,,15,13,14,72,58,54,51,65
220386,Iván Rodríguez,Málaga CF,Spain,RB,19,58,65,140000,2000,Right,Medium/Medium,Lean (170-185),54,26,40,25,22,67,46,26,21,49,62,65,53,51,68,26,60,65,48,23,66,61,38,40,33,,67,64,72,11,15,9,7,6
226206,Clavería,Rayo Vallecano,Spain,"CDM, CM",19,59,72,250000,2000,Right,Medium/Medium,Normal (170-185),39,57,45,63,37,57,44,43,53,55,59,61,55,62,71,52,72,55,66,40,59,60,58,58,42,,58,64,53,8,16,10,8,15
222572,Iván Villar,RC Celta de Vigo,Spain,GK,17,59,67,160000,2000,Right,Medium/Medium,Lean (170-185),13,12,16,23,12,21,20,15,22,17,50,46,34,56,61,21,60,41,59,15,18,18,18,26,23,,13,15,15,61,56,61,53,65
222466,José Carlos,Real Betis Balompié,Spain,CB,19,59,65,160000,2000,Right,Medium/Medium,Lean (170-185),24,21,60,59,31,27,26,28,29,53,55,63,46,54,66,33,67,63,56,20,56,55,22,29,34,,60,65,62,7,9,6,11,6
222467,Ivi,Sevilla FC,Spain,ST,21,59,66,230000,3000,Right,Medium/Medium,Normal (170-185),31,61,63,41,52,57,33,34,28,57,73,71,51,58,74,61,68,54,56,56,28,24,59,46,61,,25,25,23,13,15,12,7,12
227922,Zagalá,Levante Unión Deportiva,Spain,GK,23,59,65,190000,3000,Right,Medium/Medium,Normal (170-185),16,13,12,23,17,14,19,11,22,19,50,48,44,54,45,22,66,33,43,15,18,18,17,23,21,,15,19,17,64,57,53,59,61
157479,Pedro López,Levante Unión Deportiva,Spain,"RB, RM, LB",31,72,72,1300000,20000,Right,Medium/Medium,Normal (170-185),76,53,56,71,52,70,70,57,66,76,73,74,71,72,77,81,67,69,65,68,75,74,58,62,61,,71,74,72,10,12,16,12,14
166664,Molinero,Real Betis Balompié,Spain,RB,29,72,72,1600000,20000,Right,Medium/Medium,Normal (170-185),67,45,59,70,54,63,66,40,62,75,77,79,78,72,75,71,76,90,69,59,80,65,64,59,51,,69,65,73,8,10,10,13,13
135819,Mainz,Granada CF,Spain,CB,32,72,72,1200000,20000,Right,Medium/Medium,Normal (185+),39,40,82,59,23,41,33,19,61,57,33,44,34,64,39,60,56,62,85,20,84,71,34,55,38,,72,74,67,12,7,8,10,16
219652,Robert Ibañez,Granada CF,Spain,"RM, RW, CAM",22,73,80,4000000,30000,Right,Medium/Medium,Normal (170-),74,68,53,74,59,76,66,53,70,73,83,76,81,69,90,68,56,60,46,66,53,53,74,75,64,,41,49,42,11,10,9,12,11
226215,Sabin Merino,Athletic Club de Bilbao,Spain,"LW, CF, CAM",23,73,80,4100000,50000,Right,Medium/Medium,Lean (185+),72,74,65,66,72,77,68,67,61,72,74,84,61,71,51,59,62,59,66,69,56,42,78,72,70,,21,56,42,13,8,9,9,13
194174,Keko,SD Eibar,Spain,"RM, RW, LM",23,72,76,2700000,20000,Right,Medium/Medium,Normal (170-185),73,64,34,68,57,80,65,55,57,78,81,76,80,64,79,56,65,63,56,53,54,39,67,73,53,,24,35,33,15,12,8,9,7
200228,Bruno,Real Betis Balompié,Spain,CB,25,72,77,2300000,20000,Right,Medium/Medium,Stocky (185+),21,23,73,59,23,34,49,31,57,63,48,55,33,62,32,66,60,77,89,22,74,68,36,35,42,,75,77,70,12,9,8,13,8
189553,Lillo,SD Eibar,Spain,"LB, RB, CB",26,72,74,2100000,25000,Right,Medium/Medium,Lean (170-185),70,46,59,67,47,52,52,47,59,69,67,68,61,68,70,55,73,85,70,48,86,75,51,45,62,,74,72,79,12,11,10,8,6
188931,Alex Bergantiños,Deportivo de La Coruña,Spain,"CDM, CM, CB",30,72,72,1500000,20000,Right,Medium/Medium,Normal (170-185),49,36,49,70,46,58,59,50,65,64,58,59,61,72,69,60,73,83,77,51,74,79,56,68,58,,64,78,65,12,10,11,9,13
159566,Abraham,RCD Espanyol de Barcelona,Spain,"CM, CDM, CAM",29,73,73,2700000,30000,Right,Medium/Medium,Normal (170-185),69,57,47,85,47,60,81,72,82,73,51,49,61,70,59,77,33,66,61,73,65,62,64,76,63,,59,68,60,10,8,6,11,10
207997,Albentosa,Málaga CF,Spain,CB,26,74,76,3400000,40000,Right,Medium/Medium,Normal (185+),41,51,73,65,66,32,32,36,64,58,34,53,41,73,36,44,68,63,88,31,74,71,30,42,42,,77,81,66,12,15,11,12,11
206652,Sergio Rico,Sevilla FC,Spain,GK,21,74,83,4600000,40000,Right,Medium/Medium,Normal (185+),17,14,11,23,15,14,24,20,23,12,41,50,58,69,61,19,60,31,67,12,27,23,11,45,24,,18,11,11,73,75,72,71,79
222509,Dani Ceballos,Real Betis Balompié,Spain,"LM, CM, CAM, RM",18,74,87,5500000,10000,Right,Medium/Medium,Normal (170-185),69,67,37,77,57,84,67,58,68,81,72,69,73,70,74,48,57,60,49,58,61,54,71,80,55,,40,57,55,12,15,16,7,13
216194,Dani García,SD Eibar,Spain,CDM,25,74,76,3400000,35000,Right,Medium/Medium,Normal (170-185),53,49,46,81,37,62,61,57,78,78,55,54,68,68,66,74,61,78,73,54,77,75,58,69,58,,63,74,69,6,14,14,6,11
193735,Juan Dominguez,Deportivo de La Coruña,Spain,"CM, CDM, CAM",25,73,78,3700000,35000,Right,Medium/Medium,Lean (170-185),59,52,39,76,54,73,65,59,75,77,63,64,66,77,64,49,72,75,68,63,59,57,68,80,55,,56,60,53,12,9,6,16,10
185181,Yoel,Valencia CF,Spain,GK,26,73,75,2900000,60000,Right,Medium/Medium,Normal (185+),24,14,10,31,23,13,25,15,35,14,60,60,69,69,60,23,71,44,72,21,35,25,17,45,25,,10,15,11,79,71,73,70,74
212602,Diego Llorente,Rayo Vallecano,Spain,"CB, RB, LB",21,71,79,2100000,20000,Right,Medium/Medium,Lean (185+),56,39,66,71,32,51,31,36,60,67,67,66,53,70,54,46,69,65,68,37,67,77,43,51,54,,70,72,73,8,12,11,9,7
202413,Hernán,Unión Deportiva Las Palmas,Spain,"CDM, CM",24,71,76,1900000,20000,Right,Medium/Medium,Normal (170-185),58,62,70,76,36,63,47,50,66,77,63,67,61,64,58,71,72,79,73,56,85,67,49,63,45,,58,73,67,15,8,11,14,14
210214,Jozabed,Rayo Vallecano,Spain,"CM, CDM",24,71,76,2200000,20000,Right,Medium/Medium,Normal (170-185),54,51,51,76,47,62,55,52,67,75,60,63,63,72,61,70,65,69,67,63,58,72,68,73,45,,63,73,63,8,10,9,8,13
199575,Jordi Masip,FC Barcelona,Spain,GK,26,71,72,1600000,35000,Right,Medium/Medium,Lean (170-185),14,12,13,34,19,13,13,10,27,19,55,65,70,69,63,25,82,41,45,13,15,20,19,35,12,,14,13,12,74,68,67,64,78
146637,Dani Giménez,Real Betis Balompié,Spain,GK,31,70,70,1100000,20000,Right,Medium/Medium,Normal (170-185),11,14,11,27,12,14,13,15,35,12,61,60,64,71,62,16,83,41,62,11,35,17,15,32,25,,10,15,12,73,65,65,65,78
134963,Ángel,Unión Deportiva Las Palmas,Spain,"RB, LB",34,71,71,475000,15000,Right,Medium/Medium,Normal (170-185),80,42,52,74,50,65,76,59,71,74,67,68,64,67,66,75,65,76,69,67,69,70,59,57,57,,71,72,73,7,15,10,8,9
110974,Riesgo,SD Eibar,Spain,GK,31,71,71,1300000,20000,Right,Medium/Medium,Lean (185+),25,13,14,32,14,12,25,15,33,15,54,55,51,61,58,23,60,41,70,22,34,22,12,33,13,,13,12,12,71,75,64,75,69
212476,Medrán,Getafe CF,Spain,"CM, CDM",21,72,82,3400000,20000,Right,Medium/Medium,Lean (170-185),61,53,47,79,47,65,60,68,80,74,69,65,70,67,77,69,62,63,54,72,52,69,58,77,63,,59,61,67,13,14,13,12,10
219953,Adri Embarba,Rayo Vallecano,Spain,"LM, RM",23,72,80,3100000,20000,Right,Medium/Medium,Normal (170-185),73,66,46,73,53,78,45,49,68,74,78,76,74,71,77,67,62,63,52,68,54,26,70,67,56,,22,31,24,13,6,6,14,11
220132,Zaldúa,Real Sociedad,Spain,RB,23,72,78,2500000,20000,Right,Medium/Medium,Normal (170-185),74,24,66,71,23,52,53,41,52,63,77,76,63,68,74,48,68,69,60,40,78,76,49,34,32,,70,72,74,7,15,14,11,11
193891,Borja Viguera,Athletic Club de Bilbao,Spain,ST,28,71,71,1700000,35000,Right,Medium/Medium,Normal (170-185),47,72,74,57,65,73,70,72,61,77,70,74,61,63,69,77,72,68,69,63,55,26,67,59,82,,14,25,15,8,6,11,15,8
185073,Kike Sola,Athletic Club de Bilbao,Spain,"ST, CF",29,71,71,1600000,30000,Right,Medium/Medium,Normal (170-185),59,71,77,70,64,71,65,59,55,73,68,67,64,67,68,74,59,41,77,66,72,44,71,56,64,,41,46,43,6,9,10,4,2
195687,Baena,Rayo Vallecano,Spain,"CDM, CM",26,78,81,8500000,60000,Right,Medium/Medium,Lean (170-185),58,47,61,81,48,61,62,58,70,70,66,51,60,83,61,69,75,76,78,57,93,86,53,61,56,,74,82,74,15,10,13,8,14
199564,Sergi Roberto,FC Barcelona,Spain,"CM, RB, CDM",23,78,85,12000000,80000,Right,Medium/Medium,Normal (170-185),75,65,49,85,46,74,70,61,77,80,78,76,69,73,75,68,55,81,77,70,64,71,69,83,57,,62,74,67,14,16,11,15,10
201379,Samuel,Villarreal CF,Spain,"RM, ST",25,78,83,11000000,50000,Right,Medium/Medium,Normal (170-185),84,69,63,80,61,81,83,48,78,80,77,74,71,77,69,73,66,70,65,64,48,22,78,82,63,,13,16,12,9,10,8,13,8
206545,Manu Trigueros,Villarreal CF,Spain,"CM, CAM",23,79,85,14000000,60000,Right,Medium/Medium,Lean (170-185),72,60,72,85,70,76,71,72,81,82,73,68,79,77,70,81,79,78,64,77,68,66,79,80,60,,53,69,58,9,14,12,7,8
208777,Óliver Torres,Atlético de Madrid,Spain,"CAM, RM, CM",20,79,87,15500000,80000,Right,Medium/Medium,Lean (170-185),61,62,53,84,53,85,77,64,73,83,77,72,86,81,83,51,62,68,35,64,54,53,74,85,65,,43,52,57,7,7,14,6,8
190584,Illarramendi,Real Sociedad,Spain,"CM, CDM",25,79,84,13000000,60000,Right,Medium/Medium,Normal (170-185),65,53,51,82,58,76,78,68,80,81,68,65,71,78,75,69,55,78,67,62,69,79,79,80,50,,64,79,74,15,7,11,14,12
146111,Mikel Rico,Athletic Club de Bilbao,Spain,"CM, CDM, CAM",30,78,78,7500000,60000,Right,Medium/Medium,Lean (170-185),56,64,55,84,53,64,54,64,80,77,65,67,68,85,75,81,80,81,79,59,72,81,70,79,61,,60,86,77,15,7,10,9,9
146482,Xabi Prieto,Real Sociedad,Spain,"RW, CAM, RM",31,78,78,7000000,60000,Right,Medium/Medium,Normal (185+),87,68,67,85,55,78,81,73,82,83,61,66,58,85,64,73,60,64,62,81,57,53,77,84,84,,15,26,25,12,6,7,15,7
160310,Jesús Gámez,Atlético de Madrid,Spain,"LB, RB",30,78,78,6000000,80000,Right,Medium/Medium,Normal (170-185),80,37,63,64,44,63,65,51,66,74,64,76,57,74,57,84,77,90,82,51,86,82,47,49,53,,81,85,84,9,11,9,15,11
204523,Rubén Pardo,Real Sociedad,Spain,"CM, CDM",22,77,83,9500000,40000,Right,Medium/Medium,Lean (170-185),62,54,48,88,42,75,78,77,84,82,68,73,78,77,79,73,65,67,57,71,59,62,65,81,69,,53,63,57,7,13,8,11,7
189690,Guaita,Getafe CF,Spain,GK,28,77,77,6000000,60000,Right,Medium/Medium,Normal (185+),25,11,16,39,15,16,22,17,33,14,51,52,63,73,48,25,71,32,62,25,24,27,13,45,19,,10,15,17,79,75,73,74,83
138497,Amaya,Rayo Vallecano,Spain,CB,32,77,77,4000000,45000,Right,Medium/Medium,Normal (185+),39,27,80,65,23,38,28,24,62,54,32,51,34,66,34,57,56,65,92,25,83,83,41,50,26,,82,80,64,13,8,11,15,10
145889,Tito,Rayo Vallecano,Spain,RB,29,77,77,5000000,45000,Right,Medium/Medium,Lean (170-185),77,44,59,72,37,65,41,43,68,74,77,79,76,76,71,63,80,84,49,37,83,79,49,59,45,,78,78,82,11,12,16,10,14
146296,Andrés Fernández,Granada CF,Spain,GK,28,77,77,6000000,60000,Right,Medium/Medium,Stocky (170-185),17,13,12,35,23,14,24,12,40,18,58,55,57,76,65,22,83,43,74,22,40,26,14,41,21,,11,14,15,83,74,69,71,82
172294,Mikel Gonzalez,Real Sociedad,Spain,CB,29,77,77,5000000,50000,Right,Medium/Medium,Normal (185+),52,33,74,63,41,44,44,50,53,54,58,64,37,70,34,62,69,59,84,31,82,73,42,60,49,,80,81,84,12,16,6,10,14
178085,Granero,Real Sociedad,Spain,"CM, CAM, CDM",27,77,78,7500000,60000,Right,Medium/Medium,Normal (170-185),80,66,59,84,53,74,83,78,82,81,66,64,76,78,70,78,58,67,68,73,73,69,67,80,73,,55,71,58,11,14,7,12,14
189513,Parejo,Valencia CF,Spain,"CM, CAM, CDM",26,82,85,24000000,140000,Right,Medium/Medium,Lean (170-185),85,75,63,91,74,79,85,82,86,86,62,59,75,74,70,78,58,81,73,81,81,72,79,87,83,,52,55,51,5,9,12,14,8
106231,Aduriz,Athletic Club de Bilbao,Spain,ST,34,82,82,10500000,90000,Right,Medium/Medium,Normal (185+),55,86,95,69,82,73,62,55,47,78,70,72,54,85,58,81,96,74,82,77,83,24,87,74,76,,47,45,50,14,10,9,15,9
177644,Kiko Casilla,Real Madrid CF,Spain,GK,28,81,81,14500000,110000,Right,Medium/Medium,Normal (185+),24,14,13,30,23,12,25,25,24,20,32,49,43,72,58,24,70,43,79,13,45,20,12,58,23,,12,15,11,83,82,80,82,81
110677,Moyá,Atlético de Madrid,Spain,GK,31,81,81,13000000,100000,Right,Medium/Medium,Normal (185+),11,11,12,31,13,13,16,12,35,24,46,34,54,77,49,21,62,30,57,16,22,11,10,60,11,,13,14,14,85,80,81,82,80
189511,Sergio Busquets,FC Barcelona,Spain,CDM,26,86,88,39000000,220000,Right,Medium/Medium,Lean (185+),62,60,70,85,44,74,66,68,79,83,56,51,57,83,55,61,66,86,77,54,86,87,77,85,60,,83,86,80,5,8,13,9,13
189560,Iborra,Sevilla FC,Spain,CDM,27,81,83,16000000,100000,Right,Medium/Medium,Normal (185+),53,68,81,81,66,67,66,70,82,80,54,53,49,75,38,85,68,78,86,64,78,85,79,74,72,,85,84,75,14,11,6,15,8
49369,Fernando Torres,Atlético de Madrid,Spain,ST,31,79,79,9000000,100000,Right,Medium/Medium,Normal (185+),67,77,75,77,81,81,79,63,51,80,77,79,74,68,60,83,75,63,76,73,62,20,82,75,74,,21,29,18,14,13,8,9,10
114764,Iraizoz,Athletic Club de Bilbao,Spain,GK,34,79,79,6500000,60000,Right,Medium/Medium,Normal (185+),11,12,13,29,16,11,12,13,20,15,32,33,28,81,52,20,47,33,83,14,38,23,16,53,13,,13,11,12,71,82,80,84,76
146741,Arbeloa,Real Madrid CF,Spain,"RB, LB",32,79,79,5500000,100000,Right,Medium/Medium,Lean (170-185),75,53,69,74,48,59,56,47,70,67,67,74,60,77,60,72,68,73,77,47,78,83,59,57,49,,83,82,86,10,13,9,6,13
146954,Gabi,Atlético de Madrid,Spain,CM,31,80,80,11500000,100000,Right,Medium/Medium,Normal (170-185),67,67,51,85,64,73,86,75,84,78,66,67,73,80,74,81,60,81,68,75,76,82,72,79,83,,69,76,72,6,12,10,5,10
185132,Mikel San José,Athletic Club de Bilbao,Spain,"CB, CDM, CM",26,80,83,14500000,90000,Right,Medium/Medium,Lean (185+),48,59,85,84,69,62,32,45,80,74,48,66,46,82,55,71,78,67,83,72,74,84,54,59,52,,73,84,75,10,6,10,8,16
162131,Llorente,Sevilla FC,Spain,ST,30,80,80,13500000,90000,Right,Medium/Medium,Normal (185+),44,82,90,69,80,69,60,40,49,79,55,65,45,80,33,79,55,65,91,64,71,25,85,70,70,,15,25,15,2,2,3,4,2
177600,Beñat,Athletic Club de Bilbao,Spain,"CM, CDM",28,80,80,13500000,90000,Right,Medium/Medium,Normal (170-185),82,69,48,85,62,73,83,86,86,80,68,64,72,80,75,88,59,76,71,82,80,70,78,84,69,,60,76,66,16,10,14,6,13
178750,Sergio Asenjo,Villarreal CF,Spain,GK,26,80,83,14500000,80000,Right,Medium/Medium,Normal (185+),24,14,13,39,22,15,23,22,39,14,59,54,62,75,58,24,71,43,71,23,20,22,12,46,15,,12,15,14,83,80,79,80,82
