Id,Name,Team,Positions,Overall,Potential,Value,Wage,Age,league_name,Nationality,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
187072,L. Stindl,Borussia Mönchengladbach,"CF, CAM",81,81,17000000,50000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),76,82,67,83,84,79,79,69,67,82,74,68,76,84,78,84,73,82,70,81,72,70,83,81,70,83,63,65,57,7,10,13,11,12
193130,A. Schürrle,Borussia Dortmund,"LM, RM, ST",81,83,20000000,60000,25,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),76,79,63,78,81,84,79,68,59,79,91,86,83,83,78,85,72,73,64,82,66,44,80,76,81,75,23,33,39,7,11,12,9,12
198077,P. Herrmann,Borussia Mönchengladbach,"RM, LM",81,84,20500000,40000,25,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),79,76,55,79,74,85,74,50,64,79,90,92,87,82,82,78,69,72,56,74,58,29,82,77,61,70,27,26,40,14,13,8,8,7
212190,N. Süle,TSG Hoffenheim,CB,81,87,20000000,40000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Stocky (185+),30,20,80,72,29,42,28,30,57,46,51,63,33,79,33,70,38,65,93,59,77,84,26,30,32,69,82,86,82,15,7,14,7,15
193698,O. Baumann,TSG Hoffenheim,GK,80,82,14000000,40000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,11,16,30,11,19,12,11,25,17,47,51,45,78,43,21,69,32,64,13,32,21,10,41,22,52,10,18,14,82,79,59,76,84
193886,D. Didavi,VfL Wolfsburg,"CAM, CM",80,82,17000000,70000,26,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),75,81,58,78,73,79,78,74,74,82,77,78,75,81,73,87,76,67,75,87,70,51,82,70,65,73,45,58,49,12,11,10,14,6
208334,J. Hector,1. FC Köln,"LB, CDM",80,82,14000000,30000,26,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (185+),78,55,73,76,51,73,65,65,72,76,76,77,71,79,68,69,61,85,74,61,70,81,62,68,62,78,75,79,80,9,10,10,12,14
190520,T. Jantschke,Borussia Mönchengladbach,"CB, RB",79,81,10000000,40000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),58,35,66,72,37,63,43,50,70,69,65,64,68,80,75,48,84,76,71,44,76,83,52,57,51,83,83,82,80,11,6,7,6,13
192620,H. Badstuber,FC Bayern München,"CB, LB",79,79,8500000,90000,27,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),71,35,80,75,49,44,74,74,77,69,45,50,41,80,45,77,55,46,81,59,77,81,41,67,64,70,77,83,80,11,12,6,11,8
209658,L. Goretzka,FC Schalke 04,"CM, RM, CDM",79,86,14000000,30000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),71,64,73,81,68,78,76,72,77,79,77,84,76,79,72,76,67,83,67,75,81,80,73,77,51,74,70,76,77,13,8,15,11,9
212194,J. Brandt,Bayer 04 Leverkusen,"LM, RM, CAM",79,88,15500000,50000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),74,73,42,79,65,86,69,52,67,80,79,79,79,78,74,77,63,67,63,73,42,29,78,79,54,57,25,20,24,11,16,11,8,9
213331,J. Tah,Bayer 04 Leverkusen,CB,79,88,14000000,40000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Stocky (185+),35,19,80,72,24,55,30,27,66,63,65,78,48,77,34,44,71,60,91,25,68,75,27,60,38,65,79,80,77,11,8,7,9,14
218339,M. Dahoud,Borussia Mönchengladbach,CM,79,88,15500000,40000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),66,58,42,82,49,82,58,48,77,83,78,65,84,78,77,72,70,89,58,75,68,65,65,80,55,63,63,65,61,14,7,9,12,11
222028,J. Weigl,Borussia Dortmund,"CDM, CM",79,86,12500000,50000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),58,47,61,88,52,71,48,46,80,77,73,68,73,82,64,56,60,82,59,49,64,83,55,75,50,80,67,75,73,6,14,16,11,7
2196,R. Weidenfeller,Borussia Dortmund,GK,78,78,4900000,30000,35,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (185+),14,11,17,31,11,12,14,10,20,19,20,26,28,78,36,25,69,28,76,11,38,13,8,32,17,58,11,17,18,76,81,53,81,77
183568,S. Langkamp,Hertha BSC,CB,78,78,6500000,30000,28,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),32,18,86,66,22,35,23,22,50,49,55,65,54,75,49,48,65,63,81,24,73,69,25,38,38,64,82,86,79,8,6,14,15,9
189251,S. Rudy,TSG Hoffenheim,"CM, CDM, RM, RB",78,80,10000000,50000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),69,63,59,78,66,78,78,76,77,79,74,68,79,79,73,71,65,78,65,72,58,77,70,79,71,76,64,70,70,13,8,13,12,10
198202,P. Wollscheid,VfL Wolfsburg,CB,78,79,8000000,60000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),30,40,86,70,34,33,29,23,60,48,50,52,46,77,34,57,59,62,83,19,80,79,38,52,42,64,77,80,77,11,7,6,11,13
212622,J. Kimmich,FC Bayern München,"CM, CB, CDM, RB",78,87,13000000,70000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),79,50,68,83,57,77,76,61,79,78,75,67,83,78,82,64,79,80,65,54,74,77,68,78,44,76,76,75,76,8,15,7,15,15
158138,A. Hunt,Hamburger SV,CAM,77,77,6500000,50000,29,German 1. Bundesliga,Germany,Left,Medium/Medium,Lean (170-185),77,71,63,78,75,78,77,76,69,79,74,68,76,80,72,75,63,68,65,74,59,55,77,76,81,77,28,34,35,15,12,7,16,15
186569,S. Ulreich,FC Bayern München,GK,77,77,5500000,60000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),14,12,8,33,13,13,12,15,33,22,41,38,34,77,39,24,66,29,41,11,25,14,8,29,22,32,13,18,14,81,74,52,75,79
189234,M. Risse,1. FC Köln,"RM, RB",77,78,8000000,30000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),76,73,52,74,68,78,70,65,67,75,86,86,75,74,72,80,73,78,67,81,60,72,75,66,72,63,65,71,66,11,7,14,11,8
192557,M. Plattenhardt,Hertha BSC,LB,77,80,7500000,20000,24,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),85,43,58,78,54,75,82,82,69,78,76,77,69,74,78,76,74,78,71,55,69,74,69,61,61,69,72,78,74,15,6,15,13,16
198196,P. Lasogga,Hamburger SV,ST,77,80,9000000,50000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Stocky (185+),45,78,82,65,76,68,65,68,33,73,53,63,46,77,54,87,77,63,90,75,84,29,78,56,75,76,29,40,30,12,13,8,6,7
198352,S. Bell,1. FSV Mainz 05,CB,77,81,7500000,20000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),43,34,81,69,37,47,33,40,66,54,61,67,53,76,47,65,63,65,82,30,65,83,33,47,52,74,77,82,74,7,16,8,13,14
203106,L. Bittencourt,1. FC Köln,"LM, RM",77,83,9500000,30000,22,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),72,65,45,77,65,81,76,69,70,77,89,79,92,74,89,72,74,78,48,64,72,52,69,70,61,70,54,55,55,15,11,6,14,16
206198,D. Heintz,1. FC Köln,CB,77,84,8500000,20000,22,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (185+),51,23,79,75,26,46,48,32,69,59,55,68,54,73,50,49,67,69,83,28,70,71,26,63,41,67,78,80,77,14,15,7,9,15
207862,M. Ginter,Borussia Dortmund,"RB, CB, CDM",77,82,8000000,40000,22,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),73,51,83,77,53,62,58,51,74,72,54,65,58,79,53,78,68,73,82,56,69,81,55,68,66,76,79,80,79,12,10,6,8,10
157716,M. Russ,Eintracht Frankfurt,"CB, CDM",76,76,3800000,30000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),43,42,83,69,25,39,44,45,67,58,50,52,49,74,52,67,54,63,82,50,79,72,34,49,50,70,77,79,76,16,6,13,6,11
164491,D. Aogo,FC Schalke 04,"CDM, LB",76,76,4000000,30000,29,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (185+),77,40,68,75,65,76,79,78,74,76,68,73,73,76,65,74,71,77,76,66,75,75,69,73,55,72,76,76,75,7,10,16,16,6
175962,N. Bungert,1. FSV Mainz 05,CB,76,76,4000000,30000,29,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),42,35,77,68,36,44,30,48,60,55,66,68,60,79,62,59,69,65,75,33,60,76,35,37,53,73,81,82,78,10,8,12,16,8
179954,T. Kraft,Hertha BSC,GK,76,76,4300000,20000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,14,13,35,13,13,11,12,28,21,49,52,45,74,39,23,73,35,68,16,40,20,13,25,18,48,13,19,20,80,75,54,65,84
183580,N. Petersen,Sport-Club Freiburg,ST,76,76,5500000,30000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),56,79,82,63,79,64,54,45,49,71,60,63,65,80,56,77,66,68,74,63,60,32,81,58,77,82,30,29,21,11,7,15,13,7
184069,S. Wagner,TSG Hoffenheim,ST,76,76,5500000,50000,28,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),48,81,87,43,71,65,55,54,36,73,54,65,56,74,49,83,61,66,90,71,88,19,78,41,64,58,15,29,12,6,15,8,7,12
192641,K. Vogt,TSG Hoffenheim,CDM,76,79,5500000,40000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),60,50,75,74,51,67,50,62,74,71,66,75,52,74,45,78,55,77,86,57,80,74,55,67,53,71,73,79,71,6,13,8,7,14
193098,C. Clemens,1. FSV Mainz 05,"RM, LM",76,79,6500000,30000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),71,66,68,75,61,77,79,69,67,74,85,85,74,73,71,77,68,76,68,75,58,39,74,73,55,69,32,45,37,16,6,12,15,6
197439,F. Wiedwald,SV Werder Bremen,GK,76,78,5000000,20000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),9,11,8,22,15,14,7,13,19,22,34,34,43,77,45,23,70,44,77,12,35,15,10,36,22,63,9,12,14,77,69,67,74,79
203030,R. Knoche,VfL Wolfsburg,CB,76,79,5500000,50000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),30,38,80,67,28,42,33,39,69,58,61,53,52,77,53,58,65,65,76,35,69,77,37,39,37,71,81,76,76,14,10,16,10,9
207894,T. Strobl,Borussia Mönchengladbach,"CB, CDM, RB",76,78,5000000,30000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),51,30,73,72,32,57,53,39,67,68,60,68,63,71,56,79,73,77,78,72,84,75,38,51,45,69,72,79,75,11,8,8,16,12
101336,C. Fritz,SV Werder Bremen,"CM, RM, CDM",75,75,1400000,20000,35,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),78,57,67,77,68,76,61,54,75,77,54,64,65,75,62,72,71,68,75,65,77,76,69,70,62,81,75,76,75,12,16,11,8,11
189433,B. Hübner,TSG Hoffenheim,CB,75,77,4100000,40000,26,German 1. Bundesliga,Germany,Left,Medium/Medium,Lean (185+),47,20,80,53,45,58,40,42,45,63,54,55,48,73,36,52,60,62,78,22,74,73,41,51,50,59,76,80,73,16,8,7,8,16
193311,P. Bargfrede,SV Werder Bremen,CDM,75,76,3800000,20000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),62,45,57,76,60,68,60,61,72,73,68,64,73,73,76,77,63,74,67,64,82,77,63,69,47,73,74,75,73,9,12,7,10,16
212188,T. Werner,RB Leipzig,"ST, LM",75,85,6500000,30000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),67,73,65,74,71,78,62,42,55,77,91,90,79,76,77,69,77,69,58,64,60,24,75,56,63,54,17,20,19,9,9,8,15,9
212212,D. Kohr,FC Augsburg,"CDM, CM",75,80,4700000,20000,22,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),40,58,72,76,45,68,51,46,73,76,65,66,66,71,68,60,82,76,68,63,82,75,46,68,47,67,67,76,67,6,11,9,10,7
225309,N. Amiri,TSG Hoffenheim,"CAM, CM, LM",75,83,5500000,20000,19,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),73,65,42,78,65,78,76,71,72,77,69,69,82,70,75,70,66,77,59,64,38,60,69,74,65,66,45,56,44,12,12,14,12,10
102356,M. Feulner,FC Augsburg,"CM, RB, CDM",74,74,1600000,20000,34,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),75,66,64,76,61,69,75,76,74,74,63,54,72,70,65,78,69,75,68,76,72,72,71,75,68,75,57,70,72,9,6,15,15,8
107713,T. Starke,FC Bayern München,GK,74,74,2000000,30000,35,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),12,13,13,39,14,14,11,15,37,19,35,46,33,74,32,23,71,35,80,9,34,25,7,34,21,59,11,15,10,76,73,59,76,72
111206,S. Riether,FC Schalke 04,"RB, CB",74,74,1400000,30000,33,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (170-185),75,49,61,73,48,68,57,45,66,71,67,67,75,75,78,67,76,73,62,55,72,74,54,55,57,77,73,76,77,9,12,12,16,8
177475,T. Sippel,Borussia Mönchengladbach,GK,74,74,2900000,20000,28,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),14,12,13,33,12,13,15,14,22,19,50,42,48,73,41,24,64,41,65,11,36,15,16,31,18,41,11,15,12,75,69,72,68,78
186274,K. Rausch,1. FC Köln,"LM, LB",74,75,3800000,30000,26,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),78,62,57,73,61,72,75,76,72,70,79,81,75,74,71,74,74,77,72,71,74,73,67,69,66,71,67,68,64,12,8,11,12,11
189272,A. Esswein,Hertha BSC,"RM, LM",74,75,3800000,30000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),70,70,67,71,68,74,68,54,62,75,90,91,67,74,64,86,80,68,76,69,76,28,70,59,60,67,18,37,27,7,16,10,12,11
202115,M. Ostrzolek,Hamburger SV,LB,74,75,3200000,40000,26,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),71,36,60,69,49,70,57,47,64,74,77,74,77,74,77,66,67,78,65,43,74,63,56,56,60,69,75,76,77,12,8,14,9,14
212977,N. Stark,Hertha BSC,"CB, CDM, CM",74,84,4800000,20000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),44,50,76,74,48,68,43,35,68,71,75,78,60,69,68,66,55,82,76,59,79,73,65,63,39,58,72,76,68,7,15,10,15,13
213134,L. Öztunal?,1. FSV Mainz 05,"RM, LM, CAM",74,84,5500000,20000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),69,62,54,71,54,80,60,56,69,80,79,85,75,73,68,70,66,65,68,58,57,59,64,61,58,69,62,63,56,10,16,13,15,9
215417,C. Mathenia,Hamburger SV,GK,74,78,3800000,20000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),15,12,14,31,16,15,15,15,25,23,47,44,35,70,39,20,68,45,69,15,30,19,15,35,23,54,13,12,12,74,69,66,75,77
216497,M. Philipp,Sport-Club Freiburg,"CF, ST, LM",74,79,4600000,20000,22,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),64,65,51,73,63,78,66,58,62,77,84,83,79,72,75,71,59,68,65,62,55,39,75,74,57,66,23,27,25,8,12,10,10,9
170231,M. Compper,RB Leipzig,CB,73,73,1900000,40000,31,German 1. Bundesliga,Germany,Left,Medium/Medium,Lean (185+),49,35,73,65,26,51,25,32,62,63,62,64,56,71,57,44,79,64,72,32,65,75,44,52,46,67,74,72,73,12,10,16,14,7
189235,J. Hegeler,Hertha BSC,"CB, CM",73,73,2300000,30000,28,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),62,55,75,75,50,69,64,74,74,73,52,55,59,73,60,77,60,76,76,69,62,69,67,70,79,69,72,77,67,13,15,11,14,8
200536,N. Schulz,Borussia Mönchengladbach,"LM, LB",73,79,3900000,30000,23,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),67,46,55,73,49,75,59,42,63,74,88,86,74,72,72,63,60,77,72,38,67,68,66,65,56,67,67,74,72,13,9,15,7,14
201066,D. Kaiser,RB Leipzig,"RM, CM",73,73,2900000,40000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),76,69,59,75,71,68,80,77,69,74,67,54,77,77,91,74,74,84,56,69,72,65,75,69,74,71,57,59,56,14,11,10,7,10
206113,S. Gnabry,SV Werder Bremen,RM,73,85,5000000,20000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),68,63,47,73,45,76,54,38,62,74,87,84,78,69,80,65,64,62,63,64,58,37,66,67,66,57,43,46,45,14,10,10,9,7
210719,M. Kempf,Sport-Club Freiburg,CB,73,81,3700000,15000,21,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (185+),41,31,77,65,30,56,36,39,64,61,65,68,64,69,62,52,90,65,77,38,72,73,33,54,52,65,70,72,73,14,14,11,7,11
212626,D. Selke,RB Leipzig,ST,73,83,4800000,30000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),40,73,69,60,65,69,58,29,45,72,68,75,64,75,63,73,71,76,75,63,74,23,75,58,59,61,25,27,17,12,11,7,11,14
214622,J. Toljan,TSG Hoffenheim,"LB, LWB, LM",73,79,3400000,30000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),70,34,62,72,37,68,39,32,60,70,77,79,69,70,70,39,84,69,74,33,62,72,56,48,39,58,74,73,72,10,13,10,11,12
189922,G. Niedermeier,Sport-Club Freiburg,CB,72,72,1500000,15000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),37,30,83,53,29,29,41,32,44,43,33,34,31,70,34,57,64,64,82,16,87,57,40,42,49,62,75,76,74,12,10,7,9,8
192728,M. Hartmann,FC Ingolstadt 04,"RW, ST, LW",72,72,2000000,20000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),68,74,69,69,70,73,58,47,49,71,75,74,74,73,69,75,81,80,73,68,75,27,76,60,86,64,18,22,21,15,14,15,16,15
193222,F. Giefer,FC Schalke 04,GK,72,74,2100000,15000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),11,11,23,32,14,12,16,14,22,22,38,37,43,72,35,24,69,33,75,15,44,18,19,33,21,37,13,12,15,75,66,57,72,76
209846,C. Günter,Sport-Club Freiburg,LB,72,75,2200000,15000,23,German 1. Bundesliga,Germany,Left,Medium/Medium,Stocky (185+),71,37,57,68,39,72,66,61,59,69,74,79,67,69,62,70,55,81,77,46,83,67,56,51,44,57,67,72,71,9,15,9,8,14
212187,P. Max,FC Augsburg,LB,72,77,2400000,15000,22,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),74,38,55,68,43,70,66,65,59,72,78,84,76,69,76,63,66,78,67,44,69,64,50,50,41,61,63,73,69,15,12,11,8,11
222331,L. Klostermann,RB Leipzig,RB,72,84,3300000,20000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),61,38,67,70,33,63,48,22,57,67,84,91,65,68,63,47,84,77,67,31,64,68,55,49,26,59,69,70,67,8,12,10,7,7
223686,T. Wellenreuther,FC Schalke 04,GK,72,84,3400000,10000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),9,9,18,32,10,16,12,14,27,25,52,54,45,68,54,21,75,31,65,11,19,23,20,35,23,38,10,11,9,76,64,71,72,74
175990,J. Rosenthal,SV Darmstadt 98,"CF, ST, CAM",71,71,1500000,20000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),68,66,66,72,71,73,73,53,67,72,65,66,73,75,66,71,64,63,65,70,57,37,74,74,58,73,31,34,35,32,26,41,18,22
189397,F. Jungwirth,SV Darmstadt 98,"RB, CDM, CM",71,72,1500000,15000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),51,18,65,71,37,60,45,25,70,66,65,67,66,71,69,42,78,81,73,34,69,78,48,53,37,64,69,70,74,10,6,11,7,13
190666,M. Gulde,Sport-Club Freiburg,CB,71,75,1800000,15000,25,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),53,36,67,65,54,51,45,30,59,64,68,69,67,68,64,50,88,64,70,34,66,72,45,47,44,61,69,73,71,10,10,6,16,15
190667,M. Terrazzino,TSG Hoffenheim,"LM, CAM",71,74,2000000,30000,25,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),69,62,51,72,70,73,70,64,62,72,77,74,81,67,80,66,60,65,59,66,58,43,67,68,59,56,22,32,28,10,14,8,12,14
192665,A. Luthe,FC Augsburg,GK,71,71,1400000,15000,29,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,12,15,24,12,12,15,12,19,14,38,50,42,61,34,23,65,36,74,16,22,21,12,49,21,23,15,14,12,74,66,60,71,74
199897,N. Höfler,Sport-Club Freiburg,"CDM, CB",71,73,1600000,15000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (170-185),54,41,61,74,40,64,53,48,67,69,61,55,72,70,68,62,87,72,71,49,67,74,49,63,50,76,70,71,67,6,13,13,10,9
208470,F. Holland,SV Darmstadt 98,LB,71,74,1700000,15000,25,German 1. Bundesliga,Germany,Left,Medium/Medium,Normal (170-185),64,38,65,64,32,57,57,59,62,70,72,73,75,68,82,59,78,76,67,50,70,62,38,44,49,68,76,73,73,11,13,13,8,13
156443,C. Janker,FC Augsburg,"CB, RB",70,70,875000,15000,31,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),45,22,67,60,39,42,32,40,41,59,61,52,63,66,55,62,77,61,74,30,73,62,32,39,50,62,69,74,70,10,8,10,14,16
158657,T. Kessler,1. FC Köln,GK,70,70,1100000,15000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,13,15,23,11,14,15,14,33,21,45,49,45,68,38,21,63,38,69,14,39,25,15,22,16,51,13,14,15,70,70,67,68,67
167437,D. Stroh-Engel,SV Darmstadt 98,ST,70,70,1300000,20000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),31,70,77,62,56,58,55,52,42,67,53,69,36,67,32,75,34,72,90,57,66,29,71,46,82,76,25,43,23,15,15,13,11,13
177520,J. Schuster,Sport-Club Freiburg,"CDM, CM",70,70,875000,15000,31,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),69,56,52,73,55,59,73,71,69,68,40,45,51,70,49,73,42,68,73,66,74,71,56,66,68,69,67,66,65,11,16,7,11,6
202789,A. Schwolow,Sport-Club Freiburg,GK,70,75,1500000,10000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),9,12,12,26,11,15,13,16,23,22,36,38,40,70,42,21,74,31,68,15,26,13,10,34,22,28,11,17,9,71,66,65,66,72
212321,J. Meffert,Sport-Club Freiburg,"CDM, CM",70,76,1600000,10000,21,German 1. Bundesliga,Germany,Right,Medium/Medium,Lean (185+),54,42,65,72,46,59,50,48,68,65,53,64,64,67,60,58,84,78,73,53,68,68,47,64,51,59,64,70,69,8,13,12,15,8
226686,M. Christiansen,FC Ingolstadt 04,CDM,70,79,1600000,9000,19,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),66,39,68,70,39,61,68,65,69,71,55,64,63,68,65,66,66,76,78,50,78,70,53,64,48,63,56,71,67,15,7,11,14,9
