Id,Name,Team,Positions,Overall,Potential,Value,Wage,Age,league_name,Nationality,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
183666,Roberto,RCD Espanyol de Barcelona,GK,80,80,11500000,30000,30,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),15,14,19,39,13,12,14,14,38,31,45,48,68,81,40,36,74,32,80,11,29,24,17,45,19,59,15,15,18,81,73,74,79,83
190243,M. Hitz,FC Augsburg,GK,80,80,12500000,30000,28,German 1. Bundesliga,Switzerland,Right,Medium/Medium,Normal (185+),12,27,18,29,26,13,15,17,25,17,41,46,45,71,31,38,67,39,78,12,25,23,8,15,22,42,15,15,14,82,76,73,80,82
193698,O. Baumann,TSG Hoffenheim,GK,80,82,14000000,40000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,11,16,30,11,19,12,11,25,17,47,51,45,78,43,21,69,32,64,13,32,21,10,41,22,52,10,18,14,82,79,59,76,84
194911,Adrián,West Ham United,GK,80,80,12000000,90000,29,English Premier League,Spain,Right,Medium/Medium,Normal (185+),12,16,15,21,12,15,12,17,32,23,46,44,47,75,48,40,69,38,74,20,38,25,12,32,44,40,14,19,14,82,78,70,75,86
212831,Alisson,Roma,GK,80,86,17000000,40000,23,Italian Serie A,Brazil,Right,Medium/Medium,Normal (185+),17,13,19,27,20,16,19,18,20,21,44,35,30,81,37,21,52,32,78,14,27,11,13,65,23,60,20,19,16,75,76,70,78,86
114764,Iraizoz,Athletic Club de Bilbao,GK,79,79,6000000,15000,35,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),11,12,13,29,16,11,12,13,20,15,32,33,28,81,52,20,47,33,83,14,38,23,16,53,13,54,13,11,12,69,83,80,85,74
115533,D. Benaglio,VfL Wolfsburg,GK,79,79,7500000,50000,32,German 1. Bundesliga,Switzerland,Right,Medium/Medium,Normal (185+),14,12,15,32,12,16,15,13,31,22,42,44,44,80,47,22,73,43,76,14,38,22,7,37,23,66,10,13,14,77,80,61,80,75
173373,S. Romero,Manchester United,GK,79,79,8500000,100000,29,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),11,14,12,38,17,12,12,13,36,25,44,42,52,79,44,14,63,35,75,11,33,21,11,42,16,52,14,11,15,76,70,81,76,82
177644,Kiko Casilla,Real Madrid CF,GK,79,79,8500000,120000,29,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),24,14,13,30,23,12,25,25,24,20,32,49,43,74,58,24,69,43,79,13,45,20,12,52,23,51,12,15,11,73,83,80,82,77
4667,M. De Sanctis,AS Monaco,GK,78,78,1400000,20000,39,French Ligue 1,Italy,Right,Medium/Medium,Normal (185+),10,10,11,25,10,12,16,13,24,22,34,42,49,74,43,22,76,23,62,12,35,14,12,35,21,44,14,10,13,78,77,57,83,78
135451,Gomes,Watford,GK,78,78,4900000,30000,35,English Premier League,Brazil,Right,Medium/Medium,Normal (185+),15,15,14,23,13,15,12,13,19,25,50,52,56,74,53,30,76,27,64,14,40,20,12,40,41,63,14,14,15,83,73,62,74,82
139062,W. Caballero,Manchester City,GK,78,78,5500000,80000,34,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),12,11,22,33,13,12,23,11,48,30,49,54,39,75,55,23,70,44,76,14,30,22,7,38,16,56,15,11,12,79,75,69,78,80
168965,R. Riou,FC Nantes,GK,78,78,7500000,30000,28,French Ligue 1,France,Right,Medium/Medium,Normal (185+),14,11,12,42,13,12,13,15,34,23,58,57,39,73,57,21,69,32,79,13,29,28,18,39,23,58,14,13,12,76,77,81,77,79
172203,F. Forster,Southampton,GK,78,78,7500000,50000,28,English Premier League,England,Right,Medium/Medium,Normal (185+),19,13,13,27,19,20,10,19,19,33,32,35,32,67,42,36,59,29,75,12,43,22,13,44,22,34,13,13,12,75,80,74,77,82
173426,S. Mignolet,Liverpool,GK,78,78,7500000,80000,28,English Premier League,Belgium,Right,Medium/Medium,Normal (185+),11,11,16,39,16,14,16,12,34,24,55,59,28,75,42,45,69,31,72,16,34,21,16,40,41,66,13,14,16,79,73,65,72,84
104389,R. Jarstein,Hertha BSC,GK,77,77,5500000,20000,31,German 1. Bundesliga,Norway,Right,Medium/Medium,Normal (185+),19,13,16,32,19,11,10,14,34,23,40,46,35,69,45,21,59,31,70,18,34,19,16,31,13,56,13,11,13,73,80,77,80,75
138798,G. Lux,Deportivo de La Coruña,GK,77,77,4500000,20000,34,Spain Primera Division,Argentina,Right,Medium/Medium,Normal (185+),12,13,13,12,12,11,13,12,29,35,29,32,56,76,55,12,68,43,72,11,45,17,11,49,12,43,15,13,14,75,72,79,76,78
150278,J. Drobný,SV Werder Bremen,GK,77,77,3100000,15000,36,German 1. Bundesliga,Czech Republic,Right,Medium/Medium,Normal (185+),13,14,12,35,19,15,12,12,33,22,36,40,39,78,35,22,52,28,69,15,23,14,8,28,24,42,14,13,13,76,79,50,80,76
172553,J. Lössl,1. FSV Mainz 05,GK,77,78,6500000,20000,27,German 1. Bundesliga,Denmark,Right,Medium/Medium,Normal (185+),14,12,17,30,11,15,14,13,34,19,62,52,52,70,57,22,59,23,84,15,27,23,14,49,12,27,12,13,15,79,70,71,78,79
14907,A. Bizzarri,Pescara,GK,76,76,900000,10000,38,Italian Serie A,Argentina,Right,Medium/Medium,Normal (185+),11,17,10,27,19,18,19,18,26,23,55,45,53,68,51,19,68,31,55,19,40,19,10,49,20,60,12,12,11,77,76,67,79,75
140498,D. Marshall,Hull City,GK,76,76,4100000,30000,31,English Premier League,Scotland,Right,Medium/Medium,Normal (185+),11,19,14,21,15,14,19,14,30,21,48,50,33,73,41,22,63,34,63,12,41,24,13,42,11,67,13,14,13,76,72,67,77,78
163264,T. Heaton,Burnley,GK,76,76,4300000,30000,30,English Premier League,England,Right,Medium/Medium,Normal (185+),13,12,14,28,12,14,15,13,31,22,52,50,54,71,48,14,69,36,62,12,31,17,12,44,24,56,15,15,13,76,75,71,76,78
163873,Eduardo,Chelsea,GK,76,76,3800000,80000,33,English Premier League,Portugal,Right,Medium/Medium,Normal (185+),13,20,12,22,11,11,11,14,32,32,46,44,60,70,58,38,75,20,72,18,28,24,11,42,37,53,13,20,20,75,74,71,78,76
179954,T. Kraft,Hertha BSC,GK,76,76,4300000,20000,27,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,14,13,35,13,13,11,12,28,21,49,52,45,74,39,23,73,35,68,16,40,20,13,25,18,48,13,19,20,80,75,54,65,84
189908,?. Skorupski,Empoli,GK,76,79,5500000,10000,25,Italian Serie A,Poland,Right,Medium/Medium,Normal (185+),19,11,10,29,17,18,12,19,26,22,51,51,48,68,38,23,58,31,58,15,33,17,13,32,22,58,10,12,12,80,75,54,75,80
193152,Herrerín,Athletic Club de Bilbao,GK,76,76,4600000,20000,28,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),14,23,14,16,15,19,15,12,29,12,45,34,54,68,55,22,58,42,82,16,37,23,16,40,25,15,15,16,12,76,86,62,73,71
197439,F. Wiedwald,SV Werder Bremen,GK,76,78,5000000,20000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),9,11,8,22,15,14,7,13,19,22,34,34,43,77,45,23,70,44,77,12,35,15,10,36,22,63,9,12,14,77,69,67,74,79
230621,G. Donnarumma,AC Milan,GK,76,88,7000000,15000,17,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),12,12,12,30,8,20,12,14,24,26,46,50,54,72,35,24,64,32,60,18,30,26,14,50,24,55,12,14,16,78,72,72,70,84
2651,S. Given,Stoke City,GK,75,75,700000,20000,40,English Premier League,Republic of Ireland,Right,Medium/Medium,Normal (185+),12,14,13,38,20,13,20,13,33,24,39,44,45,74,54,42,73,29,57,12,43,27,13,31,44,67,14,11,12,71,73,72,79,74
167666,J. Carrizo,Inter,GK,75,75,3100000,40000,32,Italian Serie A,Argentina,Right,Medium/Medium,Normal (185+),12,10,12,33,11,13,11,13,32,24,59,48,56,71,60,23,75,31,65,11,25,20,15,59,22,67,14,12,11,77,74,72,73,76
176094,P. Tyto?,Deportivo de La Coruña,GK,75,75,3500000,20000,29,Spain Primera Division,Poland,Right,Medium/Medium,Normal (185+),10,14,14,32,13,15,13,12,32,20,51,49,48,79,40,22,65,31,71,14,32,22,13,35,22,55,14,17,14,71,70,75,71,79
179547,V. Mannone,Sunderland,GK,75,77,4100000,30000,28,English Premier League,Italy,Right,Medium/Medium,Normal (185+),11,16,14,39,15,15,12,15,33,24,59,60,42,76,44,32,75,31,67,12,29,16,12,57,43,68,19,11,20,75,72,71,71,76
29183,G. Tremmel,Swansea City,GK,74,74,1000000,30000,37,English Premier League,Germany,Right,Medium/Medium,Normal (185+),12,15,14,23,13,14,15,13,22,24,42,46,34,74,39,14,68,30,69,11,41,25,12,11,41,61,13,12,13,73,71,61,73,75
107298,Y. Pelé,Olympique de Marseille,GK,74,74,2400000,30000,33,French Ligue 1,France,Right,Medium/Medium,Normal (185+),15,14,16,34,11,13,14,15,33,18,51,47,42,70,54,17,67,32,78,13,33,24,15,14,13,64,12,13,12,75,74,72,76,70
107713,T. Starke,FC Bayern München,GK,74,74,2000000,30000,35,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),12,13,13,39,14,14,11,15,37,19,35,46,33,74,32,23,71,35,80,9,34,25,7,34,21,59,11,15,10,76,73,59,76,72
185427,Ø. Nyland,FC Ingolstadt 04,GK,74,78,3600000,15000,25,German 1. Bundesliga,Norway,Right,Medium/Medium,Normal (185+),12,11,13,35,14,21,13,14,46,23,51,48,45,67,53,23,71,33,74,13,26,21,13,28,25,41,15,11,12,76,68,78,75,77
192397,Rafael,Napoli,GK,74,77,3500000,40000,26,Italian Serie A,Brazil,Right,Medium/Medium,Normal (185+),18,10,13,33,18,17,12,11,31,24,52,56,52,68,42,24,62,32,68,18,29,29,10,43,23,62,19,11,17,75,73,71,73,74
215417,C. Mathenia,Hamburger SV,GK,74,78,3800000,20000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),15,12,14,31,16,15,15,15,25,23,47,44,35,70,39,20,68,45,69,15,30,19,15,35,23,54,13,12,12,74,69,66,75,77
220604,Jaume,Valencia CF,GK,74,78,3600000,20000,25,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),15,11,16,32,22,13,25,13,32,12,43,33,37,67,54,22,70,43,64,22,21,25,16,43,25,22,11,12,11,73,73,69,69,79
6895,A. Manninger,Liverpool,GK,73,73,500000,40000,39,English Premier League,Austria,Right,Medium/Medium,Normal (185+),12,12,13,22,14,13,15,15,17,14,39,40,48,76,45,22,70,31,74,11,39,16,9,14,17,62,11,14,15,72,72,53,72,74
49212,J. Speroni,Crystal Palace,GK,73,73,900000,30000,37,English Premier League,Argentina,Right,Medium/Medium,Normal (185+),13,13,11,24,12,14,15,12,23,20,42,43,48,72,55,24,74,33,43,12,21,17,8,54,22,35,12,12,15,75,72,71,69,74
51261,B. Myhill,West Bromwich Albion,GK,73,73,2100000,30000,33,English Premier League,Wales,Right,Medium/Medium,Normal (185+),11,11,13,39,11,15,13,12,32,35,41,46,51,66,48,27,72,29,63,12,21,25,13,40,42,46,13,11,16,74,71,69,70,78
164041,Nauzet,CA Osasuna,GK,73,73,2300000,15000,31,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),14,17,15,21,19,16,17,13,20,22,46,35,30,70,33,12,53,35,80,17,19,18,17,15,21,34,19,13,14,69,77,57,75,71
185405,D. Kuciak,Hull City,GK,73,73,2300000,20000,31,English Premier League,Slovakia,Right,Medium/Medium,Normal (185+),11,11,11,21,11,11,11,11,14,24,41,32,39,68,44,22,70,36,74,11,34,17,13,44,13,52,11,11,11,76,64,54,77,77
192129,K. Nordfeldt,Swansea City,GK,73,75,2800000,40000,27,English Premier League,Sweden,Right,Medium/Medium,Normal (185+),11,13,13,41,11,14,20,11,26,24,55,52,58,70,46,19,83,33,74,12,24,23,15,30,13,18,13,13,15,73,66,66,74,78
204240,B. Reynet,Dijon FCO,GK,73,75,2900000,15000,25,French Ligue 1,France,Right,Medium/Medium,Normal (185+),15,17,14,33,19,11,10,14,32,21,41,45,43,75,24,18,62,34,68,15,36,16,12,16,19,39,14,12,10,73,65,68,71,78
206585,Kepa Arrizabalaga,Athletic Club de Bilbao,GK,73,81,3700000,10000,21,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),25,11,17,32,23,10,25,19,36,16,34,33,36,66,39,25,69,37,51,14,18,21,15,55,24,26,19,18,16,74,70,74,69,77
209423,M. Michel,Angers SCO,GK,73,79,3400000,15000,24,French Ligue 1,France,Right,Medium/Medium,Normal (185+),15,12,19,24,21,12,20,12,26,14,50,48,30,71,61,18,55,35,60,14,17,17,17,20,14,27,13,12,16,74,71,67,72,75
223952,David Soria,Sevilla FC,GK,73,81,3700000,10000,23,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),15,19,24,24,24,16,23,11,33,19,49,34,45,74,42,54,60,43,76,18,24,25,17,45,23,21,13,13,13,76,67,58,78,71
120718,F. Coltorti,RB Leipzig,GK,72,72,1200000,15000,35,German 1. Bundesliga,Switzerland,Right,Medium/Medium,Normal (185+),13,19,12,28,9,12,15,15,25,24,40,41,42,64,39,22,66,31,79,13,37,22,15,38,14,58,11,12,13,68,72,68,72,74
184040,M. Hansen,FC Ingolstadt 04,GK,72,75,2200000,15000,26,German 1. Bundesliga,Denmark,Right,Medium/Medium,Normal (185+),8,29,12,12,13,13,14,13,11,23,53,48,50,73,51,15,70,33,66,16,24,24,15,26,14,19,13,14,14,72,67,67,71,72
184781,D. Petric,Angers SCO,GK,72,72,1800000,15000,28,French Ligue 1,Serbia,Right,Medium/Medium,Normal (185+),11,12,11,18,16,14,10,12,13,21,47,46,34,69,41,25,57,30,57,14,19,13,12,25,22,40,12,13,12,71,67,56,76,74
185181,Yoel,SD Eibar,GK,72,73,2000000,10000,27,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),24,14,10,31,23,13,25,15,35,14,60,60,69,68,60,23,71,44,72,21,35,25,17,45,25,52,10,15,11,74,71,72,70,70
189707,Da Costa,Bologna,GK,72,72,1600000,20000,32,Italian Serie A,Brazil,Right,Medium/Medium,Normal (185+),12,13,12,28,11,11,13,11,30,20,42,37,43,72,40,24,54,30,63,11,30,17,10,34,23,43,16,19,18,70,68,63,73,74
190769,E. Lamanna,Genoa,GK,72,74,2100000,15000,26,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),19,19,17,35,19,18,12,17,37,24,29,33,39,69,38,23,61,26,52,16,30,14,11,31,24,37,15,14,13,70,72,66,71,74
193222,F. Giefer,FC Schalke 04,GK,72,74,2100000,15000,26,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),11,11,23,32,14,12,16,14,22,22,38,37,43,72,35,24,69,33,75,15,44,18,19,33,21,37,13,12,15,75,66,57,72,76
194333,R. Gikiewicz,Sport-Club Freiburg,GK,72,73,2100000,15000,28,German 1. Bundesliga,Poland,Right,Medium/Medium,Normal (185+),18,13,12,24,15,18,19,12,20,19,26,29,38,67,40,15,56,20,68,13,22,12,12,48,19,31,13,14,13,72,70,75,71,74
223686,T. Wellenreuther,FC Schalke 04,GK,72,84,3400000,10000,20,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),9,9,18,32,10,16,12,14,27,25,52,54,45,68,54,21,75,31,65,11,19,23,20,35,23,38,10,11,9,76,64,71,72,74
146996,Rubén,Deportivo de La Coruña,GK,71,71,1200000,10000,32,Spain Primera Division,Spain,Right,Medium/Medium,Normal (185+),12,14,12,31,11,15,11,48,32,20,47,53,64,67,52,31,75,42,70,32,36,22,14,40,25,26,11,13,12,77,69,69,68,70
159265,C. Puggioni,U.C. Sampdoria,GK,71,71,950000,10000,35,Italian Serie A,Italy,Right,Medium/Medium,Normal (185+),14,18,15,35,15,20,13,25,23,20,44,34,68,64,42,19,74,34,66,15,29,20,11,36,21,55,15,14,12,73,71,59,68,74
192665,A. Luthe,FC Augsburg,GK,71,71,1400000,15000,29,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,12,15,24,12,12,15,12,19,14,38,50,42,61,34,23,65,36,74,16,22,21,12,49,21,23,15,14,12,74,66,60,71,74
136875,B. Lobon?,Roma,GK,70,70,230000,20000,38,Italian Serie A,Romania,Right,Medium/Medium,Normal (185+),19,10,11,26,10,18,14,13,31,21,50,50,40,65,31,23,69,30,56,12,40,21,11,32,20,59,19,19,13,67,65,73,74,70
158657,T. Kessler,1. FC Köln,GK,70,70,1100000,15000,30,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),14,13,15,23,11,14,15,14,33,21,45,49,45,68,38,21,63,38,69,14,39,25,15,22,16,51,13,14,15,70,70,67,68,67
190120,K. Johnsson,En Avant de Guingamp,GK,70,72,1300000,10000,26,French Ligue 1,Sweden,Right,Medium/Medium,Normal (185+),11,13,19,26,19,16,12,11,38,22,50,49,45,64,32,21,72,45,59,13,35,20,16,49,17,44,11,14,12,68,63,76,69,75
199574,A. Letellier,Angers SCO,GK,70,74,1400000,10000,25,French Ligue 1,France,Right,Medium/Medium,Normal (185+),12,10,11,26,13,10,18,13,21,16,40,38,32,71,17,22,57,34,72,14,24,23,14,12,20,21,14,11,11,67,68,61,70,72
200734,Mejías,Middlesbrough,GK,70,71,1200000,20000,27,English Premier League,Spain,Right,Medium/Medium,Normal (185+),13,4,13,27,6,9,13,12,34,28,62,58,61,60,51,36,60,32,68,12,23,23,13,33,31,20,13,12,15,69,71,73,68,70
202789,A. Schwolow,Sport-Club Freiburg,GK,70,75,1500000,10000,24,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),9,12,12,26,11,15,13,16,23,22,36,38,40,70,42,21,74,31,68,15,26,13,10,34,22,28,11,17,9,71,66,65,66,72
204513,M. Dupé,FC Nantes,GK,70,75,1500000,10000,23,French Ligue 1,France,Right,Medium/Medium,Normal (185+),10,10,13,35,10,11,12,11,29,22,48,42,35,68,39,21,54,21,78,11,35,23,11,32,18,16,12,11,11,69,73,64,64,74
215223,W. Benítez,OGC Nice,GK,70,79,1800000,15000,23,French Ligue 1,Argentina,Right,Medium/Medium,Normal (185+),12,14,13,26,13,15,19,17,27,14,44,46,36,67,40,25,57,42,80,14,19,21,18,44,25,28,19,20,17,70,68,65,68,72
224953,André Moreira,Atlético de Madrid,GK,70,80,1900000,15000,20,Spain Primera Division,Portugal,Right,Medium/Medium,Normal (185+),14,15,12,24,12,12,17,15,25,17,47,49,35,64,45,22,51,42,73,17,27,19,13,49,24,31,12,17,21,65,76,68,65,73
180739,E. Kawashima,FC Metz,GK,69,69,725000,9000,33,French Ligue 1,Japan,Right,Medium/Medium,Normal (185+),17,14,14,33,13,12,13,14,33,28,44,40,70,70,46,37,71,30,68,19,16,19,11,29,24,44,11,12,11,72,61,68,65,74
200212,M. Esser,SV Darmstadt 98,GK,69,69,875000,10000,28,German 1. Bundesliga,Germany,Right,Medium/Medium,Normal (185+),10,8,25,39,9,15,14,17,35,17,32,48,30,72,28,21,67,37,82,19,40,30,6,52,23,60,23,15,28,70,65,68,69,68
220709,I. Vargi?,Lazio,GK,69,71,1000000,20000,29,Italian Serie A,Croatia,Right,Medium/Medium,Normal (185+),16,12,15,23,17,16,14,15,22,19,20,21,17,62,19,22,25,15,45,18,19,18,14,54,20,15,15,14,12,68,67,65,69,72
