Id,Name,Team,Positions,Overall,Potential,Value,Wage,Age,league_name,Nationality,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
234032,Lluis López,RCD Espanyol de Barcelona,CB,67,79,1000000,8000,19,Spain Primera Division,Spain,Left,Low/Medium,Normal (170-185),46,24,70,62,29,47,32,26,58,64,65,64,64,64,54,46,73,58,56,18,71,71,48,31,33,42,65,62,72,8,14,8,6,12
208087,Ayala,Valencia CF,"CB, LB",67,74,875000,15000,23,Spain Primera Division,Spain,Left,Low/Medium,Normal (170-185),61,27,68,69,33,36,45,34,53,65,74,75,74,57,59,46,83,67,65,38,73,64,32,38,42,44,64,58,71,14,10,7,11,16
189459,Jaime Romero,CA Osasuna,"LM, RM, ST",70,71,1500000,15000,25,Spain Primera Division,Spain,Left,High/Low,Normal (170-185),65,68,49,67,60,78,71,55,55,74,76,77,75,65,75,58,64,43,51,61,49,36,72,61,59,57,28,36,33,6,8,14,9,13
225123,D. Ndi,Real Sporting de Gijón,CAM,71,80,2600000,15000,20,Spain Primera Division,Cameroon,Right,High/High,Normal (170-185),60,63,49,73,71,68,55,42,67,77,73,76,78,68,71,74,82,57,78,59,72,62,77,65,52,61,52,71,68,9,12,13,8,6
215569,Unai Garcia,CA Osasuna,CB,71,78,2000000,15000,23,Spain Primera Division,Spain,Left,Low/Medium,Normal (170-185),53,25,67,61,21,34,26,47,58,58,67,72,57,61,64,57,84,70,69,23,70,67,23,46,42,42,72,71,79,13,16,11,14,12
213559,Fausto,CA Osasuna,"CDM, CM",72,74,2100000,15000,26,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),49,39,51,69,32,43,49,50,63,57,68,70,62,69,61,62,70,78,72,46,85,81,52,56,48,60,66,80,67,7,14,14,14,11
202541,Jota,SD Eibar,"RM, LM, CAM",73,76,3500000,20000,25,Spain Primera Division,Spain,Left,High/Low,Normal (170-185),73,71,43,78,43,77,74,69,76,81,70,67,75,67,69,68,58,57,59,69,49,29,63,71,57,66,14,26,16,14,14,13,6,8
201403,Álvaro,RCD Espanyol de Barcelona,ST,73,78,3900000,30000,25,Spain Primera Division,Spain,Right,High/High,Normal (170-185),51,73,66,64,71,74,66,54,59,76,68,70,72,71,67,80,71,65,72,76,64,37,72,60,70,61,13,39,25,7,16,7,9,14
190094,Javi Castellano,Unión Deportiva Las Palmas,"CDM, CM",73,73,2300000,20000,28,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),49,34,66,77,33,46,43,40,72,67,61,57,62,59,54,52,56,72,73,44,77,76,39,65,44,62,71,75,69,11,10,16,8,12
146121,David Barral,Granada CF,ST,73,73,1900000,20000,33,Spain Primera Division,Spain,Right,High/High,Normal (170-185),57,73,67,59,68,72,67,60,48,74,58,62,62,80,66,80,69,56,73,63,86,35,75,58,73,81,30,49,44,11,10,7,9,15
204874,A. Katai,Deportivo Alavés,"CF, LM, CAM, ST",74,79,4400000,20000,25,Spain Primera Division,Serbia,Right,Medium/Low,Normal (170-185),71,80,59,74,65,81,81,68,70,79,64,59,65,72,71,73,52,49,63,72,51,31,74,73,72,82,24,42,33,8,10,16,12,7
220814,L. Hernández,Atlético de Madrid,"CB, LB",75,86,6000000,30000,20,Spain Primera Division,France,Left,High/Low,Normal (170-185),57,36,75,67,23,46,38,28,58,65,66,65,69,63,61,62,85,61,70,47,77,75,27,33,34,48,74,76,79,10,7,8,14,10
220414,Diego Rico,CD Leganés,"LB, CB",75,82,4900000,20000,23,Spain Primera Division,Spain,Left,Medium/Low,Normal (170-185),76,34,69,67,53,66,71,69,59,67,74,82,69,65,69,82,73,92,74,72,70,72,59,58,43,63,68,71,76,10,9,15,11,10
205855,M. Livaja,Unión Deportiva Las Palmas,ST,75,81,6000000,20000,22,Spain Primera Division,Croatia,Right,Medium/Low,Normal (170-185),46,76,73,59,67,71,59,46,39,74,72,76,62,75,61,80,78,58,77,62,86,25,74,56,62,62,18,22,16,15,9,12,15,12
178746,Miguel Torres,Málaga CF,"LB, RB",75,75,2900000,20000,30,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),70,22,65,69,30,57,56,58,59,74,59,60,56,73,62,56,69,75,75,47,75,79,44,56,36,67,78,81,80,10,13,8,13,10
174379,G. Castro,Málaga CF,"LW, LM",75,75,3500000,20000,31,Spain Primera Division,Uruguay,Left,High/Low,Normal (170-185),74,68,55,70,63,82,72,69,58,80,75,71,76,79,80,72,68,60,57,69,53,40,78,71,64,77,23,42,37,9,16,15,10,14
208505,R. Zozulya,Real Betis Balompié,ST,76,79,6500000,30000,26,Spain Primera Division,Ukraine,Right,High/High,Normal (170-185),51,70,82,69,74,67,31,54,42,74,81,80,73,75,71,80,82,77,76,63,76,41,81,62,57,58,19,41,24,6,11,12,14,11
178393,A. Cerci,Atlético de Madrid,"RW, CF",76,76,5000000,60000,28,Spain Primera Division,Italy,Left,Medium/Low,Normal (170-185),77,68,59,75,71,80,79,74,67,81,84,86,73,66,77,73,66,44,76,78,62,41,72,69,76,75,24,31,24,9,14,7,12,9
164852,Bruno Gama,Deportivo de La Coruña,"RM, CAM, LM",76,76,5000000,30000,28,Spain Primera Division,Portugal,Right,Medium/Low,Normal (170-185),84,67,46,74,66,82,83,76,80,75,78,71,77,73,69,65,59,67,57,75,58,42,74,61,74,76,35,46,38,15,13,9,10,9
157301,R. Babel,Deportivo de La Coruña,"LM, RM",76,76,4900000,30000,29,Spain Primera Division,Netherlands,Right,Medium/Low,Normal (170-185),69,66,66,72,67,83,70,47,60,79,85,83,74,72,74,85,81,67,75,78,58,34,72,67,70,75,33,28,21,16,8,12,11,15
155984,Markel Bergara,Real Sociedad,"CDM, CM",76,76,3800000,30000,30,Spain Primera Division,Spain,Right,Low/High,Normal (170-185),58,70,67,77,47,58,56,71,76,63,65,43,60,76,68,61,69,73,81,66,80,79,59,76,59,63,69,82,71,11,15,11,15,16
225018,F. Andone,Deportivo de La Coruña,ST,77,83,10000000,30000,23,Spain Primera Division,Romania,Right,High/High,Normal (170-185),62,77,72,61,73,67,54,55,51,73,75,78,79,82,69,81,79,87,75,68,81,51,83,67,63,86,27,52,38,8,6,11,15,6
183526,N. El Zhar,Unión Deportiva Las Palmas,"RM, CAM, LM",77,77,6500000,20000,29,Spain Primera Division,Morocco,Right,Medium/Low,Normal (170-185),75,74,49,72,59,85,75,58,69,80,81,73,84,73,76,81,65,69,60,71,58,32,74,74,73,61,25,27,26,7,10,16,8,13
175379,Pedro León,SD Eibar,"RM, LM",77,77,6500000,20000,29,Spain Primera Division,Spain,Right,High/Low,Normal (170-185),88,72,36,84,68,79,87,79,85,80,59,64,63,68,72,78,32,63,59,79,55,43,67,80,71,53,34,44,32,11,12,10,15,16
45595,D. Bonera,Villarreal CF,CB,77,77,1200000,20000,35,Spain Primera Division,Italy,Right,Low/High,Normal (170-185),58,23,74,56,19,41,38,29,61,51,36,33,38,69,53,60,76,41,79,53,83,81,27,41,49,79,81,81,79,3,3,3,3,3
164029,Charles,Málaga CF,ST,78,78,7000000,30000,32,Spain Primera Division,Brazil,Right,High/High,Normal (170-185),51,81,74,60,84,74,78,53,42,85,64,65,91,79,67,83,91,64,70,73,66,18,80,55,61,78,34,35,27,8,9,16,9,11
159171,Jurado,RCD Espanyol de Barcelona,"LM, CAM",78,78,7500000,30000,30,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),78,77,47,76,72,83,80,78,75,81,73,69,78,78,72,76,62,56,56,75,46,34,77,76,66,68,19,26,27,11,15,7,6,13
214997,Á. Correa,Atlético de Madrid,"ST, CAM, CF",79,88,16000000,50000,21,Spain Primera Division,Argentina,Right,Medium/Low,Normal (170-185),64,81,61,65,77,87,82,65,56,85,86,80,87,82,83,78,54,69,59,82,41,45,79,69,55,71,46,51,44,13,10,9,8,16
207441,L. Vietto,Sevilla FC,ST,79,86,15000000,20000,22,Spain Primera Division,Argentina,Right,High/Low,Normal (170-185),66,82,69,79,81,86,83,70,59,85,78,75,79,82,87,70,74,69,57,75,66,35,83,73,69,71,23,40,32,14,14,8,8,12
162409,G. Rossi,RC Celta de Vigo,ST,79,79,10000000,40000,29,Spain Primera Division,Italy,Left,High/Low,Normal (170-185),68,84,63,76,80,83,78,72,66,86,83,82,84,76,86,74,65,59,55,80,24,18,82,76,87,82,14,24,20,4,9,12,10,4
134979,M. Demichelis,RCD Espanyol de Barcelona,CB,79,79,1700000,20000,35,Spain Primera Division,Argentina,Right,Low/Medium,Normal (170-185),53,39,84,66,36,33,27,31,63,53,33,34,32,76,55,48,72,49,86,35,87,77,29,40,46,85,78,81,73,7,11,12,7,6
180175,Alexandre Pato,Villarreal CF,ST,80,81,17000000,50000,26,Spain Primera Division,Brazil,Right,High/Low,Normal (170-185),68,79,73,75,75,81,81,63,53,80,87,85,81,80,69,77,81,60,72,75,63,29,79,66,77,76,16,23,19,16,7,13,15,8
146758,Soldado,Villarreal CF,ST,80,80,12500000,50000,31,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),74,79,78,78,82,74,75,65,58,80,62,65,68,78,63,83,76,58,70,74,73,41,83,78,80,79,33,41,38,13,13,14,9,6
169416,C. Vela,Real Sociedad,"RW, ST, CAM",81,81,17000000,40000,27,Spain Primera Division,Mexico,Left,High/Low,Normal (170-185),74,78,64,77,84,82,80,71,63,81,87,83,86,77,79,73,69,70,68,76,57,37,78,78,72,79,12,22,14,8,14,8,13,10
115909,Rubén Castro,Real Betis Balompié,"ST, LW",81,81,6500000,30000,35,Spain Primera Division,Spain,Right,Medium/Low,Normal (170-185),60,84,73,69,72,83,72,69,45,81,80,77,87,87,77,77,78,78,61,78,50,37,86,74,76,70,11,12,14,14,8,15,8,12
205600,S. Umtiti,FC Barcelona,CB,82,87,23000000,130000,22,Spain Primera Division,France,Left,High/High,Normal (170-185),69,51,72,78,70,69,72,63,71,73,74,75,68,75,66,83,87,80,76,74,79,86,58,56,61,66,80,85,83,15,10,14,12,15
193747,Koke,Atlético de Madrid,"CM, LM, RM",84,88,37000000,80000,24,Spain Primera Division,Spain,Right,High/High,Normal (170-185),84,71,62,85,56,80,85,76,87,86,74,69,77,84,78,84,61,81,75,81,68,58,80,89,59,67,50,57,51,14,12,5,10,13
143745,A. Turan,FC Barcelona,"CM, RM, LM",84,84,26500000,225000,29,Spain Primera Division,Turkey,Right,High/High,Normal (170-185),82,72,70,85,80,87,81,64,81,88,78,68,86,81,77,73,79,74,70,77,80,61,82,86,73,83,54,63,65,11,7,11,12,11
165153,K. Benzema,Real Madrid CF,ST,87,87,45500000,300000,28,Spain Primera Division,France,Right,Medium/Low,Normal (170-185),75,88,78,86,79,83,79,73,47,87,79,82,77,83,60,83,70,74,78,78,65,22,87,85,82,82,13,15,12,13,11,5,5,7
229415,Álex García,Atlético de Madrid,CB,61,67,275000,7000,22,Spain Primera Division,Spain,Right,Medium/Low,Lean (170-185),29,22,58,49,28,35,37,35,30,42,64,62,46,51,65,48,68,58,55,25,50,59,30,33,39,46,64,71,66,9,7,12,7,11
225505,J. Mondragón,CA Osasuna,"CB, RB",61,68,275000,4000,21,Spain Primera Division,Colombia,Right,Low/Medium,Lean (170-185),30,26,67,37,31,32,36,29,31,49,55,52,47,53,57,52,64,55,60,29,52,60,28,33,48,48,58,68,66,8,11,11,16,8
211234,E. Fernández,Real Madrid CF,"LM, CAM",66,75,950000,20000,21,Spain Primera Division,France,Right,Medium/Low,Lean (185+),59,55,35,64,52,77,79,63,52,79,67,62,74,53,70,47,33,50,57,60,26,29,55,71,66,42,25,26,16,7,13,6,15,9
210520,Edgar Ié,Villarreal CF,"CB, RB",68,72,950000,15000,22,Spain Primera Division,Portugal,Right,Low/High,Lean (170-185),58,32,59,61,38,46,49,66,54,53,77,80,71,58,64,67,90,68,73,55,65,62,35,33,49,40,70,72,69,7,9,7,10,12
204992,M. Kone,CD Leganés,"ST, RW",68,74,1200000,15000,24,Spain Primera Division,Côte d'Ivoire,Right,High/Low,Lean (170-185),51,66,51,41,54,72,47,56,40,70,80,81,83,63,76,77,75,67,74,60,68,26,71,38,57,46,16,30,12,10,11,13,10,11
229606,V. Angban,Granada CF,"CDM, CM",70,82,1900000,7000,19,Spain Primera Division,Côte d'Ivoire,Right,High/High,Lean (170-185),62,46,41,72,37,72,59,45,70,73,62,65,71,62,69,53,62,71,72,55,80,67,61,69,53,73,56,71,62,11,13,8,9,13
221452,Nano,SD Eibar,"ST, CAM",72,81,3300000,10000,21,Spain Primera Division,Spain,Right,High/High,Lean (170-185),54,76,57,65,67,65,72,42,39,71,87,78,74,73,76,66,69,65,62,61,38,21,81,61,69,61,21,23,20,15,11,14,7,9
198579,Tano Bonnin,CA Osasuna,"CB, RB",72,76,2200000,15000,26,Spain Primera Division,Dominican Republic,Right,Low/Medium,Normal (185+),44,16,65,63,13,46,40,52,53,55,40,55,40,55,53,52,74,66,83,22,82,69,29,35,51,42,67,77,76,7,13,14,6,14
188058,A. Kravets,Granada CF,ST,72,73,2400000,15000,27,Spain Primera Division,Ukraine,Right,High/High,Normal (185+),46,73,75,67,71,64,53,47,49,66,61,64,46,76,45,72,61,63,79,65,59,54,78,63,59,71,28,32,34,10,15,8,13,6
172283,Carlos Martínez,Real Sociedad,RB,72,72,1500000,15000,30,Spain Primera Division,Spain,Right,High/High,Normal (185+),80,45,69,67,41,64,72,47,71,72,56,64,55,67,33,57,36,59,78,61,46,76,53,63,43,48,71,73,78,11,6,12,13,7
226385,C. Espinoza,Deportivo Alavés,"RM, ST",73,83,4600000,20000,21,Spain Primera Division,Argentina,Right,Medium/Low,Lean (170-185),74,66,46,67,58,78,52,61,60,73,80,82,83,66,76,65,63,66,46,67,25,18,65,74,54,59,11,16,15,16,8,12,7,8
200735,Isaac Cuenca,Granada CF,"RW, LW, RM, LM",73,76,3600000,20000,25,Spain Primera Division,Spain,Right,Medium/Low,Lean (170-185),69,63,30,67,59,85,84,59,58,83,79,78,84,65,79,67,60,63,47,61,35,27,63,64,70,57,24,33,27,13,7,15,15,9
223608,Eraso,Athletic Club de Bilbao,"CAM, CDM",74,76,4000000,20000,26,Spain Primera Division,Spain,Right,High/High,Lean (170-185),64,73,54,80,59,70,48,59,76,71,63,66,52,84,59,71,73,86,68,68,82,67,81,68,53,80,49,64,57,10,15,9,9,14
220883,R. Borré,Villarreal CF,"ST, CF, CAM",74,83,5500000,30000,20,Spain Primera Division,Colombia,Right,Medium/Low,Lean (170-185),63,75,74,68,67,77,82,67,61,74,80,77,79,69,74,68,76,64,58,76,58,35,76,65,66,72,29,33,22,11,14,14,11,8
215644,Burgui,Real Sporting de Gijón,"LM, CAM",74,83,5000000,20000,22,Spain Primera Division,Spain,Right,Medium/Low,Lean (170-185),75,71,55,74,52,78,77,64,64,77,78,79,66,63,62,65,57,65,53,66,33,18,66,70,63,32,24,28,21,6,8,10,12,10
215330,J. Correa,Sevilla FC,"CAM, LM",74,82,5000000,15000,21,Spain Primera Division,Argentina,Right,Medium/Low,Normal (185+),73,66,43,76,67,76,69,63,71,77,72,76,72,68,60,74,42,63,67,71,48,31,67,71,57,60,29,37,26,11,10,7,8,8
208790,Z. Bakkali,Valencia CF,"RW, LW",74,82,5000000,20000,20,Spain Primera Division,Belgium,Right,Medium/Low,Normal (170-),65,66,28,73,67,84,81,67,53,80,91,84,88,62,92,72,65,48,36,73,37,16,64,58,57,57,13,17,20,11,6,16,12,16
183068,C. Beauvue,RC Celta de Vigo,"ST, RW",74,74,3400000,30000,28,Spain Primera Division,France,Right,Medium/Low,Lean (170-185),72,71,87,71,83,72,59,71,61,73,74,69,82,63,75,81,78,54,62,64,54,43,70,64,70,61,36,45,21,16,15,8,15,13
208607,M. Mantovani,CD Leganés,CB,75,75,2700000,20000,31,Spain Primera Division,Argentina,Right,High/Low,Lean (185+),47,37,79,64,55,53,63,45,68,66,52,49,53,73,51,59,63,77,82,34,92,74,46,33,42,42,75,74,67,9,9,11,14,12
223033,Jorge Meré,Real Sporting de Gijón,CB,76,84,6000000,15000,19,Spain Primera Division,Spain,Right,Medium/Low,Stocky (170-185),30,22,75,69,33,37,34,33,62,69,73,68,66,69,75,48,80,66,67,27,71,77,25,34,51,46,78,76,81,15,12,11,8,8
219808,Tana,Unión Deportiva Las Palmas,"CAM, LM, RM",76,79,6500000,20000,25,Spain Primera Division,Spain,Right,Medium/Low,Stocky (170-),60,73,28,78,56,82,66,59,67,77,72,67,78,70,87,65,55,68,43,62,26,15,77,72,64,48,17,20,15,7,11,7,8,14
166074,Bebé,SD Eibar,"LM, RM, RW, ST",76,77,6000000,20000,25,Spain Primera Division,Portugal,Right,Medium/Low,Lean (185+),78,67,57,69,69,82,67,76,64,78,79,90,67,74,53,88,64,76,83,70,55,23,68,66,65,60,18,23,20,15,7,8,7,11
214977,M. Kranevitter,Sevilla FC,"CDM, CM",77,85,9000000,15000,23,Spain Primera Division,Argentina,Right,Low/Medium,Lean (170-185),60,42,56,74,33,67,47,44,72,73,64,67,65,71,76,61,74,81,70,44,80,82,53,66,46,74,72,83,79,12,13,7,6,7
195093,Willian José,Real Sociedad,"ST, CF, CAM",78,84,12000000,30000,24,Spain Primera Division,Brazil,Right,Medium/Low,Normal (185+),54,78,70,71,73,73,62,71,46,77,64,68,59,79,51,85,56,66,86,68,65,40,81,63,80,73,29,37,35,15,14,16,15,8
204277,Roque Mesa,Unión Deportiva Las Palmas,"CDM, CM",79,80,9500000,30000,27,Spain Primera Division,Spain,Right,High/High,Stocky (170-),62,67,32,80,34,72,46,48,68,74,79,78,77,79,89,63,79,92,67,54,92,81,67,69,42,70,67,80,81,15,8,7,11,9
216201,Williams,Athletic Club de Bilbao,"RW, LW",80,86,20000000,30000,22,Spain Primera Division,Spain,Right,High/High,Lean (185+),78,74,67,77,64,80,49,53,66,81,90,94,86,78,45,85,84,77,84,71,66,21,76,75,64,42,28,38,31,14,15,14,10,13
199451,W. Ben Yedder,Sevilla FC,"ST, CF",80,83,18000000,20000,25,Spain Primera Division,France,Right,High/High,Normal (170-),73,82,74,80,75,84,80,77,68,83,84,82,91,76,86,77,85,77,57,69,55,44,81,79,74,78,28,21,26,6,13,9,7,7
198164,Jonathan Viera,Unión Deportiva Las Palmas,"LM, CAM, RM",80,81,16000000,30000,26,Spain Primera Division,Spain,Right,High/Low,Lean (170-),78,73,32,81,57,85,80,76,68,83,78,74,89,76,84,68,69,67,58,78,56,25,77,82,70,76,15,15,14,16,16,9,14,9
190507,Etxeita,Athletic Club de Bilbao,CB,80,80,11000000,30000,28,Spain Primera Division,Spain,Right,Low/Medium,Normal (185+),36,29,77,65,38,47,35,43,54,63,52,60,67,71,55,54,79,76,82,34,88,78,28,30,30,59,81,82,84,6,7,8,10,7
20801,Cristiano Ronaldo,Real Madrid CF,"LW, LM, ST",94,94,87000000,575000,31,Spain Primera Division,Portugal,Right,High/Low,Unique,84,93,87,82,88,93,81,77,72,92,91,92,90,96,63,94,95,92,80,92,63,29,94,85,85,86,22,31,23,7,11,15,14,11
233329,M. Villanueva,Málaga CF,"CB, LB",69,76,1200000,10000,23,Spain Primera Division,Venezuela,Left,Low/High,Lean (185+),53,27,67,52,25,36,29,47,55,59,34,54,28,58,29,66,65,61,83,43,71,67,28,29,38,59,66,74,63,13,6,13,5,12
225591,L. Suárez,Villarreal CF,CAM,71,82,2800000,15000,20,Spain Primera Division,Argentina,Left,Medium/Low,Lean (170-),61,68,54,69,59,81,76,60,58,73,78,70,88,58,91,56,74,53,40,70,36,15,55,75,62,48,19,22,11,11,14,6,15,7
220702,G. Silva,Granada CF,"LB, LWB, CB",72,78,2500000,10000,22,Spain Primera Division,Uruguay,Left,Low/Medium,Lean (185+),67,33,73,66,33,65,58,69,60,64,64,70,67,66,56,64,63,71,77,47,65,73,47,53,55,69,72,74,77,7,7,13,12,10
168930,Omar Ramos,CD Leganés,"RM, LM, RW",74,74,3200000,20000,28,Spain Primera Division,Spain,Left,Medium/Low,Lean (170-185),81,63,46,68,54,80,84,61,73,77,78,78,85,65,80,62,67,67,51,70,58,20,69,70,73,62,27,32,35,6,13,16,14,10
215421,Deyverson,Deportivo Alavés,ST,76,81,7000000,30000,25,Spain Primera Division,Brazil,Left,High/High,Lean (185+),57,73,81,64,75,66,48,31,46,74,73,79,73,79,49,76,85,75,73,65,82,34,80,55,66,67,21,39,36,7,15,11,9,11
210930,Carles Gil,Deportivo de La Coruña,"RM, CAM",77,83,9500000,20000,23,Spain Primera Division,Spain,Left,High/Low,Normal (170-),74,70,34,79,71,83,76,58,76,82,71,70,75,75,75,63,60,68,55,67,41,40,76,77,70,72,36,43,39,12,15,16,9,6
111093,Reyes,RCD Espanyol de Barcelona,"RW, LW, RM, LM",78,78,6500000,30000,32,Spain Primera Division,Spain,Left,Medium/Low,Lean (170-185),82,70,55,81,69,86,85,77,79,85,75,69,73,75,75,72,52,34,58,79,62,23,69,82,72,70,24,27,23,15,10,8,13,16
206225,D. Cheryshev,Villarreal CF,LM,79,82,12500000,40000,25,Spain Primera Division,Russia,Left,High/Low,Lean (170-185),80,74,54,76,68,80,74,61,68,81,81,84,76,75,74,80,75,79,67,71,68,61,76,81,64,69,52,57,54,16,7,14,7,8
199827,P. Hernández,RC Celta de Vigo,"CM, CAM",80,80,13000000,30000,29,Spain Primera Division,Chile,Left,High/Low,Lean (185+),54,69,53,82,69,81,75,69,80,80,74,71,71,82,53,75,69,74,80,74,87,74,80,81,62,67,56,68,70,6,15,9,15,10
198076,A. Abdennour,Valencia CF,CB,80,82,14000000,40000,26,Spain Primera Division,Tunisia,Left,High/High,Normal (185+),56,48,75,68,32,52,48,39,64,61,58,64,65,71,67,80,75,70,90,64,86,79,53,53,51,75,80,82,83,12,8,7,8,15
192629,Iago Aspas,RC Celta de Vigo,"ST, RW",81,81,17000000,40000,28,Spain Primera Division,Spain,Left,High/High,Lean (170-185),69,83,74,75,85,84,83,76,67,83,86,76,91,85,77,75,68,66,59,79,63,36,84,68,74,69,20,21,18,12,16,9,12,13
