Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,Release clause,prefer_foot,Work rate,Body type,league,Best overall,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
257889,K. Jaki?,Eintracht Frankfurt,Croatia,CDM,26,74,76,4700000,27000,8300000,Right,Low/ High,Normal (170-185),Germany,75,53,52,69,71,60,65,41,45,73,74,76,61,64,71,74,79,83,86,78,70,82,72,55,66,49,69,70,74,72,10,10,5,9,10
257073,Tiago Tomás,VfL Wolfsburg,Portugal,ST,21,74,82,9500000,29000,18100000,Right,Medium/ Low,Lean (170-185),Germany,76,42,71,67,68,68,78,65,41,59,77,84,91,77,72,79,76,79,76,67,62,61,40,74,58,70,66,35,37,29,8,14,9,13,7
198352,S. Bell,FSV Mainz 05,Germany,CB,31,74,74,2900000,22000,4900000,Right,Low/ Medium,Normal (185+),Germany,74,43,31,84,63,32,47,33,40,66,50,33,53,34,76,34,64,73,55,86,30,73,75,32,47,31,76,78,76,65,7,16,8,13,14
216497,M. Philipp,SC Freiburg,Germany,CF,29,74,74,4200000,40000,11400000,Right,Medium/ Low,Lean (170-185),Germany,74,66,73,50,72,74,78,68,65,62,77,76,78,76,74,75,78,68,63,65,76,36,39,72,72,83,69,39,48,34,8,12,10,10,9
244176,D. Undav,VfB Stuttgart,Germany,ST,26,75,76,6500000,69000,14100000,Right,Medium/ Low,Stocky (170-185),Germany,76,67,80,66,72,79,73,74,66,62,77,66,67,68,74,70,79,74,66,74,76,72,18,80,77,72,79,25,37,29,9,12,9,11,13
250955,J. Staniši?,Bayer 04 Leverkusen,Croatia,RB,23,75,81,8500000,36000,18100000,Right,Low/ Medium,Lean (185+),Germany,77,65,39,76,73,29,65,57,23,60,69,70,84,66,72,64,48,83,70,74,32,69,73,43,44,37,55,77,77,74,11,6,10,9,12
208335,L. Kübler,SC Freiburg,Germany,RB,30,75,75,4800000,23000,8200000,Right,Low/ Medium,Normal (170-185),Germany,75,70,44,61,70,50,67,46,27,54,69,71,83,66,73,67,56,77,73,77,43,73,74,47,49,58,64,74,75,77,12,14,11,8,8
246919,T. ?van?ara,Borussia Mönchengladbach,Czech Republic,ST,22,75,80,8500000,24000,15100000,Right,Medium/ Low,Lean (185+),Germany,77,67,75,76,69,71,73,62,60,62,75,74,77,68,75,58,72,82,68,83,67,73,17,79,64,69,70,21,20,19,10,15,12,8,13
211999,R. Khedira,FC Union Berlin,Germany,CDM,29,76,76,6500000,31000,11100000,Right,Low/ High,Normal (185+),Germany,78,42,34,75,69,29,57,38,41,64,68,53,65,54,75,57,58,79,83,83,51,85,79,43,59,46,67,82,78,74,9,13,11,12,8
256675,O. Marmoush,Eintracht Frankfurt,Egypt,ST,24,76,80,11000000,33000,19500000,Right,High/ Low,Normal (170-185),Germany,78,49,78,66,74,67,82,58,63,52,79,84,88,90,73,80,74,78,69,66,75,67,30,76,69,70,72,26,24,21,11,13,15,8,11
230084,L. Nmecha,VfL Wolfsburg,Germany,ST,24,77,82,16000000,41000,28400000,Right,Medium/ Low,Normal (185+),Germany,79,58,78,74,76,71,77,61,48,59,80,78,78,73,75,72,79,87,74,80,71,71,37,76,68,81,71,43,33,27,9,11,11,8,6
246875,O. Kossounou,Bayer 04 Leverkusen,Côte d'Ivoire,CB,22,77,84,20000000,37000,38000000,Right,Low/ Medium,Lean (185+),Germany,79,58,26,76,72,28,66,33,23,73,69,74,81,62,70,56,52,81,76,82,24,73,77,44,57,32,69,77,78,77,5,8,6,10,6
221491,N. Elvedi,Borussia Mönchengladbach,Switzerland,CB,26,77,78,11000000,26000,19500000,Right,Low/ Medium,Normal (185+),Germany,78,65,30,76,76,30,62,45,29,61,72,68,70,64,77,55,50,85,75,81,45,72,78,53,60,37,70,78,78,76,9,15,10,12,9
223790,S. Becker,FC Union Berlin,Suriname,ST,28,78,78,14500000,41000,24700000,Right,Medium/ Low,Normal (170-185),Germany,79,74,79,65,74,73,80,66,50,69,78,93,95,78,79,80,79,84,73,73,71,52,45,78,66,66,73,21,32,33,6,14,15,16,13
235407,S. Özcan,Borussia Dortmund,Turkey,CDM,25,78,81,17000000,39000,30200000,Right,Low/ High,Stocky (170-185),Germany,79,62,66,73,76,51,75,59,53,76,75,77,73,78,75,84,65,86,82,80,53,83,81,68,73,57,76,74,77,74,13,7,9,9,11
222331,L. Klostermann,RB Leipzig,Germany,CB,27,79,81,18500000,50000,32800000,Right,Low/ Medium,Normal (185+),Germany,81,72,55,77,74,41,71,47,22,63,73,80,81,63,81,60,58,88,80,77,31,71,80,68,55,32,68,82,81,85,8,12,10,7,7
215441,S. Guirassy,VfB Stuttgart,Guinea,ST,27,79,79,19000000,33000,34200000,Right,High/ Low,Normal (185+),Germany,79,56,82,79,74,76,78,66,67,63,79,65,67,67,79,66,81,85,71,82,76,72,29,82,68,80,81,42,29,34,11,8,12,12,8
222028,J. Weigl,Borussia Mönchengladbach,Germany,CDM,27,80,81,21500000,33000,38200000,Right,Low/ High,Lean (185+),Germany,80,59,65,65,88,57,75,73,46,85,78,65,49,75,80,64,68,71,83,68,61,78,77,67,76,55,80,78,80,64,6,14,16,11,7
213331,J. Tah,Bayer 04 Leverkusen,Germany,CB,27,81,82,26000000,57000,46200000,Right,Low/ Medium,Stocky (185+),Germany,82,35,32,83,77,33,60,37,27,68,66,55,76,49,77,40,60,87,77,92,26,79,81,33,56,38,74,79,84,80,11,8,7,9,14
236401,N. Mazraoui,FC Bayern München,Morocco,RB,25,82,85,37000000,65000,63800000,Right,High/ Low,Lean (170-185),Germany,83,79,69,65,83,56,83,69,42,76,84,83,75,86,79,70,68,78,85,70,61,69,81,80,77,44,79,76,78,83,12,7,13,12,12
237086,Kim Min Jae,FC Bayern München,Korea Republic,CB,26,84,86,46000000,82000,79400000,Right,Low/ High,Normal (185+),Germany,86,35,23,79,75,24,57,36,23,69,68,75,84,65,82,65,51,83,77,88,37,84,85,48,57,30,72,86,87,85,13,7,11,14,11
233728,M. Doucouré,Borussia Mönchengladbach,France,CB,25,62,67,525000,4000,932000,Left,Low/ Medium,Normal (170-185),Germany,64,35,21,56,62,31,48,30,35,50,56,52,48,65,58,66,56,71,34,68,28,63,58,29,48,40,45,63,65,62,12,7,6,9,6
256830,J. Mina,Werder Bremen,Ecuador,CAM,21,64,70,950000,4000,1900000,Left,High/ Low,Lean (170-185),Germany,66,51,68,59,65,53,60,49,55,62,65,64,61,65,62,71,63,49,55,35,63,43,27,62,64,58,55,40,44,42,13,6,9,12,13
265465,M. Maglica,Darmstadt 98,Croatia,CB,24,70,76,2300000,11000,4600000,Left,Low/ Medium,Normal (185+),Germany,72,40,35,74,58,27,37,32,54,52,54,35,40,35,68,32,78,77,66,92,63,78,67,33,29,64,55,67,70,68,7,14,8,9,12
258812,T. Siersleben,Heidenheim,Germany,CB,23,71,75,2400000,15000,4500000,Left,Low/ Medium,Normal (185+),Germany,73,48,25,70,61,27,51,27,30,48,58,59,47,55,70,58,45,83,63,78,41,69,73,26,36,43,63,73,75,68,6,11,11,9,15
256674,J. Justvan,TSG Hoffenheim,Germany,CAM,25,72,75,3100000,22000,5500000,Left,High/ Low,Normal (170-185),Germany,74,62,52,46,75,46,74,67,61,68,73,82,85,86,72,83,65,55,74,40,56,56,56,68,75,43,58,55,52,51,12,10,15,9,9
256196,W. Pacho,Eintracht Frankfurt,Ecuador,CB,21,75,84,12000000,21000,22800000,Left,Low/ Medium,Stocky (185+),Germany,77,46,30,68,67,26,52,31,38,68,65,80,85,63,74,58,41,87,69,86,29,73,71,36,47,36,77,75,79,76,9,12,12,13,10
200318,M. Uth,FC Köln,Germany,CAM,31,75,75,4700000,26000,8500000,Left,Medium/ Low,Lean (185+),Germany,75,72,75,67,75,74,76,80,78,72,77,71,64,74,77,68,83,74,51,66,78,61,39,76,75,67,74,34,39,36,9,11,8,9,11
204082,J. Brooks,TSG Hoffenheim,United States,CB,30,76,76,6000000,29000,10200000,Left,Low/ Medium,Normal (185+),Germany,76,36,39,84,70,32,59,30,28,70,63,53,58,53,75,51,52,78,61,85,29,74,73,40,58,45,81,76,80,74,8,7,10,9,10
234575,Diogo Leite,FC Union Berlin,Portugal,CB,24,76,80,9500000,25000,16900000,Left,Low/ Medium,Lean (185+),Germany,78,29,30,77,72,32,55,35,20,69,67,57,57,63,77,57,59,81,72,78,38,72,78,30,34,38,68,77,79,75,7,5,10,8,10
240833,Y. Moukoko,Borussia Dortmund,Germany,ST,18,77,87,22500000,18000,42800000,Left,Medium/ Low,Unique,Germany,79,47,79,69,71,77,79,68,42,48,81,82,79,85,77,86,78,79,68,68,67,52,32,78,59,60,75,30,31,25,13,13,11,10,13
236703,D. Raum,RB Leipzig,Germany,LB,25,78,82,18000000,43000,32000000,Left,High/ Low,Normal (170-185),Germany,80,85,57,59,75,52,78,81,63,71,77,86,89,77,73,77,64,81,87,76,65,69,72,59,78,49,75,70,73,73,11,8,14,12,6
199439,M. Gregoritsch,SC Freiburg,Austria,ST,29,79,79,17500000,38000,29800000,Left,Medium/ Low,Normal (185+),Germany,79,65,82,86,73,77,71,81,76,66,79,55,62,55,79,52,82,86,71,85,74,58,33,83,70,64,73,36,40,38,10,6,9,16,6
209889,R. Guerreiro,FC Bayern München,Portugal,LB,29,82,82,27000000,72000,44600000,Left,High/ Low,Normal (170-),Germany,84,84,78,42,89,79,87,85,82,79,89,79,54,90,88,90,79,51,77,49,83,44,85,79,85,54,87,79,78,77,12,6,8,11,8
234396,A. Davies,FC Bayern München,Canada,LB,22,83,88,52000000,64000,89700000,Left,High/ Low,Unique,Germany,85,85,64,70,82,59,85,72,44,71,84,96,95,86,84,83,74,86,81,75,63,77,78,77,77,58,78,71,74,74,11,11,6,5,14
247771,O. Deman,Werder Bremen,Belgium,LM,23,70,76,2500000,12000,5000000,Left,High/ High,Lean (170-185),Germany,71,69,61,67,70,60,68,63,58,63,70,74,77,76,63,67,71,74,84,63,63,72,64,64,72,45,63,66,63,65,10,15,5,10,13
204497,K. Stöger,VfL Bochum 1848,Austria,CM,29,75,75,5500000,24000,9900000,Left,High/ High,Normal (170-185),Germany,75,74,64,45,79,62,71,70,72,77,76,62,55,78,78,78,70,59,75,63,70,50,67,69,82,50,72,62,62,53,15,12,13,10,12
200610,K. Volland,FC Union Berlin,Germany,ST,30,79,79,17000000,44000,28900000,Left,High/ High,Stocky (170-185),Germany,79,78,82,76,78,85,78,79,80,74,79,69,68,73,77,79,85,86,83,85,81,80,45,82,80,72,82,36,50,38,8,7,9,7,12
219733,L. Ajorque,FSV Mainz 05,France,ST,29,79,79,17500000,38000,29800000,Left,High/ High,Normal (185+),Germany,79,50,83,84,73,81,72,57,51,48,76,59,57,52,82,32,79,82,77,94,71,82,39,84,74,69,78,43,45,35,8,13,14,14,7
251852,K. Adeyemi,Borussia Dortmund,Germany,LM,21,80,87,43000000,38000,81700000,Left,High/ High,Lean (170-185),Germany,81,71,80,70,74,71,82,67,62,64,79,96,96,88,78,81,76,90,75,66,74,59,31,77,72,70,76,25,36,25,12,12,7,12,7
247819,N. Schlotterbeck,Borussia Dortmund,Germany,CB,23,83,88,49500000,51000,87900000,Left,High/ High,Normal (185+),Germany,86,48,51,85,77,51,73,49,41,81,72,79,77,68,83,66,75,93,73,84,66,83,83,58,68,38,77,84,87,82,8,10,8,14,13
235297,M. Bero,VfL Bochum 1848,Slovakia,CAM,27,70,70,1700000,13000,3100000,Right,High/ High,Normal (170-185),Germany,71,66,70,62,71,69,71,69,64,69,70,68,68,69,72,73,75,77,93,80,69,79,66,74,68,67,68,73,65,61,13,9,14,5,7
234889,F. Jensen,FC Augsburg,Finland,CAM,25,71,74,2500000,16000,4700000,Right,High/ High,Normal (170-185),Germany,73,68,68,56,72,70,75,61,44,63,73,68,78,70,67,67,75,71,64,74,66,64,41,69,70,48,72,49,57,56,5,11,6,6,7
233409,R. Gumny,FC Augsburg,Poland,RB,25,71,73,2200000,15000,4100000,Right,High/ High,Lean (170-185),Germany,72,65,35,53,68,46,66,54,31,52,70,77,76,77,68,74,47,71,79,70,45,53,70,63,57,38,64,65,70,68,11,6,13,12,6
245264,M. Kaufmann,FC Union Berlin,Denmark,ST,22,71,77,3000000,19000,5700000,Right,High/ High,Normal (185+),Germany,73,51,72,66,63,63,65,49,39,43,69,79,89,67,68,57,73,83,73,77,62,45,18,73,56,64,65,23,22,17,14,12,10,6,14
268896,H. Larsson,Eintracht Frankfurt,Sweden,CM,19,71,85,4400000,12000,10200000,Right,High/ High,Lean (185+),Germany,73,44,51,54,76,61,66,62,41,71,73,72,79,78,70,56,67,68,92,68,66,74,68,64,70,51,72,67,60,51,14,7,7,12,8
272874,A. Engels,FC Augsburg,Belgium,CM,19,72,83,5000000,11000,10000000,Right,High/ High,Normal (185+),Germany,74,70,62,57,77,55,75,73,68,70,74,70,66,76,71,75,74,68,79,65,61,76,65,63,73,60,66,62,64,60,11,12,8,12,13
254660,J. Thielmann,FC Köln,Germany,RM,21,72,81,5500000,14000,11000000,Right,High/ High,Normal (170-185),Germany,73,65,69,60,69,62,71,67,44,65,74,84,79,76,73,79,73,74,77,58,69,69,51,67,68,65,62,44,39,41,15,7,13,11,14
227978,M. Mehlem,Darmstadt 98,Germany,CAM,25,73,76,4000000,19000,7500000,Right,High/ High,Normal (170-185),Germany,75,64,71,34,74,45,76,66,52,68,74,77,63,86,67,90,63,55,86,53,68,66,49,74,75,52,69,54,61,51,16,10,8,8,13
252027,A. Vranckx,VfL Wolfsburg,Belgium,CM,20,73,82,6500000,24000,12400000,Right,High/ High,Normal (170-185),Germany,75,64,63,62,78,58,79,68,58,70,78,73,51,74,75,74,77,77,76,75,66,77,64,70,67,41,71,58,68,62,9,14,13,12,7
225692,M. Bader,Darmstadt 98,Germany,RWB,26,74,76,4800000,20000,9000000,Right,High/ High,Normal (170-185),Germany,74,71,40,48,72,31,69,58,36,54,72,74,66,76,70,77,45,64,86,62,41,68,68,49,50,40,67,70,71,70,10,13,15,7,7
251392,T. Krauß,FSV Mainz 05,Germany,CDM,22,74,82,9000000,19000,17100000,Right,High/ High,Normal (170-185),Germany,75,51,61,64,75,62,73,50,47,70,75,74,78,70,72,68,73,74,83,67,71,86,70,72,70,66,65,69,75,71,7,11,5,12,8
232711,J. Stage,Werder Bremen,Denmark,CM,26,74,75,4900000,22000,9200000,Right,High/ High,Normal (185+),Germany,75,65,65,76,76,61,70,61,56,70,76,68,77,67,76,73,71,84,89,78,62,77,73,73,70,60,73,69,74,70,11,12,5,10,6
237629,A. Maier,FC Augsburg,Germany,RM,24,75,80,8500000,22000,15900000,Right,High/ High,Normal (185+),Germany,78,71,59,49,80,43,76,56,53,77,78,66,70,68,77,72,75,68,78,77,66,61,70,73,78,38,74,71,73,70,14,10,10,8,7
257191,A. Stach,TSG Hoffenheim,Germany,CM,24,75,80,8500000,27000,15100000,Right,High/ High,Normal (185+),Germany,78,70,58,76,76,54,72,71,64,73,75,70,73,62,76,44,84,86,79,81,78,73,85,74,76,51,68,66,77,66,7,14,8,7,11
270670,F. Chaïbi,Eintracht Frankfurt,Algeria,LM,20,75,86,12500000,24000,23800000,Right,High/ High,Normal (170-185),Germany,76,74,76,65,79,52,75,71,67,69,74,74,72,63,75,63,67,77,74,71,48,68,69,73,74,61,73,67,69,68,10,13,12,12,11
229071,K. Onisiwo,FSV Mainz 05,Austria,ST,31,75,75,4800000,28000,8200000,Right,High/ High,Normal (185+),Germany,75,66,75,74,64,69,75,67,54,54,71,75,80,65,77,62,80,88,79,85,66,85,49,77,68,53,74,44,53,40,11,11,10,10,16
257876,N. Seiwald,RB Leipzig,Austria,CM,22,76,84,17000000,38000,32300000,Right,High/ High,Normal (170-185),Germany,78,70,58,63,77,58,72,69,60,78,75,74,73,77,79,76,70,73,92,65,66,76,76,68,74,54,70,71,76,72,5,8,7,14,7
228595,G. Prömel,TSG Hoffenheim,Germany,CM,28,76,76,7500000,34000,12800000,Right,High/ High,Normal (170-185),Germany,77,61,71,77,76,65,74,55,51,74,76,65,69,67,78,67,77,83,92,76,71,79,77,73,71,51,76,73,76,72,8,14,7,10,6
220883,R. Borré,Werder Bremen,Colombia,ST,27,76,76,8000000,37000,32300000,Right,High/ High,Normal (170-185),Germany,76,71,75,74,77,74,75,78,67,69,76,83,70,84,76,80,79,83,85,67,73,85,41,78,78,72,80,44,45,29,11,14,14,11,8
223689,W. Weghorst,TSG Hoffenheim,Netherlands,ST,30,77,77,10500000,51000,17000000,Right,High/ High,Normal (185+),Germany,77,38,75,86,77,76,65,40,48,54,80,52,60,54,81,40,84,88,83,90,68,87,54,80,70,71,74,48,64,52,11,9,14,16,12
200215,S. Rode,Eintracht Frankfurt,Germany,CDM,32,77,77,7000000,33000,11900000,Right,High/ High,Normal (170-185),Germany,77,67,63,64,78,55,72,56,52,75,75,69,60,65,77,74,71,74,56,72,68,84,81,69,72,51,78,79,78,76,9,8,14,7,11
195365,K. Kampl,RB Leipzig,Slovenia,CM,32,79,79,14000000,55000,23800000,Right,High/ High,Lean (170-185),Germany,79,72,62,34,87,68,80,79,75,78,80,74,58,88,81,82,72,51,86,47,70,66,76,70,78,64,79,70,60,62,13,11,7,6,16
190765,P. Groß,Brighton & Hove Albion,Germany,CM,32,79,79,14000000,83000,26600000,Right,High/ High,Lean (170-185),Germany,79,84,75,53,83,67,79,85,77,80,81,55,50,67,81,66,76,62,85,68,80,69,62,79,82,72,84,70,65,62,8,15,15,16,11
225126,E. Skhiri,Eintracht Frankfurt,Tunisia,CDM,28,81,82,25000000,46000,44400000,Right,High/ High,Lean (185+),Germany,81,67,76,75,79,60,76,72,55,83,77,65,61,74,83,64,75,75,93,67,72,77,86,75,71,58,82,82,79,73,15,14,8,14,14
212242,R. Andrich,Bayer 04 Leverkusen,Germany,CDM,28,82,82,27000000,65000,45900000,Right,High/ High,Normal (185+),Germany,82,71,74,74,80,70,74,78,76,78,76,59,56,63,80,59,84,80,87,83,80,88,82,72,73,62,73,82,84,77,7,9,10,13,15
189596,T. Müller,FC Bayern München,Germany,CAM,33,84,84,26500000,90000,43700000,Right,High/ High,Lean (185+),Germany,84,85,84,79,85,84,77,81,59,79,84,63,56,67,93,70,78,76,80,66,79,62,58,94,87,70,84,47,57,46,6,7,11,14,14
202126,H. Kane,FC Bayern München,England,ST,29,90,90,119500000,170000,197200000,Right,High/ High,Unique,Germany,90,80,95,89,87,89,82,82,65,88,87,67,71,66,93,73,93,87,83,84,87,80,42,94,87,92,92,46,46,38,8,10,11,14,11
261360,N. Mbamba,Bayer 04 Leverkusen,Belgium,CDM,18,64,84,1500000,3000,4100000,Right,Medium/ High,Lean (185+),Germany,66,31,20,64,67,23,66,25,28,64,66,67,76,67,53,63,53,74,65,73,50,68,57,44,59,26,62,58,65,63,12,11,11,14,6
240008,A. Papadopoulos,Borussia Dortmund,Germany,CB,23,67,72,1400000,10000,2500000,Right,Medium/ High,Stocky (185+),Germany,69,28,22,55,59,29,53,23,30,44,58,63,66,64,64,64,41,82,76,82,33,82,64,37,52,35,59,65,66,63,8,11,7,13,10
