Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,Release clause,prefer_foot,Work rate,Body type,league,Best overall,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
265726,César Tárrega,Valencia,Spain,CB,21,64,76,1400000,5000,3200000,Right,Low/ High,Lean (185+),Spain,66,37,31,72,62,30,36,31,29,59,63,52,61,57,58,60,60,71,52,66,44,62,66,31,51,48,55,65,60,58,14,11,11,7,5
278408,Egiluz,Athletic Club,Spain,CB,21,64,73,1200000,4000,2800000,Right,Low/ Medium,Stocky (185+),Spain,66,33,39,65,61,28,31,22,21,48,59,53,55,43,61,63,59,72,62,76,31,71,56,29,38,37,48,64,66,57,12,6,7,9,12
278403,Juanma Herzog,Las Palmas,Spain,CB,19,65,75,1400000,2000,3400000,Right,Low/ Medium,Normal (185+),Spain,67,61,16,67,60,35,49,45,22,45,60,76,74,63,65,47,53,83,65,76,31,70,62,44,29,32,52,59,66,61,12,13,7,14,7
271683,M. Milovanovi?,Almería,Serbia,ST,19,68,77,2600000,7000,6000000,Right,High/ Low,Normal (185+),Spain,70,35,73,68,58,53,72,47,50,42,67,54,61,59,67,42,73,73,56,76,68,31,18,66,44,58,48,17,12,16,11,8,15,7,10
275324,A. Diao Diaoune,Real Betis,Spain,RM,17,68,84,3000000,1000,8200000,Right,High/ Low,Lean (185+),Spain,70,58,73,41,62,49,71,54,54,54,70,81,80,79,64,78,65,58,52,54,72,51,30,68,62,51,55,26,30,31,7,7,12,8,11
237524,S. Kaba,Las Palmas,Guinea,ST,28,70,70,1600000,13000,3500000,Right,Medium/ Low,Normal (185+),Spain,70,49,71,69,66,59,67,45,39,56,71,62,63,55,67,58,76,81,70,90,58,67,25,70,69,65,65,31,26,24,11,9,14,8,14
264846,Mosquera,Valencia,Spain,CB,19,70,83,3500000,8000,9500000,Right,Low/ Medium,Lean (185+),Spain,72,41,34,75,67,29,38,33,28,60,59,64,61,67,68,67,56,75,71,65,42,68,72,25,52,33,57,71,70,70,8,6,13,8,7
263295,M. Fall,FC Barcelona,Senegal,CB,21,70,80,3300000,3000,3700000,Right,Low/ Medium,Normal (185+),Spain,72,28,35,73,66,24,52,30,25,60,58,65,71,65,70,62,39,82,73,78,22,65,72,57,40,35,62,70,69,66,14,13,13,14,14
192715,Juanpe,Girona,Spain,CB,32,71,71,1200000,15000,2500000,Right,Low/ High,Normal (185+),Spain,71,35,35,78,69,15,40,30,30,63,63,50,51,35,64,31,55,82,68,83,30,72,67,32,55,40,66,69,72,70,11,8,11,8,13
223033,Jorge Meré,Cádiz,Spain,CB,26,71,76,2400000,16000,5200000,Right,Low/ High,Normal (170-185),Spain,73,30,40,69,67,33,56,34,33,64,67,59,73,63,67,69,48,73,67,73,27,70,72,25,45,51,63,71,71,70,15,12,11,8,8
259524,Aitor Paredes,Athletic Club,Spain,CB,23,71,79,3900000,13000,9000000,Right,Low/ High,Normal (185+),Spain,73,25,29,68,70,24,42,22,21,60,65,60,67,53,70,59,42,73,54,73,25,75,75,27,38,38,52,70,72,72,14,7,12,12,14
235983,Álex Pozo,Almería,Spain,RB,24,72,79,4500000,14000,10400000,Right,High/ Low,Lean (170-185),Spain,72,71,66,67,71,64,73,59,54,64,75,75,72,86,68,83,68,58,73,31,66,39,62,65,63,58,55,66,72,68,10,13,7,12,15
221556,O. Mfulu,Las Palmas,Congo DR,CDM,29,72,72,2000000,14000,4400000,Right,Low/ High,Normal (170-185),Spain,72,47,50,69,71,40,67,44,45,69,70,75,76,76,69,70,62,84,79,82,56,68,74,65,66,49,71,69,70,68,15,6,12,12,12
245628,A. Abqar,Deportivo Alavés,Morocco,CB,24,72,80,4900000,13000,11800000,Right,Low/ Medium,Lean (185+),Spain,74,35,27,73,70,32,43,33,31,46,70,36,56,47,69,34,42,67,62,70,28,67,71,24,36,38,54,72,78,74,9,10,11,12,9
223654,San Emeterio,Cádiz,Spain,CM,26,73,76,4000000,23000,8700000,Right,Low/ High,Normal (170-185),Spain,76,55,67,65,75,56,65,54,56,72,72,57,52,54,73,80,68,71,79,74,70,80,76,72,75,59,68,68,76,67,11,9,7,6,13
205495,A. Lozano,Getafe,Honduras,ST,30,73,73,3000000,23000,6300000,Right,Medium/ Low,Normal (185+),Spain,73,63,72,73,68,64,73,57,56,58,69,74,81,69,71,59,75,87,61,83,74,67,18,75,75,68,71,33,40,35,6,6,11,13,8
240277,M. Gabbia,Villarreal,Italy,CB,23,73,80,5500000,33000,15000000,Right,Low/ High,Lean (185+),Spain,75,41,22,75,60,34,53,47,28,53,62,52,53,55,71,51,59,75,77,73,41,75,73,23,41,42,59,77,77,75,11,5,12,14,14
252961,T. Nianzou,Sevilla,France,CB,21,73,83,6500000,13000,15000000,Right,Low/ High,Normal (185+),Spain,75,37,32,78,68,37,63,40,30,66,67,53,66,54,67,58,57,81,68,78,25,75,71,36,53,42,65,71,73,69,6,14,9,8,7
258937,Aimar Oroz,Osasuna,Spain,CM,21,73,82,7000000,16000,16100000,Right,High/ Low,Lean (170-185),Spain,75,59,78,65,77,59,76,59,59,75,75,72,64,70,68,68,72,73,72,65,72,49,65,70,69,70,65,38,70,54,6,6,13,6,13
209547,S. Mitrovi?,Getafe,Serbia,CB,33,74,74,2000000,21000,4200000,Right,Low/ High,Normal (185+),Spain,74,38,22,75,70,28,51,29,33,65,61,31,32,33,72,35,59,74,71,86,38,82,73,31,43,35,70,75,75,68,9,8,8,15,16
250858,P. Ciss,Rayo Vallecano,Senegal,CDM,29,74,74,3600000,17000,7600000,Right,Low/ High,Lean (185+),Spain,74,48,55,76,74,32,60,33,30,71,69,64,60,57,69,58,71,86,87,84,51,80,72,64,60,40,61,67,74,72,13,5,11,14,13
166074,Bebé,Rayo Vallecano,Cape Verde Islands,LM,32,74,74,3300000,18000,6900000,Right,High/ Low,Normal (185+),Spain,74,69,74,57,74,69,77,70,77,68,70,74,89,69,65,60,89,82,77,93,81,75,33,72,71,65,71,62,28,20,15,7,8,7,11
253416,Raúl García,Osasuna,Spain,ST,22,74,82,9500000,22000,21900000,Right,High/ Low,Lean (185+),Spain,76,32,76,79,77,55,74,53,59,64,76,66,73,60,68,44,74,83,60,74,75,60,15,73,66,71,65,19,17,28,12,15,13,6,6
246352,Hugo Guillamón,Valencia,Spain,CDM,23,74,81,8000000,22000,18400000,Right,Low/ High,Lean (170-185),Spain,75,58,55,72,75,45,59,53,53,73,69,58,53,60,71,67,57,73,72,67,48,74,74,35,67,68,66,75,76,75,13,11,13,13,13
225161,Vallejo,Granada,Spain,CB,26,75,79,7000000,95000,10300000,Right,Low/ Medium,Lean (170-185),Spain,77,41,44,72,71,36,57,29,31,71,70,63,69,66,77,66,49,77,33,72,31,79,78,34,49,45,75,78,74,73,10,13,15,13,6
259173,Víctor Chust,Cádiz,Spain,CB,23,75,83,11500000,21000,26500000,Right,Low/ Medium,Normal (170-185),Spain,77,28,28,73,76,30,44,27,30,69,73,66,70,39,69,57,32,78,55,72,26,70,75,41,35,35,68,77,78,76,7,9,6,14,11
211241,Rubén Peña,Osasuna,Spain,RB,31,75,75,4100000,23000,8600000,Right,High/ Low,Stocky (170-),Spain,75,77,69,73,75,66,72,59,56,66,74,71,73,74,77,77,74,77,69,63,66,63,71,73,65,64,69,72,73,74,7,11,10,16,10
228805,Raíllo,Mallorca,Spain,CB,31,75,75,3800000,22000,8000000,Right,Low/ High,Lean (185+),Spain,75,29,25,79,76,37,52,42,36,60,63,43,44,32,70,49,54,72,89,69,39,85,75,51,46,43,66,76,77,75,10,15,15,15,14
229788,Rubén Alcaraz,Cádiz,Spain,CM,32,76,76,6000000,28000,12600000,Right,Low/ High,Normal (170-185),Spain,77,77,68,73,76,67,72,79,81,79,77,52,51,54,77,71,81,77,81,80,81,82,75,62,74,66,76,74,76,70,10,14,9,12,13
219953,Embarba,Almería,Spain,LM,31,76,76,6000000,25000,12600000,Right,High/ Low,Normal (170-185),Spain,76,76,73,57,75,62,78,79,78,71,75,77,75,77,73,77,83,72,75,64,77,74,37,75,74,76,73,36,48,43,13,6,6,14,11
195093,Willian José,Real Betis,Brazil,ST,31,76,76,6500000,25000,13700000,Right,Medium/ Low,Normal (185+),Spain,76,53,78,76,73,73,73,68,60,50,75,60,65,65,78,37,82,86,65,89,72,75,35,79,74,76,77,40,32,30,15,14,16,15,8
222041,L. Boyé,Granada,Argentina,ST,27,77,78,12500000,23000,28400000,Right,High/ Low,Normal (170-185),Spain,78,60,79,79,70,65,82,65,55,57,81,68,70,71,75,68,76,89,69,88,74,78,52,76,67,71,67,45,45,41,14,7,11,15,7
239207,M. Gómez,Cádiz,Uruguay,ST,26,77,78,12500000,52000,21000000,Right,Medium/ Low,Normal (185+),Spain,78,59,78,85,73,75,70,75,57,64,77,62,63,66,78,56,82,82,78,88,73,74,21,81,70,72,80,35,20,23,7,8,13,12,6
231628,Rafa Mir,Sevilla,Spain,ST,26,77,80,14000000,29000,30500000,Right,High/ Low,Normal (185+),Spain,79,69,76,81,73,78,72,64,60,52,74,73,82,67,74,64,82,92,74,85,74,69,39,79,64,75,75,42,43,35,12,11,15,10,6
186537,C. Stuani,Girona,Uruguay,ST,36,78,78,4800000,24000,10100000,Right,High/ Low,Normal (185+),Spain,78,68,82,84,74,75,72,66,57,65,75,65,67,63,74,59,82,90,78,89,76,77,36,83,70,90,76,45,49,42,16,14,9,16,8
201305,Gabriel Paulista,Valencia,Brazil,CB,32,78,78,9000000,33000,18900000,Right,Low/ High,Lean (185+),Spain,78,63,42,81,72,48,58,57,46,72,65,64,66,65,71,63,61,85,72,78,50,87,80,51,62,51,69,77,78,80,15,6,15,15,7
203747,Héctor Bellerín,Real Betis,Spain,RB,28,78,78,12500000,25000,26300000,Right,High/ Low,Lean (170-185),Spain,78,76,52,60,76,41,76,63,50,59,78,79,82,75,77,78,52,71,72,57,43,71,76,67,66,62,70,74,77,78,8,14,14,13,12
259377,Yeremy Pino,Villarreal,Spain,LM,20,79,87,38500000,27000,88600000,Right,High/ Low,Lean (170-185),Spain,80,77,79,46,78,67,81,73,60,74,80,77,76,79,74,79,68,52,70,32,69,48,29,79,76,54,60,31,48,41,9,7,14,6,9
243976,Catena,Osasuna,Spain,CB,28,79,80,16500000,32000,35900000,Right,Low/ High,Lean (185+),Spain,80,39,38,83,80,29,35,42,31,81,70,64,65,60,75,52,52,85,78,78,32,77,78,33,55,44,71,79,82,80,9,9,14,8,11
226221,Aritz Elustondo,Real Sociedad,Spain,CB,29,80,81,19500000,37000,42400000,Right,Low/ High,Lean (170-185),Spain,81,72,35,80,81,37,48,53,41,65,77,60,67,58,84,56,44,81,70,77,42,83,82,38,32,43,77,81,79,78,7,10,12,15,8
199576,Oriol Romeu,FC Barcelona,Spain,CDM,31,80,80,15000000,125000,30800000,Right,Low/ High,Stocky (170-185),Spain,80,46,45,73,80,52,65,57,53,75,75,50,38,53,76,56,78,77,75,83,50,87,81,64,74,54,75,79,80,79,12,14,10,11,16
157481,Raúl Albiol,Villarreal,Spain,CB,37,81,81,4600000,27000,9700000,Right,Low/ High,Lean (185+),Spain,81,38,27,77,74,31,59,53,45,72,72,39,33,44,83,50,65,74,33,79,53,83,86,30,64,37,75,87,85,84,8,6,5,9,8
200724,Nacho Fernández,Real Madrid,Spain,CB,33,83,83,17500000,170000,35900000,Right,Low/ High,Normal (170-185),Spain,83,70,32,79,84,38,64,55,37,67,79,69,79,65,81,76,54,84,80,79,28,80,83,37,53,45,75,83,83,81,12,7,10,15,7
213661,A. Christensen,FC Barcelona,Denmark,CB,27,83,85,38500000,155000,81800000,Right,Low/ Medium,Lean (185+),Spain,85,51,36,80,83,25,67,41,39,79,79,57,76,61,84,61,37,80,73,78,20,75,86,32,62,36,79,86,86,84,10,12,8,6,8
202556,M. Depay,Atlético Madrid,Netherlands,CF,29,84,84,42000000,90000,86100000,Right,High/ Low,Unique,Spain,84,84,82,65,80,75,86,84,83,75,85,81,83,81,84,81,85,84,79,84,82,72,28,85,85,76,79,23,31,20,8,14,6,12,10
210514,João Cancelo,FC Barcelona,Portugal,LB,29,86,86,59500000,195000,109700000,Right,High/ Low,Unique,Spain,86,87,69,72,87,62,85,87,69,79,86,86,77,79,84,78,80,80,88,62,79,76,81,81,85,52,85,79,83,79,6,9,15,14,14
277227,A. Lebarbier,Real Sociedad,France,CDM,18,59,75,550000,1000,1500000,Left,Low/ Medium,Normal (185+),Spain,64,34,29,63,50,31,44,38,33,53,50,63,56,46,55,55,55,77,72,80,36,61,62,38,43,37,57,58,65,53,8,11,8,13,10
258689,Diego Bri,Atlético Madrid,Spain,LM,20,61,76,800000,6000,2100000,Left,High/ Low,Lean (170-185),Spain,62,61,61,27,62,54,65,60,47,59,66,60,62,64,54,77,60,31,42,35,44,25,20,57,56,49,46,29,21,21,10,10,5,6,11
274486,Marvel,Real Madrid,Spain,CB,20,63,79,1200000,15000,3200000,Left,Medium/ Low,Normal (170-185),Spain,65,35,24,54,53,22,46,40,31,50,58,69,69,50,60,57,48,69,50,75,30,75,61,44,45,43,52,56,65,62,5,7,9,6,8
272445,Álvaro,Real Madrid,Uruguay,ST,18,63,81,1200000,10000,3200000,Left,Medium/ Low,Lean (185+),Spain,65,64,64,76,66,49,65,47,50,47,59,67,69,63,57,42,57,79,56,64,58,28,16,58,57,62,52,15,16,15,11,14,12,7,13
272433,Herrando,Osasuna,Spain,CB,22,64,76,1400000,5000,3200000,Left,Low/ Medium,Lean (185+),Spain,66,31,21,67,63,22,27,22,24,41,63,58,52,50,64,53,45,65,61,59,31,62,66,21,30,34,45,67,62,64,10,12,11,6,13
271755,Kike Salas,Sevilla,Spain,CB,21,65,77,1700000,4000,3900000,Left,Low/ Medium,Normal (185+),Spain,67,23,20,57,56,26,34,23,29,41,57,55,69,45,67,50,30,69,65,76,22,62,67,28,36,38,50,66,65,63,14,5,9,11,6
258490,C. Riad,Real Betis,Morocco,CB,20,68,81,2700000,26000,6200000,Left,Low/ Medium,Lean (185+),Spain,70,36,27,72,74,34,39,30,28,65,67,55,51,56,67,65,42,68,59,58,32,70,65,28,41,46,49,66,75,70,10,12,9,8,10
196935,Ignasi Miquel,Granada,Spain,CB,30,70,70,1300000,10000,2900000,Left,Low/ Medium,Lean (185+),Spain,70,49,34,71,67,26,55,27,24,61,67,52,54,57,69,32,55,77,61,79,21,67,72,26,54,43,60,70,69,70,11,7,6,6,9
255854,Pacheco,Real Sociedad,Spain,CB,22,71,83,4300000,15000,9900000,Left,Low/ Medium,Lean (170-185),Spain,73,25,18,75,76,21,31,23,24,61,71,50,54,46,65,59,32,74,62,73,16,64,69,33,40,36,58,70,73,72,14,13,14,14,8
229624,Sergi Guardiola,Cádiz,Spain,ST,32,72,72,1900000,22000,4000000,Left,High/ Low,Normal (170-185),Spain,72,52,73,71,72,70,72,71,55,50,73,68,71,70,61,66,73,81,70,78,70,70,28,74,65,66,65,32,19,18,11,14,11,11,11
236760,Kike Pérez,Rayo Vallecano,Spain,CM,26,73,76,4000000,10000,16100000,Left,High/ Low,Lean (170-185),Spain,76,53,66,57,78,52,79,73,60,75,80,62,58,74,72,69,59,62,46,56,74,59,63,64,74,43,66,50,67,60,9,14,13,15,10
242489,Pejiño,Las Palmas,Spain,RM,26,73,73,3300000,16000,7300000,Left,Medium/ Low,Lean (170-185),Spain,74,65,72,42,68,56,75,71,70,65,76,92,92,78,62,71,85,68,61,62,82,50,39,66,74,48,67,32,36,35,11,7,8,5,5
240223,M. Risti?,Celta de Vigo,Serbia,LB,27,73,73,2900000,17000,6100000,Left,High/ Low,Normal (170-185),Spain,73,74,58,63,70,48,74,63,44,62,75,76,74,69,69,60,84,75,77,66,67,62,68,67,59,46,67,66,68,70,7,8,8,14,5
146439,Negredo,Cádiz,Spain,ST,37,74,74,1400000,21000,2900000,Left,Medium/ Low,Stocky (185+),Spain,74,43,78,81,72,76,66,63,67,64,71,51,49,62,75,63,80,84,52,85,76,76,28,80,67,77,69,33,31,30,11,6,11,7,13
205362,M. Nastasi?,Mallorca,Serbia,CB,30,74,74,3500000,20000,7400000,Left,Low/ High,Normal (185+),Spain,74,50,30,70,68,32,43,72,65,68,65,57,64,64,76,60,44,75,60,78,41,76,78,30,55,52,79,74,73,75,11,16,11,15,13
270409,Sávio,Girona,Brazil,LM,19,75,85,12000000,5000,9900000,Left,High/ Low,Lean (170-185),Spain,76,73,73,45,73,63,81,70,55,64,76,83,82,82,65,76,65,59,73,45,66,45,25,70,71,62,62,26,30,36,9,12,8,9,12
240654,Carles Pérez,Celta de Vigo,Spain,RM,25,76,79,10000000,22000,21800000,Left,High/ Low,Lean (170-185),Spain,78,68,73,62,76,64,80,62,65,65,83,81,79,81,76,85,85,76,64,64,74,55,23,74,68,57,57,38,37,34,11,5,13,7,12
208330,A. Januzaj,Sevilla,Belgium,RW,28,77,77,10500000,30000,22100000,Left,Medium/ Low,Normal (185+),Spain,77,78,69,42,80,69,84,80,74,74,81,78,75,84,70,75,75,63,64,62,73,41,36,74,75,60,75,30,23,22,15,10,11,12,7
214026,J. Mojica,Osasuna,Colombia,LB,30,77,77,9000000,29000,20000000,Left,High/ Low,Lean (185+),Spain,77,77,62,56,77,43,72,74,64,70,75,86,90,70,69,58,80,77,65,70,61,73,74,69,65,60,70,70,77,75,13,8,14,9,15
220253,Munir,Las Palmas,Morocco,LM,27,78,78,15000000,23000,33000000,Left,High/ Low,Lean (170-185),Spain,78,76,79,75,80,80,80,81,67,70,81,78,73,83,75,80,78,78,67,59,77,58,25,75,78,66,75,38,27,25,9,12,6,13,16
231416,D. Lukébakio,Sevilla,Belgium,RW,25,79,80,21000000,33000,45700000,Left,Medium/ Low,Lean (185+),Spain,79,73,77,55,73,74,85,76,68,60,83,82,86,77,74,71,83,74,64,68,75,28,26,77,70,80,76,31,29,24,9,7,14,11,12
192638,Marcos Alonso,FC Barcelona,Spain,LB,32,79,79,12000000,115000,24600000,Left,High/ Low,Lean (185+),Spain,79,84,70,83,84,76,78,85,86,75,83,55,48,64,81,56,84,80,79,74,75,75,76,77,74,63,79,72,82,80,9,7,13,9,12
202651,Suso,Sevilla,Spain,RW,29,80,80,20500000,38000,43100000,Left,High/ Low,Normal (170-185),Spain,80,82,74,50,81,72,84,83,81,75,85,73,71,79,76,82,77,60,62,50,82,38,20,78,79,72,76,48,23,18,15,15,9,8,9
258371,Pep Chavarría,Rayo Vallecano,Spain,LB,25,71,76,2600000,11000,5700000,Left,High/ High,Normal (170-185),Spain,71,68,48,59,66,35,67,63,39,64,66,81,84,74,68,71,59,79,86,73,41,63,67,70,61,46,59,64,65,59,9,10,15,10,14
246113,Adrià Pedrosa,Sevilla,Spain,LB,25,76,81,10000000,22000,21800000,Left,High/ High,Lean (170-185),Spain,77,72,61,59,72,58,81,74,40,65,74,91,89,83,73,77,63,77,89,63,58,78,70,70,68,45,73,69,71,70,14,14,14,10,8
234426,Marcão,Sevilla,Brazil,CB,27,78,81,16000000,26000,34800000,Left,High/ High,Normal (185+),Spain,80,35,31,70,75,34,69,56,34,72,74,63,63,61,79,61,52,79,85,83,29,89,79,25,58,52,78,80,78,76,8,8,8,10,5
170368,E. Lamela,Sevilla,Argentina,RW,31,80,80,17500000,36000,36800000,Left,High/ High,Lean (170-185),Spain,80,78,74,60,79,75,85,84,81,75,84,77,80,80,78,75,81,72,68,61,80,90,55,78,77,75,76,52,52,54,10,15,11,8,13
226491,K. Tierney,Real Sociedad,Scotland,LB,26,80,82,24000000,100000,42400000,Left,High/ High,Normal (170-185),Spain,81,83,52,59,78,38,79,72,56,68,77,78,81,74,80,74,79,76,77,71,66,84,77,75,74,42,75,78,79,78,13,16,8,12,13
235410,Y. En-Nesyri,Sevilla,Morocco,ST,26,82,83,36500000,42000,79400000,Left,High/ High,Lean (185+),Spain,83,51,84,88,77,77,78,63,56,58,81,80,81,67,82,39,83,92,83,77,77,76,33,85,56,73,75,27,31,27,13,9,14,9,13
248243,E. Camavinga,Real Madrid,France,CDM,20,82,89,56500000,110000,127100000,Left,High/ High,Lean (170-185),Spain,84,77,62,64,85,59,80,72,59,84,86,78,79,81,79,80,73,82,82,81,69,79,78,73,78,62,82,76,82,81,12,6,8,12,12
228618,F. Mendy,Real Madrid,France,LB,28,82,82,27500000,160000,56400000,Left,High/ High,Unique,Spain,82,77,63,72,81,50,75,72,45,78,74,91,92,80,80,79,69,91,91,84,64,81,78,80,75,49,77,76,79,78,7,16,9,10,9
213565,T. Lemar,Atlético Madrid,France,CM,27,82,82,32000000,68000,65600000,Left,High/ High,Lean (170-185),Spain,83,82,77,54,84,77,87,85,81,80,85,85,80,90,82,87,79,70,81,57,79,63,76,81,85,69,81,55,76,69,11,15,13,7,14
225193,Mikel Merino,Real Sociedad,Spain,CM,27,84,85,48000000,54000,104400000,Left,High/ High,Normal (185+),Spain,85,77,79,87,86,58,83,80,69,84,85,72,72,74,86,73,84,89,83,80,78,83,85,81,83,70,80,80,84,76,9,12,9,13,14
233419,Raphinha,FC Barcelona,Brazil,RW,26,84,85,49500000,210000,105200000,Left,High/ High,Lean (170-185),Spain,84,80,78,74,78,72,87,81,79,74,85,90,91,88,84,79,83,83,86,65,79,76,55,83,80,78,80,47,54,38,8,7,13,8,14
224334,M. Acuña,Sevilla,Argentina,LB,31,85,85,39000000,46000,81900000,Left,High/ High,Stocky (170-185),Spain,85,86,66,61,84,67,82,88,75,77,84,76,75,83,84,90,83,80,91,82,81,83,81,80,82,76,86,81,85,84,8,14,13,13,14
192629,Iago Aspas,Celta de Vigo,Spain,ST,35,85,85,23000000,38000,48300000,Left,High/ High,Lean (170-185),Spain,85,80,90,77,80,84,87,79,83,73,87,78,84,87,86,72,81,79,69,60,80,63,39,88,81,82,85,39,21,18,12,16,9,12,13
194765,A. Griezmann,Atlético Madrid,France,ST,32,88,88,74000000,135000,151700000,Left,High/ High,Unique,Spain,88,82,90,85,89,85,88,89,85,86,89,80,80,89,90,84,85,85,86,69,87,74,57,90,88,79,89,45,63,60,14,8,14,13,14
259848,J. Aramburu,Real Sociedad,Venezuela,RB,20,65,78,1600000,5000,4400000,Right,High/ High,Normal (170-185),Spain,65,63,45,49,61,35,63,60,55,55,55,73,69,67,63,70,47,61,70,59,44,53,60,55,50,61,46,65,65,61,12,7,11,13,5
247678,J. Araujo,Las Palmas,Mexico,RB,21,72,81,5000000,48000,4400000,Right,High/ High,Lean (170-185),Spain,73,65,25,56,67,22,67,55,25,62,66,83,85,79,62,71,50,76,84,69,28,80,70,65,57,36,62,68,70,69,14,8,7,14,13
213577,Puertas,Granada,Spain,RM,31,75,75,4700000,19000,10300000,Right,High/ High,Normal (170-185),Spain,75,74,72,71,73,65,74,62,69,70,74,75,77,77,72,71,77,82,76,75,71,69,41,78,71,65,73,44,39,31,15,10,14,12,9
264701,A. Zakharyan,Real Sociedad,Russia,LW,20,75,86,12500000,23000,28800000,Right,High/ High,Lean (170-185),Spain,77,75,68,51,76,67,74,73,77,80,77,82,78,69,74,69,74,65,74,53,73,58,51,69,79,60,70,57,54,44,11,14,12,13,10
234035,Odriozola,Real Sociedad,Spain,RB,27,76,77,8000000,27000,17400000,Right,High/ High,Lean (170-185),Spain,76,75,48,70,71,48,75,71,47,70,74,76,83,74,73,78,61,73,78,58,59,62,73,69,63,62,67,73,72,73,11,12,10,5,14
251445,Samuel Lino,Atlético Madrid,Brazil,LM,23,77,84,21000000,41000,47300000,Right,High/ High,Lean (170-),Spain,78,64,72,58,75,62,81,58,46,69,78,85,80,81,76,78,74,72,86,58,63,53,52,75,71,72,72,49,41,44,12,9,14,9,6
242201,Luis Milla,Getafe,Spain,CM,28,78,78,14000000,31000,29400000,Right,High/ High,Lean (170-185),Spain,78,72,70,48,81,51,72,71,73,77,78,72,65,69,79,77,76,66,84,70,75,70,80,79,78,73,79,76,81,74,12,13,8,10,10
239433,N. Maksimovi?,Getafe,Serbia,CM,28,78,78,14000000,31000,29400000,Right,High/ High,Normal (185+),Spain,78,65,74,73,78,49,75,63,72,77,77,49,45,58,80,54,72,73,82,74,76,73,81,79,79,51,76,76,79,70,14,10,15,15,13
198451,Dani Rodríguez,Mallorca,Spain,RM,35,78,78,6000000,21000,12600000,Right,High/ High,Normal (170-185),Spain,78,72,79,56,78,46,75,72,78,74,78,78,89,65,75,70,72,73,77,68,77,60,64,74,76,76,66,58,69,64,15,15,9,8,7
