Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,Release clause,prefer_foot,Work rate,Body type,league,Best overall,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
198857,S. Romagnoli,Frosinone,Italy,CB,33,71,71,900000,8000,1600000,Right,Low/ Medium,Lean (185+),Italy,71,33,39,73,59,30,52,38,27,51,58,47,61,55,68,39,43,79,65,87,44,69,69,35,45,40,70,72,72,69,13,8,6,13,15
179847,F. Fazio,Salernitana,Argentina,CB,36,71,71,325000,13000,585000,Right,Low/ Medium,Normal (185+),Italy,71,44,41,83,63,35,44,40,37,60,68,33,32,31,63,33,58,78,34,80,26,74,68,31,48,26,72,69,73,71,8,9,12,11,14
271197,L. Banda,Lecce,Zambia,LW,22,71,81,4200000,11000,8400000,Right,Medium/ Low,Stocky (170-),Italy,72,65,65,48,62,73,80,65,49,56,72,88,89,77,69,86,64,57,60,40,59,41,25,70,55,66,65,22,35,28,8,14,6,14,10
222982,A. Blin,Lecce,France,CDM,26,71,74,2200000,10000,4100000,Right,Low/ High,Lean (170-185),Italy,72,59,49,58,69,48,59,62,46,66,61,39,35,64,74,70,63,64,86,76,52,80,74,58,59,52,70,65,70,69,13,6,8,10,8
192840,M. ?uri?,Hellas Verona,Bosnia and Herzegovina,ST,33,71,71,1200000,18000,2200000,Right,Low/ Low,Normal (185+),Italy,71,48,72,88,67,68,57,49,42,51,75,37,42,33,74,33,78,86,64,92,60,82,30,73,50,72,81,28,24,20,7,5,13,10,8
190324,C. Kabasele,Udinese,Belgium,CB,32,71,71,1200000,10000,2200000,Right,Low/ High,Normal (185+),Italy,71,47,49,70,65,52,57,34,27,57,64,52,64,52,71,51,57,74,61,80,44,72,71,50,36,53,64,72,71,69,14,11,6,14,16
246877,G. Gaetano,Napoli,Italy,CAM,23,71,79,4200000,25000,8000000,Right,Medium/ Low,Lean (170-185),Italy,73,65,71,52,74,64,70,63,48,65,74,62,61,64,68,79,75,56,72,52,70,56,48,74,72,65,66,45,54,49,12,12,14,10,11
258846,A. Álvarez,Sassuolo,Uruguay,ST,22,72,80,5500000,12000,10500000,Right,High/ Low,Normal (170-185),Italy,74,48,73,75,69,78,64,68,54,59,73,71,67,70,70,74,73,83,69,74,69,50,31,73,61,71,68,31,33,30,15,7,10,14,10
261281,C. Okoli,Frosinone,Italy,CB,21,72,82,4900000,20000,5300000,Right,Low/ High,Normal (185+),Italy,74,30,20,66,65,35,51,36,35,46,53,55,54,56,69,57,54,77,66,88,24,69,75,25,33,42,57,73,73,70,8,9,10,10,14
212446,L. Garritano,Frosinone,Italy,CAM,29,72,72,2300000,10000,4100000,Right,High/ Low,Lean (170-185),Italy,72,66,68,54,71,64,70,68,66,64,72,87,80,89,72,90,67,67,81,50,67,53,56,70,72,67,70,58,54,48,13,14,9,8,14
237586,A. Dossena,Cagliari,Italy,CB,24,72,78,3400000,14000,6800000,Right,Low/ High,Lean (185+),Italy,74,35,26,70,58,32,47,34,32,56,58,54,52,54,71,47,48,76,68,82,31,72,74,32,39,40,66,75,73,72,11,8,13,14,8
258782,A. Ismajli,Empoli,Albania,CB,26,72,75,2700000,8000,5100000,Right,Low/ High,Normal (185+),Italy,74,34,22,72,64,23,58,41,26,61,59,69,73,67,71,71,60,76,63,65,23,71,76,24,38,31,67,75,75,73,9,14,10,12,13
193338,M. Destro,Empoli,Italy,ST,32,72,72,1900000,10000,3400000,Right,Medium/ Low,Normal (170-185),Italy,72,56,76,80,67,69,68,68,51,46,70,65,64,67,67,70,75,79,37,66,68,60,20,77,61,70,65,28,22,20,6,14,15,9,11
204451,K. Günter,Hellas Verona,Germany,CB,28,72,73,2200000,18000,4100000,Right,Low/ High,Normal (170-185),Italy,73,48,41,67,68,38,58,45,41,67,63,67,58,65,70,70,63,75,50,75,45,75,76,39,62,50,66,76,73,72,13,10,10,9,10
244601,S. van Hooijdonk,Bologna,Netherlands,ST,23,72,79,4700000,21000,9400000,Right,Medium/ Low,Normal (185+),Italy,74,50,76,68,62,67,66,74,73,47,66,73,71,64,70,55,77,81,67,78,70,65,17,75,56,74,57,27,22,17,6,11,15,10,6
252017,F. Daniliuc,Salernitana,Austria,CB,22,73,79,4400000,20000,8800000,Right,Low/ Medium,Normal (185+),Italy,75,51,39,77,72,34,59,51,30,68,66,44,62,46,71,47,56,77,67,78,38,73,73,49,58,31,72,73,74,72,14,11,7,6,7
250961,J. Zirkzee,Bologna,Netherlands,ST,22,73,82,7000000,24000,14000000,Right,Medium/ Low,Normal (185+),Italy,75,55,77,58,70,67,76,68,66,45,79,67,68,66,69,60,73,76,63,84,71,43,14,74,70,67,74,20,14,16,6,11,12,8,14
240970,M. Payero,Udinese,Argentina,CM,24,73,78,4600000,12000,8600000,Right,Medium/ Low,Normal (170-185),Italy,75,66,59,62,76,59,78,69,75,72,76,73,74,73,73,68,72,76,75,71,64,69,65,70,75,61,76,62,65,61,6,6,8,7,7
237640,N. Bajrami,Sassuolo,Albania,CAM,24,74,78,6000000,14000,10700000,Right,Medium/ Low,Lean (170-185),Italy,76,61,68,54,77,58,77,70,64,72,77,74,74,78,70,75,74,67,72,63,60,67,56,75,76,69,68,58,62,64,14,6,10,7,9
242392,G. Magnani,Hellas Verona,Italy,CB,27,74,76,4500000,21000,8400000,Right,Low/ High,Stocky (185+),Italy,76,40,33,71,54,35,40,30,30,52,58,65,73,54,75,51,62,82,51,83,25,77,73,21,34,38,60,77,74,73,13,10,10,5,7
240332,Brenner,Udinese,Brazil,ST,23,74,79,6500000,15000,12200000,Right,High/ Low,Normal (170-185),Italy,76,57,75,69,71,68,77,60,60,59,77,77,81,79,77,75,70,73,70,58,65,35,24,77,63,66,70,29,32,22,13,6,9,14,8
189053,F. Caputo,Empoli,Italy,ST,35,75,75,2400000,10000,4300000,Right,Medium/ Low,Lean (170-185),Italy,75,50,79,73,67,80,73,58,54,58,76,75,69,81,80,77,75,78,61,63,68,50,14,82,65,80,72,40,20,15,14,7,10,11,11
260697,I. Hien,Hellas Verona,Sweden,CB,24,75,83,11500000,20000,23000000,Right,Low/ High,Normal (185+),Italy,77,28,30,71,62,33,54,29,25,58,61,67,78,49,73,47,49,85,54,89,39,80,76,39,49,45,58,77,76,70,12,5,10,11,13
243656,N. Radonji?,Torino,Serbia,CF,27,75,76,6500000,41000,11500000,Right,High/ Low,Normal (170-185),Italy,76,66,77,49,70,74,77,68,54,66,75,89,88,76,74,66,78,72,64,65,75,43,22,71,75,57,70,31,30,23,7,9,14,13,6
211320,D. Rugani,Juventus,Italy,CB,28,75,76,5500000,72000,9800000,Right,Low/ Medium,Lean (185+),Italy,76,40,33,79,69,35,58,45,25,65,65,51,54,55,72,55,61,79,51,77,39,71,78,28,50,36,72,78,78,74,5,10,5,5,5
246431,R. Sottil,Fiorentina,Italy,LW,24,76,81,11500000,44000,20400000,Right,Medium/ Low,Normal (170-185),Italy,77,69,66,42,74,56,79,60,45,62,79,90,89,77,72,75,68,61,55,50,64,50,30,75,72,69,68,32,35,39,12,13,6,5,14
234906,H. Aouar,Roma,Algeria,CAM,25,76,80,10500000,50000,18600000,Right,High/ Low,Unique,Italy,78,65,66,59,79,68,80,80,70,76,80,70,69,83,75,82,69,69,69,66,71,68,68,72,78,74,75,66,64,58,14,6,11,7,10
202848,G. Caprari,Monza,Italy,CF,29,77,77,10500000,53000,17900000,Right,High/ Low,Normal (170-185),Italy,78,74,76,49,77,78,82,83,75,73,81,89,80,89,73,87,75,65,71,50,74,39,35,73,75,75,71,33,28,29,9,8,14,6,11
198946,D. D'Ambrosio,Monza,Italy,CB,34,77,77,3400000,43000,5800000,Right,Low/ Medium,Normal (170-185),Italy,77,73,48,79,71,57,71,63,62,67,69,68,63,67,78,72,66,85,65,78,58,78,77,66,58,60,73,77,80,77,9,10,15,13,15
241850,M. Retegui,Genoa,Italy,ST,24,77,84,21500000,25000,43000000,Right,High/ Low,Normal (185+),Italy,79,51,82,78,70,68,69,62,52,67,76,69,78,62,75,58,78,80,74,85,70,62,32,81,67,66,75,34,29,25,7,9,9,13,9
189505,Pedro,Lazio,Spain,RW,35,78,78,6000000,40000,10200000,Right,High/ Low,Normal (170-),Italy,80,69,72,39,81,70,84,82,57,72,88,75,64,88,77,91,73,49,67,40,76,53,42,77,82,66,80,41,29,26,5,11,12,15,9
253002,G. Raspadori,Napoli,Italy,CF,23,79,86,35500000,54000,67500000,Right,High/ Low,Normal (170-185),Italy,80,54,80,69,78,76,80,69,60,58,83,85,77,77,78,86,77,74,65,54,75,59,18,81,76,76,77,24,23,21,13,14,7,7,9
228093,M. Thuram,Inter,France,ST,25,79,82,23500000,80000,41700000,Right,Medium/ Low,Normal (185+),Italy,81,74,77,78,74,73,83,66,51,62,74,77,89,76,78,59,83,91,79,85,75,45,50,80,76,70,75,38,49,37,11,13,14,9,15
224031,A. Maruši?,Lazio,Montenegro,LB,30,80,80,18000000,51000,30600000,Right,Low/ High,Normal (185+),Italy,80,76,56,76,71,68,75,76,54,55,76,87,89,64,76,77,79,93,82,83,77,76,76,69,60,58,75,75,78,75,8,9,7,10,10
193082,J. Cuadrado,Inter,Colombia,RM,35,80,80,8500000,60000,14500000,Right,High/ Low,Lean (170-185),Italy,80,82,66,65,80,70,86,84,76,74,82,88,88,89,72,81,84,78,71,61,80,80,72,73,74,65,78,72,79,81,5,5,13,6,9
184200,M. Arnautovi?,Inter,Austria,ST,34,80,80,10500000,44000,48800000,Right,Medium/ Low,Normal (185+),Italy,80,77,79,79,81,77,77,78,72,74,84,73,74,70,77,77,80,88,75,83,80,77,38,79,79,77,79,40,42,39,14,15,10,10,15
179645,S. Kjær,Milan,Denmark,CB,34,81,81,8500000,68000,14500000,Right,Low/ High,Normal (185+),Italy,81,50,55,80,75,37,52,52,66,70,69,53,63,55,78,55,74,80,61,81,41,83,83,31,55,61,70,85,82,78,6,10,13,10,15
241721,Rafael Leão,Milan,Portugal,LW,24,86,91,102500000,110000,181900000,Right,Medium/ Low,Normal (185+),Italy,86,78,84,65,80,74,89,80,60,63,87,93,93,85,84,80,80,85,77,80,74,60,24,84,75,63,83,22,24,21,10,12,15,11,9
278567,João Costa,Roma,Brazil,RM,18,58,77,525000,3000,1200000,Left,Medium/ Low,Normal (170-185),Italy,60,52,55,48,52,72,63,68,53,46,62,67,70,66,49,61,57,42,43,36,61,38,18,58,57,71,56,23,26,24,9,12,7,10,11
257786,C. Dalle Mura,Fiorentina,Italy,CB,21,62,77,925000,6000,2200000,Left,Low/ Medium,Lean (185+),Italy,64,41,24,68,55,30,35,30,34,44,45,63,56,47,58,66,42,69,61,61,31,52,64,28,40,28,48,62,68,66,5,14,13,6,11
278966,L. Cherubini,Roma,Italy,LM,19,62,74,950000,5000,1800000,Left,High/ Low,Normal (170-185),Italy,63,59,63,39,64,70,71,68,61,58,67,62,63,66,49,77,54,42,48,47,55,44,24,49,55,57,47,22,29,31,14,9,12,14,5
266877,D. Seck,Torino,Senegal,ST,22,65,75,1600000,10000,3000000,Left,Medium/ Low,Lean (185+),Italy,68,57,68,45,65,51,77,60,47,50,77,77,78,75,49,58,79,65,63,62,48,33,21,57,50,66,60,27,34,28,6,6,11,12,11
257785,M. Brescianini,Frosinone,Italy,CDM,23,66,76,1800000,3000,3600000,Left,Low/ Medium,Lean (185+),Italy,67,48,34,59,67,43,62,48,40,66,65,63,57,51,67,52,63,71,72,75,59,70,61,58,66,54,62,59,63,59,6,14,9,7,10
237335,G. Kastanos,Salernitana,Cyprus,CF,25,69,74,2100000,15000,3900000,Left,Medium/ Low,Lean (170-185),Italy,72,61,60,51,71,60,75,65,70,68,75,71,70,68,62,77,72,67,54,68,67,59,40,67,70,59,66,36,40,32,8,6,7,8,7
252000,D. Bradari?,Salernitana,Croatia,LWB,23,71,77,2800000,15000,5600000,Left,High/ Low,Lean (170-185),Italy,71,67,53,62,69,47,69,63,38,64,68,78,76,74,69,73,59,74,71,62,55,68,69,67,65,43,67,68,69,68,11,10,13,13,6
202851,G. Defrel,Sassuolo,France,ST,32,72,72,1900000,14000,3200000,Left,Medium/ Low,Lean (170-185),Italy,73,62,73,61,68,74,77,66,67,60,75,82,74,78,70,72,75,76,38,62,73,53,37,73,72,68,73,45,15,18,14,15,11,12,7
229636,G. Pereiro,Cagliari,Uruguay,CAM,28,72,72,2400000,18000,4300000,Left,Low/ Low,Normal (185+),Italy,73,69,68,72,72,69,77,76,72,68,79,69,76,71,62,56,81,80,64,74,75,54,36,70,71,72,71,38,36,32,7,15,10,10,12
233265,R. Oudin,Lecce,France,LW,26,72,73,2800000,14000,5300000,Left,Medium/ Low,Lean (185+),Italy,73,72,68,66,73,69,73,80,69,68,75,67,68,75,74,67,73,72,75,69,73,42,26,74,72,68,74,37,27,23,8,13,11,13,6
189712,K. Strootman,Genoa,Netherlands,CM,33,73,73,1900000,20000,3400000,Left,Low/ Medium,Normal (185+),Italy,73,68,58,68,76,60,67,71,69,71,78,42,48,57,67,66,77,68,75,76,75,80,75,69,70,72,74,69,75,64,7,12,11,6,7
246457,C. Ngonge,Hellas Verona,Belgium,CF,23,73,81,7000000,20000,14000000,Left,High/ Low,Lean (170-185),Italy,74,67,69,68,72,67,76,71,55,52,75,88,83,81,68,72,74,81,68,67,74,60,40,71,58,60,62,22,35,35,15,7,10,7,8
239368,M. Bakker,Atalanta,Netherlands,LWB,23,74,79,6000000,29000,10700000,Left,Medium/ Low,Normal (185+),Italy,75,65,50,70,73,38,72,59,46,65,69,80,83,65,70,64,75,83,75,76,47,79,70,63,58,48,64,72,74,70,14,7,11,8,9
220534,S. Luperto,Empoli,Italy,CB,26,75,78,6500000,11000,12200000,Left,Low/ Medium,Lean (185+),Italy,77,64,51,75,65,48,58,49,52,58,66,63,64,59,75,72,69,78,67,74,68,77,76,54,53,46,70,80,76,75,12,6,12,11,6
200752,Juan Jesus,Napoli,Brazil,CB,32,75,75,3600000,39000,6100000,Left,Low/ High,Normal (185+),Italy,75,60,20,76,56,17,58,44,36,56,56,67,66,65,75,58,62,82,61,74,35,81,78,35,34,37,73,78,79,77,12,11,7,8,14
217196,J. Palomino,Atalanta,Argentina,CB,33,75,75,2700000,37000,4600000,Left,Low/ Medium,Normal (185+),Italy,75,60,26,78,64,32,54,55,36,60,62,48,34,46,70,45,48,83,71,90,29,82,75,28,30,44,78,75,76,73,9,16,9,8,11
216409,M. Politano,Napoli,Italy,RW,29,81,81,25500000,72000,43400000,Left,High/ Low,Normal (170-185),Italy,81,80,76,40,79,75,83,79,77,76,84,84,82,89,81,88,78,55,77,41,82,63,38,76,77,70,79,63,29,29,11,12,6,8,11
246172,S. Chukwueze,Milan,Nigeria,RW,24,81,86,39000000,71000,69200000,Left,High/ Low,Normal (170-185),Italy,82,76,77,44,77,70,87,73,58,66,82,92,86,86,77,83,79,70,70,66,74,47,33,78,76,55,72,40,32,33,13,7,9,7,6
192505,R. Lukaku,Roma,Belgium,ST,30,84,84,41500000,165000,34000000,Left,Medium/ Low,Unique,Italy,84,73,86,83,77,79,82,78,66,70,78,72,86,59,82,52,87,93,64,95,75,71,27,85,75,89,82,30,41,30,8,15,14,7,10
211110,P. Dybala,Roma,Argentina,CF,29,86,86,68000000,130000,115600000,Left,High/ Low,Unique,Italy,87,82,83,58,86,90,90,89,88,79,93,84,76,88,79,90,84,73,72,60,89,43,42,82,91,87,79,32,41,39,5,4,4,5,8
259675,B. Kutlu,Genoa,Turkey,CM,25,69,72,1800000,17000,2500000,Left,High/ High,Lean (185+),Italy,74,46,58,51,68,45,66,41,47,72,68,79,78,73,73,64,67,73,90,71,65,77,71,63,62,52,63,72,74,73,15,8,10,9,6
225189,S. Bastoni,Empoli,Italy,CM,26,71,72,2200000,3000,3400000,Left,High/ High,Normal (170-185),Italy,72,71,52,64,74,45,69,73,58,71,70,67,68,68,73,70,65,70,75,66,65,61,69,72,70,52,71,62,73,72,13,12,13,8,11
259762,V. Kristiansen,Bologna,Denmark,LB,20,72,80,4900000,20000,9400000,Left,High/ High,Normal (170-185),Italy,73,66,52,55,67,54,72,63,55,64,72,75,74,71,69,73,66,73,83,71,50,74,69,61,56,52,66,70,70,71,10,10,8,12,6
226592,J. Jankto,Cagliari,Czech Republic,LM,27,73,73,3200000,20000,5800000,Left,High/ High,Lean (170-185),Italy,73,72,67,65,72,66,73,69,55,70,74,76,74,76,72,69,76,72,71,57,72,73,66,74,71,58,73,64,67,64,7,16,9,14,15
255561,J. Doig,Hellas Verona,Scotland,LWB,21,75,82,11000000,16000,22000000,Left,High/ High,Lean (185+),Italy,75,75,62,67,72,58,74,66,45,63,71,78,85,71,63,71,66,80,84,72,66,71,67,69,63,37,60,62,72,72,15,6,8,10,11
208574,F. Kosti?,Juventus,Serbia,LM,30,83,83,35000000,130000,59500000,Left,High/ High,Normal (170-185),Italy,83,90,72,59,81,75,84,85,80,79,82,85,85,76,80,79,86,80,90,77,78,76,69,78,80,66,82,69,74,72,13,14,12,12,13
229743,A. Deiola,Cagliari,Italy,CM,27,68,68,1300000,10000,2300000,Right,High/ High,Lean (185+),Italy,70,54,61,67,68,67,63,56,62,66,66,60,62,62,70,51,77,76,77,80,69,77,70,75,63,53,63,67,70,65,13,10,9,12,8
271196,Joan González,Lecce,Spain,CM,21,69,83,3400000,6000,8200000,Right,High/ High,Normal (185+),Italy,71,58,59,63,74,48,69,66,58,72,72,70,62,58,67,48,70,75,80,74,59,76,62,68,70,55,70,42,53,62,12,14,9,14,8
271579,F. Terracciano,Hellas Verona,Italy,RM,20,70,81,3500000,11000,7000000,Right,High/ High,Normal (170-185),Italy,71,69,56,61,71,54,72,70,62,65,69,83,80,72,62,68,69,78,65,67,65,61,62,57,67,57,54,64,63,62,11,12,8,12,13
236311,M. Rog,Cagliari,Croatia,CM,27,71,71,2000000,16000,3600000,Right,High/ High,Lean (170-185),Italy,72,65,64,48,74,64,76,66,67,72,74,72,69,79,63,82,76,64,67,65,71,82,71,73,71,62,75,64,70,69,6,15,12,13,12
231108,S. Hefti,Genoa,Switzerland,RB,25,73,76,3700000,17000,6900000,Right,High/ High,Normal (170-185),Italy,73,66,38,66,68,53,63,56,43,64,66,75,81,71,66,65,70,81,91,78,52,72,65,52,59,47,65,67,68,71,11,12,12,6,8
239679,P. Mazzocchi,Salernitana,Italy,RM,27,73,73,3200000,25000,5800000,Right,High/ High,Normal (170-185),Italy,73,75,60,64,73,58,74,69,60,73,75,78,79,70,64,67,66,79,72,71,57,71,68,68,68,58,66,71,69,69,12,14,13,8,11
255687,D. Zima,Torino,Czech Republic,CB,22,73,80,5500000,25000,10500000,Right,High/ High,Normal (185+),Italy,75,36,30,67,64,33,60,51,32,61,63,74,72,65,73,58,61,81,71,78,35,70,76,27,55,44,73,78,74,74,5,12,13,10,10
211408,K. Linetty,Torino,Poland,CM,28,74,74,4200000,36000,7100000,Right,High/ High,Normal (170-185),Italy,75,60,64,56,78,38,74,62,47,74,76,72,55,73,74,79,70,68,75,61,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6
241736,Y. Bisseck,Inter,Germany,CB,22,74,84,9000000,42000,17100000,Right,High/ High,Normal (185+),Italy,76,45,45,75,75,33,66,45,35,68,71,73,72,61,70,70,60,89,78,87,55,70,70,40,55,49,72,72,75,70,8,7,8,5,11
242280,L. Ferguson,Bologna,Scotland,CM,23,75,81,9000000,25000,18000000,Right,High/ High,Normal (170-185),Italy,77,58,76,65,76,57,74,69,67,74,75,74,75,79,70,76,77,79,90,76,70,85,72,77,73,80,75,66,69,68,6,11,6,14,14
233301,R. Kristensen,Roma,Denmark,RWB,25,75,77,6500000,35000,6600000,Right,High/ High,Normal (185+),Italy,75,74,64,73,68,59,72,64,56,64,68,63,74,62,75,64,75,78,85,74,67,74,73,71,66,58,70,73,74,72,10,9,9,6,10
246258,L. Beltrán,Fiorentina,Argentina,ST,22,76,83,15500000,44000,29500000,Right,High/ High,Normal (170-185),Italy,78,56,80,68,74,70,75,64,48,68,76,78,73,79,75,80,74,83,73,80,68,83,41,81,75,75,77,42,46,44,6,14,10,14,8
230965,N. Nández,Cagliari,Uruguay,RM,27,76,76,8000000,25000,14400000,Right,High/ High,Normal (170-185),Italy,76,72,60,58,74,64,76,73,54,71,74,86,80,87,79,89,67,79,90,73,61,87,75,73,69,59,71,64,71,72,8,8,14,5,15
195272,M. Faraoni,Hellas Verona,Italy,RWB,31,76,76,5500000,24000,9900000,Right,High/ High,Normal (170-185),Italy,76,78,66,69,76,81,74,77,66,72,76,77,76,71,76,79,79,77,74,68,75,77,72,74,67,66,73,68,72,68,11,8,13,12,15
235866,C. Kouamé,Fiorentina,Côte d'Ivoire,ST,25,77,80,14000000,51000,24900000,Right,High/ High,Lean (185+),Italy,79,70,75,77,74,69,79,52,45,65,77,78,85,77,78,68,75,86,74,71,66,71,36,80,69,61,70,34,38,32,15,13,6,7,14
242664,A. Saelemaekers,Bologna,Belgium,RM,24,78,82,20000000,52000,30900000,Right,High/ High,Lean (170-185),Italy,79,80,68,45,77,65,81,76,67,70,81,82,79,87,76,77,64,66,80,59,74,68,65,74,71,44,74,68,66,61,9,6,9,12,12
193061,R. Pereyra,Udinese,Argentina,CM,32,78,78,11000000,20000,19800000,Right,High/ High,Lean (170-185),Italy,79,76,74,60,80,73,82,78,74,76,82,79,76,76,76,76,74,75,78,68,76,71,70,77,79,72,78,66,72,69,4,5,3,4,8
230767,Renato Sanches,Roma,Portugal,CM,25,78,81,18500000,68000,23800000,Right,High/ High,Normal (170-185),Italy,81,75,60,61,80,68,80,69,68,77,80,81,78,81,79,88,85,82,75,80,76,84,75,75,79,68,83,73,73,65,5,12,6,13,14
229758,R. Kruni?,Milan,Bosnia and Herzegovina,CM,29,79,79,17000000,68000,28900000,Right,High/ High,Normal (170-185),Italy,79,71,72,66,84,66,80,70,71,80,83,71,64,73,79,70,77,76,76,72,76,69,74,76,77,66,75,74,75,75,14,9,12,10,14
216150,D. Zappacosta,Atalanta,Italy,LWB,31,79,79,12500000,48000,21300000,Right,High/ High,Lean (170-185),Italy,79,81,60,69,75,69,76,76,59,68,74,77,78,71,73,68,78,76,81,66,74,75,76,72,68,59,73,74,77,78,11,9,8,6,11
228881,D. Calabria,Milan,Italy,RB,26,80,83,25500000,63000,45300000,Right,High/ High,Normal (170-185),Italy,81,76,48,64,74,60,73,73,48,69,77,80,79,81,78,81,68,75,82,65,71,80,80,51,64,48,78,81,81,80,8,14,15,12,7
201995,Felipe Anderson,Lazio,Brazil,RW,30,81,81,25000000,65000,42500000,Right,High/ High,Unique,Italy,81,74,79,69,79,76,85,77,69,75,86,88,86,87,77,89,82,81,87,67,79,69,69,78,78,54,81,57,66,55,12,10,9,5,7
184941,A. Sánchez,Inter,Chile,ST,34,81,81,12500000,95000,21300000,Right,High/ High,Unique,Italy,82,80,83,72,79,83,85,83,80,75,85,73,70,87,83,90,82,77,65,65,84,67,52,87,83,69,82,45,44,35,10,10,15,12,13
