Id,Name,Team,Nationality,Position,Age,Overall,Potential,Value,Wage,Release clause,prefer_foot,Work rate,Body type,league,Best overall,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
253121,I. Soumaré,Le Havre,Senegal,LW,22,68,74,1900000,8000,4200000,Right,High/ Low,Lean (170-185),France,69,61,65,62,64,55,69,49,40,52,68,82,82,65,64,79,60,79,66,70,64,30,16,66,62,68,64,17,12,12,13,7,13,10,5
267465,A. Salama,Stade de Reims,France,ST,22,68,77,2700000,9000,5900000,Right,Medium/ Low,Lean (185+),France,70,47,72,67,54,62,69,52,41,44,70,67,78,58,66,52,67,75,54,72,63,48,19,69,52,70,70,17,23,20,6,7,9,14,15
264293,H. Diarra,Strasbourg,France,CM,19,68,82,2900000,5000,7600000,Right,Low/ Medium,Normal (170-185),France,70,51,48,58,75,43,69,51,52,68,70,60,53,68,67,67,63,61,59,55,53,63,67,68,72,56,68,65,68,68,8,12,7,7,8
253510,J. O'Brien,Olympique Lyonnais,Republic of Ireland,CB,22,68,77,2500000,10000,5300000,Right,Low/ Medium,Normal (185+),France,70,26,24,70,62,30,39,38,50,53,56,46,67,32,66,34,56,74,61,84,34,66,68,27,44,36,54,61,69,68,12,11,11,9,12
268927,I. Cissoko,Toulouse,Netherlands,LM,20,69,81,3400000,8000,7500000,Right,Medium/ Low,Lean (170-185),France,70,64,60,50,65,50,70,60,55,60,68,78,79,86,70,71,63,65,61,57,56,44,21,68,64,58,58,34,30,33,9,6,11,9,9
266299,F. Magri,Toulouse,Cameroon,ST,23,70,76,2500000,12000,5500000,Right,Medium/ Low,Normal (170-185),France,72,52,73,65,67,69,69,59,55,44,72,77,76,73,62,74,71,77,73,69,68,34,14,69,58,68,65,15,19,16,15,6,14,10,8
245364,N. Alioui,Le Havre,France,LW,24,70,75,2400000,10000,5000000,Right,Medium/ Low,Lean (170-185),France,71,66,71,55,67,60,74,68,52,63,70,68,70,80,67,77,72,60,62,53,66,41,25,70,64,62,68,27,22,21,7,8,7,9,7
244694,C. Sabaly,Metz,Senegal,LM,24,70,76,2500000,9000,5500000,Right,Medium/ Low,Lean (170-),France,71,66,66,47,67,58,71,59,48,62,69,82,86,90,57,88,66,53,63,35,57,37,19,71,62,63,61,16,25,26,15,14,14,11,15
243923,L. Costa,Toulouse,Cape Verde Islands,CB,22,71,83,4300000,12000,9500000,Right,Low/ Medium,Normal (185+),France,73,39,25,70,65,27,44,43,31,58,49,50,47,33,69,38,54,73,67,79,28,72,70,28,32,39,70,74,73,72,6,12,13,7,7
243491,César Gelabert,Toulouse,Spain,CM,22,72,80,5000000,15000,11000000,Right,High/ Low,Lean (170-185),France,75,56,70,32,77,35,74,42,63,72,72,74,74,61,72,64,46,58,60,64,71,38,64,69,78,57,54,34,68,50,14,13,13,10,11
246459,M. Daramy,Stade de Reims,Denmark,LW,21,72,82,5500000,14000,12100000,Right,High/ Low,Normal (170-185),France,74,62,67,44,67,59,77,60,49,58,74,88,85,84,65,84,66,69,77,70,58,58,22,70,68,52,72,25,27,20,9,7,9,13,11
246790,A. Bamba,Nantes,France,LM,29,72,72,2300000,18000,4600000,Right,Medium/ Low,Normal (170-185),France,72,65,61,52,68,51,77,63,64,67,71,85,83,75,64,68,63,71,72,62,61,43,30,66,69,57,68,41,40,42,14,7,6,12,11
225782,A. Maitland-Niles,Olympique Lyonnais,England,CM,25,72,74,2900000,22000,5700000,Right,Low/ Low,Lean (170-185),France,74,64,59,54,74,44,73,62,50,69,74,78,77,75,70,69,63,71,69,67,63,65,70,72,74,69,70,66,73,69,15,9,7,10,13
219809,T. Bakayoko,Lorient,France,CDM,28,73,73,2700000,18000,5400000,Right,Low/ Medium,Normal (185+),France,73,55,42,70,72,36,68,51,37,68,72,49,52,52,72,50,72,76,67,87,50,80,70,59,70,45,74,72,73,72,11,15,11,14,10
240754,Y. Atal,Nice,Algeria,RB,27,73,74,3200000,28000,6300000,Right,High/ Low,Lean (170-185),France,75,71,69,58,73,66,77,70,54,64,75,87,86,79,70,79,69,76,61,64,60,75,72,72,71,59,73,70,68,70,11,12,8,9,7
208449,C. Hérelle,Metz,France,CB,30,73,73,2500000,15000,5000000,Right,Low/ Medium,Lean (185+),France,73,57,47,75,72,35,58,49,42,69,65,41,58,55,69,60,59,73,66,76,44,76,74,50,45,47,69,71,74,72,15,10,14,12,13
193116,M. Gonalons,Clermont,France,CDM,34,74,74,1400000,16000,2800000,Right,Low/ Medium,Lean (185+),France,74,61,55,69,76,60,65,57,57,74,74,47,34,51,75,59,73,66,51,68,60,80,74,60,71,68,73,73,75,73,11,11,11,8,5
241821,M. Bayo,Le Havre,Guinea,ST,25,74,78,6000000,28000,7600000,Right,Low/ Medium,Normal (185+),France,76,57,77,70,67,73,75,69,51,46,75,68,68,67,73,53,78,76,60,73,70,38,23,75,62,73,75,24,19,16,14,14,5,11,14
208615,C. Jullien,Montpellier,France,CB,30,74,74,3500000,19000,7000000,Right,Low/ High,Normal (185+),France,74,51,54,82,72,28,54,38,36,71,67,60,62,36,63,33,64,88,60,85,32,78,69,52,63,55,66,71,73,70,8,14,12,11,8
198861,N. Mendy,Lens,Senegal,CDM,31,74,74,3000000,26000,5700000,Right,Low/ High,Normal (170-),France,74,61,49,65,78,41,71,69,54,72,78,66,50,75,74,87,62,71,51,67,61,78,73,56,68,55,75,75,75,73,14,12,9,12,15
237960,Mama Baldé,Olympique Lyonnais,Guinea Bissau,ST,27,75,75,6000000,9000,14800000,Right,Medium/ Low,Normal (170-185),France,75,69,75,74,71,74,73,73,49,64,70,86,89,80,74,76,79,89,78,76,68,80,47,73,65,67,66,41,52,51,6,12,13,13,6
239356,A. Matusiwa,Stade de Reims,Netherlands,CDM,25,76,80,9500000,20000,19700000,Right,Low/ High,Stocky (170-185),France,77,48,38,59,73,42,66,54,41,70,70,60,43,74,75,78,60,71,83,76,54,84,78,58,65,50,72,75,76,72,6,9,13,11,12
256854,W. Omari,Rennes,France,CB,23,76,81,10000000,32000,19800000,Right,Low/ Medium,Normal (185+),France,78,44,25,77,73,31,59,44,32,64,68,61,69,56,74,53,52,80,70,75,33,72,76,34,51,41,69,77,79,76,9,7,13,10,14
253444,A. Kalimuendo,Rennes,France,ST,21,76,81,11500000,34000,22700000,Right,High/ Low,Stocky (170-185),France,78,51,77,72,65,75,76,67,55,48,77,82,79,75,75,86,76,85,56,72,73,64,23,78,63,66,76,32,21,17,9,12,9,14,8
215330,J. Correa,Olympique de Marseille,Argentina,CF,28,77,77,11000000,74000,26700000,Right,Medium/ Low,Lean (185+),France,77,74,74,69,75,75,85,82,63,68,85,68,68,83,72,67,79,73,70,69,69,48,36,75,79,57,73,39,37,26,11,10,7,8,8
240753,A. Gouiri,Rennes,Algeria,LW,23,78,83,21000000,45000,41500000,Right,Medium/ Low,Normal (170-185),France,80,74,79,68,78,77,81,78,76,69,80,80,74,76,76,72,81,80,72,73,81,61,44,81,76,78,78,45,41,32,6,12,8,9,7
193476,R. Cabella,LOSC Lille,France,CAM,33,79,79,11000000,38000,20900000,Right,High/ Low,Lean (170-185),France,79,73,74,57,79,71,83,77,76,76,80,79,73,85,78,82,72,63,75,45,74,47,55,74,80,71,71,35,33,31,12,16,12,13,7
188567,P. Aubameyang,Olympique de Marseille,Gabon,ST,34,80,80,10500000,51000,20000000,Right,High/ Low,Unique,France,80,72,83,76,73,80,77,80,76,64,79,77,87,71,79,67,81,84,62,71,77,43,44,82,71,81,79,20,29,36,6,9,15,9,9
235212,A. Hakimi,Paris Saint Germain,Morocco,RB,24,84,86,50500000,90000,97200000,Right,High/ Low,Lean (170-185),France,84,84,75,68,82,74,79,77,77,73,82,88,93,81,82,78,82,82,92,72,75,76,78,78,78,64,83,75,76,76,10,8,14,6,8
232363,M. Škriniar,Paris Saint Germain,Slovakia,CB,28,84,84,36500000,110000,67500000,Right,Low/ High,Unique,France,84,43,46,78,72,40,64,47,30,73,70,62,71,54,84,56,50,84,73,87,39,77,84,41,56,56,87,88,90,81,10,13,12,8,12
231747,K. Mbappé,Paris Saint Germain,France,ST,24,91,94,181500000,230000,349400000,Right,High/ Low,Unique,France,93,78,94,73,86,84,93,80,69,71,92,97,97,93,93,82,90,88,88,77,83,64,38,93,83,84,88,26,34,32,13,5,7,11,6
263105,M. Bastian,Strasbourg,France,LB,22,63,73,1000000,4000,2200000,Left,Low/ High,Lean (170-185),France,63,61,33,59,54,32,62,39,37,46,61,70,74,63,51,70,35,61,73,54,30,59,56,51,41,46,46,59,61,61,8,13,10,9,14
270039,Diego Moreira,Olympique Lyonnais,Portugal,LM,18,67,82,2400000,10000,6100000,Left,High/ Low,Normal (170-185),France,68,52,60,43,58,54,73,61,42,56,74,87,86,83,70,81,64,66,71,64,51,63,22,51,58,61,72,28,35,29,9,11,6,8,13
272829,Ângelo,Strasbourg,Brazil,RW,18,69,86,3500000,17000,7000000,Left,High/ Low,Lean (170-185),France,71,69,59,37,67,54,76,67,45,64,71,90,88,87,49,77,59,56,64,45,43,26,23,60,62,63,50,28,25,30,8,9,5,13,10
258230,J. Hadjam,Nantes,Algeria,LB,20,69,81,3200000,7000,7000000,Left,High/ Low,Normal (170-185),France,70,66,47,52,65,48,69,61,45,52,67,75,77,68,68,65,61,72,75,74,52,65,64,58,60,58,64,62,67,66,6,13,8,13,6
269003,A. Sylla,Strasbourg,Côte d'Ivoire,CB,20,70,84,3600000,9000,9500000,Left,Low/ Medium,Lean (185+),France,72,40,19,66,69,22,68,33,28,62,68,71,69,71,68,72,58,80,72,78,25,79,69,34,46,42,72,68,67,65,14,7,15,10,9
226295,B. Boutobba,Clermont,France,RM,24,71,74,2600000,11000,5400000,Left,Medium/ Low,Lean (170-185),France,73,66,70,48,72,72,76,68,65,70,75,77,73,92,53,89,66,51,69,34,69,23,16,65,66,69,60,28,13,12,12,9,14,15,11
237936,A. Dønnum,Toulouse,Norway,LM,25,71,74,2500000,14000,5200000,Left,High/ Low,Normal (170-185),France,72,68,62,53,63,56,75,71,66,58,75,83,80,85,62,82,67,76,72,72,61,68,57,65,71,58,68,55,47,42,8,14,12,6,9
222286,G. Lloris,Le Havre,France,CB,27,71,73,2000000,11000,4200000,Left,Low/ Medium,Normal (185+),France,73,44,29,72,63,34,49,36,28,60,61,38,42,53,70,42,53,74,69,84,35,62,70,34,44,39,66,71,73,72,11,9,14,10,15
253108,M. Cham,Clermont,Austria,CF,22,72,79,4800000,13000,10600000,Left,Medium/ Low,Lean (170-185),France,75,56,68,53,73,62,74,66,58,70,75,80,72,82,68,61,65,64,48,52,68,31,26,73,75,63,69,21,21,18,6,9,8,8,15
268763,E. Nuamah,Olympique Lyonnais,Ghana,RW,19,72,86,5500000,10000,6900000,Left,High/ Low,Normal (170-185),France,72,55,69,37,62,58,76,63,45,48,75,89,90,90,67,86,69,66,64,65,58,41,17,70,65,49,71,29,21,23,11,8,11,9,13
231612,R. Del Castillo,Brest,France,RW,27,73,73,3200000,17000,6400000,Left,Medium/ Low,Normal (170-185),France,74,72,66,63,74,69,77,77,70,70,76,75,70,85,70,81,73,72,64,62,67,69,32,72,76,68,72,31,45,45,7,10,9,13,12
201510,L. Kurzawa,Paris Saint Germain,France,LB,30,73,73,2600000,46000,4800000,Left,High/ Low,Lean (170-185),France,73,74,66,69,75,61,76,69,53,67,78,69,63,66,70,69,69,72,62,66,62,73,73,74,75,54,74,70,73,72,14,10,7,9,15
236822,G. Gudmundsson,LOSC Lille,Sweden,LB,24,73,79,4500000,19000,9500000,Left,High/ Low,Normal (170-185),France,74,77,59,51,69,56,71,58,50,66,72,84,86,74,68,68,75,72,75,66,69,74,66,66,62,46,63,69,70,68,12,10,7,6,8
231887,Y. Yaz?c?,LOSC Lille,Turkey,CAM,26,74,76,5000000,27000,9900000,Left,Low/ Low,Normal (170-185),France,76,72,73,68,76,71,76,81,75,74,77,63,66,75,72,69,76,71,70,69,74,66,38,75,75,69,73,40,52,42,10,12,5,13,7
231242,A. Ounas,LOSC Lille,Algeria,RM,26,74,74,4600000,27000,8700000,Left,Medium/ Low,Lean (170-185),France,74,68,64,51,72,65,80,72,69,65,78,86,80,90,66,82,68,67,71,53,68,77,47,68,72,60,65,28,54,47,8,6,8,7,12
259139,David Costa,Lens,Portugal,LW,22,74,80,7000000,28000,14700000,Left,High/ Low,Normal (170-),France,75,65,69,34,71,55,82,69,60,62,79,75,70,86,71,85,66,46,46,40,74,46,32,69,69,48,76,36,30,35,6,8,9,10,10
251570,R. Cherki,Olympique Lyonnais,France,CAM,19,75,86,12000000,18000,25200000,Left,High/ Low,Stocky (170-185),France,77,70,64,28,73,57,87,77,73,68,79,72,66,83,70,84,76,57,54,67,68,57,22,70,76,61,77,19,23,15,7,14,6,8,8
235244,R. Nicolaisen,Toulouse,Denmark,CB,26,76,79,8500000,21000,17600000,Left,Low/ High,Lean (185+),France,78,39,41,81,74,32,54,38,32,69,68,45,53,54,73,50,51,82,73,84,34,78,72,48,45,36,76,77,78,74,6,14,14,13,13
239763,E. Zhegrova,LOSC Lille,Kosovo,RM,24,76,80,11000000,26000,21700000,Left,Medium/ Low,Lean (170-185),France,77,68,66,36,75,55,81,68,49,66,78,85,78,85,75,80,73,63,69,61,68,51,20,72,73,51,68,32,21,18,7,11,6,12,7
158625,Dante,Nice,Brazil,CB,39,78,78,2500000,26000,4800000,Left,Low/ High,Normal (185+),France,78,58,47,78,77,48,61,51,55,77,77,32,32,41,75,59,62,76,67,86,53,76,79,41,64,60,79,81,79,76,14,8,10,6,13
205600,S. Umtiti,LOSC Lille,France,CB,29,79,79,14500000,37000,27600000,Left,Low/ Medium,Unique,France,79,61,51,76,76,65,61,72,62,73,69,59,65,58,76,64,83,82,55,82,70,80,81,51,58,59,74,81,80,77,15,10,14,12,15
191202,N. Mati?,Rennes,Serbia,CDM,34,81,81,9000000,53000,17100000,Left,Low/ Medium,Lean (185+),France,81,68,59,70,85,71,79,70,63,82,86,32,36,47,83,49,84,68,74,82,67,77,77,61,72,64,88,84,80,71,7,15,12,14,9
261098,O. Zandén,Toulouse,Sweden,LB,21,64,75,1300000,4000,2900000,Left,High/ High,Normal (170-185),France,64,66,34,53,66,40,54,55,35,64,52,70,56,56,54,61,43,61,76,57,44,58,60,57,48,40,50,63,64,62,12,6,13,9,14
258437,E. Emegha,Strasbourg,Netherlands,ST,20,68,76,2700000,8000,5900000,Left,High/ High,Lean (185+),France,70,43,68,68,58,57,66,52,34,45,68,73,83,68,65,44,70,82,68,80,54,64,35,67,57,61,64,26,21,23,11,10,12,10,6
270390,Marquinhos,Nantes,Brazil,RW,20,71,81,4100000,43000,3500000,Left,High/ High,Normal (170-185),France,72,71,62,50,66,55,75,67,45,55,75,82,77,77,66,81,61,65,65,54,59,45,33,69,66,56,66,30,32,30,6,6,12,6,12
230686,J. Makengo,Lorient,France,CM,25,73,77,4200000,18000,8700000,Left,High/ High,Normal (170-185),France,75,69,61,70,78,69,74,66,59,74,75,68,59,65,69,71,75,73,73,69,69,69,69,67,68,59,70,70,78,74,8,9,9,8,9
251573,Renan Lodi,Olympique de Marseille,Brazil,LB,25,79,82,21500000,38000,42500000,Left,High/ High,Lean (170-185),France,79,79,65,70,75,59,77,81,57,75,77,82,81,80,76,82,76,79,82,67,68,77,74,74,72,55,76,73,76,79,12,7,11,10,15
209519,G. Laborde,Nice,France,ST,29,81,81,25500000,61000,48500000,Left,High/ High,Normal (170-185),France,81,74,83,84,80,84,79,75,59,71,81,71,72,81,80,63,82,87,88,77,77,72,36,82,78,69,80,38,34,23,14,15,9,14,9
277820,N. Lahmadi,Toulouse,France,CM,18,65,86,2300000,2000,6900000,Right,High/ High,Normal (170-185),France,67,58,60,60,74,58,67,59,54,67,66,69,66,59,63,77,67,63,66,54,58,66,52,55,64,54,63,56,63,62,12,10,9,10,11
234834,K. Andri?,Clermont,Serbia,ST,28,68,68,1200000,9000,2400000,Right,High/ High,Normal (185+),France,68,38,72,71,64,51,62,50,41,39,72,63,58,65,64,42,67,80,68,77,61,51,21,73,64,77,70,27,26,21,5,7,10,7,11
251926,R. Ndiaye,Le Havre,France,CDM,21,69,78,3000000,6000,6600000,Right,High/ High,Normal (170-185),France,70,48,52,63,73,38,65,42,44,70,70,74,72,74,68,77,59,77,76,71,52,67,65,63,68,47,68,64,66,64,10,6,5,14,15
244603,B. Omeragi?,Montpellier,Switzerland,CB,21,70,83,3700000,9000,9700000,Right,High/ High,Lean (185+),France,72,57,28,68,73,39,60,49,31,72,68,72,78,68,65,61,47,78,68,73,54,72,65,58,54,41,67,67,72,70,13,14,15,10,10
262088,H. Haraldsson,LOSC Lille,Iceland,CF,20,70,83,3900000,14000,9800000,Right,High/ High,Lean (170-185),France,73,63,68,45,71,64,72,67,62,64,74,75,77,86,65,82,64,61,85,57,60,82,59,72,69,57,71,60,59,61,7,14,10,14,6
239919,K. Kouao,Metz,Côte d'Ivoire,RB,25,71,76,2600000,11000,5400000,Right,High/ High,Normal (170-185),France,72,66,35,49,62,28,67,51,35,53,68,75,79,74,65,84,48,66,75,68,35,73,71,58,40,47,65,63,72,74,11,12,13,11,9
270559,Tiago Santos,LOSC Lille,Portugal,RB,20,71,81,3900000,13000,8200000,Right,High/ High,Normal (170-185),France,72,67,39,37,66,49,75,51,50,72,73,82,80,79,66,70,50,54,71,48,41,51,60,63,59,53,70,71,74,69,10,7,15,7,13
188537,L. Négo,Le Havre,Hungary,RB,32,72,72,1600000,13000,3200000,Right,High/ High,Lean (170-185),France,72,78,70,54,70,68,71,81,43,69,70,78,82,70,74,72,69,70,68,65,61,67,68,68,59,54,73,65,68,66,12,12,8,11,16
237841,M. Murillo,Olympique de Marseille,Panama,RB,27,72,72,2300000,23000,4400000,Right,High/ High,Normal (170-185),France,72,65,56,69,68,38,67,63,58,66,69,80,83,72,68,68,68,81,76,72,51,72,71,67,68,62,71,58,71,70,5,15,12,11,14
253181,A. Tosin,Lorient,Benin,ST,25,73,75,3900000,20000,8100000,Right,High/ High,Stocky (170-185),France,75,63,74,64,63,68,72,61,48,59,68,88,90,83,72,75,76,84,75,74,71,74,37,72,59,68,69,31,37,39,12,11,12,11,13
184873,I. Traoré,Metz,Côte d'Ivoire,CB,36,73,73,550000,10000,1100000,Right,High/ High,Stocky (170-185),France,73,43,40,73,68,19,35,48,58,66,59,36,34,64,69,58,60,76,79,89,51,79,71,35,53,49,72,73,74,70,6,10,16,6,15
230020,P. Lees-Melou,Brest,France,CDM,30,76,76,6500000,18000,13000000,Right,High/ High,Lean (185+),France,77,77,69,58,78,58,75,78,69,76,77,64,61,71,76,60,77,70,88,72,77,71,77,74,76,65,77,73,70,62,14,6,12,9,10
255125,A. Ounahi,Olympique de Marseille,Morocco,CM,23,76,82,12000000,30000,25200000,Right,High/ High,Lean (170-185),France,78,57,61,58,81,52,78,61,54,77,81,63,64,77,75,68,73,66,87,65,59,62,69,73,76,57,76,65,68,61,14,13,6,8,7
223597,R. Aguilar,Lens,France,RB,30,76,76,6500000,30000,12400000,Right,High/ High,Normal (170-185),France,76,74,49,60,74,52,74,62,33,70,75,77,70,78,74,76,70,74,92,66,45,83,72,70,69,38,72,72,74,74,15,8,16,10,13
235432,M. Munetsi,Stade de Reims,Zimbabwe,CM,27,77,78,12000000,25000,24900000,Right,High/ High,Normal (185+),France,78,59,68,68,77,54,75,61,48,76,77,63,74,54,77,55,77,77,88,80,73,69,76,75,76,43,74,72,75,70,13,10,7,8,11
246646,M. Caqueret,Olympique Lyonnais,France,CM,23,77,80,14500000,30000,28600000,Right,High/ High,Lean (170-185),France,80,66,55,48,81,49,76,66,69,77,76,76,74,86,77,85,63,63,86,56,59,80,80,69,78,53,78,75,80,71,8,5,12,5,15
208364,Clinton Mata,Olympique Lyonnais,Angola,RB,30,77,77,9000000,32000,17100000,Right,High/ High,Normal (170-185),France,77,62,53,71,72,46,72,71,70,71,72,78,84,84,76,71,78,83,86,73,67,80,76,67,64,49,77,76,76,75,10,10,7,10,10
227232,F. Sotoca,Lens,France,CF,32,77,77,8500000,38000,16200000,Right,High/ High,Lean (185+),France,77,76,77,79,78,73,72,68,64,70,77,69,76,71,81,51,76,86,87,80,69,73,49,80,79,69,77,47,46,44,13,15,12,11,14
221284,J. Gradit,Lens,France,CB,30,78,78,11500000,34000,21900000,Right,High/ High,Normal (170-185),France,78,63,19,74,74,25,68,44,28,59,71,72,70,64,78,68,48,84,77,79,27,80,77,54,60,36,74,78,80,78,8,13,11,12,10
208787,A. Thomasson,Lens,France,CF,29,78,78,14000000,42000,26600000,Right,High/ High,Lean (170-185),France,78,78,75,61,80,66,80,74,70,77,81,68,68,77,80,80,75,70,84,67,76,69,68,80,79,68,78,61,68,57,14,9,15,9,13
247246,K. Thuram,Nice,France,CM,22,79,84,27000000,42000,53300000,Right,High/ High,Normal (185+),France,81,72,75,76,82,55,80,72,56,78,80,73,72,71,78,70,74,86,82,80,71,70,77,78,79,59,79,77,77,74,7,9,14,11,9
214097,B. Bourigeaud,Rennes,France,CM,29,80,80,20500000,57000,39000000,Right,High/ High,Lean (170-185),France,80,83,76,66,83,78,79,80,82,79,83,73,73,72,81,73,77,76,87,72,79,74,73,78,81,76,78,63,69,58,14,7,15,11,15
256903,Gonçalo Ramos,Paris Saint Germain,Portugal,ST,22,80,87,43000000,17000,57800000,Right,High/ High,Normal (185+),France,82,60,82,80,73,74,76,64,45,65,78,78,77,78,82,76,83,89,89,79,67,80,44,86,63,60,75,43,47,34,15,9,7,7,15
255253,Vitinha,Paris Saint Germain,Portugal,CM,23,80,84,30000000,72000,57800000,Right,High/ High,Lean (170-185),France,82,71,66,39,85,62,85,68,61,82,85,73,66,90,80,85,69,59,78,59,71,75,76,74,80,73,82,74,72,68,12,13,8,5,5
243630,J. David,LOSC Lille,Canada,ST,23,80,83,29000000,39000,57300000,Right,High/ High,Normal (170-185),France,83,67,82,76,76,76,77,58,58,69,79,80,84,75,82,71,79,88,85,77,74,55,33,83,73,86,81,29,29,19,7,7,11,7,7
253306,M. Ugarte,Paris Saint Germain,Uruguay,CDM,22,81,86,36500000,69000,70300000,Right,High/ High,Normal (170-185),France,82,62,65,55,80,45,79,62,58,79,77,72,72,69,80,60,62,74,83,77,65,88,83,75,75,62,84,79,83,77,6,10,16,8,13
193301,A. Lacazette,Olympique Lyonnais,France,ST,32,82,82,24500000,55000,46600000,Right,High/ High,Unique,France,82,70,85,76,80,80,82,74,74,72,83,71,73,82,83,83,85,84,72,79,78,74,42,85,80,83,84,39,45,32,11,6,9,5,6
270354,J. Affamah,Nantes,France,ST,21,59,71,550000,3000,1200000,Right,Medium/ High,Normal (170-185),France,61,43,66,61,51,61,52,59,40,31,55,76,74,74,52,64,62,68,46,53,64,48,17,52,54,53,54,26,28,26,7,9,10,7,6
275270,A. Kari,Lorient,France,CM,18,64,79,1400000,5000,3400000,Right,Medium/ High,Normal (170-185),France,68,58,42,58,70,49,64,59,45,64,66,67,66,52,67,68,63,66,64,63,40,70,64,62,60,52,65,66,65,64,15,13,15,11,8
270894,L. Diack,Nantes,Senegal,CDM,22,67,74,1900000,4000,220000,Right,Medium/ High,Normal (185+),France,68,56,55,59,68,54,65,58,49,61,62,75,76,78,60,63,65,75,82,73,60,74,67,62,57,60,59,61,66,63,5,13,13,9,14
200968,F. Ogier,Clermont,France,CB,34,69,69,450000,8000,900000,Right,Medium/ High,Lean (170-185),France,69,23,27,71,56,23,39,33,34,52,62,29,33,56,69,62,57,66,65,72,30,73,74,30,23,37,68,74,71,63,14,8,8,8,6
231848,Q. Boisgard,Lorient,France,LM,26,69,70,1600000,11000,3300000,Right,Medium/ High,Normal (170-185),France,70,68,63,50,74,60,72,64,69,72,70,60,52,65,64,73,61,65,76,72,61,62,53,68,71,70,67,54,63,54,13,5,8,9,7
259119,S. Sow,Strasbourg,Guinea,CB,20,69,78,2900000,7000,6400000,Right,Medium/ High,Normal (185+),France,71,43,38,70,64,28,59,52,27,59,63,62,64,52,67,57,49,77,44,77,40,66,69,42,49,44,68,68,70,69,10,5,10,6,9
254273,A. Beka Beka,Nice,France,CDM,22,70,78,3400000,16000,7100000,Right,Medium/ High,Lean (170-185),France,71,59,50,52,70,36,72,53,44,71,70,77,72,71,69,78,68,71,76,69,68,70,68,65,56,44,67,69,70,66,11,10,14,10,9
